v_id,race,avg_income
067EL04,white,69450.4283272
067EL05,white,107569.000056
067EP01,white,64825.2446372
067FO01,,59273.0004728
067FO02,,52712.4392107
067FO04,,44912.2795331
067FO05,,40611.7386728
067FP01,white,130850.90241
067FR01,white,140268.115179
067FY01,white,121066.425676
067GM01,white,106741.00026
067GT01,white,86430.0564448
067HL01,,80364.0067912
067HR01,white,129495.146669
067HT01,white,145838.999948
067HY01,white,93193.9643763
067KE1A,white,77015.5050269
067KE2A,white,85698.9271015
067KE3A,white,75715.0304655
067KE4A,white,77266.2969222
067KE5A,white,79632.8809973
067KL01,white,90600.0000324
067KP01,white,115967.16253
067KP02,white,99899.129528
067KP03,white,123383.605978
067LA01,white,135333.297273
067LI01,,133845.983744
067LM01,white,115676.017844
067LM02,white,132393.217757
067LM03,white,127437.776917
067LM04,white,130492.169301
067LW01,white,99747.7968572
067MA01,,76526.1134595
067MA02,,59046.8462027
067MA03,white,90712.6836194
067MA04,white,85874.5923571
067MB01,white,151583.999728
067MC01,,70161.0019773
067MD01,white,126857.326326
067ME01,,80636.2928891
067MK01,white,102494.999956
067ML01,white,98471.0045237
067MR1A,,44243.5740626
067MR2A,white,89297.6799139
067MR2B,,65711.1799342
067MR3A,,59452.946863
067MR4A,white,83951.0
067MR4B,white,65071.6983488
067MR4C,white,74968.78785
067MR5A,,54417.3046791
067MR5B,white,71131.401242
067MR6A,white,58686.2957434
067MR6B,white,84439.8843064
067MR7A,,45574.9659184
067MS01,white,105760.970971
067MS02,white,98446.0335185
067MT01,white,157721.753009
067MT03,white,168311.623111
067MT04,white,209538.999635
067NC01,white,74359.4702
067NJ01,white,96528.8662411
067NP01,,78399.9406555
067NS01,white,98730.8242133
067OK01,white,114410.028123
067OR01,white,113406.000007
067OR02,,89559.9998885
067OR03,,56990.6482891
067OR04,,67348.9999932
067OR05,white,115053.218289
067PE01,black,54717.0484505
067PF01,white,72146.5837328
067PM01,white,114203.499666
067PM02,white,86939.8596807
067PO01,white,138681.999949
067PP01,white,133844.556198
067PR01,white,87389.9386063
067PS1A,,72507.5992392
067PS2A,black,66352.2386892
067PS3A,,69734.9063381
067PT01,white,111668.999885
067RM01,white,107844.870771
067RS01,black,46848.0001011
067RW01,white,135308.349366
067RW02,white,153556.991168
067SA01,white,126620.496246
067SF01,white,137689.69657
067SI01,white,123586.000049
067SM01,white,125454.990659
067SM03,white,77698.3457055
067SN1A,,62805.5286894
067SN2A,,63168.5304485
067SN3A,,57525.2561464
067SN4A,white,88558.9035795
067SN5A,,49751.0936112
067SN6A,white,117261.09756
067SN7A,white,99052.1272221
067SN7B,,114849.058097
067SO01,white,128431.999861
067SO02,white,109556.046759
067SO03,white,166386.08086
067SW01,,71456.3040366
067SW02,black,48164.3079317
067TM01,,62734.6678864
067TR01,white,157506.254459
067VA01,white,133633.008538
067VG01,white,88765.7888437
067VG02,,85128.5831797
067VG03,white,101153.096721
067VG04,white,126661.805272
067WG02,white,84696.1926927
067WL01,white,136873.844336
089AA,black,63471.9998234
089AB,white,121469.258963
089AD,white,157989.300633
089AE,white,74514.5410651
089AF,black,42576.6152659
089AG,white,138754.283642
089AH,white,94373.329923
089AI,white,86539.3731549
089BB,white,52449.3895367
089BC,white,88264.1679836
089BD,white,155996.999767
089BE,hispanic,83551.484499
089BF,,58317.6675457
089BG,white,82487.2273616
089BH,,70612.1762036
089BI,white,123167.521961
089BJ,black,69589.6873835
089BL,black,67348.9990567
089BM,black,53747.6837004
089BR,white,56858.983108
089CA,black,49146.9999949
089CB,black,44949.8348805
089CC,black,37708.5424923
089CD,black,67577.9549057
089CE,,73394.4072516
089CF,black,64793.0000217
089CG,black,72421.3486141
089CH,white,72004.6906385
089CI,white,109860.295873
089CJ,white,79524.7953418
089CK,black,37306.7694379
089CL,black,57071.1882567
089CM,black,48321.456227
089CN,white,56069.8578966
089CO,,103435.932886
089CP,black,57954.9855647
089CQ,black,48441.992136
089CR,black,60412.9860109
089CS,black,65998.398768
089CT,black,27600.0000297
089CU,black,45725.1472133
089CV,white,94575.0664381
089CW,white,88732.4900975
089DA,,51380.957949
089DB,,50535.0285842
089DC,hispanic,54242.2244947
089DE,black,58731.7910895
089DF,,103704.870622
089DG,white,145869.000002
089DH,white,134869.307608
089DI,white,159717.823872
089EA,black,79382.0158026
089EC,,72769.8156416
089EE,white,64047.6932682
089EF,white,77401.9394479
089EG,white,119116.973185
089ER,white,61829.8290046
089FA,black,48858.0000259
089FB,white,198544.827023
089FC,black,40205.6109299
089FE,black,65591.1473802
089FG,black,64793.0
089FJ,black,49299.9421385
089FK,black,74727.9999779
089FL,black,53082.3465227
089FM,black,56095.4040655
089GA,white,109095.808889
089GB,black,51183.999986
089GC,black,55032.6402231
089GD,white,93518.2565336
089GF,black,46753.2187242
089HA,black,50233.8643098
089HB,white,89142.956877
089HC,white,86202.9956996
089HF,,65928.9603339
089HG,,86195.7687577
089HH,black,59598.6970728
089HI,white,84529.649367
089IA,black,62406.8975829
089IB,black,37167.245448
089JA,white,36435.5899204
089JB,black,43895.1366532
089KA,black,41734.4224844
089KB,white,131053.188751
089KC,black,56502.0000084
089KD,black,75793.7897241
089KE,black,58064.2778009
089KG,white,64576.1341072
089LA,white,127376.406513
089LB,white,75148.8796866
089LC,,91469.3933821
089LD,black,48247.0
089LE,white,59997.6991367
089LH,black,55563.9999656
089LV,white,96227.6770666
089MA,black,61031.4152713
089MB,black,66331.6333265
089MC,black,55545.1416782
089MD,black,60027.4694929
089ME,,47316.0000925
089MF,black,65251.9999564
089MG,white,69707.7390984
089MH,white,99403.6207026
089MI,black,47983.0366455
089MJ,hispanic,53960.4135568
089MK,white,82430.2820955
089ML,black,53920.7683813
089MM,black,43097.1164635
089MN,black,41417.7465845
089MO,black,55244.8169723
089MP,black,63298.9618907
089MQ,white,146753.47041
089MR,black,59521.993967
089MS,white,135705.256782
089MT,white,55994.556887
089MU,white,59718.1137412
089MV,black,79162.9997618
089MW,white,94871.7683969
089MZ,black,39873.7680554
089NB,,57972.1051015
089NC,black,60236.9999293
089ND,white,110455.999955
089NF,,68242.5858185
089OA,white,102700.673396
089OB,hispanic,48825.9669156
089OK,white,106164.804212
089OV,black,51142.8983879
089PA,black,45137.9976276
089PB,,59632.0001897
089PC,black,72649.0000008
089PE,black,42070.0496019
089PF,,42765.322967
089PG,white,91336.453884
089PH,black,63450.9241653
089PI,black,65558.0327844
089PN,black,49885.9618547
089PR,black,39873.7596373
089RA,black,56147.2972574
089RC,black,72655.0937844
089RD,white,97723.8880976
089RE,black,41197.1690337
089RF,black,69754.00005
089RG,black,35326.7998836
089RH,black,49647.55742
089RI,black,76356.9663357
089RJ,black,63090.4975492
089RK,black,55080.0000084
089RL,black,55589.406838
089RM,black,50272.9792647
089RN,white,106721.992146
089SA,white,152270.048599
089SB,white,70105.1177822
089SC,black,53268.7732685
089SD,black,71286.1437994
089SE,white,120886.597542
089SF,,101731.994626
089SG,black,49201.5433753
089SH,white,117152.875737
089SI,black,44447.773362
089SJ,black,36927.3545
089SK,black,72872.6533676
089SL,black,43697.5894288
089SM,black,67964.3714773
089SN,white,75154.0001454
089SO,black,76661.6416358
089SP,black,43995.228424
089SQ,black,64377.0594466
089SR,black,44471.7333448
089SS,black,60566.2389816
089ST,black,77019.3781422
089SU,black,60509.8194421
089SV,black,72877.0000043
089TA,black,49803.0111423
089TC,black,31018.0001088
089TF,white,96314.9255889
089TG,white,102101.255157
089TH,white,86583.1318894
089VB,,47316.0002603
089WA,black,39815.870019
089WB,black,56502.0
089WD,black,56197.9405044
089WF,white,107682.555416
089WG,black,51184.0000336
089WI,,56205.1077989
089WJ,,91628.9954277
089WK,black,47216.0000308
089WL,white,126049.575239
089WN,black,73882.004222
089YA,black,65615.1257733
12101A,white,92952.9622934
12101B,,80095.1839086
12101C1,black,38173.0765435
12101C2,black,35120.0000431
12101D,black,52036.5347394
12101E,white,90784.1397842
12101F,black,25282.0000225
12101G,black,44017.9664044
12101H,black,24479.6984578
12101I,black,34378.0001593
12101J,black,30444.8270649
12101P,black,39242.6726698
12101R,black,20891.6639949
12101S,black,36673.1016468
12101T,,55133.2093864
12102A,white,46303.0001382
12102B,,57686.6943556
12102C,white,29512.0016958
12102D,black,51385.098194
12102E,black,25350.6313556
12102F1,white,42909.2731933
12102F2,hispanic,27533.0
12102G,black,59375.0279533
12102J,hispanic,27533.0003873
12102K,,42950.0
12102L1,hispanic,45188.9725985
12102L2,white,100864.999874
12102S,,57249.8912256
12102W,white,87766.0
12103A,black,27740.6627099
12103B,black,27406.0000852
12103C,black,39291.3838513
12103D,black,27340.0000291
12103E,black,19653.4983947
12103F,white,86784.2560239
12103G,black,15389.0001477
12103H,black,35997.0000251
12103I,,66113.854176
12103L,black,60667.9997259
12103M,white,57334.3119909
12103N,black,29787.4994217
12103P1A,white,53680.0186107
12103P2,black,21209.0
12103S,black,35997.0000039
12103T,black,44311.8871663
12104A,black,30341.9999945
12104B,black,43957.3952996
12104C,black,35651.9998104
12104D,black,35651.9999567
12104F,white,49896.5106383
12104G,black,36778.0
12104I,black,53217.466991
12104J,black,25242.292842
12104K,black,35074.0841761
12104L,black,36129.9999521
12104M,black,21568.0
12104S,black,46545.999876
12104T,black,35386.0
12104V,black,24285.8435641
12104W,black,38930.9239721
12104X1,black,35759.0200937
12104X2,black,35959.1343464
12105A1,black,39463.2967499
12105A2,white,74509.8315883
12105B,black,37228.5098978
12105C,black,34376.6748439
12105D,,52260.4903887
12105F,white,29512.0
12105J,black,42941.585985
12105K,black,30532.5617551
12106B,white,75487.0
12106D,white,71373.3689554
12106E,white,72178.7174635
12106F,white,58946.758234
12106G,hispanic,27533.0
12106H,white,59582.2674532
12106I,,69900.5230237
12106J,,45081.057745
12106L1,white,87765.9992351
12106L2,white,87766.0000903
12106N,white,109896.950179
12106Q,white,74875.0001423
12106R,hispanic,37734.6990054
12106S,white,59200.5701212
12107A,white,157276.007275
12107B,white,199294.36658
12107C,white,176043.722072
12107D,white,131764.348369
12107E,white,126115.024592
12107F,white,120758.606402
12107H,white,129059.000016
12107J,white,125829.486437
12107M,,77244.3317819
12107N,,52523.0003284
12108A,white,263565.203108
12108B,white,245507.920083
12108C,white,256389.389374
12108D,white,255725.654679
12108E,white,269010.312053
12108F1,white,226070.090638
12108G,white,118764.009889
12108H,white,226996.999074
12108J,white,138801.245249
12108K,white,138803.068553
12108L,white,87289.0007578
12108M,white,135365.035419
12108N1,white,221299.000193
12108N2,white,221381.421359
12108P,white,67895.2872147
12109A,,100512.153848
12109B,black,35970.8214809
12109C,black,40447.9996988
12109D,black,26088.6688216
12109E,black,42531.6628892
12109F,white,92955.4619794
12109G1,white,67895.0182723
12109G2,white,67895.0000883
12109H,white,67895.0
12109I,black,40775.9999983
12109K,black,31091.9225552
12109L,black,40094.0606534
12109M,white,118699.999949
12110A,black,37740.3164043
12110B,black,72579.0
12110C,black,29262.0318226
12110D,black,26177.6079698
12110E,black,33518.5280698
12110F,black,40447.8169444
12110G,black,38163.730312
12110H,black,31296.7654716
12110I,black,71919.2251782
12110J,black,27505.4212903
12110K,black,40334.9878689
12110L,black,72578.9996085
12110M,black,36298.822261
12110P,black,32046.999984
12110R,black,27503.9998312
12111B,black,65759.240361
12111C,black,71432.8537365
12111E1,black,51445.000011
12111E2,black,51445.0
12111E3,black,50016.1480866
12111G,black,25664.1565825
12111H,black,44749.0923361
12111J,black,41628.0000181
12111K,black,42006.4885368
12111M,black,52641.9999697
12111N,black,50322.0366046
12111P,black,45767.3397957
12111R,black,21537.9448448
12112A,black,48162.9996438
12112B,black,48162.9999502
12112C,black,41225.9998394
12112D,black,23984.7763757
12112E1,black,22402.7118397
12112F,black,38291.6535249
12112G,black,23800.0000513
12112H,black,32339.3658542
12112I,black,28534.9013759
12112J,black,32930.0000227
12112K,black,29682.5130538
12112L,black,24448.6012747
12112M,black,32997.0398197
12112N,black,28004.0125754
12112S,black,37724.9999756
12112T,black,32949.4699222
121AP01A,white,116185.023555
121AP01B,,84909.9999854
121AP01C,white,111815.650764
121AP01D,white,81158.1907624
121AP021,white,110781.941078
121AP022,,61655.0002753
121AP02B,,61654.999889
121AP03,,57454.0000093
121AP04A,white,138431.719885
121AP04B,white,177524.999495
121AP05,white,158709.308464
121AP06,white,111870.317795
121AP07A,white,90764.2214155
121AP07B,white,138287.349975
121AP09A,white,105645.403973
121AP09B,white,115719.401279
121AP10,white,169333.999407
121AP12A,,97284.0001583
121AP12B,white,163711.151849
121AP12C,,85109.9573477
121AP13,white,140031.290537
121AP14,white,118228.333247
121CH01,white,41282.0
121CH02,white,41282.0000023
121CH03,white,41282.0
121CH04A,white,41282.0
121CH04B,white,41282.0
121CH05,white,41282.0
121CP011,,40399.8685842
121CP012,,39986.8709058
121CP01B,,79794.9992581
121CP02,,79794.9668548
121CP04,black,36599.8336446
121CP051,black,51275.8443223
121CP05B,black,35056.3167721
121CP06,white,57248.9999336
121CP07A,black,35016.0003381
121CP07D,black,35016.0
121CP081,black,41166.0001052
121CP083,black,41166.0
121CP08A,white,57248.9999496
121EP01,black,42070.8213304
121EP02,black,43866.7971891
121EP03,black,40753.9595325
121EP04,black,44235.3064161
121FA01A,black,60801.4212202
121FA01B,black,49669.0
121HP01,,52696.9730183
121JC01,,145436.99994
121JC02,,119965.050347
121JC03A,,98246.0004352
121JC03B,,98246.0002512
121JC04A,white,163061.374152
121JC04B,white,113558.0
121JC05,,98246.0388369
121JC06,white,126336.000022
121JC07,white,126839.488816
121JC08,white,126335.99752
121JC09,white,120359.978589
121JC10,white,111750.530237
121JC11,white,122981.463271
121JC12,white,170409.619398
121JC13A,white,215884.83114
121JC13B,white,215885.0
121JC14,white,215884.999136
121JC15,white,127036.418003
121JC16,white,117148.995231
121JC17,white,117142.980528
121JC18A,white,98820.6053867
121JC18B,white,117149.0
121JC19,white,116523.586226
121ML011,white,177524.999989
121ML012,white,177525.000024
121ML01B,white,178143.432728
121ML021,white,187591.470592
121ML022,white,190427.0
121ML023,white,177681.167199
121ML024,white,190426.999955
121ML03,white,190427.0
121ML04A,white,163189.779537
121ML04B,white,177112.076944
121ML04C,white,184433.58675
121ML05A,white,169334.0
121ML05B,white,190427.0
121ML05C,white,131507.554028
121ML06A,white,89105.4961093
121ML06B,white,87754.0786291
121ML071,white,190427.0
121ML072,white,190427.0
121ML07A,white,190427.0
121MP01,white,175478.0
121PA01,white,45172.5612156
121RW01,white,108603.189828
121RW02,white,142982.961069
121RW03,,71633.4028417
121RW04,white,100437.999959
121RW05,,58003.9855617
121RW06,white,93606.2385029
121RW07A,hispanic,45163.0000085
121RW07B,hispanic,45170.9301991
121RW08,white,104907.832885
121RW09,white,176443.563528
121RW10,white,121373.989042
121RW11A,white,92566.1771281
121RW12,white,113046.672824
121RW13,white,103843.601204
121RW15,white,166033.558256
121RW16,white,110849.313211
121RW17,white,100437.99017
121RW18,white,152029.727253
121RW19,white,187821.165651
121RW20,white,141846.704718
121RW21A,white,163434.327627
121RW21B,white,215870.515805
121RW22A,white,96248.0087598
121SC01B,black,87927.9411808
121SC02,black,71485.7392749
121SC04,white,51949.8440986
121SC05A,white,58258.2233014
121SC05B,black,101950.239027
121SC05D,black,87960.7627183
121SC07A,black,64043.8404756
121SC08B,black,43010.1486789
121SC08C,black,48657.023764
121SC08D,black,39694.0
121SC08E,black,49346.9978534
121SC08F,black,48657.0
121SC09A,black,44086.6969134
121SC09B,black,46959.0854889
121SC10,black,41164.0363432
121SC11A,black,56759.9999747
121SC11B,black,56759.9999777
121SC13A,white,56422.0002889
121SC13B,white,56422.003735
121SC14,black,42668.9250389
121SC16,black,81562.9999511
121SC17A,black,48657.006409
121SC17B,black,48657.0
121SC17C,black,40697.9825237
121SC18A,black,53108.6451605
121SC18B,black,101953.999923
121SC19A,black,39780.2115605
121SC19B,black,47644.2055908
121SC211,black,54300.2067363
121SC212,black,49669.0
121SC23A,black,56054.9410052
121SC23B,black,54597.9959849
121SC27,black,43809.1670036
121SC29A,black,49669.0001547
121SC30A,black,71467.0
121SC30B,black,61707.4505136
121SS01,white,136488.870001
121SS02A,white,90477.0
121SS02B,white,90477.0
121SS03,white,69193.0003403
121SS04,,74517.0043037
121SS05,,58602.0054561
121SS06,white,69192.9977567
121SS07A,white,84328.9999613
121SS07B,white,108524.999331
121SS07C,white,108524.999954
121SS08A,white,108525.000018
121SS08B,white,108524.991486
121SS08C,white,84329.0001405
121SS08D,white,108525.020545
121SS09A,white,66325.2756171
121SS09B,white,107793.915474
121SS11A,white,98018.5278361
121SS11B,,92760.9877163
121SS11C,,101716.448226
121SS11D,,92761.0000254
121SS12,white,124374.241597
121SS13A,white,94140.0
121SS13B,white,170781.917706
121SS14,white,162671.225707
121SS15A,black,44353.0003431
121SS15B,,72017.9998374
121SS16,,58034.0000791
121SS17,white,46878.6732202
121SS18A,,71783.7353125
121SS18B,white,90477.0004194
121SS19A,,66247.9391108
121SS19B,white,77423.006892
121SS20,,68393.6845785
121SS22,,52899.405147
121SS25,white,240757.812902
121SS26,,57995.7841135
121SS29A,,103129.00006
121SS29B,,103129.0
121SS31,white,69229.1196899
121UC01A,black,49338.6179548
121UC01B,black,39848.998953
121UC01D,black,48657.0
121UC01E,black,48657.1903879
121UC02A,black,58366.7049726
121UC02B,black,99633.9108888
121UC031,black,51926.3173636
121UC032,black,49669.0000862
121UC034,black,49669.0000975
121UC035,black,50266.6137287
1351,white,77447.9999908
13510,white,93438.5673772
135100,,108992.821252
135101,,62044.1526814
135102,white,79498.6926708
135103,,51231.4140089
135104,black,74483.9951314
135105,white,111801.874104
135106,,104351.906772
135107,white,105700.685053
135108,,80886.0366707
135109,white,98089.3071449
13511,,48747.0001917
135110,,62952.278405
135111,,76509.2838063
135112,white,77794.2471374
135113,,58325.9909451
135114,,68796.7918856
135115,,62549.6379779
135116,,62145.012094
135117,,47118.6057567
135118,white,82412.7626273
135119,white,82742.4891836
13512,,60552.4691547
135120,,60881.664558
135121,white,112622.830828
135122,black,66881.53564
135123,hispanic,43085.6810829
135124,,70959.3286338
135125,white,157519.000127
135126,white,157289.26475
135127,,60407.0102112
135128,white,72928.3511667
135129,white,111273.950701
13513,white,111087.0
135130,white,111176.408953
135131,white,145658.999952
135132,white,87845.014055
135133,white,82440.026504
135134,white,76728.0000797
135135,white,90506.7657347
135136,white,80519.2148583
135137,white,80511.0777688
135138,,104633.557229
135139,,60154.2597737
13514,white,106134.001048
135140,white,145658.999772
135141,white,111178.852139
135142,,108954.871969
135143,,79124.9828859
135144,,70796.5579162
135145,white,76761.3788658
135146,white,82443.0556252
135147,,90842.5664644
135148,,73174.953133
135149,white,93855.9999817
13515,,54894.2737124
135150,,33750.9787657
135151,white,77448.0000003
135152,white,92688.0017271
135153,,65770.3293267
135154,white,80791.9673805
135155,white,120739.198901
135156,,80793.2614533
13516,,84147.2609054
13517,,59083.7728671
13518,,59237.7297579
13519,,59659.7987336
1352,black,66640.9990353
13520,hispanic,48121.3441719
13521,hispanic,48705.2491376
13522,white,112593.361519
13523,,44776.1697722
13524,,73604.6428598
13525,white,80193.2937559
13526,,82901.170437
13527,white,86588.316059
13528,white,103858.05682
13529,white,105833.146071
1353,white,88376.2428555
13530,,70953.6404458
13531,white,89986.5605277
13532,white,97661.8156498
13533,white,91737.9999169
13534,,58238.2312173
13535,white,95189.7064185
13536,white,101285.282677
13537,,49915.3815158
13538,hispanic,48601.4434474
13539,white,111722.999983
1354,white,100037.072778
13540,,88833.7062525
13541,,78720.2706164
13542,white,86150.1992045
13543,,52116.1756184
13544,black,69315.1544263
13545,black,73877.0920981
13546,white,112113.957655
13547,white,112113.999945
13548,,72921.5412114
13549,white,80846.954552
1355,white,89086.6851566
13550,,61858.2203188
13551,hispanic,41192.3195348
13552,white,86326.5441964
13553,black,55325.4170542
13554,white,83876.5297412
13555,white,64396.6603751
13556,,60812.2880176
13557,,68527.5590905
13558,,49756.4892071
13559,,46957.0349528
1356,white,82916.7351706
13560,,62617.0986675
13561,,53880.4268808
13562,white,158449.136342
13563,white,174588.43018
13564,black,68808.0899946
13565,,58383.6657037
13566,hispanic,43949.9557506
13567,white,80968.0378222
13568,white,104667.072613
13569,white,103561.424641
1357,white,98014.0090971
13570,white,102252.99995
13571,,80776.9390566
13572,,44527.0956843
13573,white,89159.9742188
13574,,45760.9254793
13575,black,68494.6886219
13576,black,74483.9999396
13577,,67035.1992435
13578,white,80066.6393881
13579,white,105832.992696
1358,white,110889.981861
13580,,84393.7784348
13581,,70051.9971414
13582,,68022.5747984
13583,white,83704.7140178
13584,,80120.3323567
13585,white,88378.1611122
13586,,48606.0125066
13587,,73037.8726623
13588,black,56859.2083175
13589,white,88062.5945048
1359,white,80975.999975
13590,,57021.6103245
13591,white,94098.1579451
13592,white,101415.695334
13593,white,115555.99355
13594,white,101025.320875
13595,,80415.67377
13596,,110492.900219
13597,,83664.9144076
13598,white,86616.2120716
13599,,63661.8072709
