,median_income,Geography
1488,21150,"Census Tract 109, Lowndes County, Georgia"
1489,23089,"Census Tract 110, Lowndes County, Georgia"
1490,30212,"Census Tract 111, Lowndes County, Georgia"
1491,42907,"Census Tract 112, Lowndes County, Georgia"
1492,19227,"Census Tract 113.01, Lowndes County, Georgia"
1493,18809,"Census Tract 113.02, Lowndes County, Georgia"
1494,34719,"Census Tract 114.01, Lowndes County, Georgia"
1495,27267,"Census Tract 114.02, Lowndes County, Georgia"
1496,38068,"Census Tract 114.03, Lowndes County, Georgia"
1497,42574,"Census Tract 115, Lowndes County, Georgia"
1498,52788,"Census Tract 116, Lowndes County, Georgia"
1499,46047,"Census Tract 9601.01, Lumpkin County, Georgia"
1500,49932,"Census Tract 9601.02, Lumpkin County, Georgia"
1501,44596,"Census Tract 9602.01, Lumpkin County, Georgia"
1502,30174,"Census Tract 9602.02, Lumpkin County, Georgia"
1503,58048,"Census Tract 9501, McDuffie County, Georgia"
1504,29681,"Census Tract 9502, McDuffie County, Georgia"
1505,32364,"Census Tract 9503, McDuffie County, Georgia"
1506,24441,"Census Tract 9504, McDuffie County, Georgia"
1507,44467,"Census Tract 9505, McDuffie County, Georgia"
1508,47750,"Census Tract 1101, McIntosh County, Georgia"
1509,46842,"Census Tract 1102, McIntosh County, Georgia"
1510,41419,"Census Tract 1103, McIntosh County, Georgia"
1511,-,"Census Tract 9800, McIntosh County, Georgia"
1512,-,"Census Tract 9900, McIntosh County, Georgia"
1513,32333,"Census Tract 1, Macon County, Georgia"
1514,36146,"Census Tract 2, Macon County, Georgia"
1515,28977,"Census Tract 3, Macon County, Georgia"
1516,27143,"Census Tract 4, Macon County, Georgia"
1517,42041,"Census Tract 201, Madison County, Georgia"
1518,47240,"Census Tract 202, Madison County, Georgia"
1519,42000,"Census Tract 203, Madison County, Georgia"
1520,49207,"Census Tract 204, Madison County, Georgia"
1521,40893,"Census Tract 205, Madison County, Georgia"
1522,40756,"Census Tract 206, Madison County, Georgia"
1523,41000,"Census Tract 9201, Marion County, Georgia"
1524,31500,"Census Tract 9202, Marion County, Georgia"
1525,32943,"Census Tract 9705, Meriwether County, Georgia"
1526,40395,"Census Tract 9706, Meriwether County, Georgia"
1527,36866,"Census Tract 9707, Meriwether County, Georgia"
1528,35225,"Census Tract 9708, Meriwether County, Georgia"
1529,32984,"Census Tract 9501, Miller County, Georgia"
1530,27552,"Census Tract 9502, Miller County, Georgia"
1531,39615,"Census Tract 9503, Miller County, Georgia"
1532,31250,"Census Tract 901, Mitchell County, Georgia"
1533,34082,"Census Tract 902, Mitchell County, Georgia"
1534,19905,"Census Tract 903, Mitchell County, Georgia"
1535,35917,"Census Tract 904, Mitchell County, Georgia"
1536,27866,"Census Tract 905, Mitchell County, Georgia"
1537,52635,"Census Tract 501.01, Monroe County, Georgia"
1538,34495,"Census Tract 501.02, Monroe County, Georgia"
1539,29973,"Census Tract 502, Monroe County, Georgia"
1540,50732,"Census Tract 503.01, Monroe County, Georgia"
1541,59915,"Census Tract 503.02, Monroe County, Georgia"
1542,41490,"Census Tract 9501, Montgomery County, Georgia"
1543,31838,"Census Tract 9502, Montgomery County, Georgia"
1544,32227,"Census Tract 9503, Montgomery County, Georgia"
1545,49485,"Census Tract 101, Morgan County, Georgia"
1546,53894,"Census Tract 102, Morgan County, Georgia"
1547,47172,"Census Tract 103, Morgan County, Georgia"
1548,48878,"Census Tract 104, Morgan County, Georgia"
1549,55694,"Census Tract 105, Morgan County, Georgia"
1550,36705,"Census Tract 101, Murray County, Georgia"
1551,34747,"Census Tract 102.01, Murray County, Georgia"
1552,33679,"Census Tract 102.02, Murray County, Georgia"
1553,42500,"Census Tract 103, Murray County, Georgia"
1554,30833,"Census Tract 104, Murray County, Georgia"
1555,41394,"Census Tract 105, Murray County, Georgia"
1556,32420,"Census Tract 106, Murray County, Georgia"
1557,32018,"Census Tract 107, Murray County, Georgia"
1558,48438,"Census Tract 2, Muscogee County, Georgia"
1559,25071,"Census Tract 3, Muscogee County, Georgia"
1560,39840,"Census Tract 4, Muscogee County, Georgia"
1561,32983,"Census Tract 8, Muscogee County, Georgia"
1562,40507,"Census Tract 9, Muscogee County, Georgia"
1563,38170,"Census Tract 10, Muscogee County, Georgia"
1564,85000,"Census Tract 11, Muscogee County, Georgia"
1565,50856,"Census Tract 12, Muscogee County, Georgia"
1566,21569,"Census Tract 14, Muscogee County, Georgia"
1567,15763,"Census Tract 16, Muscogee County, Georgia"
1568,24949,"Census Tract 18, Muscogee County, Georgia"
1569,31114,"Census Tract 20, Muscogee County, Georgia"
1570,35457,"Census Tract 21, Muscogee County, Georgia"
1571,23699,"Census Tract 22, Muscogee County, Georgia"
1572,34414,"Census Tract 23, Muscogee County, Georgia"
1573,15921,"Census Tract 24, Muscogee County, Georgia"
1574,10359,"Census Tract 25, Muscogee County, Georgia"
1575,11196,"Census Tract 27, Muscogee County, Georgia"
1576,23125,"Census Tract 28, Muscogee County, Georgia"
1577,36267,"Census Tract 29.01, Muscogee County, Georgia"
1578,28934,"Census Tract 29.02, Muscogee County, Georgia"
1579,23817,"Census Tract 30, Muscogee County, Georgia"
1580,20530,"Census Tract 32, Muscogee County, Georgia"
1581,32604,"Census Tract 33.01, Muscogee County, Georgia"
1582,18981,"Census Tract 33.02, Muscogee County, Georgia"
1583,20033,"Census Tract 34, Muscogee County, Georgia"
1584,51529,"Census Tract 101.04, Muscogee County, Georgia"
1585,49304,"Census Tract 101.06, Muscogee County, Georgia"
1586,94219,"Census Tract 101.07, Muscogee County, Georgia"
1587,73597,"Census Tract 102.01, Muscogee County, Georgia"
1588,69263,"Census Tract 102.03, Muscogee County, Georgia"
1589,66764,"Census Tract 102.04, Muscogee County, Georgia"
1590,54701,"Census Tract 102.05, Muscogee County, Georgia"
1591,114706,"Census Tract 103.01, Muscogee County, Georgia"
1592,67311,"Census Tract 103.02, Muscogee County, Georgia"
1593,53968,"Census Tract 104.01, Muscogee County, Georgia"
1594,40247,"Census Tract 104.02, Muscogee County, Georgia"
1595,48517,"Census Tract 105.01, Muscogee County, Georgia"
1596,31346,"Census Tract 105.02, Muscogee County, Georgia"
1597,39892,"Census Tract 106.02, Muscogee County, Georgia"
1598,47031,"Census Tract 106.05, Muscogee County, Georgia"
1599,20598,"Census Tract 106.06, Muscogee County, Georgia"
1600,30231,"Census Tract 106.07, Muscogee County, Georgia"
1601,40226,"Census Tract 106.08, Muscogee County, Georgia"
1602,39023,"Census Tract 107.01, Muscogee County, Georgia"
1603,39424,"Census Tract 107.02, Muscogee County, Georgia"
1604,31651,"Census Tract 107.03, Muscogee County, Georgia"
1605,42235,"Census Tract 108.01, Muscogee County, Georgia"
1606,56250,"Census Tract 108.02, Muscogee County, Georgia"
1607,15729,"Census Tract 111, Muscogee County, Georgia"
1608,21359,"Census Tract 112, Muscogee County, Georgia"
1609,22426,"Census Tract 114, Muscogee County, Georgia"
1610,35065,"Census Tract 115, Muscogee County, Georgia"
1611,67698,"Census Tract 1001, Newton County, Georgia"
1612,63824,"Census Tract 1002.01, Newton County, Georgia"
1613,62375,"Census Tract 1002.02, Newton County, Georgia"
1614,46465,"Census Tract 1003, Newton County, Georgia"
1615,33730,"Census Tract 1004, Newton County, Georgia"
1616,61094,"Census Tract 1005.01, Newton County, Georgia"
1617,39219,"Census Tract 1005.02, Newton County, Georgia"
1618,45185,"Census Tract 1006, Newton County, Georgia"
1619,29500,"Census Tract 1007, Newton County, Georgia"
1620,45128,"Census Tract 1008, Newton County, Georgia"
1621,48992,"Census Tract 1009.01, Newton County, Georgia"
1622,48580,"Census Tract 1009.02, Newton County, Georgia"
1623,59299,"Census Tract 1009.03, Newton County, Georgia"
1624,84330,"Census Tract 301, Oconee County, Georgia"
1625,58400,"Census Tract 302, Oconee County, Georgia"
1626,80135,"Census Tract 303, Oconee County, Georgia"
1627,71701,"Census Tract 304, Oconee County, Georgia"
1628,63955,"Census Tract 305, Oconee County, Georgia"
1629,65125,"Census Tract 306, Oconee County, Georgia"
1630,30714,"Census Tract 9601, Oglethorpe County, Georgia"
1631,54931,"Census Tract 9602.01, Oglethorpe County, Georgia"
1632,44271,"Census Tract 9602.02, Oglethorpe County, Georgia"
1633,42500,"Census Tract 9603, Oglethorpe County, Georgia"
1634,89950,"Census Tract 1201.01, Paulding County, Georgia"
1635,79418,"Census Tract 1201.02, Paulding County, Georgia"
1636,78069,"Census Tract 1201.03, Paulding County, Georgia"
1637,65000,"Census Tract 1201.04, Paulding County, Georgia"
1638,65287,"Census Tract 1202.02, Paulding County, Georgia"
1639,62298,"Census Tract 1202.03, Paulding County, Georgia"
1640,50227,"Census Tract 1202.04, Paulding County, Georgia"
1641,57434,"Census Tract 1203.01, Paulding County, Georgia"
1642,54269,"Census Tract 1203.02, Paulding County, Georgia"
1643,51484,"Census Tract 1203.03, Paulding County, Georgia"
1644,55112,"Census Tract 1204, Paulding County, Georgia"
1645,50998,"Census Tract 1205.01, Paulding County, Georgia"
1646,61991,"Census Tract 1205.02, Paulding County, Georgia"
1647,61184,"Census Tract 1205.03, Paulding County, Georgia"
1648,58333,"Census Tract 1206.01, Paulding County, Georgia"
1649,54367,"Census Tract 1206.02, Paulding County, Georgia"
1650,60830,"Census Tract 1206.03, Paulding County, Georgia"
1651,59707,"Census Tract 1206.04, Paulding County, Georgia"
1652,59279,"Census Tract 1206.05, Paulding County, Georgia"
1653,62957,"Census Tract 401.01, Peach County, Georgia"
1654,52902,"Census Tract 401.02, Peach County, Georgia"
1655,31367,"Census Tract 402, Peach County, Georgia"
1656,42950,"Census Tract 403.01, Peach County, Georgia"
1657,16867,"Census Tract 403.02, Peach County, Georgia"
1658,24682,"Census Tract 404, Peach County, Georgia"
1659,70929,"Census Tract 501, Pickens County, Georgia"
1660,39833,"Census Tract 502, Pickens County, Georgia"
1661,52026,"Census Tract 503, Pickens County, Georgia"
1662,42700,"Census Tract 504, Pickens County, Georgia"
1663,57336,"Census Tract 505, Pickens County, Georgia"
1664,45319,"Census Tract 506, Pickens County, Georgia"
1665,37422,"Census Tract 9601, Pierce County, Georgia"
1666,43750,"Census Tract 9602, Pierce County, Georgia"
1667,40024,"Census Tract 9603, Pierce County, Georgia"
1668,45722,"Census Tract 9604, Pierce County, Georgia"
1669,49023,"Census Tract 101, Pike County, Georgia"
1670,64801,"Census Tract 102, Pike County, Georgia"
1671,50981,"Census Tract 103, Pike County, Georgia"
1672,51364,"Census Tract 104, Pike County, Georgia"
1673,45893,"Census Tract 101, Polk County, Georgia"
1674,48026,"Census Tract 102, Polk County, Georgia"
1675,42394,"Census Tract 103, Polk County, Georgia"
1676,31153,"Census Tract 104, Polk County, Georgia"
1677,31028,"Census Tract 105, Polk County, Georgia"
1678,44856,"Census Tract 106, Polk County, Georgia"
1679,35744,"Census Tract 107, Polk County, Georgia"
1680,33008,"Census Tract 9501, Pulaski County, Georgia"
1681,34774,"Census Tract 9502, Pulaski County, Georgia"
1682,46019,"Census Tract 9503, Pulaski County, Georgia"
1683,45199,"Census Tract 9601.01, Putnam County, Georgia"
1684,56605,"Census Tract 9601.02, Putnam County, Georgia"
1685,37768,"Census Tract 9602.01, Putnam County, Georgia"
1686,27260,"Census Tract 9602.02, Putnam County, Georgia"
1687,55922,"Census Tract 9603, Putnam County, Georgia"
1688,30313,"Census Tract 9603, Quitman County, Georgia"
1689,36507,"Census Tract 9701, Rabun County, Georgia"
1690,29540,"Census Tract 9702.01, Rabun County, Georgia"
1691,37563,"Census Tract 9702.02, Rabun County, Georgia"
1692,34655,"Census Tract 9703.01, Rabun County, Georgia"
1693,32440,"Census Tract 9703.02, Rabun County, Georgia"
1694,30361,"Census Tract 7901, Randolph County, Georgia"
1695,26560,"Census Tract 7902, Randolph County, Georgia"
1696,30903,"Census Tract 1, Richmond County, Georgia"
1697,20500,"Census Tract 2, Richmond County, Georgia"
1698,18661,"Census Tract 3, Richmond County, Georgia"
1699,21299,"Census Tract 6, Richmond County, Georgia"
1700,19263,"Census Tract 7, Richmond County, Georgia"
1701,16719,"Census Tract 9, Richmond County, Georgia"
1702,32776,"Census Tract 10, Richmond County, Georgia"
1703,81719,"Census Tract 11, Richmond County, Georgia"
1704,33737,"Census Tract 12, Richmond County, Georgia"
1705,31750,"Census Tract 13, Richmond County, Georgia"
1706,13180,"Census Tract 14, Richmond County, Georgia"
1707,17064,"Census Tract 15, Richmond County, Georgia"
1708,30699,"Census Tract 16.01, Richmond County, Georgia"
1709,51029,"Census Tract 16.02, Richmond County, Georgia"
1710,43125,"Census Tract 101.01, Richmond County, Georgia"
1711,51306,"Census Tract 101.04, Richmond County, Georgia"
1712,53318,"Census Tract 101.05, Richmond County, Georgia"
1713,37694,"Census Tract 101.06, Richmond County, Georgia"
1714,34083,"Census Tract 101.07, Richmond County, Georgia"
1715,78491,"Census Tract 102.01, Richmond County, Georgia"
1716,41250,"Census Tract 102.03, Richmond County, Georgia"
1717,47419,"Census Tract 102.04, Richmond County, Georgia"
1718,30326,"Census Tract 103, Richmond County, Georgia"
1719,14858,"Census Tract 104, Richmond County, Georgia"
1720,24036,"Census Tract 105.04, Richmond County, Georgia"
1721,26339,"Census Tract 105.06, Richmond County, Georgia"
1722,32304,"Census Tract 105.07, Richmond County, Georgia"
1723,29038,"Census Tract 105.08, Richmond County, Georgia"
1724,40435,"Census Tract 105.09, Richmond County, Georgia"
1725,31678,"Census Tract 105.10, Richmond County, Georgia"
1726,31295,"Census Tract 105.11, Richmond County, Georgia"
1727,39347,"Census Tract 105.12, Richmond County, Georgia"
1728,42500,"Census Tract 105.13, Richmond County, Georgia"
1729,17448,"Census Tract 106, Richmond County, Georgia"
1730,30091,"Census Tract 107.06, Richmond County, Georgia"
1731,28477,"Census Tract 107.07, Richmond County, Georgia"
1732,49589,"Census Tract 107.08, Richmond County, Georgia"
1733,53194,"Census Tract 107.09, Richmond County, Georgia"
1734,27619,"Census Tract 107.10, Richmond County, Georgia"
1735,54531,"Census Tract 107.11, Richmond County, Georgia"
1736,59621,"Census Tract 107.12, Richmond County, Georgia"
1737,49176,"Census Tract 108, Richmond County, Georgia"
1738,48281,"Census Tract 109.03, Richmond County, Georgia"
1739,37321,"Census Tract 109.04, Richmond County, Georgia"
1740,43830,"Census Tract 109.05, Richmond County, Georgia"
1741,55790,"Census Tract 109.06, Richmond County, Georgia"
1742,15761,"Census Tract 110, Richmond County, Georgia"
1743,53313,"Census Tract 601.01, Rockdale County, Georgia"
1744,44503,"Census Tract 601.02, Rockdale County, Georgia"
1745,36865,"Census Tract 602.01, Rockdale County, Georgia"
1746,55529,"Census Tract 602.02, Rockdale County, Georgia"
1747,43393,"Census Tract 603.04, Rockdale County, Georgia"
1748,34470,"Census Tract 603.05, Rockdale County, Georgia"
1749,66033,"Census Tract 603.06, Rockdale County, Georgia"
1750,71079,"Census Tract 603.07, Rockdale County, Georgia"
1751,38606,"Census Tract 603.08, Rockdale County, Georgia"
1752,45427,"Census Tract 603.09, Rockdale County, Georgia"
1753,70000,"Census Tract 604.03, Rockdale County, Georgia"
1754,56396,"Census Tract 604.04, Rockdale County, Georgia"
1755,65804,"Census Tract 604.05, Rockdale County, Georgia"
1756,67188,"Census Tract 604.06, Rockdale County, Georgia"
1757,50956,"Census Tract 604.07, Rockdale County, Georgia"
1758,34883,"Census Tract 9601, Schley County, Georgia"
1759,42214,"Census Tract 9602, Schley County, Georgia"
1760,41463,"Census Tract 9702, Screven County, Georgia"
1761,43333,"Census Tract 9703, Screven County, Georgia"
1762,30915,"Census Tract 9704, Screven County, Georgia"
1763,34773,"Census Tract 9705, Screven County, Georgia"
1764,32326,"Census Tract 9706, Screven County, Georgia"
1765,40322,"Census Tract 2001, Seminole County, Georgia"
1766,30948,"Census Tract 2002, Seminole County, Georgia"
1767,33594,"Census Tract 2003, Seminole County, Georgia"
1768,47538,"Census Tract 1601, Spalding County, Georgia"
1769,52470,"Census Tract 1602, Spalding County, Georgia"
1770,22935,"Census Tract 1603, Spalding County, Georgia"
1771,23337,"Census Tract 1604, Spalding County, Georgia"
1772,33872,"Census Tract 1605, Spalding County, Georgia"
1773,57599,"Census Tract 1606, Spalding County, Georgia"
1774,30813,"Census Tract 1607, Spalding County, Georgia"
1775,21647,"Census Tract 1608, Spalding County, Georgia"
1776,32321,"Census Tract 1609, Spalding County, Georgia"
1777,41909,"Census Tract 1610, Spalding County, Georgia"
1778,56927,"Census Tract 1611, Spalding County, Georgia"
1779,52380,"Census Tract 1612, Spalding County, Georgia"
1780,40254,"Census Tract 9701, Stephens County, Georgia"
1781,44528,"Census Tract 9702, Stephens County, Georgia"
1782,30019,"Census Tract 9703.01, Stephens County, Georgia"
1783,33025,"Census Tract 9703.02, Stephens County, Georgia"
1784,39540,"Census Tract 9704, Stephens County, Georgia"
1785,19911,"Census Tract 9501, Stewart County, Georgia"
1786,22390,"Census Tract 9504, Stewart County, Georgia"
1787,33512,"Census Tract 9501, Sumter County, Georgia"
1788,24787,"Census Tract 9502, Sumter County, Georgia"
1789,32756,"Census Tract 9503, Sumter County, Georgia"
1790,34167,"Census Tract 9504, Sumter County, Georgia"
1791,38750,"Census Tract 9505, Sumter County, Georgia"
1792,37147,"Census Tract 9506, Sumter County, Georgia"
1793,31517,"Census Tract 9507, Sumter County, Georgia"
1794,42750,"Census Tract 9508, Sumter County, Georgia"
1795,38536,"Census Tract 9601, Talbot County, Georgia"
1796,31781,"Census Tract 9602, Talbot County, Georgia"
1797,24698,"Census Tract 9603, Talbot County, Georgia"
1798,24783,"Census Tract 102, Taliaferro County, Georgia"
1799,29938,"Census Tract 9501, Tattnall County, Georgia"
1800,28378,"Census Tract 9502.01, Tattnall County, Georgia"
1801,26260,"Census Tract 9502.02, Tattnall County, Georgia"
1802,47645,"Census Tract 9503, Tattnall County, Georgia"
1803,41654,"Census Tract 9504, Tattnall County, Georgia"
1804,45486,"Census Tract 9501, Taylor County, Georgia"
1805,29625,"Census Tract 9502, Taylor County, Georgia"
1806,26723,"Census Tract 9503, Taylor County, Georgia"
1807,28363,"Census Tract 9501, Telfair County, Georgia"
1808,25833,"Census Tract 9502, Telfair County, Georgia"
1809,26004,"Census Tract 9505, Telfair County, Georgia"
1810,34808,"Census Tract 1202, Terrell County, Georgia"
1811,27136,"Census Tract 1203, Terrell County, Georgia"
1812,26875,"Census Tract 1204, Terrell County, Georgia"
1813,41008,"Census Tract 1205, Terrell County, Georgia"
1814,18208,"Census Tract 9601, Thomas County, Georgia"
1815,36719,"Census Tract 9602, Thomas County, Georgia"
1816,40278,"Census Tract 9603, Thomas County, Georgia"
1817,31714,"Census Tract 9604, Thomas County, Georgia"
1818,41351,"Census Tract 9605, Thomas County, Georgia"
1819,42779,"Census Tract 9606, Thomas County, Georgia"
1820,24351,"Census Tract 9607, Thomas County, Georgia"
1821,27409,"Census Tract 9608, Thomas County, Georgia"
1822,35571,"Census Tract 9609, Thomas County, Georgia"
1823,46384,"Census Tract 9610, Thomas County, Georgia"
1824,35919,"Census Tract 9611, Thomas County, Georgia"
1825,58000,"Census Tract 9601, Tift County, Georgia"
1826,57585,"Census Tract 9602, Tift County, Georgia"
1827,39013,"Census Tract 9603, Tift County, Georgia"
1828,33609,"Census Tract 9604, Tift County, Georgia"
1829,50721,"Census Tract 9605, Tift County, Georgia"
1830,15805,"Census Tract 9606, Tift County, Georgia"
1831,33162,"Census Tract 9607, Tift County, Georgia"
1832,25494,"Census Tract 9608, Tift County, Georgia"
1833,43920,"Census Tract 9609, Tift County, Georgia"
1834,29048,"Census Tract 9701, Toombs County, Georgia"
1835,23934,"Census Tract 9702, Toombs County, Georgia"
1836,41645,"Census Tract 9703, Toombs County, Georgia"
1837,31176,"Census Tract 9704, Toombs County, Georgia"
1838,32482,"Census Tract 9705, Toombs County, Georgia"
1839,38149,"Census Tract 9706, Toombs County, Georgia"
1840,38651,"Census Tract 9601, Towns County, Georgia"
1841,41707,"Census Tract 9602, Towns County, Georgia"
1842,35371,"Census Tract 9603, Towns County, Georgia"
1843,42344,"Census Tract 9601, Treutlen County, Georgia"
1844,38935,"Census Tract 9602, Treutlen County, Georgia"
1845,36698,"Census Tract 9601, Troup County, Georgia"
1846,68663,"Census Tract 9602.01, Troup County, Georgia"
1847,58445,"Census Tract 9602.02, Troup County, Georgia"
1848,60579,"Census Tract 9603, Troup County, Georgia"
1849,40989,"Census Tract 9604, Troup County, Georgia"
1850,39269,"Census Tract 9605.01, Troup County, Georgia"
1851,43480,"Census Tract 9605.02, Troup County, Georgia"
1852,32289,"Census Tract 9606, Troup County, Georgia"
1853,47356,"Census Tract 9607, Troup County, Georgia"
1854,18240,"Census Tract 9608, Troup County, Georgia"
1855,26612,"Census Tract 9609.01, Troup County, Georgia"
1856,59219,"Census Tract 9609.02, Troup County, Georgia"
1857,35021,"Census Tract 9610, Troup County, Georgia"
1858,56906,"Census Tract 9611, Troup County, Georgia"
1859,24587,"Census Tract 9702, Turner County, Georgia"
1860,41042,"Census Tract 9703, Turner County, Georgia"
1861,34213,"Census Tract 601, Twiggs County, Georgia"
1862,26265,"Census Tract 602, Twiggs County, Georgia"
1863,34632,"Census Tract 1.01, Union County, Georgia"
1864,43228,"Census Tract 1.02, Union County, Georgia"
1865,47452,"Census Tract 2.01, Union County, Georgia"
1866,42266,"Census Tract 2.03, Union County, Georgia"
1867,45421,"Census Tract 2.04, Union County, Georgia"
1868,28280,"Census Tract 2.05, Union County, Georgia"
1869,48795,"Census Tract 101, Upson County, Georgia"
1870,30583,"Census Tract 102.01, Upson County, Georgia"
1871,36196,"Census Tract 102.02, Upson County, Georgia"
1872,43879,"Census Tract 103, Upson County, Georgia"
1873,30820,"Census Tract 104, Upson County, Georgia"
1874,23948,"Census Tract 105, Upson County, Georgia"
1875,44500,"Census Tract 106, Upson County, Georgia"
1876,27078,"Census Tract 201, Walker County, Georgia"
1877,25421,"Census Tract 202, Walker County, Georgia"
1878,34916,"Census Tract 203.01, Walker County, Georgia"
1879,44274,"Census Tract 203.02, Walker County, Georgia"
1880,66071,"Census Tract 204, Walker County, Georgia"
1881,43139,"Census Tract 205.01, Walker County, Georgia"
1882,39137,"Census Tract 205.02, Walker County, Georgia"
1883,58264,"Census Tract 206.01, Walker County, Georgia"
1884,46897,"Census Tract 206.02, Walker County, Georgia"
1885,29950,"Census Tract 207, Walker County, Georgia"
1886,40850,"Census Tract 208, Walker County, Georgia"
1887,42947,"Census Tract 209.01, Walker County, Georgia"
1888,43466,"Census Tract 209.02, Walker County, Georgia"
1889,59117,"Census Tract 1101, Walton County, Georgia"
1890,58467,"Census Tract 1102, Walton County, Georgia"
1891,32100,"Census Tract 1103, Walton County, Georgia"
1892,30424,"Census Tract 1104, Walton County, Georgia"
1893,46376,"Census Tract 1105.03, Walton County, Georgia"
1894,48191,"Census Tract 1105.04, Walton County, Georgia"
1895,65227,"Census Tract 1105.05, Walton County, Georgia"
1896,68972,"Census Tract 1105.06, Walton County, Georgia"
1897,68150,"Census Tract 1105.07, Walton County, Georgia"
1898,67961,"Census Tract 1105.08, Walton County, Georgia"
1899,66406,"Census Tract 1106.01, Walton County, Georgia"
1900,68795,"Census Tract 1106.02, Walton County, Georgia"
1901,53255,"Census Tract 1106.03, Walton County, Georgia"
1902,47969,"Census Tract 1107, Walton County, Georgia"
1903,49046,"Census Tract 1108, Walton County, Georgia"
1904,45278,"Census Tract 9501, Ware County, Georgia"
1905,40725,"Census Tract 9502, Ware County, Georgia"
1906,37122,"Census Tract 9503, Ware County, Georgia"
1907,15833,"Census Tract 9504, Ware County, Georgia"
1908,44016,"Census Tract 9505, Ware County, Georgia"
1909,43359,"Census Tract 9506, Ware County, Georgia"
1910,19329,"Census Tract 9507, Ware County, Georgia"
1911,30216,"Census Tract 9508, Ware County, Georgia"
1912,29535,"Census Tract 9509, Ware County, Georgia"
1913,26121,"Census Tract 9704, Warren County, Georgia"
1914,30247,"Census Tract 9705, Warren County, Georgia"
1915,38472,"Census Tract 9501, Washington County, Georgia"
1916,29509,"Census Tract 9503, Washington County, Georgia"
1917,31219,"Census Tract 9504, Washington County, Georgia"
1918,42271,"Census Tract 9505, Washington County, Georgia"
1919,33188,"Census Tract 9507, Washington County, Georgia"
1920,50625,"Census Tract 9701, Wayne County, Georgia"
1921,35291,"Census Tract 9702, Wayne County, Georgia"
1922,30475,"Census Tract 9703, Wayne County, Georgia"
1923,39459,"Census Tract 9704, Wayne County, Georgia"
1924,36414,"Census Tract 9705, Wayne County, Georgia"
1925,42038,"Census Tract 9706, Wayne County, Georgia"
1926,34318,"Census Tract 9601, Webster County, Georgia"
1927,29464,"Census Tract 9602, Webster County, Georgia"
1928,21210,"Census Tract 7801, Wheeler County, Georgia"
1929,32440,"Census Tract 7802, Wheeler County, Georgia"
1930,52014,"Census Tract 9501, White County, Georgia"
1931,38500,"Census Tract 9502.01, White County, Georgia"
1932,46250,"Census Tract 9502.02, White County, Georgia"
1933,43231,"Census Tract 9502.03, White County, Georgia"
1934,35337,"Census Tract 9503, White County, Georgia"
1935,39388,"Census Tract 1.01, Whitfield County, Georgia"
1936,49792,"Census Tract 1.02, Whitfield County, Georgia"
1937,42955,"Census Tract 2, Whitfield County, Georgia"
1938,39762,"Census Tract 3.01, Whitfield County, Georgia"
1939,44240,"Census Tract 3.02, Whitfield County, Georgia"
1940,31606,"Census Tract 4, Whitfield County, Georgia"
1941,53859,"Census Tract 5.01, Whitfield County, Georgia"
1942,22706,"Census Tract 5.02, Whitfield County, Georgia"
1943,42820,"Census Tract 6, Whitfield County, Georgia"
1944,55150,"Census Tract 7, Whitfield County, Georgia"
1945,46175,"Census Tract 8, Whitfield County, Georgia"
1946,62104,"Census Tract 9, Whitfield County, Georgia"
1947,30900,"Census Tract 10, Whitfield County, Georgia"
1948,30833,"Census Tract 11, Whitfield County, Georgia"
1949,40423,"Census Tract 12, Whitfield County, Georgia"
1950,21069,"Census Tract 13, Whitfield County, Georgia"
1951,57381,"Census Tract 14, Whitfield County, Georgia"
1952,41161,"Census Tract 15, Whitfield County, Georgia"
1953,27447,"Census Tract 9601, Wilcox County, Georgia"
1954,30347,"Census Tract 9602, Wilcox County, Georgia"
1955,36806,"Census Tract 9603, Wilcox County, Georgia"
1956,33079,"Census Tract 9604, Wilcox County, Georgia"
1957,33625,"Census Tract 101.01, Wilkes County, Georgia"
1958,30833,"Census Tract 101.02, Wilkes County, Georgia"
1959,44934,"Census Tract 103.01, Wilkes County, Georgia"
1960,28373,"Census Tract 103.02, Wilkes County, Georgia"
1961,34821,"Census Tract 9602, Wilkinson County, Georgia"
1962,37208,"Census Tract 9603, Wilkinson County, Georgia"
1963,41607,"Census Tract 9604, Wilkinson County, Georgia"
1964,37639,"Census Tract 9501, Worth County, Georgia"
1965,43517,"Census Tract 9502, Worth County, Georgia"
1966,37500,"Census Tract 9504, Worth County, Georgia"
1967,29987,"Census Tract 9505, Worth County, Georgia"
1968,43319,"Census Tract 9506, Worth County, Georgia"
