,PRECINCT_N,COUNTY_NAM,avg_income,race,income_bin,Precinct,registered_v,rep_votes,dem_votes,total,rep_p,dem_p,county,_merge
758,04V,FULTON,28735.0,black,low,04V,1982.0,14.0,1193.0,1212.0,0.0115511551155,0.984323432343,FULTON,both
759,02J,FULTON,59377.0,black,mid,02J,1795.0,91.0,622.0,725.0,0.125517241379,0.857931034483,FULTON,both
760,01F,FULTON,30992.0,black,low,01F,860.0,7.0,467.0,475.0,0.0147368421053,0.983157894737,FULTON,both
761,01G,FULTON,49966.0,black,low,01G,1616.0,51.0,945.0,1015.0,0.0502463054187,0.931034482759,FULTON,both
762,01D,FULTON,56001.0,black,mid,01D,856.0,54.0,535.0,592.0,0.0912162162162,0.903716216216,FULTON,both
763,05B,FULTON,37270.0,black,low,05B,1876.0,54.0,1150.0,1215.0,0.0444444444444,0.946502057613,FULTON,both
764,01S,FULTON,34001.0,black,low,01S,1434.0,18.0,897.0,916.0,0.0196506550218,0.979257641921,FULTON,both
766,CLAIREMONT EAST,DEKALB,87653.0,white,mid,CLAIREMONT EAST,2495.0,549.0,1371.0,1976.0,0.277834008097,0.693825910931,DEKALB,both
767,WINNONA PARK ELEM,DEKALB,101960.0,white,high,WINNONA PARK ELEM,1745.0,243.0,1111.0,1373.0,0.176984705025,0.809176984705,DEKALB,both
768,GLENNWOOD,DEKALB,93174.0,white,mid,GLENNWOOD,1766.0,265.0,952.0,1241.0,0.213537469782,0.767123287671,DEKALB,both
769,CLAIREMONT WEST,DEKALB,91876.0,white,mid,CLAIREMONT WEST,2729.0,627.0,1510.0,2178.0,0.287878787879,0.693296602388,DEKALB,both
770,SCOTT,DEKALB,65078.0,white,mid,SCOTT,2128.0,442.0,1084.0,1561.0,0.283151825753,0.694426649584,DEKALB,both
771,MEDLOCK ELEM,DEKALB,65123.0,white,mid,MEDLOCK ELEM,1948.0,458.0,990.0,1478.0,0.309878213802,0.669824086604,DEKALB,both
772,CLAIRMONT HILLS,DEKALB,82274.0,white,mid,CLAIRMONT HILLS,2765.0,641.0,1257.0,1929.0,0.332296526698,0.651632970451,DEKALB,both
773,01T,FULTON,53359.0,black,mid,01T,1211.0,74.0,617.0,705.0,0.104964539007,0.875177304965,FULTON,both
774,01P,FULTON,29921.0,black,low,01P,1018.0,10.0,649.0,661.0,0.0151285930408,0.981845688351,FULTON,both
775,01R,FULTON,17762.0,black,low,01R,1088.0,2.0,671.0,673.0,0.00297176820208,0.997028231798,FULTON,both
776,01E,FULTON,88517.0,,mid,01E,2364.0,324.0,1329.0,1713.0,0.189141856392,0.775831873905,FULTON,both
777,01A,FULTON,87242.0,white,mid,01A,2589.0,270.0,1497.0,1808.0,0.149336283186,0.827986725664,FULTON,both
778,05A1,FULTON,42919.0,black,low,05A1,1497.0,135.0,869.0,1043.0,0.129434324065,0.833173537872,FULTON,both
779,01B,FULTON,76623.0,white,mid,01B,3202.0,380.0,1862.0,2306.0,0.164787510841,0.807458803122,FULTON,both
780,FLAT SHOALS ELEM,DEKALB,42018.0,black,low,FLAT SHOALS ELEM,1841.0,17.0,1338.0,1359.0,0.0125091979397,0.984547461369,DEKALB,both
781,MCNAIR ACADEMY,DEKALB,65554.0,black,mid,MCNAIR ACADEMY,1593.0,53.0,1049.0,1113.0,0.047619047619,0.942497753819,DEKALB,both
782,EAST LAKE ELEM,DEKALB,61463.0,black,mid,EAST LAKE ELEM,3176.0,221.0,1988.0,2225.0,0.0993258426966,0.893483146067,DEKALB,both
783,MCNAIR MIDDLE,DEKALB,62216.0,black,mid,MCNAIR MIDDLE,1997.0,45.0,1341.0,1395.0,0.0322580645161,0.961290322581,DEKALB,both
784,KELLEY LAKE ELEM,DEKALB,41523.0,black,low,KELLEY LAKE ELEM,2468.0,29.0,1699.0,1734.0,0.0167243367935,0.979815455594,DEKALB,both
785,CANDLER,DEKALB,47434.0,black,low,CANDLER,2730.0,80.0,1654.0,1749.0,0.0457404230989,0.94568324757,DEKALB,both
786,12M,FULTON,33015.0,black,low,12M,248.0,3.0,170.0,173.0,0.0173410404624,0.982658959538,FULTON,both
787,12J,FULTON,30993.0,black,low,12J,2101.0,16.0,1318.0,1337.0,0.0119670905011,0.98578908003,FULTON,both
788,12H,FULTON,35076.0,black,low,12H,2843.0,39.0,1733.0,1778.0,0.0219347581552,0.974690663667,FULTON,both
789,FOREST PARK 2,CLAYTON,39196.0,black,low,FOREST PARK 2,2202.0,234.0,1000.0,1246.0,0.187800963082,0.802568218299,CLAYTON,both
790,12T,FULTON,31526.0,black,low,12T,1759.0,17.0,1178.0,1196.0,0.0142140468227,0.984949832776,FULTON,both
791,MORROW 2,CLAYTON,47506.0,black,low,MORROW 2,1781.0,443.0,631.0,1080.0,0.410185185185,0.584259259259,CLAYTON,both
792,MORROW 7,CLAYTON,51658.0,black,mid,MORROW 7,1842.0,211.0,848.0,1069.0,0.197380729654,0.793264733396,CLAYTON,both
793,COAN MIDDLE,DEKALB,58850.0,white,mid,COAN MIDDLE,3047.0,203.0,1739.0,1989.0,0.102061337355,0.874308697838,DEKALB,both
794,EPWORTH,DEKALB,65434.0,white,mid,EPWORTH,3432.0,501.0,2106.0,2666.0,0.187921980495,0.789947486872,DEKALB,both
795,LIN-MARY LIN ELEM,DEKALB,57284.0,white,mid,LIN-MARY LIN ELEM,2667.0,493.0,1321.0,1857.0,0.265481960151,0.711362412493,DEKALB,both
796,BOULEVARD,DEKALB,51197.0,white,mid,BOULEVARD,3636.0,326.0,2216.0,2610.0,0.124904214559,0.849042145594,DEKALB,both
797,FERNBANK ELEM,DEKALB,171483.0,white,high,FERNBANK ELEM,2130.0,505.0,1164.0,1700.0,0.297058823529,0.684705882353,DEKALB,both
798,EMORY SOUTH,DEKALB,127880.0,white,high,EMORY SOUTH,3017.0,737.0,1357.0,2136.0,0.345037453184,0.635299625468,DEKALB,both
799,JOHNSON ESTATES,DEKALB,40439.0,white,low,JOHNSON ESTATES,1036.0,302.0,512.0,830.0,0.363855421687,0.61686746988,DEKALB,both
800,02W,FULTON,93708.0,white,mid,02W,1672.0,227.0,709.0,959.0,0.236704900938,0.739311783107,FULTON,both
801,06A,FULTON,46254.0,white,low,06A,2628.0,555.0,1247.0,1846.0,0.300650054171,0.675514626219,FULTON,both
802,06R,FULTON,38468.0,hispanic,low,06R,1486.0,318.0,666.0,1004.0,0.316733067729,0.663346613546,FULTON,both
803,07K1,FULTON,130535.0,white,high,07K1,1859.0,528.0,668.0,1220.0,0.432786885246,0.547540983607,FULTON,both
804,06L2,FULTON,94596.0,white,mid,06L2,663.0,205.0,274.0,485.0,0.422680412371,0.564948453608,FULTON,both
805,02S,FULTON,39702.0,black,low,02S,2367.0,117.0,1380.0,1517.0,0.0771259063942,0.909690177983,FULTON,both
806,02G,FULTON,59577.0,black,mid,02G,2514.0,316.0,1243.0,1606.0,0.196762141968,0.77397260274,FULTON,both
807,02D,FULTON,52498.0,black,mid,02D,3162.0,247.0,1809.0,2095.0,0.117899761337,0.863484486874,FULTON,both
808,02F2,FULTON,28741.0,hispanic,low,02F2,543.0,46.0,282.0,334.0,0.137724550898,0.844311377246,FULTON,both
809,06G,FULTON,28731.0,hispanic,low,06G,2495.0,322.0,1237.0,1601.0,0.201124297314,0.772642098688,FULTON,both
810,06B,FULTON,78003.0,white,mid,06B,1563.0,343.0,738.0,1115.0,0.307623318386,0.661883408072,FULTON,both
811,02E,FULTON,25296.0,black,low,02E,1660.0,196.0,926.0,1175.0,0.166808510638,0.788085106383,FULTON,both
812,02F1,FULTON,43343.0,white,low,02F1,2428.0,317.0,1219.0,1583.0,0.200252684776,0.770056854075,FULTON,both
813,06F,FULTON,60525.0,white,mid,06F,2484.0,487.0,1114.0,1644.0,0.296228710462,0.677615571776,FULTON,both
814,06L1,FULTON,94632.0,white,mid,06L1,808.0,241.0,372.0,617.0,0.390599675851,0.602917341977,FULTON,both
815,06J,FULTON,44212.0,hispanic,low,06J,2313.0,508.0,1139.0,1673.0,0.30364614465,0.680812910938,FULTON,both
816,06E,FULTON,68709.0,white,mid,06E,1867.0,320.0,906.0,1253.0,0.25538707103,0.723064644852,FULTON,both
817,RW17,FULTON,90812.0,white,mid,RW17,2377.0,854.0,797.0,1696.0,0.503537735849,0.469929245283,FULTON,both
818,RW04,FULTON,91111.0,white,mid,RW04,1633.0,825.0,454.0,1302.0,0.633640552995,0.348694316436,FULTON,both
819,KINGSLEY ELEM,DEKALB,124115.0,white,high,KINGSLEY ELEM,2199.0,1298.0,501.0,1824.0,0.711622807018,0.274671052632,DEKALB,both
820,SS01,FULTON,137979.0,white,high,SS01,2665.0,1553.0,571.0,2140.0,0.725700934579,0.266822429907,FULTON,both
821,RW20,FULTON,128786.0,white,high,RW20,2254.0,1172.0,574.0,1773.0,0.661026508742,0.323745064862,FULTON,both
822,RW21A,FULTON,146891.0,white,high,RW21A,2777.0,1525.0,611.0,2169.0,0.703088981097,0.281696634394,FULTON,both
823,RW22A,FULTON,96307.0,white,mid,RW22A,3275.0,994.0,1095.0,2125.0,0.467764705882,0.515294117647,FULTON,both
825,KITTREDGE CHAMBLEE,DEKALB,70264.0,white,mid,KITTREDGE CHAMBLEE,1245.0,454.0,472.0,940.0,0.482978723404,0.502127659574,DEKALB,both
826,HUNTLEY HILLS ELEM,DEKALB,65555.0,,mid,HUNTLEY HILLS ELEM,2087.0,471.0,906.0,1405.0,0.335231316726,0.644839857651,DEKALB,both
827,PEACHTREE MIDDLE,DEKALB,62635.0,white,mid,PEACHTREE MIDDLE,2574.0,638.0,1119.0,1782.0,0.358024691358,0.627946127946,DEKALB,both
828,DUNWOODY ELEM,DEKALB,132512.0,white,high,DUNWOODY ELEM,1701.0,978.0,406.0,1399.0,0.699070764832,0.290207290922,DEKALB,both
829,CHESNUT ELEM,DEKALB,78064.0,white,mid,CHESNUT ELEM,1996.0,506.0,864.0,1389.0,0.364290856731,0.622030237581,DEKALB,both
830,TILLY MILL ROAD,DEKALB,107198.0,white,high,TILLY MILL ROAD,1334.0,726.0,344.0,1092.0,0.664835164835,0.315018315018,DEKALB,both
831,EVANSDALE ELEM,DEKALB,79477.0,white,mid,EVANSDALE ELEM,2462.0,777.0,1016.0,1824.0,0.425986842105,0.55701754386,DEKALB,both
832,MIDVALE ELEM,DEKALB,99658.0,white,mid,MIDVALE ELEM,1804.0,908.0,570.0,1498.0,0.606141522029,0.380507343124,DEKALB,both
833,TUCKER LIBRARY,DEKALB,90446.0,white,mid,TUCKER LIBRARY,2168.0,752.0,902.0,1675.0,0.448955223881,0.538507462687,DEKALB,both
834,LIVSEY ELEM,DEKALB,94157.0,white,mid,LIVSEY ELEM,1225.0,590.0,431.0,1042.0,0.566218809981,0.413627639155,DEKALB,both
835,DORAVILLE SOUTH,DEKALB,55319.0,hispanic,mid,DORAVILLE SOUTH,1031.0,254.0,441.0,713.0,0.356241234222,0.618513323983,DEKALB,both
836,HAWTHORNE ELEM,DEKALB,89523.0,white,mid,HAWTHORNE ELEM,3222.0,739.0,1514.0,2292.0,0.32242582897,0.660558464223,DEKALB,both
837,ASHFORD DUNWOODY RD,DEKALB,133374.0,white,high,ASHFORD DUNWOODY RD,2408.0,1183.0,757.0,1965.0,0.60203562341,0.38524173028,DEKALB,both
838,ASHFORD PARKSIDE,DEKALB,96317.0,white,mid,ASHFORD PARKSIDE,2412.0,1053.0,788.0,1872.0,0.5625,0.42094017094,DEKALB,both
839,MONTGOMERY ELEM,DEKALB,62661.0,white,mid,MONTGOMERY ELEM,3371.0,1689.0,1001.0,2752.0,0.613735465116,0.363735465116,DEKALB,both
840,GEORGETOWN SQUARE,DEKALB,88920.0,white,mid,GEORGETOWN SQUARE,3413.0,1124.0,1133.0,2296.0,0.489547038328,0.493466898955,DEKALB,both
841,DUNWOODY,DEKALB,98628.0,white,mid,DUNWOODY,2782.0,958.0,838.0,1827.0,0.524356869184,0.458675424193,DEKALB,both
842,MT. VERNON WEST,DEKALB,127668.0,white,high,MT. VERNON WEST,2025.0,967.0,554.0,1546.0,0.625485122898,0.358344113842,DEKALB,both
843,DORAVILLE NORTH,DEKALB,47551.0,hispanic,low,DORAVILLE NORTH,2156.0,423.0,884.0,1337.0,0.316379955123,0.661181750187,DEKALB,both
844,OAKCLIFF ELEM,DEKALB,48076.0,hispanic,low,OAKCLIFF ELEM,1284.0,278.0,516.0,807.0,0.34448574969,0.639405204461,DEKALB,both
845,NORTH PEACHTREE,DEKALB,66045.0,hispanic,mid,NORTH PEACHTREE,1463.0,433.0,582.0,1038.0,0.417148362235,0.560693641618,DEKALB,both
846,037 PINCKNEYVILLE E,GWINNETT,49246.0,,low,037 PINCKNEYVILLE E,1245.0,216.0,715.0,942.0,0.229299363057,0.759023354565,GWINNETT,both
847,EMBRY HILLS,DEKALB,67945.0,,mid,EMBRY HILLS,1708.0,623.0,669.0,1318.0,0.472685887709,0.507587253414,DEKALB,both
848,125 PINCKNEYVILLE Z,GWINNETT,144117.0,white,high,125 PINCKNEYVILLE Z,1647.0,1061.0,291.0,1385.0,0.766064981949,0.210108303249,GWINNETT,both
849,062 PINCKNEYVILLE L,GWINNETT,145247.0,white,high,062 PINCKNEYVILLE L,2013.0,1255.0,436.0,1718.0,0.730500582072,0.25378346915,GWINNETT,both
850,JC13B,FULTON,253783.0,white,high,JC13B,286.0,203.0,19.0,225.0,0.902222222222,0.0844444444444,FULTON,both
851,063 PINCKNEYVILLE M,GWINNETT,173934.0,white,high,063 PINCKNEYVILLE M,2172.0,1335.0,427.0,1785.0,0.747899159664,0.239215686275,GWINNETT,both
852,JC18A,FULTON,100897.0,white,high,JC18A,2520.0,1323.0,537.0,1888.0,0.700741525424,0.284427966102,FULTON,both
853,JC18B,FULTON,136328.0,white,high,JC18B,167.0,73.0,56.0,131.0,0.557251908397,0.427480916031,FULTON,both
854,JC17,FULTON,135214.0,white,high,JC17,279.0,125.0,91.0,220.0,0.568181818182,0.413636363636,FULTON,both
855,AP01C,FULTON,122166.0,white,high,AP01C,1630.0,793.0,393.0,1201.0,0.660283097419,0.327227310575,FULTON,both
856,JC16,FULTON,135239.0,white,high,JC16,1682.0,814.0,443.0,1292.0,0.630030959752,0.342879256966,FULTON,both
857,AP01A,FULTON,115596.0,white,high,AP01A,1808.0,920.0,391.0,1324.0,0.694864048338,0.295317220544,FULTON,both
858,WINTERS CHAPEL,DEKALB,121102.0,white,high,WINTERS CHAPEL,1245.0,622.0,380.0,1019.0,0.61040235525,0.372914622179,DEKALB,both
859,101 PINCKNEYVILLE U,GWINNETT,60830.0,,mid,101 PINCKNEYVILLE U,1497.0,574.0,652.0,1244.0,0.461414790997,0.524115755627,GWINNETT,both
860,SS25,FULTON,251861.0,white,high,SS25,1322.0,687.0,294.0,991.0,0.693239152371,0.296670030272,FULTON,both
861,073 PINCKNEYVILLE P,GWINNETT,89261.0,white,mid,073 PINCKNEYVILLE P,1567.0,706.0,584.0,1309.0,0.539343009931,0.446142093201,GWINNETT,both
862,126 PINCKNEYVILLE A1,GWINNETT,145992.0,white,high,126 PINCKNEYVILLE A1,2414.0,1402.0,510.0,1942.0,0.721936148301,0.262615859938,GWINNETT,both
863,RW21B,FULTON,255287.0,white,high,RW21B,3.0,12.0,3.0,15.0,0.8,0.2,FULTON,both
864,JC19,FULTON,105352.0,white,high,JC19,3227.0,1467.0,868.0,2377.0,0.617164493058,0.365166175852,FULTON,both
865,JC13A,FULTON,253558.0,white,high,JC13A,1972.0,1210.0,296.0,1518.0,0.797101449275,0.194993412385,FULTON,both
866,022 PINCKNEYVILLE C,GWINNETT,109720.0,white,high,022 PINCKNEYVILLE C,1442.0,725.0,443.0,1188.0,0.610269360269,0.372895622896,GWINNETT,both
867,SS11A,FULTON,91051.0,white,mid,SS11A,2706.0,958.0,933.0,1932.0,0.495859213251,0.482919254658,FULTON,both
868,SS11C,FULTON,88524.0,,mid,SS11C,327.0,55.0,182.0,245.0,0.224489795918,0.742857142857,FULTON,both
869,SS14,FULTON,168371.0,white,high,SS14,1182.0,689.0,258.0,961.0,0.716961498439,0.268470343392,FULTON,both
870,SS12,FULTON,122332.0,white,high,SS12,2287.0,1096.0,592.0,1712.0,0.640186915888,0.345794392523,FULTON,both
871,SS07C,FULTON,90969.0,white,mid,SS07C,661.0,260.0,164.0,427.0,0.608899297424,0.384074941452,FULTON,both
872,SS07B,FULTON,91170.0,white,mid,SS07B,393.0,178.0,92.0,280.0,0.635714285714,0.328571428571,FULTON,both
873,SS07A,FULTON,97006.0,white,mid,SS07A,833.0,426.0,162.0,593.0,0.718381112985,0.273187183811,FULTON,both
874,SS08B,FULTON,91137.0,white,mid,SS08B,575.0,304.0,151.0,460.0,0.660869565217,0.328260869565,FULTON,both
875,SS02B,FULTON,100911.0,white,high,SS02B,1033.0,281.0,432.0,723.0,0.388658367911,0.597510373444,FULTON,both
876,SS08C,FULTON,97221.0,white,mid,SS08C,469.0,171.0,173.0,356.0,0.480337078652,0.48595505618,FULTON,both
877,SS04,FULTON,75362.0,,mid,SS04,2312.0,680.0,856.0,1556.0,0.437017994859,0.550128534704,FULTON,both
878,SS08A,FULTON,90941.0,white,mid,SS08A,1731.0,523.0,609.0,1155.0,0.452813852814,0.527272727273,FULTON,both
879,SS29A,FULTON,98955.0,white,mid,SS29A,2486.0,859.0,758.0,1661.0,0.51715833835,0.456351595424,FULTON,both
880,053 CATES H,GWINNETT,57388.0,black,mid,053 CATES H,2565.0,745.0,1148.0,1911.0,0.389848246991,0.600732600733,GWINNETT,both
881,046 CATES F,GWINNETT,108237.0,white,high,046 CATES F,1531.0,910.0,311.0,1242.0,0.73268921095,0.25040257649,GWINNETT,both
882,047 CATES G,GWINNETT,108220.0,white,high,047 CATES G,2400.0,1482.0,405.0,1908.0,0.776729559748,0.212264150943,GWINNETT,both
883,029 CATES B,GWINNETT,97506.0,white,mid,029 CATES B,1427.0,826.0,294.0,1147.0,0.720139494333,0.256320836966,GWINNETT,both
884,079 CATES K,GWINNETT,97546.0,white,mid,079 CATES K,2154.0,1161.0,449.0,1649.0,0.704063068526,0.272286234081,GWINNETT,both
885,139 MARTINS K,GWINNETT,61000.0,,mid,139 MARTINS K,3467.0,643.0,1755.0,2430.0,0.264609053498,0.722222222222,GWINNETT,both
886,115 MARTINS H,GWINNETT,64390.0,,mid,115 MARTINS H,3255.0,960.0,1357.0,2355.0,0.407643312102,0.576220806794,GWINNETT,both
887,048 DULUTH B,GWINNETT,70674.0,white,mid,048 DULUTH B,2646.0,1142.0,688.0,1867.0,0.611676486342,0.368505623996,GWINNETT,both
888,096 DULUTH G,GWINNETT,120589.0,white,high,096 DULUTH G,2244.0,1087.0,582.0,1694.0,0.641676505313,0.343565525384,GWINNETT,both
889,072 MARTINS E,GWINNETT,47088.0,,low,072 MARTINS E,3453.0,298.0,2171.0,2497.0,0.119343211854,0.869443331998,GWINNETT,both
890,095 DULUTH F,GWINNETT,82197.0,,mid,095 DULUTH F,3156.0,543.0,1515.0,2076.0,0.261560693642,0.729768786127,GWINNETT,both
891,138 DULUTH I,GWINNETT,125953.0,white,high,138 DULUTH I,3268.0,1648.0,657.0,2325.0,0.708817204301,0.282580645161,GWINNETT,both
892,143 LAWRENCEVILLE L,GWINNETT,77541.0,,mid,143 LAWRENCEVILLE L,3587.0,1419.0,1259.0,2713.0,0.523037228161,0.464061924069,GWINNETT,both
893,061 LAWRENCEVILLE E,GWINNETT,51034.0,,mid,061 LAWRENCEVILLE E,1850.0,895.0,504.0,1417.0,0.631616090332,0.355681016231,GWINNETT,both
894,153 LAWRENCEVILLE N,GWINNETT,62933.0,,mid,153 LAWRENCEVILLE N,1713.0,654.0,564.0,1242.0,0.526570048309,0.454106280193,GWINNETT,both
895,016 LAWRENCEVILLE B,GWINNETT,82312.0,,mid,016 LAWRENCEVILLE B,3364.0,1011.0,1444.0,2488.0,0.406350482315,0.58038585209,GWINNETT,both
896,078 BAYCREEK K,GWINNETT,81206.0,white,mid,078 BAYCREEK K,2527.0,1221.0,766.0,2000.0,0.6105,0.383,GWINNETT,both
897,015 LAWRENCEVILLE A,GWINNETT,57765.0,white,mid,015 LAWRENCEVILLE A,2743.0,935.0,885.0,1836.0,0.509259259259,0.482026143791,GWINNETT,both
898,077 GOODWINS C,GWINNETT,74287.0,,mid,077 GOODWINS C,3560.0,1188.0,1295.0,2514.0,0.472553699284,0.515115354018,GWINNETT,both
899,097 GOODWINS E,GWINNETT,87091.0,white,mid,097 GOODWINS E,3926.0,1700.0,1127.0,2864.0,0.593575418994,0.393505586592,GWINNETT,both
900,110 MARTINS G,GWINNETT,67590.0,,mid,110 MARTINS G,1647.0,411.0,702.0,1135.0,0.362114537445,0.618502202643,GWINNETT,both
901,124 GOODWINS G,GWINNETT,80027.0,white,mid,124 GOODWINS G,1724.0,476.0,793.0,1284.0,0.370716510903,0.617601246106,GWINNETT,both
902,149 GOODWINS I,GWINNETT,96695.0,white,mid,149 GOODWINS I,2035.0,1056.0,537.0,1619.0,0.652254478073,0.331686226065,GWINNETT,both
903,006 GOODWINS A,GWINNETT,88866.0,white,mid,006 GOODWINS A,2968.0,1130.0,1001.0,2174.0,0.519779208832,0.460441582337,GWINNETT,both
904,128 GOODWINS H,GWINNETT,75901.0,white,mid,128 GOODWINS H,2148.0,878.0,628.0,1533.0,0.57273320287,0.409654272668,GWINNETT,both
905,083 GOODWINS D,GWINNETT,80931.0,white,mid,083 GOODWINS D,3338.0,1379.0,969.0,2394.0,0.576023391813,0.404761904762,GWINNETT,both
906,105 SUGAR HILL F,GWINNETT,122199.0,white,high,105 SUGAR HILL F,3015.0,1481.0,658.0,2175.0,0.68091954023,0.302528735632,GWINNETT,both
