,PRECINCT_N,COUNTY_NAM,avg_income,race,income_bin,Precinct,registered_v,rep_votes,dem_votes,total,rep_p,dem_p,county,_merge
392,11N,FULTON,55476.0,black,mid,11N,1936.0,22.0,1486.0,1509.0,0.0145791915176,0.984758117959,FULTON,both
393,11M,FULTON,58843.0,black,mid,11M,2519.0,16.0,1694.0,1713.0,0.00934033858727,0.988908347928,FULTON,both
394,SC30B,FULTON,62669.0,black,mid,SC30B,1134.0,6.0,797.0,804.0,0.00746268656716,0.991293532338,FULTON,both
395,10L,FULTON,71380.0,black,mid,10L,2645.0,27.0,2042.0,2073.0,0.013024602026,0.985045827303,FULTON,both
396,10R,FULTON,29417.0,black,low,10R,676.0,3.0,427.0,430.0,0.00697674418605,0.993023255814,FULTON,both
397,11A1,FULTON,71364.0,black,mid,11A1,554.0,8.0,440.0,449.0,0.0178173719376,0.97995545657,FULTON,both
398,11A2,FULTON,71195.0,black,mid,11A2,314.0,6.0,255.0,261.0,0.0229885057471,0.977011494253,FULTON,both
399,10H,FULTON,33196.0,black,low,10H,2125.0,19.0,1370.0,1391.0,0.0136592379583,0.98490294752,FULTON,both
400,SC14,FULTON,37592.0,black,low,SC14,907.0,15.0,564.0,581.0,0.025817555938,0.97074010327,FULTON,both
401,HARMONY-LELAND 01,COBB,75094.0,,mid,HARMONY-LELAND 01,4350.0,840.0,2421.0,3285.0,0.255707762557,0.73698630137,COBB,both
402,EP05,FULTON,44934.0,,low,EP05,2018.0,95.0,1149.0,1247.0,0.0761828388132,0.92141138733,FULTON,both
403,11B,FULTON,72057.0,black,mid,11B,3974.0,46.0,3068.0,3115.0,0.0147672552167,0.984911717496,FULTON,both
404,SC01B,FULTON,91980.0,black,mid,SC01B,3210.0,56.0,2549.0,2610.0,0.0214559386973,0.97662835249,FULTON,both
405,SC02,FULTON,70499.0,black,mid,SC02,1205.0,20.0,1004.0,1028.0,0.0194552529183,0.976653696498,FULTON,both
406,SC16,FULTON,87817.0,black,mid,SC16,3502.0,47.0,2719.0,2767.0,0.0169859053126,0.982652692447,FULTON,both
407,BRYANT 01,COBB,52106.0,black,mid,BRYANT 01,1637.0,73.0,1243.0,1321.0,0.0552611657835,0.940953822861,COBB,both
408,09L,FULTON,35429.0,black,low,09L,1614.0,26.0,1008.0,1037.0,0.0250723240116,0.972034715526,FULTON,both
409,EP01A,FULTON,25248.0,black,low,EP01A,428.0,21.0,335.0,356.0,0.0589887640449,0.941011235955,FULTON,both
410,EP01B,FULTON,25260.0,black,low,EP01B,1024.0,65.0,666.0,733.0,0.0886766712142,0.908594815825,FULTON,both
411,11R,FULTON,25939.0,black,low,11R,1511.0,1.0,898.0,902.0,0.00110864745011,0.9955654102,FULTON,both
412,11K,FULTON,42834.0,black,low,11K,1652.0,31.0,1176.0,1209.0,0.025641025641,0.97270471464,FULTON,both
413,EP07B,FULTON,49154.0,black,low,EP07B,299.0,6.0,195.0,201.0,0.0298507462687,0.970149253731,FULTON,both
414,11G,FULTON,26855.0,black,low,11G,2595.0,16.0,1411.0,1431.0,0.0111809923131,0.986023759609,FULTON,both
415,10G,FULTON,39498.0,black,low,10G,1116.0,11.0,878.0,891.0,0.0123456790123,0.985409652076,FULTON,both
416,EP08D,FULTON,40148.0,black,low,EP08D,648.0,11.0,492.0,505.0,0.0217821782178,0.974257425743,FULTON,both
417,SC19B,FULTON,48870.0,black,low,SC19B,1231.0,23.0,764.0,788.0,0.0291878172589,0.969543147208,FULTON,both
418,EP08A,FULTON,47158.0,black,low,EP08A,2502.0,22.0,1534.0,1559.0,0.0141116100064,0.983964079538,FULTON,both
419,CP051,FULTON,52339.0,black,mid,CP051,1380.0,23.0,930.0,955.0,0.0240837696335,0.973821989529,FULTON,both
420,CP07A,FULTON,37011.0,black,low,CP07A,1082.0,7.0,544.0,552.0,0.0126811594203,0.985507246377,FULTON,both
421,11P,FULTON,43818.0,black,low,11P,1505.0,11.0,1052.0,1066.0,0.0103189493433,0.986866791745,FULTON,both
422,EP11A,FULTON,51168.0,black,mid,EP11A,976.0,42.0,722.0,765.0,0.0549019607843,0.943790849673,FULTON,both
423,EP10A,FULTON,54577.0,black,mid,EP10A,635.0,19.0,454.0,476.0,0.0399159663866,0.953781512605,FULTON,both
425,SC17C,FULTON,41221.0,black,low,SC17C,1044.0,21.0,692.0,713.0,0.0294530154278,0.970546984572,FULTON,both
426,SC19A,FULTON,40996.0,black,low,SC19A,125.0,5.0,127.0,133.0,0.0375939849624,0.954887218045,FULTON,both
427,EP08B,FULTON,53596.0,black,mid,EP08B,489.0,5.0,333.0,338.0,0.0147928994083,0.985207100592,FULTON,both
428,SC18A,FULTON,58629.0,black,mid,SC18A,390.0,5.0,299.0,304.0,0.0164473684211,0.983552631579,FULTON,both
429,11E3,FULTON,53405.0,black,mid,11E3,1781.0,15.0,1200.0,1218.0,0.012315270936,0.985221674877,FULTON,both
430,11E1,FULTON,56967.0,black,mid,11E1,928.0,21.0,656.0,680.0,0.0308823529412,0.964705882353,FULTON,both
431,11E2,FULTON,57014.0,black,mid,11E2,1306.0,13.0,1002.0,1019.0,0.0127576054956,0.983316977429,FULTON,both
432,CP05B,FULTON,37025.0,black,low,CP05B,85.0,2.0,59.0,61.0,0.0327868852459,0.967213114754,FULTON,both
433,CP07B,FULTON,37009.0,black,low,CP07B,6.0,1.0,15.0,16.0,0.0625,0.9375,FULTON,both
434,CP04,FULTON,37886.0,black,low,CP04,123.0,3.0,45.0,49.0,0.0612244897959,0.918367346939,FULTON,both
435,EP11B,FULTON,53675.0,black,mid,EP11B,447.0,18.0,320.0,338.0,0.0532544378698,0.94674556213,FULTON,both
436,CP012,FULTON,39393.0,black,low,CP012,1291.0,264.0,636.0,910.0,0.29010989011,0.698901098901,FULTON,both
437,EP06A,FULTON,40551.0,black,low,EP06A,1519.0,62.0,1028.0,1094.0,0.0566727605119,0.939670932358,FULTON,both
438,EP06B,FULTON,49869.0,black,low,EP06B,643.0,9.0,366.0,376.0,0.0239361702128,0.973404255319,FULTON,both
439,EP09,FULTON,33679.0,black,low,EP09,1521.0,76.0,1034.0,1113.0,0.0682839173405,0.92902066487,FULTON,both
440,CP011,FULTON,39629.0,black,low,CP011,610.0,80.0,321.0,408.0,0.196078431373,0.786764705882,FULTON,both
441,EP072,FULTON,47214.0,black,low,EP072,1562.0,79.0,785.0,873.0,0.0904925544101,0.899198167239,FULTON,both
442,UC02A,FULTON,64456.0,black,mid,UC02A,5497.0,155.0,3746.0,3911.0,0.0396318077218,0.957811301457,FULTON,both
443,SC08A,FULTON,,,high,SC08A,4.0,1.0,13.0,14.0,0.0714285714286,0.928571428571,FULTON,both
444,SC08F,FULTON,52244.0,black,mid,SC08F,588.0,16.0,394.0,412.0,0.0388349514563,0.956310679612,FULTON,both
445,12C,FULTON,42905.0,black,low,12C,1242.0,33.0,777.0,815.0,0.040490797546,0.953374233129,FULTON,both
446,04S,FULTON,49427.0,black,low,04S,1769.0,14.0,1240.0,1258.0,0.0111287758347,0.985691573927,FULTON,both
447,04X1,FULTON,32922.0,black,low,04X1,1589.0,9.0,1047.0,1057.0,0.0085146641438,0.990539262062,FULTON,both
448,04M,FULTON,18042.0,black,low,04M,602.0,3.0,352.0,356.0,0.00842696629213,0.988764044944,FULTON,both
449,04T,FULTON,32641.0,black,low,04T,914.0,4.0,608.0,615.0,0.00650406504065,0.988617886179,FULTON,both
450,10M,FULTON,32980.0,black,low,10M,2057.0,20.0,1341.0,1367.0,0.0146305779078,0.98098024872,FULTON,both
451,04X2,FULTON,33960.0,black,low,04X2,589.0,6.0,314.0,324.0,0.0185185185185,0.969135802469,FULTON,both
452,04L,FULTON,35896.0,black,low,04L,1194.0,22.0,705.0,727.0,0.0302613480055,0.969738651994,FULTON,both
453,04D,FULTON,34093.0,black,low,04D,1213.0,9.0,782.0,793.0,0.0113493064313,0.986128625473,FULTON,both
454,04G,FULTON,37869.0,black,low,04G,626.0,3.0,353.0,358.0,0.00837988826816,0.986033519553,FULTON,both
455,04A,FULTON,28338.0,black,low,04A,909.0,10.0,579.0,590.0,0.0169491525424,0.981355932203,FULTON,both
456,04K,FULTON,35492.0,black,low,04K,1849.0,22.0,1163.0,1191.0,0.0184718723762,0.976490344249,FULTON,both
457,04W,FULTON,47639.0,black,low,04W,1914.0,2.0,813.0,816.0,0.00245098039216,0.996323529412,FULTON,both
458,10F,FULTON,42864.0,black,low,10F,995.0,14.0,673.0,687.0,0.0203784570597,0.97962154294,FULTON,both
459,03S,FULTON,33889.0,black,low,03S,589.0,1.0,374.0,378.0,0.0026455026455,0.989417989418,FULTON,both
460,09D,FULTON,27260.0,black,low,09D,1622.0,8.0,1039.0,1048.0,0.00763358778626,0.99141221374,FULTON,both
461,03C,FULTON,33826.0,black,low,03C,1309.0,5.0,866.0,872.0,0.00573394495413,0.993119266055,FULTON,both
462,03H,FULTON,33869.0,black,low,03H,872.0,5.0,490.0,496.0,0.0100806451613,0.987903225806,FULTON,both
463,FAIR OAKS 05,COBB,39693.0,,low,FAIR OAKS 05,1445.0,306.0,477.0,800.0,0.3825,0.59625,COBB,both
464,SMYRNA 2A,COBB,69474.0,white,mid,SMYRNA 2A,2239.0,598.0,901.0,1532.0,0.390339425587,0.588120104439,COBB,both
465,MARIETTA 1A,COBB,47238.0,,low,MARIETTA 1A,2421.0,396.0,1191.0,1621.0,0.244293645898,0.734731647131,COBB,both
466,FAIR OAKS 04,COBB,44584.0,,low,FAIR OAKS 04,1802.0,487.0,638.0,1146.0,0.424956369983,0.556719022688,COBB,both
467,MARIETTA 2B,COBB,63486.0,,mid,MARIETTA 2B,3865.0,1266.0,1624.0,2914.0,0.43445435827,0.557309540151,COBB,both
468,NORTON PARK 01,COBB,79171.0,,mid,NORTON PARK 01,3361.0,1178.0,1156.0,2394.0,0.492063492063,0.482873851295,COBB,both
469,FAIR OAKS 01,COBB,59842.0,,mid,FAIR OAKS 01,3128.0,660.0,1530.0,2212.0,0.298372513562,0.691681735986,COBB,both
470,MARIETTA 2A,COBB,87329.0,white,mid,MARIETTA 2A,2496.0,1155.0,723.0,1901.0,0.607574960547,0.380326144135,COBB,both
471,FAIR OAKS 02,COBB,52895.0,,mid,FAIR OAKS 02,3395.0,686.0,1497.0,2212.0,0.310126582278,0.676763110307,COBB,both
472,MARIETTA 7A,COBB,45513.0,,low,MARIETTA 7A,2873.0,313.0,1266.0,1597.0,0.195992485911,0.792736380714,COBB,both
473,DOBBINS 01,COBB,50714.0,,mid,DOBBINS 01,2860.0,357.0,1508.0,1885.0,0.189389920424,0.8,COBB,both
474,MARIETTA 5B,COBB,67550.0,white,mid,MARIETTA 5B,1755.0,304.0,750.0,1065.0,0.28544600939,0.704225352113,COBB,both
475,SPRAYBERRY 01,COBB,78167.0,white,mid,SPRAYBERRY 01,2152.0,1084.0,524.0,1650.0,0.65696969697,0.317575757576,COBB,both
476,ELIZABETH 05,COBB,102537.0,white,high,ELIZABETH 05,2529.0,1203.0,735.0,1974.0,0.609422492401,0.372340425532,COBB,both
477,BELLS FERRY 02,COBB,82760.0,white,mid,BELLS FERRY 02,2592.0,1172.0,741.0,1956.0,0.59918200409,0.378834355828,COBB,both
478,BLACKWELL 01,COBB,86462.0,white,mid,BLACKWELL 01,2012.0,939.0,558.0,1537.0,0.610930383865,0.363044892648,COBB,both
479,GRITTERS 01,COBB,84035.0,white,mid,GRITTERS 01,2000.0,950.0,496.0,1483.0,0.640593391773,0.334457181389,COBB,both
480,MCCLESKEY 01,COBB,106040.0,white,high,MCCLESKEY 01,1578.0,867.0,372.0,1268.0,0.683753943218,0.293375394322,COBB,both
481,NICHOLSON 01,COBB,102061.0,white,high,NICHOLSON 01,2167.0,1051.0,543.0,1626.0,0.646371463715,0.333948339483,COBB,both
482,ADDISON 01,COBB,90413.0,white,mid,ADDISON 01,1902.0,971.0,500.0,1507.0,0.644326476443,0.331785003318,COBB,both
483,SIMPSON 01,COBB,107092.0,white,high,SIMPSON 01,1704.0,924.0,383.0,1321.0,0.69947009841,0.289931869796,COBB,both
484,LASSITER 01,COBB,120011.0,white,high,LASSITER 01,3035.0,1778.0,573.0,2392.0,0.743311036789,0.239548494983,COBB,both
485,KELL 01,COBB,93125.0,white,mid,KELL 01,1761.0,946.0,408.0,1385.0,0.683032490975,0.294584837545,COBB,both
486,ROCKY MOUNT 01,COBB,104885.0,white,high,ROCKY MOUNT 01,2881.0,1604.0,644.0,2283.0,0.702584318879,0.282084975909,COBB,both
487,EASTSIDE 02,COBB,98963.0,white,mid,EASTSIDE 02,3580.0,2017.0,859.0,2928.0,0.688866120219,0.29337431694,COBB,both
488,SOPE CREEK 01,COBB,140325.0,white,high,SOPE CREEK 01,2003.0,1142.0,468.0,1642.0,0.695493300853,0.285018270402,COBB,both
489,HAYES 01,COBB,93892.0,white,mid,HAYES 01,3382.0,1949.0,646.0,2634.0,0.739939255885,0.245254365983,COBB,both
490,PINE MOUNTAIN 02,COBB,101554.0,white,high,PINE MOUNTAIN 02,2402.0,1641.0,307.0,1982.0,0.827951564077,0.154894046418,COBB,both
491,CHEATHAM HILL 02,COBB,106103.0,white,high,CHEATHAM HILL 02,2548.0,1476.0,530.0,2044.0,0.722113502935,0.259295499022,COBB,both
492,MARIETTA 4C,COBB,89728.0,white,mid,MARIETTA 4C,2612.0,1465.0,618.0,2104.0,0.696292775665,0.293726235741,COBB,both
493,SMYRNA 7A,COBB,100595.0,white,high,SMYRNA 7A,2758.0,1406.0,774.0,2225.0,0.63191011236,0.347865168539,COBB,both
494,SMYRNA 4A,COBB,84256.0,white,mid,SMYRNA 4A,3668.0,1347.0,1325.0,2721.0,0.495038588754,0.486953325983,COBB,both
495,SMYRNA 5A,COBB,52909.0,,mid,SMYRNA 5A,3070.0,749.0,1215.0,2007.0,0.373193821624,0.605381165919,COBB,both
496,SMYRNA 3A,COBB,59765.0,,mid,SMYRNA 3A,2970.0,849.0,1207.0,2094.0,0.405444126074,0.576408787011,COBB,both
497,MARIETTA 6A,COBB,50920.0,,mid,MARIETTA 6A,2026.0,272.0,874.0,1172.0,0.232081911263,0.745733788396,COBB,both
498,POWERS FERRY 01,COBB,75342.0,white,mid,POWERS FERRY 01,2984.0,1367.0,811.0,2230.0,0.613004484305,0.363677130045,COBB,both
499,BIG SHANTY 02,COBB,104425.0,white,high,BIG SHANTY 02,2630.0,1307.0,642.0,1982.0,0.659434914228,0.323915237134,COBB,both
500,PITNER 01,COBB,116557.0,white,high,PITNER 01,1671.0,823.0,365.0,1222.0,0.67348608838,0.298690671031,COBB,both
501,CHALKER 01,COBB,53513.0,white,mid,CHALKER 01,3399.0,1160.0,976.0,2200.0,0.527272727273,0.443636363636,COBB,both
502,PALMER 01,COBB,80910.0,white,mid,PALMER 01,2255.0,1149.0,524.0,1722.0,0.66724738676,0.304297328688,COBB,both
503,BELLS FERRY 03,COBB,80591.0,white,mid,BELLS FERRY 03,4918.0,2326.0,1123.0,3563.0,0.65282065675,0.315183833848,COBB,both
504,ELIZABETH 01,COBB,67155.0,white,mid,ELIZABETH 01,2837.0,787.0,913.0,1728.0,0.455439814815,0.528356481481,COBB,both
505,EAST PIEDMONT 01,COBB,61055.0,white,mid,EAST PIEDMONT 01,1975.0,772.0,640.0,1440.0,0.536111111111,0.444444444444,COBB,both
506,MARIETTA 4B,COBB,66129.0,white,mid,MARIETTA 4B,2316.0,802.0,702.0,1537.0,0.521795705921,0.456733897202,COBB,both
507,KEMP 02,COBB,101368.0,white,high,KEMP 02,3180.0,1695.0,811.0,2547.0,0.665488810365,0.318413820181,COBB,both
508,OREGON 04,COBB,71549.0,black,mid,OREGON 04,2527.0,479.0,1366.0,1865.0,0.256836461126,0.732439678284,COBB,both
509,DOWELL 01,COBB,103056.0,white,high,DOWELL 01,2725.0,1316.0,811.0,2165.0,0.607852193995,0.374595842956,COBB,both
510,OREGON 02,COBB,79154.0,,mid,OREGON 02,2590.0,638.0,1275.0,1927.0,0.331084587442,0.661650233524,COBB,both
511,CHEATHAM HILL 03,COBB,96701.0,white,mid,CHEATHAM HILL 03,3323.0,1745.0,912.0,2703.0,0.645578986312,0.337402885683,COBB,both
512,MABLETON 01,COBB,73757.0,white,mid,MABLETON 01,3767.0,1156.0,1696.0,2881.0,0.401249566123,0.588684484554,COBB,both
513,SWEETWATER 02,COBB,53456.0,black,mid,SWEETWATER 02,2452.0,435.0,1166.0,1614.0,0.269516728625,0.722428748451,COBB,both
514,OREGON 06,COBB,84655.0,,mid,OREGON 06,2311.0,619.0,1180.0,1818.0,0.340484048405,0.649064906491,COBB,both
515,MARIETTA 3A,COBB,52952.0,,mid,MARIETTA 3A,3544.0,1177.0,1257.0,2481.0,0.474405481661,0.506650544135,COBB,both
516,KENNESAW 2A,COBB,87964.0,white,mid,KENNESAW 2A,3553.0,944.0,1360.0,2338.0,0.40376390077,0.581693755346,COBB,both
517,MARIETTA 4A,COBB,90286.0,white,mid,MARIETTA 4A,1881.0,1244.0,321.0,1593.0,0.78091650973,0.201506591337,COBB,both
518,PINE MOUNTAIN 01,COBB,118961.0,white,high,PINE MOUNTAIN 01,2467.0,1624.0,388.0,2036.0,0.797642436149,0.190569744597,COBB,both
519,KENNESAW 2B,COBB,88519.0,white,mid,KENNESAW 2B,3162.0,1348.0,848.0,2242.0,0.601248884924,0.378233719893,COBB,both
520,MARS HILL 02,COBB,93555.0,white,mid,MARS HILL 02,2268.0,1014.0,587.0,1631.0,0.621704475782,0.359901900674,COBB,both
521,KENNESAW 3A,COBB,72716.0,white,mid,KENNESAW 3A,1333.0,475.0,358.0,853.0,0.556858147714,0.419695193435,COBB,both
522,KENNESAW 5B,COBB,86661.0,white,mid,KENNESAW 5B,2755.0,1149.0,937.0,2117.0,0.542749173359,0.442607463392,COBB,both
523,BAKER 01,COBB,86559.0,white,mid,BAKER 01,3589.0,1379.0,1133.0,2562.0,0.53825136612,0.442232630757,COBB,both
524,ACWORTH 1C,COBB,74406.0,white,mid,ACWORTH 1C,3700.0,1218.0,1300.0,2566.0,0.474668745129,0.506625097428,COBB,both
525,KENNESAW 5A,COBB,80916.0,white,mid,KENNESAW 5A,2715.0,1336.0,705.0,2083.0,0.641382621219,0.338454152664,COBB,both
526,KENNESAW 4A,COBB,68286.0,white,mid,KENNESAW 4A,2104.0,842.0,602.0,1490.0,0.565100671141,0.404026845638,COBB,both
527,SMYRNA 2B,COBB,52466.0,,mid,SMYRNA 2B,1751.0,288.0,843.0,1142.0,0.252189141856,0.738178633975,COBB,both
528,SMYRNA 1A,COBB,63204.0,,mid,SMYRNA 1A,3123.0,629.0,1433.0,2092.0,0.300669216061,0.684990439771,COBB,both
529,OAKDALE 01,COBB,111189.0,white,high,OAKDALE 01,3068.0,1309.0,989.0,2324.0,0.563253012048,0.425559380379,COBB,both
530,NICKAJACK 01,COBB,100851.0,white,high,NICKAJACK 01,3456.0,952.0,1504.0,2494.0,0.381716118685,0.603047313553,COBB,both
531,SMYRNA 6A,COBB,102150.0,white,high,SMYRNA 6A,4446.0,1697.0,1607.0,3374.0,0.502963841138,0.476289270895,COBB,both
532,VININGS 03,COBB,98813.0,white,mid,VININGS 03,3321.0,1255.0,1282.0,2566.0,0.489088074825,0.499610288387,COBB,both
533,VININGS 02,COBB,78413.0,white,mid,VININGS 02,4811.0,1444.0,1820.0,3322.0,0.434677904877,0.547862733293,COBB,both
534,ELIZABETH 04,COBB,67129.0,white,mid,ELIZABETH 04,2244.0,760.0,785.0,1570.0,0.484076433121,0.5,COBB,both
535,SEWELL MILL 03,COBB,78484.0,white,mid,SEWELL MILL 03,3838.0,1352.0,1211.0,2622.0,0.515636918383,0.461861174676,COBB,both
536,ELIZABETH 03,COBB,92987.0,white,mid,ELIZABETH 03,1757.0,935.0,422.0,1396.0,0.669770773639,0.30229226361,COBB,both
537,MARIETTA 6B,COBB,78340.0,white,mid,MARIETTA 6B,2379.0,1092.0,719.0,1833.0,0.595744680851,0.392253136934,COBB,both
538,ELIZABETH 02,COBB,64370.0,white,mid,ELIZABETH 02,1884.0,936.0,492.0,1458.0,0.641975308642,0.337448559671,COBB,both
539,033 BERKSHIRE E,GWINNETT,97291.0,white,mid,033 BERKSHIRE E,1675.0,905.0,423.0,1345.0,0.672862453532,0.314498141264,GWINNETT,both
540,092 BERKSHIRE J,GWINNETT,101058.0,white,high,092 BERKSHIRE J,2285.0,1228.0,567.0,1840.0,0.667391304348,0.308152173913,GWINNETT,both
541,049 GARNERS C,GWINNETT,78828.0,white,mid,049 GARNERS C,1539.0,605.0,502.0,1132.0,0.53445229682,0.443462897527,GWINNETT,both
542,014 GARNERS A,GWINNETT,109540.0,white,high,014 GARNERS A,2972.0,1620.0,687.0,2346.0,0.690537084399,0.29283887468,GWINNETT,both
543,045 GARNERS B,GWINNETT,82831.0,black,mid,045 GARNERS B,2488.0,857.0,1076.0,1950.0,0.439487179487,0.551794871795,GWINNETT,both
544,032 BERKSHIRE D,GWINNETT,94291.0,white,mid,032 BERKSHIRE D,2285.0,1141.0,589.0,1765.0,0.646458923513,0.333711048159,GWINNETT,both
545,011 BERKSHIRE A,GWINNETT,53987.0,,mid,011 BERKSHIRE A,1733.0,424.0,668.0,1101.0,0.3851044505,0.606721162579,GWINNETT,both
546,120 BERKSHIRE P,GWINNETT,57779.0,,mid,120 BERKSHIRE P,1030.0,382.0,374.0,764.0,0.5,0.489528795812,GWINNETT,both
547,109 BERKSHIRE M,GWINNETT,94994.0,white,mid,109 BERKSHIRE M,1343.0,717.0,344.0,1085.0,0.660829493088,0.317050691244,GWINNETT,both
548,074 PINCKNEYVILLE Q,GWINNETT,46831.0,hispanic,low,074 PINCKNEYVILLE Q,1184.0,109.0,709.0,821.0,0.132764920828,0.863580998782,GWINNETT,both
549,103 BERKSHIRE L,GWINNETT,48718.0,,low,103 BERKSHIRE L,2101.0,458.0,1009.0,1494.0,0.30655957162,0.675368139224,GWINNETT,both
550,086 MARTINS F,GWINNETT,48560.0,,low,086 MARTINS F,1787.0,340.0,885.0,1243.0,0.273531777957,0.711987127916,GWINNETT,both
551,034 BERKSHIRE F,GWINNETT,51189.0,,mid,034 BERKSHIRE F,1521.0,450.0,514.0,982.0,0.458248472505,0.523421588595,GWINNETT,both
552,119 BERKSHIRE O,GWINNETT,78935.0,white,mid,119 BERKSHIRE O,2197.0,1173.0,515.0,1716.0,0.683566433566,0.300116550117,GWINNETT,both
553,019 MARTINS C,GWINNETT,62851.0,,mid,019 MARTINS C,1836.0,700.0,643.0,1366.0,0.512445095168,0.470717423133,GWINNETT,both
554,043 MARTINS D,GWINNETT,52832.0,,mid,043 MARTINS D,1440.0,203.0,769.0,983.0,0.206510681587,0.782299084435,GWINNETT,both
555,116 MARTINS I,GWINNETT,64007.0,,mid,116 MARTINS I,2500.0,500.0,1166.0,1679.0,0.297796307326,0.694460988684,GWINNETT,both
556,117 MARTINS J,GWINNETT,51587.0,,mid,117 MARTINS J,2640.0,368.0,1415.0,1799.0,0.204558087827,0.786548082268,GWINNETT,both
557,088 ROCKBRIDGE E,GWINNETT,59439.0,black,mid,088 ROCKBRIDGE E,3194.0,715.0,1592.0,2332.0,0.306603773585,0.682675814751,GWINNETT,both
558,069 CATES J,GWINNETT,105599.0,white,high,069 CATES J,2497.0,1078.0,844.0,1954.0,0.551688843398,0.431934493347,GWINNETT,both
559,036 CATES E,GWINNETT,101530.0,white,high,036 CATES E,2251.0,1227.0,558.0,1820.0,0.674175824176,0.306593406593,GWINNETT,both
560,107 CATES O,GWINNETT,97552.0,white,mid,107 CATES O,1121.0,557.0,289.0,857.0,0.649941656943,0.337222870478,GWINNETT,both
561,035 CATES D,GWINNETT,93797.0,white,mid,035 CATES D,2539.0,1233.0,672.0,1937.0,0.636551368095,0.346928239546,GWINNETT,both
562,044 ROCKBRIDGE B,GWINNETT,71221.0,,mid,044 ROCKBRIDGE B,2885.0,723.0,1439.0,2194.0,0.329535095716,0.655879671832,GWINNETT,both
563,ROWLAND ELEM,DEKALB,41575.0,black,low,ROWLAND ELEM,2689.0,93.0,1678.0,1781.0,0.0522178551376,0.942167321729,DEKALB,both
564,DUNAIRE ELEM,DEKALB,57608.0,black,mid,DUNAIRE ELEM,1638.0,161.0,1033.0,1203.0,0.133832086451,0.858686616791,DEKALB,both
565,ALLGOOD ELEM,DEKALB,66634.0,black,mid,ALLGOOD ELEM,2246.0,180.0,1628.0,1817.0,0.0990643918547,0.895982388553,DEKALB,both
566,INDIAN CREEK ELEM,DEKALB,39156.0,black,low,INDIAN CREEK ELEM,1733.0,130.0,874.0,1018.0,0.127701375246,0.858546168959,DEKALB,both
567,CLARKSTON,DEKALB,37205.0,black,low,CLARKSTON,2569.0,189.0,1357.0,1561.0,0.121076233184,0.86931454196,DEKALB,both
568,MEMORIAL SOUTH,DEKALB,44608.0,black,low,MEMORIAL SOUTH,1478.0,78.0,833.0,918.0,0.0849673202614,0.907407407407,DEKALB,both
569,MEMORIAL NORTH,DEKALB,43251.0,black,low,MEMORIAL NORTH,2768.0,189.0,1408.0,1609.0,0.117464263518,0.875077688005,DEKALB,both
570,068 CATES I,GWINNETT,101637.0,white,high,068 CATES I,2842.0,1344.0,762.0,2144.0,0.626865671642,0.355410447761,GWINNETT,both
571,093 CATES M,GWINNETT,110303.0,white,high,093 CATES M,3465.0,1920.0,752.0,2715.0,0.707182320442,0.276979742173,GWINNETT,both
572,127 LAWRENCEVILLE J,GWINNETT,60025.0,,mid,127 LAWRENCEVILLE J,1515.0,468.0,627.0,1119.0,0.418230563003,0.560321715818,GWINNETT,both
573,018 MARTINS B,GWINNETT,62505.0,,mid,018 MARTINS B,2212.0,597.0,957.0,1576.0,0.378807106599,0.607233502538,GWINNETT,both
574,084 LAWRENCEVILLE G,GWINNETT,78529.0,,mid,084 LAWRENCEVILLE G,2035.0,497.0,979.0,1493.0,0.33288680509,0.655726724715,GWINNETT,both
575,150 DULUTH K,GWINNETT,36356.0,hispanic,low,150 DULUTH K,1627.0,231.0,775.0,1020.0,0.226470588235,0.759803921569,GWINNETT,both
576,07E,FULTON,89742.0,white,mid,07E,4018.0,885.0,1740.0,2676.0,0.330717488789,0.650224215247,FULTON,both
577,07F,FULTON,101110.0,white,high,07F,2231.0,969.0,674.0,1667.0,0.581283743251,0.404319136173,FULTON,both
578,07D,FULTON,121570.0,white,high,07D,3244.0,1167.0,864.0,2076.0,0.562138728324,0.416184971098,FULTON,both
579,07N,FULTON,63528.0,,mid,07N,1358.0,300.0,613.0,937.0,0.320170757737,0.654215581644,FULTON,both
580,07M,FULTON,85750.0,white,mid,07M,1883.0,567.0,580.0,1159.0,0.48921484038,0.500431406385,FULTON,both
581,07A,FULTON,158632.0,white,high,07A,4161.0,1849.0,1216.0,3111.0,0.594342655095,0.390871102539,FULTON,both
582,07C,FULTON,163819.0,white,high,07C,3101.0,1285.0,829.0,2137.0,0.601310248011,0.387927000468,FULTON,both
583,040 PINCKNEYVILLE H,GWINNETT,92971.0,white,mid,040 PINCKNEYVILLE H,3003.0,1306.0,1004.0,2338.0,0.558597091531,0.429426860565,GWINNETT,both
584,JC12,FULTON,189617.0,white,high,JC12,2175.0,1248.0,402.0,1664.0,0.75,0.241586538462,FULTON,both
585,099 PINCKNEYVILLE T,GWINNETT,63536.0,,mid,099 PINCKNEYVILLE T,2136.0,748.0,734.0,1511.0,0.495036399735,0.485771012574,GWINNETT,both
586,057 DULUTH D,GWINNETT,64783.0,,mid,057 DULUTH D,3368.0,1042.0,1175.0,2271.0,0.458828709819,0.517393218846,GWINNETT,both
587,082 DULUTH E,GWINNETT,70429.0,white,mid,082 DULUTH E,3438.0,823.0,1432.0,2287.0,0.359860078706,0.626147791867,GWINNETT,both
