AREA,COUNTY,COUNTY_NAM,CTYSOSID,DATA,DISTRICT,FIPS2,ID,PRECINCT_I,PRECINCT_N,income_r_1,income_rac
2.38,44,DEKALB,089WN,973,089WN,089,4897167,WN,WYNBROOKE ELEM,73882.004222,black
1.98,44,DEKALB,089ST,955,089ST,089,4897210,ST,STEPHENSON MIDDLE,77019.3781422,black
1.16,44,DEKALB,089SO,950,089SO,089,4897257,SO,SOUTH DESHON,76661.6416358,black
3.52,67,GWINNETT,13564,1721,13564,135,4897294,64,GARNERS D,68808.0899946,black
0.4,44,DEKALB,089VB,963,089VB,089,4677935,VB,VALLEY BROOK,47316.0002603,
1.8,44,DEKALB,089SC,938,089SC,089,4677979,SC,SHAW-ROBERT SHAW ELE,53268.7732685,black
0.34,44,DEKALB,089CT,826,089CT,089,4678058,CT,COVINGTON HWY,27600.0000297,black
1.71,44,DEKALB,089RG,928,089RG,089,4678088,RG,ROWLAND ELEM,35326.7998836,black
1.04,44,DEKALB,089DE,832,089DE,089,4678163,DE,DUNAIRE ELEM,58731.7910895,black
1.09,44,DEKALB,089AA,786,089AA,089,4678212,AA,ALLGOOD ELEM,63471.9998234,black
0.92,44,DEKALB,089IB,865,089IB,089,4678268,IB,INDIAN CREEK ELEM,37167.245448,black
1.08,44,DEKALB,089CK,817,089CK,089,4678332,CK,CLARKSTON (CLA),37306.7694379,black
2.18,67,GWINNETT,13510,1667,13510,135,5054602,10,CATES A,93438.5673772,white
2.62,67,GWINNETT,13581,1738,13581,135,5054671,81,CATES L,70051.9971414,
3.19,67,GWINNETT,135156,1813,135156,135,5054739,156,BAYCREEK J,80793.2614533,
5.78,67,GWINNETT,13541,1698,13541,135,5054799,41,BAYCREEK B,78720.2706164,
2.91,67,GWINNETT,135134,1791,135134,135,5054869,134,BAYCREEK F,76728.0000797,white
1.75,67,GWINNETT,13594,1751,13594,135,5054950,94,CATES N,101025.320875,white
1.65,67,GWINNETT,1355,1662,1355,135,5055013,5,BAYCREEK A,89086.6851566,white
1.51,67,GWINNETT,13586,1743,13586,135,4995527,86,MARTINS F,48606.0125066,
1.55,67,GWINNETT,13534,1691,13534,135,4995571,34,BERKSHIRE F,58238.2312173,
1.8,67,GWINNETT,135119,1776,135119,135,4995638,119,BERKSHIRE O,82742.4891836,white
1.85,67,GWINNETT,13519,1676,13519,135,4995707,19,MARTINS C,59659.7987336,
1.14,67,GWINNETT,13543,1700,13543,135,4995759,43,MARTINS D,52116.1756184,
1.78,67,GWINNETT,135116,1773,135116,135,4995799,116,MARTINS I,62145.012094,
1.38,67,GWINNETT,135117,1774,135117,135,4995851,117,MARTINS J,47118.6057567,
2.01,67,GWINNETT,13588,1745,13588,135,4995902,88,ROCKBRIDGE E,56859.2083175,black
1.85,60,FULTON,121SS12,1556,121SS12,121,4726963,SS12,SS12,124374.241597,white
0.33,60,FULTON,121SS07C,1545,121SS07C,121,4727036,SS07C,SS07C,108524.999954,white
0.29,60,FULTON,121SS07B,1544,121SS07B,121,4727078,SS07B,SS07B,108524.999331,white
0.62,60,FULTON,121SS07A,1543,121SS07A,121,4727115,SS07A,SS07A,84328.9999613,white
0.25,60,FULTON,121SS08B,1547,121SS08B,121,4727143,SS08B,SS08B,108524.991486,white
0.26,60,FULTON,121SS02B,1538,121SS02B,121,4727163,SS02B,SS02B,90477.0,white
0.19,60,FULTON,121SS08C,1548,121SS08C,121,4727200,SS08C,SS08C,84329.0001405,white
1.07,60,FULTON,121SS04,1540,121SS04,121,4727222,SS04,SS04,74517.0043037,
0.53,60,FULTON,121SS08A,1546,121SS08A,121,4727266,SS08A,SS08A,108525.000018,white
0.64,60,FULTON,121SS08D,1549,121SS08D,121,4727313,SS08D,SS08D,108525.020545,white
1.01,60,FULTON,121SS29A,1572,121SS29A,121,4727353,SS29A,SS29A,103129.00006,
0.79,44,DEKALB,089LC,876,089LC,089,4727400,LC,LAVISTA,91469.3933821,
0.9,60,FULTON,12106J,1281,12106J,121,4606138,06J,06J,45081.057745,
0.48,60,FULTON,12106E,1276,12106E,121,4606213,06E,06E,72178.7174635,white
0.22,60,FULTON,12106Q,1285,12106Q,121,4606254,06Q,06Q,74875.0001423,white
0.92,60,FULTON,12106S,1287,12106S,121,4606291,06S,06S,59200.5701212,white
0.35,60,FULTON,12106H,1279,12106H,121,4606367,06H,06H,59582.2674532,white
1.23,60,FULTON,12106D,1275,12106D,121,4606414,06D,06D,71373.3689554,white
2.58,44,DEKALB,089MB,882,089MB,089,4606485,MB,MCNAIR HIGH,66331.6333265,black
0.99,44,DEKALB,089LH,879,089LH,089,4890864,LH,LITHONIA HIGH,55563.9999656,black
2.06,44,DEKALB,089RH,929,089RH,089,4890917,RH,REDAN-TROTTI LIBRARY,49647.55742,black
6.7,44,DEKALB,089WD,966,089WD,089,4890970,WD,WOODROW ROAD,56197.9405044,black
0.9,44,DEKALB,089LD,877,089LD,089,4891022,LD,LITHONIA (LIT),48247.0,black
2.9,44,DEKALB,089SL,947,089SL,089,4891088,SL,STONEVIEW ELEM,43697.5894288,black
1.92,44,DEKALB,089PC,915,089PC,089,4891184,PC,PRINCETON ELEM,72649.0000008,black
1.41,44,DEKALB,089RC,924,089RC,089,4891226,RC,REDAN ELEM,72655.0937844,black
1.68,44,DEKALB,089SV,957,089SV,089,4891275,SV,STEPHENSON HIGH,72877.0000043,black
0.66,60,FULTON,12108L,1309,12108L,121,4597308,08L,08L,87289.0007578,white
0.06,60,FULTON,12102W,1232,12102W,121,4597358,02W,02W,87766.0,white
0.43,60,FULTON,12103F,1238,12103F,121,4597386,03F,03F,86784.2560239,white
0.16,60,FULTON,12102A,1219,12102A,121,4597453,02A,02A,46303.0001382,white
0.32,60,FULTON,12106R,1286,12106R,121,4597491,06R,06R,37734.6990054,hispanic
0.54,60,FULTON,12106N,1284,12106N,121,4597545,06N,06N,109896.950179,white
0.51,60,FULTON,12106L2,1283,12106L2,121,4597585,06L2,06L2,87766.0000903,white
0.16,60,FULTON,12102S,1231,12102S,121,4597635,02S,02S,57249.8912256,
0.06,60,FULTON,12105J,1272,12105J,121,4597696,05J,05J,42941.585985,black
0.07,60,FULTON,12101I,1213,12101I,121,4592246,01I,01I,34378.0001593,black
0.48,60,FULTON,12102B,1220,12102B,121,4592277,02B,02B,57686.6943556,
0.03,60,FULTON,12105C,1269,12105C,121,4592355,05C,05C,34376.6748439,black
0.28,60,FULTON,12105K,1273,12105K,121,4592382,05K,05K,30532.5617551,black
0.07,60,FULTON,12105D,1270,12105D,121,4592445,05D,05D,52260.4903887,
0.05,60,FULTON,12105F,1271,12105F,121,4592483,05F,05F,29512.0,white
0.19,60,FULTON,12102L2,1230,12102L2,121,4592512,02L2,02L2,100864.999874,white
0.16,60,FULTON,12102C,1221,12102C,121,4592556,02C,02C,29512.0016958,white
0.27,60,FULTON,12102L1,1229,12102L1,121,4592598,02L1,02L1,45188.9725985,hispanic
0.13,60,FULTON,12102K,1228,12102K,121,4592656,02K,02K,42950.0,
0.44,60,FULTON,12108P,1313,12108P,121,4592696,08P,08P,67895.2872147,white
0.38,60,FULTON,12108K,1308,12108K,121,4592741,08K,08K,138803.068553,white
0.93,44,DEKALB,089CP,822,089CP,089,4690405,CP,CROSSROADS,57954.9855647,black
1.32,44,DEKALB,089FA,843,089FA,089,4690467,FA,FAIRINGTON ELEM,48858.0000259,black
1.4,44,DEKALB,089PR,922,089PR,089,4690508,PR,PANOLA ROAD,39873.7596373,black
0.86,44,DEKALB,089PI,920,089PI,089,4690550,PI,PANOLA WAY ELEM,65558.0327844,black
0.88,44,DEKALB,089YA,974,089YA,089,4690597,YA,YOUNG ROAD,65615.1257733,black
0.85,44,DEKALB,089RM,934,089RM,089,4690649,RM,REDAN MIDDLE,50272.9792647,black
1.08,44,DEKALB,089MC,883,089MC,089,4690721,MC,MARBUT ELEM,55545.1416782,black
1.11,44,DEKALB,089RK,932,089RK,089,4690767,RK,REDAN ROAD,55080.0000084,black
1.29,44,DEKALB,089WG,968,089WG,089,4690820,WG,WOODRIDGE ELEM,51184.0000336,black
1.17,44,DEKALB,089RJ,931,089RJ,089,4690872,RJ,ROWLAND ROAD,63090.4975492,black
0.78,44,DEKALB,089WK,971,089WK,089,4696274,WK,WHITE OAK,47216.0000308,black
1.46,44,DEKALB,089FM,851,089FM,089,4696314,FM,FREEDOM MIDDLE,56095.4040655,black
0.26,44,DEKALB,089PE,916,089PE,089,4696390,PE,PINE LAKE (PIN),42070.0496019,black
1.35,44,DEKALB,089HA,857,089HA,089,4696424,HA,HAMBRICK ELEM,50233.8643098,black
1.32,44,DEKALB,089RE,926,089RE,089,4696487,RE,ROCKBRIDGE ELEM,41197.1690337,black
1.03,44,DEKALB,089SJ,945,089SJ,089,4696569,SJ,STONE MILL ELEM,36927.3545,black
1.08,44,DEKALB,089MA,881,089MA,089,4696648,MA,MILLER-ELDRIDGE L MI,61031.4152713,black
2.92,67,GWINNETT,13545,1702,13545,135,4987496,45,GARNERS B,73877.0920981,black
1.32,67,GWINNETT,13532,1689,13532,135,4987574,32,BERKSHIRE D,97661.8156498,white
2.04,67,GWINNETT,13511,1668,13511,135,4987634,11,BERKSHIRE A,48747.0001917,
1.5,67,GWINNETT,135120,1777,135120,135,4987692,120,BERKSHIRE P,60881.664558,
1.75,67,GWINNETT,135109,1766,135109,135,4987743,109,BERKSHIRE M,98089.3071449,white
1.43,67,GWINNETT,13574,1731,13574,135,4987808,74,PINCKNEYVILLE Q,45760.9254793,
1.52,67,GWINNETT,135103,1760,135103,135,4987842,103,BERKSHIRE L,51231.4140089,
1.18,67,GWINNETT,135118,1775,135118,135,4980233,118,GARNERS F,82412.7626273,white
2.11,67,GWINNETT,135112,1769,135112,135,4980290,112,BERKSHIRE N,77794.2471374,white
1.33,67,GWINNETT,13533,1690,13533,135,4980373,33,BERKSHIRE E,91737.9999169,white
1.49,67,GWINNETT,13592,1749,13592,135,4980424,92,BERKSHIRE J,101415.695334,white
1.43,67,GWINNETT,13549,1706,13549,135,4980490,49,GARNERS C,80846.954552,white
2.31,67,GWINNETT,13514,1671,13514,135,4980560,14,GARNERS A,106134.001048,white
1.58,44,DEKALB,089FB,844,089FB,089,4627282,FB,FERNBANK ELEM,198544.827023,white
0.88,44,DEKALB,089EG,841,089EG,089,4627356,EG,EMORY SOUTH,119116.973185,white
0.36,44,DEKALB,089JA,866,089JA,089,4627411,JA,JOHNSON ESTATES (ATL,36435.5899204,white
0.99,44,DEKALB,089BC,796,089BC,089,4627457,BC,BRIAR VISTA ELEM,88264.1679836,white
1.08,44,DEKALB,089DH,835,089DH,089,4627524,DH,DRUID HILLS HIGH,134869.307608,white
0.95,44,DEKALB,089ER,842,089ER,089,4627581,ER,EMORY ROAD,61829.8290046,white
1.1,44,DEKALB,089LB,875,089LB,089,4627620,LB,LAVISTA ROAD,75148.8796866,white
1.83,44,DEKALB,089SI,944,089SI,089,4817585,SI,STN MTN MIDDLE,44447.773362,black
2.02,44,DEKALB,089TF,960,089TF,089,4817650,TF,TUCKER,96314.9255889,white
2.91,44,DEKALB,089HG,861,089HG,089,4817717,HG,HUGH HOWELL,86195.7687577,
2.57,44,DEKALB,089SH,943,089SH,089,4817787,SH,SMOKE RISE,117152.875737,white
2.64,67,GWINNETT,13512,1669,13512,135,4817852,12,BERKSHIRE B,60552.4691547,
1.23,67,GWINNETT,135148,1805,135148,135,4817922,148,BERKSHIRE Q,73174.953133,
1.44,44,DEKALB,089SU,956,089SU,089,4702609,SU,SOUTH HAIRSTON,60509.8194421,black
1.59,44,DEKALB,089PH,919,089PH,089,4702679,PH,PANOLA,63450.9241653,black
1.7,44,DEKALB,089SK,946,089SK,089,4702748,SK,SHADOW ROCK ELEM,72872.6533676,black
0.74,44,DEKALB,089SP,951,089SP,089,4702799,SP,STONE MTN CHAMPION (,43995.228424,black
0.89,44,DEKALB,089SQ,952,089SQ,089,4702875,SQ,STONE MTN LIBRARY (S,64377.0594466,black
0.85,60,FULTON,12108H,1306,12108H,121,4702953,08H,08H,226996.999074,white
2.69,67,GWINNETT,13557,1714,13557,135,4854352,57,DULUTH D,68527.5590905,
1.94,67,GWINNETT,13582,1739,13582,135,4854461,82,DULUTH E,68022.5747984,
1.46,67,GWINNETT,13556,1713,13556,135,4854529,56,DULUTH C,60812.2880176,
2.8,60,FULTON,121JC11,1438,121JC11,121,4854595,JC11,JC11,122981.463271,white
1.03,60,FULTON,121JC09,1436,121JC09,121,4854652,JC09,JC09,120359.978589,white
1.95,60,FULTON,121JC07,1434,121JC07,121,4854703,JC07,JC07,126839.488816,white
0.56,60,FULTON,121AP12C,1392,121AP12C,121,4790699,AP12C,AP12D,85109.9573477,
0.67,44,DEKALB,089SN,949,089SN,089,4790744,SN,SHAMROCK,75154.0001454,white
0.58,44,DEKALB,089ND,907,089ND,089,4790786,ND,NORTHLAKE,110455.999955,white
0.9,44,DEKALB,089BD,797,089BD,089,4790847,BD,BRIARLAKE ELEM,155996.999767,white
1.51,44,DEKALB,089RD,925,089RD,089,4790927,RD,REHOBOTH,97723.8880976,white
1.46,44,DEKALB,089WI,969,089WI,089,4790997,WI,WARREN TECH,56205.1077989,
1.32,67,GWINNETT,13565,1722,13565,135,4828933,65,BERKSHIRE H,58383.6657037,
1.18,67,GWINNETT,135123,1780,135123,135,4828997,123,PINCKNEYVILLE Y,43085.6810829,hispanic
1.44,67,GWINNETT,13523,1680,13523,135,4829077,23,PINCKNEYVILLE D,44776.1697722,
3.01,67,GWINNETT,13558,1715,13558,135,4829148,58,PINCKNEYVILLE K,49756.4892071,
1.48,67,GWINNETT,13550,1707,13550,135,4829228,50,PINCKNEYVILLE I,61858.2203188,
0.83,44,DEKALB,089WL,972,089WL,089,4829298,WL,WINTERS CHAPEL (DUN),126049.575239,white
0.86,67,GWINNETT,135101,1758,135101,135,4829341,101,PINCKNEYVILLE U,62044.1526814,
1.14,44,DEKALB,089MW,903,089MW,089,4795561,MW,MIDVALE ROAD,94871.7683969,white
1.58,44,DEKALB,089HC,859,089HC,089,4795638,HC,HENDERSON MILL ELEM,86202.9956996,white
1.28,44,DEKALB,089MK,891,089MK,089,4795697,MK,MONTREAL,82430.2820955,white
0.69,44,DEKALB,089JB,867,089JB,089,4795749,JB,JOLLY ELEM,43895.1366532,black
0.78,44,DEKALB,089IA,864,089IA,089,4795815,IA,IDLEWOOD ELEM,62406.8975829,black
1.59,44,DEKALB,089BH,801,089BH,089,4795869,BH,BROCKETT,70612.1762036,
0.84,44,DEKALB,089WJ,970,089WJ,089,4732722,WJ,WOODWARD ELEM (BHAVN,91628.9954277,
0.56,44,DEKALB,089CO,821,089CO,089,4732788,CO,CROSS KEYS HIGH (BHA,103435.932886,
0.88,44,DEKALB,089HI,863,089HI,089,4732847,HI,HARRIS-MARGARET HARR,84529.649367,white
0.97,44,DEKALB,089BG,800,089BG,089,4732907,BG,BRIARCLIFF,82487.2273616,white
0.65,44,DEKALB,089MJ,890,089MJ,089,4732971,MJ,MONTCLAIR ELEM,53960.4135568,hispanic
0.59,44,DEKALB,089BE,798,089BE,089,4733030,BE,BRIARWOOD (BHAVN),83551.484499,hispanic
0.75,44,DEKALB,089BI,802,089BI,089,4733080,BI,BROOKHAVEN (BHAVN),123167.521961,white
1.34,44,DEKALB,089SE,940,089SE,089,4733144,SE,SILVER LAKE (BHAVN),120886.597542,white
0.74,44,DEKALB,089SF,941,089SF,089,4733206,SF,SKYLAND (BHAVN),101731.994626,
0.96,44,DEKALB,089AB,787,089AB,089,4738859,AB,ASHFORD PARK ELEM (B,121469.258963,white
1.02,44,DEKALB,089OA,909,089OA,089,4738917,OA,OAK GROVE ELEM,102700.673396,white
1.22,44,DEKALB,089CW,828,089CW,089,4738971,CW,CORALWOOD,88732.4900975,white
1.42,44,DEKALB,089SA,936,089SA,089,4739038,SA,SAGAMORE HILLS ELEM,152270.048599,white
1.45,44,DEKALB,089LA,874,089LA,089,4739106,LA,LAKESIDE HIGH,127376.406513,white
2.26,44,DEKALB,089DC,831,089DC,089,4739180,DC,DRESDEN ELEM,54242.2244947,hispanic
1.7,44,DEKALB,089HB,858,089HB,089,4739248,HB,HAWTHORNE ELEM,89142.956877,white
0.78,44,DEKALB,089CL,818,089CL,089,4617252,CL,CLIFTON ELEM,57071.1882567,black
2.16,44,DEKALB,089CR,824,089CR,089,4617298,CR,CEDAR GROVE MIDDLE,60412.9860109,black
0.66,44,DEKALB,089FJ,848,089FJ,089,4617343,FJ,FLAT SHOALS,49299.9421385,black
0.93,44,DEKALB,089FC,845,089FC,089,4617386,FC,FLAT SHOALS ELEM,40205.6109299,black
1.0,44,DEKALB,089MP,896,089MP,089,4617435,MP,MCNAIR ACADEMY,63298.9618907,black
1.13,44,DEKALB,089EA,837,089EA,089,4617526,EA,EAST LAKE (ATL),79382.0158026,black
1.05,44,DEKALB,089MD,884,089MD,089,4617646,MD,MCNAIR MIDDLE,60027.4694929,black
0.68,44,DEKALB,089OK,911,089OK,089,4631418,OK,OAKHURST (DEC),106164.804212,white
0.43,44,DEKALB,089RN,935,089RN,089,4631496,RN,RENFROE MIDDLE (DEC),106721.992146,white
0.53,44,DEKALB,089PG,918,089PG,089,4631548,PG,PONCE DE LEON (DEC),91336.453884,white
0.68,44,DEKALB,089CV,827,089CV,089,4631608,CV,CLAIREMONT EAST (DEC,94575.0664381,white
0.63,44,DEKALB,089WF,967,089WF,089,4631668,WF,WINNONA PARK ELEM (D,107682.555416,white
0.6,44,DEKALB,089GA,852,089GA,089,4631725,GA,GLENNWOOD (DEC),109095.808889,white
0.64,44,DEKALB,089CI,815,089CI,089,4631808,CI,CLAIREMONT WEST (DEC,109860.295873,white
1.39,60,FULTON,12112M,1368,12112M,121,4555864,12M,12M,32997.0398197,black
1.35,60,FULTON,12112J,1365,12112J,121,4555934,12J,12J,32930.0000227,black
1.6,60,FULTON,12112H,1363,12112H,121,4555987,12H,12H,32339.3658542,black
1.73,31,CLAYTON,063FP2,444,063FP2,063,4556054,FP2,FOREST PARK 2,36140.1578396,black
3.14,60,FULTON,12112T,1371,12112T,121,4556112,12T,12T,32949.4699222,black
1.51,31,CLAYTON,063MO2,474,063MO2,063,4556176,MO2,MORROW 2,47053.9136763,black
0.71,31,CLAYTON,063MO7,479,063MO7,063,4556252,MO7,MORROW 7,46943.0012069,black
0.82,44,DEKALB,089GB,853,089GB,089,4672335,GB,GLENHAVEN,51183.999986,black
1.28,44,DEKALB,089AI,793,089AI,089,4672384,AI,AVONDALE HIGH,86539.3731549,white
1.13,44,DEKALB,089AE,790,089AE,089,4672469,AE,AVONDALE (AVO),74514.5410651,white
1.11,44,DEKALB,089MO,895,089MO,089,4672551,MO,MIDWAY ELEM,55244.8169723,black
0.63,44,DEKALB,089CU,794,089CU,089,4672625,CU,COVINGTON,45725.1472133,black
1.31,44,DEKALB,089NB,905,089NB,089,4672674,NB,NORTH DECATUR,57972.1051015,
1.0,44,DEKALB,089ME,885,089ME,089,4672746,ME,MCLENDON,47316.0000925,
2.81,31,CLAYTON,063LC1,467,063LC1,063,4561396,LC1,LAKE CITY,50361.1557331,
1.59,31,CLAYTON,063MO4,476,063MO4,063,4561486,MO4,MORROW 4,47832.7742799,black
0.47,31,CLAYTON,063MO9,481,063MO9,063,4561560,MO9,MORROW 9,44338.0001804,black
1.74,31,CLAYTON,063MO6,478,063MO6,063,4561609,MO6,MORROW 6,58798.2297341,black
2.08,31,CLAYTON,063MO3,475,063MO3,063,4561684,MO3,MORROW 3,50130.6568649,
0.81,44,DEKALB,089PA,913,089PA,089,4666668,PA,PEACHCREST ELEM,45137.9976276,black
1.36,44,DEKALB,089MR,898,089MR,089,4666735,MR,MATHIS-BOB MATHIS EL,59521.993967,black
1.61,44,DEKALB,089RA,923,089RA,089,4666782,RA,RAINBOW ELEM,56147.2972574,black
0.62,44,DEKALB,089KC,870,089KC,089,4666851,KC,KELLEY CHAPEL ROAD,56502.0000084,black
0.88,44,DEKALB,089CA,807,089CA,089,4666889,CA,COLUMBIA DRIVE,49146.9999949,black
0.9,44,DEKALB,089AF,856,089AF,089,4666940,AF,AUSTIN DRIVE,42576.6152659,black
1.08,44,DEKALB,089CB,808,089CB,089,4666989,CB,CANBY LANE ELEM,44949.8348805,black
0.87,44,DEKALB,089SR,953,089SR,089,4667042,SR,SNAPFINGER ROAD N,44471.7333448,black
1.28,44,DEKALB,089GF,788,089GF,089,4667102,GF,GLENWOOD ROAD,46753.2187242,black
4.44,31,CLAYTON,063MO1,473,063MO1,063,4567873,MO1,MORROW 1,40974.4173442,
4.24,44,DEKALB,089BL,804,089BL,089,4567958,BL,BOULDERCREST ROAD,67348.9990567,black
7.63,31,CLAYTON,063EW1,442,063EW1,063,4568027,EW1,ELLENWOOD,56862.2945303,black
2.6,44,DEKALB,089CS,825,089CS,089,4568108,CS,CEDAR GROVE SOUTH,65998.398768,black
2.59,44,DEKALB,089CD,810,089CD,089,4568167,CD,CEDAR GROVE ELEM,67577.9549057,black
0.94,60,FULTON,12112F,1361,12112F,121,4568220,12F,12F,38291.6535249,black
0.69,60,FULTON,12104V,1262,12104V,121,4578327,04V,04V,24285.8435641,black
0.54,60,FULTON,12104I,1255,12104I,121,4578393,04I,04I,53217.466991,black
0.26,60,FULTON,12101F,1210,12101F,121,4578482,01F,01F,25282.0000225,black
0.47,60,FULTON,12101G,1211,12101G,121,4578530,01G,01G,44017.9664044,black
0.3,60,FULTON,12101D,1208,12101D,121,4578582,01D,01D,52036.5347394,black
0.2,60,FULTON,12101H,1212,12101H,121,4578632,01H,01H,24479.6984578,black
0.28,60,FULTON,12105B,1268,12105B,121,4578695,05B,05B,37228.5098978,black
1.34,60,FULTON,12101S,1217,12101S,121,4578756,01S,01S,36673.1016468,black
0.37,60,FULTON,12101C2,1207,12101C2,121,4578796,01C2,01C2,35120.0000431,black
0.98,60,FULTON,12101T,1218,12101T,121,4583119,01T,01T,55133.2093864,
0.7,60,FULTON,12101P,1215,12101P,121,4583173,01P,01P,39242.6726698,black
0.63,60,FULTON,12101R,1216,12101R,121,4583228,01R,01R,20891.6639949,black
0.89,60,FULTON,12101E,1209,12101E,121,4583279,01E,01E,90784.1397842,white
0.66,60,FULTON,12101A,1204,12101A,121,4583365,01A,01A,92952.9622934,white
0.52,60,FULTON,12105A1,1266,12105A1,121,4583439,05A1,05A1,39463.2967499,black
1.37,60,FULTON,12101B,1205,12101B,121,4583505,01B,01B,80095.1839086,
1.15,44,DEKALB,089KA,868,089KA,089,4622472,KA,KELLEY LAKE ELEM,41734.4224844,black
1.21,44,DEKALB,089CQ,823,089CQ,089,4622523,CQ,CANDLER,48441.992136,black
0.84,44,DEKALB,089CN,820,089CN,089,4622583,CN,COAN MIDDLE (ATL),56069.8578966,white
0.95,44,DEKALB,089EE,839,089EE,089,4622648,EE,EPWORTH (ATL),64047.6932682,white
0.75,44,DEKALB,089LE,878,089LE,089,4622721,LE,LIN-MARY LIN ELEM (A,59997.6991367,white
1.04,44,DEKALB,089BB,795,089BB,089,4622800,BB,BOULEVARD (ATL),52449.3895367,white
4.23,44,DEKALB,089ML,892,089ML,089,4611685,ML,MEADOWVIEW ELEM,53920.7683813,black
1.33,44,DEKALB,089GC,854,089GC,089,4611767,GC,GRESHAM ROAD,55032.6402231,black
0.98,44,DEKALB,089BR,806,089BR,089,4611813,BR,BURGESS ELEM (ATL),56858.983108,white
0.96,44,DEKALB,089MT,900,089MT,089,4611903,MT,METROPOLITAN (ATL),55994.556887,white
0.9,44,DEKALB,089PN,921,089PN,089,4611984,PN,PINEY GROVE,49885.9618547,black
0.89,44,DEKALB,089TA,958,089TA,089,4612062,TA,TERRY MILL,49803.0111423,black
0.4,60,FULTON,12102G,1226,12102G,121,4601476,02G,02G,59375.0279533,black
0.49,60,FULTON,12102D,1222,12102D,121,4601560,02D,02D,51385.098194,black
0.11,60,FULTON,12102F2,1225,12102F2,121,4601610,02F2,02F2,27533.0,hispanic
0.27,60,FULTON,12102J,1227,12102J,121,4601645,02J,02J,27533.0003873,hispanic
0.13,60,FULTON,12106G,1278,12106G,121,4601688,06G,06G,27533.0,hispanic
0.23,60,FULTON,12106B,1274,12106B,121,4601724,06B,06B,75487.0,white
0.35,60,FULTON,12102E,1223,12102E,121,4601767,02E,02E,25350.6313556,black
0.49,60,FULTON,12102F1,1224,12102F1,121,4601824,02F1,02F1,42909.2731933,white
0.34,60,FULTON,12106F,1277,12106F,121,4601885,06F,06F,58946.758234,white
0.28,60,FULTON,12106L1,1282,12106L1,121,4601934,06L1,06L1,87765.9992351,white
1.3,60,FULTON,121RW17,1487,121RW17,121,4778422,RW17,RW17,100437.99017,white
1.15,60,FULTON,121RW04,1473,121RW04,121,4778464,RW04,RW04,100437.999959,white
1.12,44,DEKALB,089KB,869,089KB,089,4778505,KB,KINGSLEY ELEM (DUN),131053.188751,white
2.22,60,FULTON,121SS01,1536,121SS01,121,4778554,SS01,SS01,136488.870001,white
1.64,60,FULTON,121RW20,1490,121RW20,121,4778664,RW20,RW20,141846.704718,white
1.86,60,FULTON,121RW21A,1491,121RW21A,121,4778745,RW21A,RW21A,163434.327627,white
1.32,60,FULTON,121RW22A,1493,121RW22A,121,4778812,RW22A,RW22A,96248.0087598,white
0.29,60,FULTON,121RW07A,1476,121RW07A,121,4778879,RW07A,RW07A,45163.0000085,hispanic
3.2,44,DEKALB,089DA,829,089DA,089,4805805,DA,DORAVILLE NORTH (DOR,51380.957949,
1.76,44,DEKALB,089OB,910,089OB,089,4805902,OB,OAKCLIFF ELEM,48825.9669156,hispanic
0.91,44,DEKALB,089NF,908,089NF,089,4805984,NF,NORTH PEACHTREE (DUN,68242.5858185,
1.16,67,GWINNETT,13537,1694,13537,135,4806030,37,PINCKNEYVILLE E,49915.3815158,
0.92,44,DEKALB,089EC,838,089EC,089,4806087,EC,EMBRY HILLS,72769.8156416,
1.23,44,DEKALB,089PF,917,089PF,089,4806150,PF,PLEASANTDALE ELEM,42765.322967,
1.12,60,FULTON,121SS25,1570,121SS25,121,4835460,SS25,SS25,240757.812902,white
0.8,67,GWINNETT,13573,1730,13573,135,4835516,73,PINCKNEYVILLE P,89159.9742188,white
1.56,67,GWINNETT,135126,1783,135126,135,4835564,126,PINCKNEYVILLE A1,157289.26475,white
0.19,60,FULTON,121RW21B,1492,121RW21B,121,4835631,RW21B,RW21B,215870.515805,white
1.89,60,FULTON,121JC19,1448,121JC19,121,4835652,JC19,JC19,116523.586226,white
2.0,60,FULTON,121JC13A,1440,121JC13A,121,4835716,JC13A,JC13A,215884.83114,white
1.44,67,GWINNETT,13522,1679,13522,135,4835774,22,PINCKNEYVILLE C,112593.361519,white
0.87,67,GWINNETT,135125,1782,135125,135,4835844,125,PINCKNEYVILLE Z,157519.000127,white
1.27,67,GWINNETT,13562,1719,13562,135,4835886,62,PINCKNEYVILLE L,158449.136342,white
0.3,60,FULTON,121JC13B,1441,121JC13B,121,4835947,JC13B,JC13B,215885.0,white
1.64,67,GWINNETT,13563,1720,13563,135,4835980,63,PINCKNEYVILLE M,174588.43018,white
1.59,67,GWINNETT,13521,1678,13521,135,4823170,21,PINCKNEYVILLE B,48705.2491376,hispanic
1.66,67,GWINNETT,13551,1708,13551,135,4823245,51,PINCKNEYVILLE J,41192.3195348,hispanic
0.88,67,GWINNETT,135113,1770,135113,135,4823305,113,PINCKNEYVILLE V,58325.9909451,
2.86,67,GWINNETT,135114,1771,135114,135,4823352,114,PINCKNEYVILLE W,68796.7918856,
1.43,67,GWINNETT,13520,1677,13520,135,4823455,20,PINKCNEYVILLE A,48121.3441719,hispanic
1.95,67,GWINNETT,13587,1744,13587,135,4823532,87,PINCKNEYVILLE S,73037.8726623,
0.98,44,DEKALB,089EF,840,089EF,089,4800437,EF,EVANSDALE ELEM,77401.9394479,white
