County Name,County Code,County Precinct,Precinct Description,Combo#,Cong,Senat,House,Judic,Ward,Schol,Watbd,Supcm,Schob,Fire,Cityl,Commi,Munib,
PAULDING,110,06B,WATSON GOVT COMPLEX,00301,014,031,019,007,,LRG,,,,,,1,,
PAULDING,110,06B,WATSON GOVT COMPLEX,00305,014,031,017,007,,LRG,,,,,,4,,
PAULDING,110,06B,WATSON GOVT COMPLEX,00309,014,031,017,007,,LRG,,,,,,1,,
PAULDING,110,06B,WATSON GOVT COMPLEX,00310,014,031,017,007,,LRG,,,,,,2,,
PAULDING,110,06B,WATSON GOVT COMPLEX,00313,014,031,017,007,,LRG,,,,,LRG,1,,
PAULDING,110,06B,WATSON GOVT COMPLEX,00314,014,031,017,007,,LRG,,,,,LRG,2,,
PAULDING,110,06B,WATSON GOVT COMPLEX,00315,014,031,017,007,,LRG,,,,,LRG,4,,
PAULDING,110,07B,P B RITCH MIDD SCH,00301,014,031,019,007,,LRG,,,,,,1,,
PAULDING,110,07B,P B RITCH MIDD SCH,00302,014,031,019,007,,LRG,,,,,LRG,1,,
PAULDING,110,07B,P B RITCH MIDD SCH,00307,014,031,019,007,,LRG,,,,,LRG,3,,
PAULDING,110,07B,P B RITCH MIDD SCH,00312,014,031,019,007,,LRG,,,,,,3,,
PAULDING,110,07B,P B RITCH MIDD SCH,00321,014,031,019,007,,LRG,,,,,LRG,1,,
PAULDING,110,07B,P B RITCH MIDD SCH,00323,014,031,019,007,,LRG,,,,,LRG,3,,
PAULDING,110,08B,SARA RAGSDALE ELM SC,00305,014,031,017,007,,LRG,,,,,,4,,
PAULDING,110,08B,SARA RAGSDALE ELM SC,00310,014,031,017,007,,LRG,,,,,,2,,
PAULDING,110,08B,SARA RAGSDALE ELM SC,00311,014,031,017,007,,LRG,,,,,LRG,4,,
PAULDING,110,08B,SARA RAGSDALE ELM SC,00314,014,031,017,007,,LRG,,,,,LRG,2,,
PAULDING,110,09B,PAULDING CO HIGH SC,00301,014,031,019,007,,LRG,,,,,,1,,
PAULDING,110,09B,PAULDING CO HIGH SC,00302,014,031,019,007,,LRG,,,,,LRG,1,,
PAULDING,110,09B,PAULDING CO HIGH SC,00310,014,031,017,007,,LRG,,,,,,2,,
PAULDING,110,09B,PAULDING CO HIGH SC,00314,014,031,017,007,,LRG,,,,,LRG,2,,
PAULDING,110,10B,HIRAM HIGH SCHOOL,00301,014,031,019,007,,LRG,,,,,,1,,
PAULDING,110,10B,HIRAM HIGH SCHOOL,00302,014,031,019,007,,LRG,,,,,LRG,1,,
PAULDING,110,10B,HIRAM HIGH SCHOOL,00307,014,031,019,007,,LRG,,,,,LRG,3,,
PAULDING,110,10B,HIRAM HIGH SCHOOL,00312,014,031,019,007,,LRG,,,,,,3,,
PAULDING,110,11C,TAYLOR FARM PARK,00322,014,030,066,007,,LRG,,,,,,3,,
PAULDING,110,12B,AUSTIN MIDDLE SCHOOL,00308,014,030,067,007,,LRG,,,,,LRG,3,,
PAULDING,110,12B,AUSTIN MIDDLE SCHOOL,00316,014,030,067,007,,LRG,,,,,,2,,
PAULDING,110,12B,AUSTIN MIDDLE SCHOOL,00318,014,030,067,007,,LRG,,,,,,3,,
PAULDING,110,13B,NEBO ELEMENTARY SCH,00301,014,031,019,007,,LRG,,,,,,1,,
PAULDING,110,13B,NEBO ELEMENTARY SCH,00307,014,031,019,007,,LRG,,,,,LRG,3,,
PAULDING,110,13B,NEBO ELEMENTARY SCH,00312,014,031,019,007,,LRG,,,,,,3,,
PAULDING,110,13B,NEBO ELEMENTARY SCH,00316,014,030,067,007,,LRG,,,,,,2,,
PAULDING,110,13B,NEBO ELEMENTARY SCH,00318,014,030,067,007,,LRG,,,,,,3,,
PAULDING,110,14C,CARL SCOGGINS MID SC,00316,014,030,067,007,,LRG,,,,,,2,,
PAULDING,110,14C,CARL SCOGGINS MID SC,00317,014,030,017,007,,LRG,,,,,,2,,
PAULDING,110,88888,88888,00000,99999,99999,99999,99999,,,,,,,,99999,,
PAULDING,110,99999,99999,00000,99999,99999,99999,99999,,,,,,,,99999,,
PEACH,111,88888,88888,00000,99999,99999,99999,99999,,,,,,,,99999,,
PEACH,111,99999,99999,00000,99999,99999,99999,99999,,,,,,,,99999,,
PEACH,111,B1,BYRON #1,00101,002,018,140,003,,4,,,,,,4,,
PEACH,111,B1,BYRON #1,00102,002,018,140,003,,4,,,,,LRG,4,,
PEACH,111,B2,BYRON #2,00105,002,018,140,003,,1,,,,,,1,,
PEACH,111,B2,BYRON #2,00107,002,018,140,003,,1,,,,,LRG,1,,
PEACH,111,B2,BYRON #2,00123,002,018,140,003,,1,,,,,4,1,,
PEACH,111,B2,BYRON #2,00126,002,018,140,003,,1,,,,,LRG,1,,
PEACH,111,C1,CLAUDE,00105,002,018,140,003,,1,,,,,,1,,
PEACH,111,C1,CLAUDE,00109,002,018,140,003,,3,,,,,,3,,
PEACH,111,C1,CLAUDE,00123,002,018,140,003,,1,,,,,4,1,,
PEACH,111,C1,CLAUDE,00124,002,018,140,003,,2,,,,,,2,,
PEACH,111,C1,CLAUDE,00125,002,018,140,003,,3,,,,,3,3,,
PEACH,111,C1,CLAUDE,00126,002,018,140,003,,1,,,,,LRG,1,,
PEACH,111,F1,FORT VALLEY #1,00110,002,018,139,003,,4,,,,,,4,,
PEACH,111,F1,FORT VALLEY #1,00111,002,018,139,003,2,4,,,,,,4,,
PEACH,111,F1,FORT VALLEY #1,00112,002,018,139,003,,3,,,,,,3,,
PEACH,111,F1,FORT VALLEY #1,00113,002,018,139,003,2,3,,,,,,3,,
PEACH,111,F1,FORT VALLEY #1,00114,002,018,139,003,2,2,,,,,,2,,
PEACH,111,F1,FORT VALLEY #1,00115,002,018,139,003,,2,,,,,,2,,
PEACH,111,F1,FORT VALLEY #1,00116,002,018,139,003,1,2,,,,,,2,,
PEACH,111,F1,FORT VALLEY #1,00120,002,018,139,003,1,3,,,,,,3,,
PEACH,111,F2,FORT VALLEY #2,00110,002,018,139,003,,4,,,,,,4,,
PEACH,111,F2,FORT VALLEY #2,00112,002,018,139,003,,3,,,,,,3,,
PEACH,111,F2,FORT VALLEY #2,00114,002,018,139,003,2,2,,,,,,2,,
PEACH,111,F2,FORT VALLEY #2,00115,002,018,139,003,,2,,,,,,2,,
PEACH,111,F2,FORT VALLEY #2,00116,002,018,139,003,1,2,,,,,,2,,
PEACH,111,F2,FORT VALLEY #2,00120,002,018,139,003,1,3,,,,,,3,,
PEACH,111,F3,FORT VALLEY #3,00112,002,018,139,003,,3,,,,,,3,,
PEACH,111,F3,FORT VALLEY #3,00113,002,018,139,003,2,3,,,,,,3,,
PEACH,111,F3,FORT VALLEY #3,00114,002,018,139,003,2,2,,,,,,2,,
PEACH,111,F3,FORT VALLEY #3,00116,002,018,139,003,1,2,,,,,,2,,
PEACH,111,F3,FORT VALLEY #3,00120,002,018,139,003,1,3,,,,,,3,,
PEACH,111,P1,POWERSVILLE,00101,002,018,140,003,,4,,,,,,4,,
PEACH,111,P1,POWERSVILLE,00105,002,018,140,003,,1,,,,,,1,,
PEACH,111,P1,POWERSVILLE,00124,002,018,140,003,,2,,,,,,2,,
PEACH,111,P1,POWERSVILLE,00126,002,018,140,003,,1,,,,,LRG,1,,
PICKENS,112,1,YELLOW CREEK,00103,009,051,011,009,,LRG,,,,,,002,,
PICKENS,112,10,SHARPTOP,00103,009,051,011,009,,LRG,,,,,,002,,
PICKENS,112,11,APPALACHIAN,00103,009,051,011,009,,LRG,,,,,,002,,
PICKENS,112,11,APPALACHIAN,00106,009,051,011,009,,LRG,,,,,,001,,
PICKENS,112,12,REFUGE,00103,009,051,011,009,,LRG,,,,,,002,,
PICKENS,112,12,REFUGE,00106,009,051,011,009,,LRG,,,,,,001,,
PICKENS,112,2,HILL,00102,014,054,011,009,,LRG,,,,,,001,,
PICKENS,112,3,HINTON,00102,014,054,011,009,,LRG,,,,,,001,,
PICKENS,112,4,JERUSALEM,00102,014,054,011,009,,LRG,,,,,,001,,
PICKENS,112,5,LUDVILLE,00102,014,054,011,009,,LRG,,,,,,001,,
PICKENS,112,6,NELSON,00103,009,051,011,009,,LRG,,,,,,002,,
PICKENS,112,6,NELSON,00104,009,051,011,009,,LRG,,,,,LRG,001,,
PICKENS,112,6,NELSON,00105,009,051,011,009,,LRG,,,,,LRG,002,,
PICKENS,112,6,NELSON,00106,009,051,011,009,,LRG,,,,,,001,,
PICKENS,112,7,TALKING ROCK,00102,014,054,011,009,,LRG,,,,,,001,,
PICKENS,112,7,TALKING ROCK,00109,014,054,011,009,,LRG,,,,,,002,,
PICKENS,112,7,TALKING ROCK,00110,014,054,011,009,,LRG,,,,,LRG,002,,
PICKENS,112,8,JASPER,00111,009,051,011,009,,LRG,,,,,LRG,001,,
PICKENS,112,8,JASPER,00112,009,051,011,009,,LRG,,,,,LRG,002,,
PICKENS,112,8,JASPER,00113,009,054,011,009,,LRG,,,,,LRG,001,,
PICKENS,112,88888,88888,00000,99999,99999,99999,99999,,,,,,,,99999,,
PICKENS,112,9,TATE,00102,014,054,011,009,,LRG,,,,,,001,,
PICKENS,112,9,TATE,00107,009,054,011,009,,LRG,,,,,,001,,
PICKENS,112,9,TATE,00108,009,054,011,009,,LRG,,,,,,002,,
PICKENS,112,99999,99999,00000,99999,99999,99999,99999,,,,,,,,99999,,
PIERCE,113,0001,HACKLEBARNEY/CASON,00101,001,007,178,001,,1,,,,,,1,,
PIERCE,113,0001,HACKLEBARNEY/CASON,00102,001,007,178,001,3,1,,,,,,1,,
PIERCE,113,0001,HACKLEBARNEY/CASON,00103,001,007,178,001,4,1,,,,,,1,,
PIERCE,113,0001,HACKLEBARNEY/CASON,00118,001,007,178,001,6,1,,,,,,1,,
PIERCE,113,0002,BLACKSHEAR,00104,001,007,178,001,,2,,,,,,2,,
PIERCE,113,0002,BLACKSHEAR,00105,001,007,178,001,3,2,,,,,,2,,
PIERCE,113,0002,BLACKSHEAR,00106,001,007,178,001,5,2,,,,,,2,,
PIERCE,113,0002,BLACKSHEAR,00107,001,007,178,001,2,2,,,,,,2,,
PIERCE,113,0002,BLACKSHEAR,00108,001,007,178,001,6,2,,,,,,2,,
PIERCE,113,0002,BLACKSHEAR,00109,001,007,178,001,1,2,,,,,,2,,
PIERCE,113,3A,ST JOHNS/BLACKSHEAR,00110,001,007,178,001,,3,,,,,,3,,
PIERCE,113,3A,ST JOHNS/BLACKSHEAR,00111,001,007,178,001,1,3,,,,,,3,,
PIERCE,113,3A,ST JOHNS/BLACKSHEAR,00123,001,007,178,001,2,3,,,,,,3,,
PIERCE,113,3B,OTTER CREEK,00110,001,007,178,001,,3,,,,,,3,,
PIERCE,113,3B,OTTER CREEK,00112,001,007,178,001,,3,,,,,LRG,3,,
PIERCE,113,4A,PATTERSON,00113,001,007,178,001,,4,,,,,,4,,
PIERCE,113,4A,PATTERSON,00114,001,007,178,001,,4,,,,,LRG,4,,
PIERCE,113,4A,PATTERSON,00115,001,007,178,001,LRG,4,,,,,,4,,
PIERCE,113,4B,MERSHON,00113,001,007,178,001,,4,,,,,,4,,
PIERCE,113,4C,ALABAHA,00113,001,007,178,001,,4,,,,,,4,,
PIERCE,113,4C,ALABAHA,00117,001,007,178,001,6,4,,,,,,4,,
PIERCE,113,4D,SUNSET/SWEAT,00113,001,007,178,001,,4,,,,,,4,,
PIERCE,113,88888,88888,00000,99999,99999,99999,99999,,,,,,,,99999,,
PIERCE,113,99999,99999,00000,99999,99999,99999,99999,,,,,,,,99999,,
PIKE,114,1,CONCORD,00200,003,016,131,006,,4,,,,,,1,,
PIKE,114,1,CONCORD,00201,003,016,131,006,,5,,,,,,1,,
PIKE,114,1,CONCORD,00202,003,016,131,006,,6,,,,,,1,,
PIKE,114,1,CONCORD,00203,003,016,131,006,,5,,,,,LRG,1,,
PIKE,114,1,CONCORD,00204,003,016,131,006,,4,,,,,,2,,
PIKE,114,1,CONCORD,00205,003,016,131,006,,6,,,,,LRG,1,,
PIKE,114,2,HOLLONVILLE,00200,003,016,131,006,,4,,,,,,1,,
PIKE,114,2,HOLLONVILLE,00204,003,016,131,006,,4,,,,,,2,,
PIKE,114,2,HOLLONVILLE,00206,003,016,131,006,,1,,,,,,1,,
PIKE,114,2,HOLLONVILLE,00207,003,016,131,006,,1,,,,,,4,,
PIKE,114,2,HOLLONVILLE,00226,003,016,131,006,,4,,,,,,4,,
PIKE,114,2,HOLLONVILLE,00229,003,016,131,006,,1,,,,,,2,,
PIKE,114,3,MEANSVILLE,00209,003,016,131,006,,3,,,,,,3,,
PIKE,114,3,MEANSVILLE,00210,003,016,131,006,,3,,,,,LRG,3,,
PIKE,114,3,MEANSVILLE,00223,003,016,131,006,,5,,,,,,3,,
PIKE,114,4,MOLENA,00200,003,016,131,006,,4,,,,,,1,,
PIKE,114,4,MOLENA,00201,003,016,131,006,,5,,,,,,1,,
PIKE,114,4,MOLENA,00204,003,016,131,006,,4,,,,,,2,,
PIKE,114,4,MOLENA,00211,003,016,131,006,,5,,,,,,2,,
PIKE,114,4,MOLENA,00212,003,016,131,006,,4,,,,,LRG,2,,
PIKE,114,5,SECOND DISTRICT,00209,003,016,131,006,,3,,,,,,3,,
PIKE,114,5,SECOND DISTRICT,00221,003,016,131,006,,2,,,,,,3,,
PIKE,114,5,SECOND DISTRICT,00222,003,016,131,006,,2,,,,,,4,,
PIKE,114,6,LIFSEY SPRINGS,00201,003,016,131,006,,5,,,,,,1,,
PIKE,114,6,LIFSEY SPRINGS,00211,003,016,131,006,,5,,,,,,2,,
PIKE,114,6,LIFSEY SPRINGS,00223,003,016,131,006,,5,,,,,,3,,
PIKE,114,7,WILLIAMSON,00206,003,016,131,006,,1,,,,,,1,,
PIKE,114,7,WILLIAMSON,00207,003,016,131,006,,1,,,,,,4,,
PIKE,114,7,WILLIAMSON,00222,003,016,131,006,,2,,,,,,4,,
PIKE,114,7,WILLIAMSON,00224,003,016,131,006,,1,,,,,LRG,4,,
PIKE,114,8,ZEBULON,00201,003,016,131,006,,5,,,,,,1,,
PIKE,114,8,ZEBULON,00202,003,016,131,006,,6,,,,,,1,,
PIKE,114,8,ZEBULON,00209,003,016,131,006,,3,,,,,,3,,
PIKE,114,8,ZEBULON,00211,003,016,131,006,,5,,,,,,2,,
PIKE,114,8,ZEBULON,00213,003,016,131,006,,6,,,,,,3,,
PIKE,114,8,ZEBULON,00214,003,016,131,006,,6,,,,,1,1,,
PIKE,114,8,ZEBULON,00215,003,016,131,006,,6,,,,,2,2,,
PIKE,114,8,ZEBULON,00216,003,016,131,006,,6,,,,,2,1,,
PIKE,114,8,ZEBULON,00217,003,016,131,006,,3,,,,,,1,,
PIKE,114,8,ZEBULON,00219,003,016,131,006,,5,,,,,1,2,,
PIKE,114,8,ZEBULON,00220,003,016,131,006,,5,,,,,2,2,,
PIKE,114,8,ZEBULON,00225,003,016,131,006,,6,,,,,,2,,
PIKE,114,8,ZEBULON,00227,003,016,131,006,,6,,,,,2,2,,
PIKE,114,8,ZEBULON,00228,003,016,131,006,,6,,,,,1,2,,
PIKE,114,88888,88888,00000,99999,99999,99999,99999,,,,,,,,99999,,
PIKE,114,99999,99999,00000,99999,99999,99999,99999,,,,,,,,99999,,
POLK,115,01,ARAGON,00305,014,031,016,007,,05,,,,,,LRG,,
POLK,115,01,ARAGON,00307,014,031,016,007,,07,,,,,,LRG,,
POLK,115,01,ARAGON,00317,014,031,016,007,,07,,,,,LRG,LRG,,
POLK,115,01,ARAGON,00387,014,031,016,007,,07,,,,,LRG,LRG,,
POLK,115,02,BLOOMING GROVE,00301,014,031,016,007,,01,,,,,,LRG,,
POLK,115,03,CEDARTOWN,00301,014,031,016,007,,01,,,,,,LRG,,
POLK,115,03,CEDARTOWN,00303,014,031,016,007,,03,,,,,,LRG,,
POLK,115,03,CEDARTOWN,00304,014,031,016,007,,04,,,,,,LRG,,
POLK,115,03,CEDARTOWN,00331,014,031,016,007,,01,,,,,LRG,LRG,,
POLK,115,03,CEDARTOWN,00332,014,031,016,007,,02,,,,,LRG,LRG,,
POLK,115,03,CEDARTOWN,00333,014,031,016,007,,03,,,,,LRG,LRG,,
POLK,115,03,CEDARTOWN,00334,014,031,016,007,,04,,,,,LRG,LRG,,
POLK,115,04,FISH CREEK,00304,014,031,016,007,,04,,,,,,LRG,,
POLK,115,04,FISH CREEK,00305,014,031,016,007,,05,,,,,,LRG,,
POLK,115,05,LAKE CREEK,00301,014,031,016,007,,01,,,,,,LRG,,
POLK,115,05,LAKE CREEK,00303,014,031,016,007,,03,,,,,,LRG,,
POLK,115,05,LAKE CREEK,00304,014,031,016,007,,04,,,,,,LRG,,
POLK,115,06,ROCKMART,00305,014,031,016,007,,05,,,,,,LRG,,
POLK,115,06,ROCKMART,00306,014,031,016,007,,06,,,,,,LRG,,
POLK,115,06,ROCKMART,00307,014,031,016,007,,07,,,,,,LRG,,
POLK,115,06,ROCKMART,00327,014,031,016,007,,07,,,,,,LRG,,
POLK,115,06,ROCKMART,00361,014,031,016,007,1,06,,,,,,LRG,,
POLK,115,06,ROCKMART,00362,014,031,016,007,2,06,,,,,,LRG,,
POLK,115,06,ROCKMART,00363,014,031,016,007,3,06,,,,,,LRG,,
POLK,115,06,ROCKMART,00364,014,031,016,007,4,06,,,,,,LRG,,
POLK,115,06,ROCKMART,00365,014,031,016,007,5,06,,,,,,LRG,,
POLK,115,06,ROCKMART,00371,014,031,016,007,1,07,,,,,,LRG,,
POLK,115,06,ROCKMART,00372,014,031,016,007,2,07,,,,,,LRG,,
POLK,115,06,ROCKMART,00375,014,031,016,007,5,07,,,,,,LRG,,
POLK,115,07,YOUNGS GROVE,00304,014,031,016,007,,04,,,,,,LRG,,
POLK,115,07,YOUNGS GROVE,00305,014,031,016,007,,05,,,,,,LRG,,
POLK,115,88888,88888,00000,99999,99999,99999,99999,,,,,,,,99999,,
POLK,115,99999,99999,00000,99999,99999,99999,99999,,,,,,,,99999,,
PULASKI,116,88888,88888,00000,99999,99999,99999,99999,,,,,,,,99999,,
PULASKI,116,99999,99999,00000,99999,99999,99999,99999,,,,,,,,99999,,
PULASKI,116,ANNEX,COURTHOUSE ANNEX,00009,008,020,148,008,,5,,,,,,LRG,,
PULASKI,116,ANNEX,COURTHOUSE ANNEX,00013,008,020,148,008,,7,,,,,,LRG,,
PULASKI,116,ANNEX,COURTHOUSE ANNEX,00110,008,020,148,008,,5,,,,,LRG,LRG,,
PULASKI,116,ANNEX,COURTHOUSE ANNEX,00111,008,020,148,008,,6,,,,,,LRG,,
PULASKI,116,ANNEX,COURTHOUSE ANNEX,00112,008,020,148,008,,6,,,,,LRG,LRG,,
PULASKI,116,ANNEX,COURTHOUSE ANNEX,00114,008,020,148,008,,2,,,,,LRG,LRG,,
PULASKI,116,ANNEX,COURTHOUSE ANNEX,00115,008,020,148,008,,3,,,,,,LRG,,
PULASKI,116,ANNEX,COURTHOUSE ANNEX,00116,008,020,148,008,,3,,,,,LRG,LRG,,
PULASKI,116,ANNEX,COURTHOUSE ANNEX,00117,008,020,148,008,,4,,,,,,LRG,,
PULASKI,116,ANNEX,COURTHOUSE ANNEX,00118,008,020,148,008,,4,,,,,LRG,LRG,,
PULASKI,116,ANNEX,COURTHOUSE ANNEX,00120,008,020,148,008,,1,,,,,,LRG,,
PULASKI,116,ANNEX,COURTHOUSE ANNEX,00121,008,020,148,008,,1,,,,,LRG,LRG,,
PULASKI,116,EAST,EAST PRECINCT,00009,008,020,148,008,,5,,,,,,LRG,,
PULASKI,116,EAST,EAST PRECINCT,00013,008,020,148,008,,7,,,,,,LRG,,
PULASKI,116,EAST,EAST PRECINCT,00115,008,020,148,008,,3,,,,,,LRG,,
PULASKI,116,NORTH,NORTH PRECINCT,00111,008,020,148,008,,6,,,,,,LRG,,
PULASKI,116,NORTH,NORTH PRECINCT,00114,008,020,148,008,,2,,,,,LRG,LRG,,
PULASKI,116,NORTH,NORTH PRECINCT,00115,008,020,148,008,,3,,,,,,LRG,,
PULASKI,116,NORTH,NORTH PRECINCT,00116,008,020,148,008,,3,,,,,LRG,LRG,,
PULASKI,116,NORTH,NORTH PRECINCT,00117,008,020,148,008,,4,,,,,,LRG,,
PULASKI,116,NORTH,NORTH PRECINCT,00118,008,020,148,008,,4,,,,,LRG,LRG,,
PULASKI,116,NORTH,NORTH PRECINCT,00120,008,020,148,008,,1,,,,,,LRG,,
PULASKI,116,NORTH,NORTH PRECINCT,00121,008,020,148,008,,1,,,,,LRG,LRG,,
PULASKI,116,SOUTH,SOUTH PRECINCT,00009,008,020,148,008,,5,,,,,,LRG,,
PULASKI,116,SOUTH,SOUTH PRECINCT,00110,008,020,148,008,,5,,,,,LRG,LRG,,
PULASKI,116,SOUTH,SOUTH PRECINCT,00111,008,020,148,008,,6,,,,,,LRG,,
PULASKI,116,SOUTH,SOUTH PRECINCT,00112,008,020,148,008,,6,,,,,LRG,LRG,,
PULASKI,116,SOUTH,SOUTH PRECINCT,00114,008,020,148,008,,2,,,,,LRG,LRG,,
PULASKI,116,SOUTH,SOUTH PRECINCT,00115,008,020,148,008,,3,,,,,,LRG,,
PULASKI,116,SOUTH,SOUTH PRECINCT,00116,008,020,148,008,,3,,,,,LRG,LRG,,
PULASKI,116,SOUTH,SOUTH PRECINCT,00117,008,020,148,008,,4,,,,,,LRG,,
PUTNAM,117,101,101,00001,010,025,120,008,,1,,,,,,1,,
PUTNAM,117,101,101,00002,010,025,120,008,1,1,,,,,,1,,
PUTNAM,117,101,101,00003,010,025,120,008,3,1,,,,,,1,,
PUTNAM,117,101,101,00004,010,025,120,008,4,1,,,,,,1,,
PUTNAM,117,101,101,00005,010,025,120,008,1,2,,,,,,1,,
PUTNAM,117,101,101,00006,010,025,120,008,2,2,,,,,,1,,
PUTNAM,117,101,101,00007,010,025,145,008,3,2,,,,,,1,,
PUTNAM,117,101,101,00009,010,025,120,008,4,2,,,,,,1,,
PUTNAM,117,101,101,00010,010,025,120,008,,3,,,,,,1,,
PUTNAM,117,102,102,00001,010,025,120,008,,1,,,,,,1,,
PUTNAM,117,102,102,00003,010,025,120,008,3,1,,,,,,1,,
PUTNAM,117,102,102,00005,010,025,120,008,1,2,,,,,,1,,
PUTNAM,117,102,102,00006,010,025,120,008,2,2,,,,,,1,,
PUTNAM,117,102,102,00007,010,025,145,008,3,2,,,,,,1,,
PUTNAM,117,102,102,00009,010,025,120,008,4,2,,,,,,1,,
PUTNAM,117,103,103,00014,010,025,120,008,1,2,,,,,,2,,
PUTNAM,117,103,103,00017,010,025,120,008,4,2,,,,,,2,,
PUTNAM,117,103,103,00018,010,025,120,008,,3,,,,,,2,,
PUTNAM,117,103,103,00019,010,025,120,008,,5,,,,,,2,,
PUTNAM,117,103,103,00020,010,025,120,008,1,5,,,,,,2,,
PUTNAM,117,104,104,00011,010,025,120,008,3,1,,,,,,2,,
PUTNAM,117,104,104,00012,010,025,145,008,,2,,,,,,2,,
PUTNAM,117,104,104,00013,010,025,145,008,1,2,,,,,,2,,
PUTNAM,117,104,104,00014,010,025,120,008,1,2,,,,,,2,,
PUTNAM,117,104,104,00015,010,025,145,008,2,2,,,,,,2,,
PUTNAM,117,104,104,00016,010,025,145,008,3,2,,,,,,2,,
PUTNAM,117,104,104,00017,010,025,120,008,4,2,,,,,,2,,
PUTNAM,117,104,104,00018,010,025,120,008,,3,,,,,,2,,
PUTNAM,117,104,104,00019,010,025,120,008,,5,,,,,,2,,
PUTNAM,117,104,104,00020,010,025,120,008,1,5,,,,,,2,,
PUTNAM,117,105,105,00021,010,025,120,008,,3,,,,,,3,,
PUTNAM,117,106,106,00022,010,025,120,008,,5,,,,,,3,,
PUTNAM,117,107,107,00023,010,025,145,008,,4,,,,,,4,,
PUTNAM,117,107,107,00024,010,025,145,008,,5,,,,,,4,,
PUTNAM,117,108,108,00023,010,025,145,008,,4,,,,,,4,,
PUTNAM,117,88888,88888,00000,99999,99999,99999,99999,,,,,,,,99999,,
PUTNAM,117,99999,99999,00000,99999,99999,99999,99999,,,,,,,,99999,,
QUITMAN,118,88888,88888,00000,99999,99999,99999,99999,,,,,,,,99999,,
QUITMAN,118,99999,99999,00000,99999,99999,99999,99999,,,,,,,,99999,,
QUITMAN,118,G,GEORGETOWN,00001,002,012,151,002,,1,,,,,,LRG,,
QUITMAN,118,G,GEORGETOWN,00002,002,012,151,002,,2,,,,,,LRG,,
QUITMAN,118,M,MORRIS,00001,002,012,151,002,,1,,,,,,LRG,,
QUITMAN,118,M,MORRIS,00002,002,012,151,002,,2,,,,,,LRG,,
RABUN,119,88888,88888,00000,99999,99999,99999,99999,,,,,,,,99999,,
RABUN,119,99999,99999,00000,99999,99999,99999,99999,,,,,,,,99999,,
RABUN,119,RABUN,RABUN COUNTY,00001,009,050,008,009,,LRG,,,,,,LRG,,
RABUN,119,RABUN,RABUN COUNTY,00002,009,050,008,009,,LRG,,,,,LRG,LRG,,
RABUN,119,RABUN,RABUN COUNTY,00003,009,050,008,009,,LRG,,,,,LRG,LRG,,
RABUN,119,RABUN,RABUN COUNTY,00004,009,050,008,009,,LRG,,,,,LRG,LRG,,
RABUN,119,RABUN,RABUN COUNTY,00005,009,050,008,009,,LRG,,,,,LRG,LRG,,
RABUN,119,RABUN,RABUN COUNTY,00006,009,050,008,009,,LRG,,,,,LRG,LRG,,
RABUN,119,RABUN,RABUN COUNTY,00007,009,050,008,009,,LRG,,,,,LRG,LRG,,
RANDOLPH,120,131,COLEMAN,00023,002,012,151,002,,4,,,,,,4,,
RANDOLPH,120,334,SHELLMAN,00023,002,012,151,002,,4,,,,,,4,,
RANDOLPH,120,334,SHELLMAN,00025,002,012,151,002,,4,,,,,LRG,4,,
RANDOLPH,120,334,SHELLMAN,00029,002,012,151,002,,5,,,,,LRG,5,,
RANDOLPH,120,334,SHELLMAN,00030,002,012,151,002,,2,,,,,LRG,2,,
RANDOLPH,120,566,BENEVOLENCE,00003,002,012,151,002,,2,,,,,,2,,
RANDOLPH,120,718A,CUTHBERT/COURTHOUSE,00003,002,012,151,002,,2,,,,,,2,,
RANDOLPH,120,718A,CUTHBERT/COURTHOUSE,00006,002,012,151,002,,5,,,,,,5,,
RANDOLPH,120,718A,CUTHBERT/COURTHOUSE,00023,002,012,151,002,,4,,,,,,4,,
RANDOLPH,120,718A,CUTHBERT/COURTHOUSE,00024,002,012,151,002,,4,,,,,LRG,4,,
RANDOLPH,120,718A,CUTHBERT/COURTHOUSE,00026,002,012,151,002,,3,,,,,LRG,3,,
RANDOLPH,120,718A,CUTHBERT/COURTHOUSE,00027,002,012,151,002,,1,,,,,LRG,1,,
RANDOLPH,120,718A,CUTHBERT/COURTHOUSE,00028,002,012,151,002,,5,,,,,LRG,5,,
RANDOLPH,120,718A,CUTHBERT/COURTHOUSE,00031,002,012,151,002,,2,,,,,LRG,2,,
RANDOLPH,120,718B,CUTHBERT,00026,002,012,151,002,,3,,,,,LRG,3,,
RANDOLPH,120,718B,CUTHBERT,00027,002,012,151,002,,1,,,,,LRG,1,,
RANDOLPH,120,88888,88888,00000,99999,99999,99999,99999,,,,,,,,99999,,
RANDOLPH,120,934,CARNEGIE,00023,002,012,151,002,,4,,,,,,4,,
RANDOLPH,120,947,FOUNTAIN BRIDGE,00023,002,012,151,002,,4,,,,,,4,,
RANDOLPH,120,954,SPRINGVALE,00002,002,012,151,002,,1,,,,,,1,,
RANDOLPH,120,998,4TH DISTRICT,00023,002,012,151,002,,4,,,,,,4,,
RANDOLPH,120,99999,99999,00000,99999,99999,99999,99999,,,,,,,,99999,,
RICHMOND,121,101,101,00201,012,022,124,010,,1,,9,,,,1,,
RICHMOND,121,102,102,00201,012,022,124,010,,1,,9,,,,1,,
RICHMOND,121,103,103,00201,012,022,124,010,,1,,9,,,,1,,
