,Precinct,Precincts,dem_p,dem_votes,registered_v,rep_p,rep_votes,total,County Name,County Code,County Precinct,Precinct Description,Combo#,Cong,Senat,House,Judic,Ward,Schol,Watbd,Supcm,Schob,Fire,Cityl,Commi,Munib,Unnamed: 18,_merge
911,ML03,,0,301,3204,0,1315,1645,FULTON,60.0,ML03,ML03,895.0,6.0,21.0,47.0,5.0,,2.0,,,,,02,2.0,,,both
912,ML04A,,0,173,1366,0,503,694,FULTON,60.0,ML04A,ML04A,894.0,6.0,21.0,47.0,5.0,,2.0,,,,,01,2.0,,,both
913,ML04B,,0,133,1031,0,440,581,FULTON,60.0,ML04B,ML04B,895.0,6.0,21.0,47.0,5.0,,2.0,,,,,02,2.0,,,both
914,ML04B,,0,133,1031,0,440,581,FULTON,60.0,ML04B,ML04B,896.0,6.0,21.0,47.0,5.0,,2.0,,,,,03,2.0,,,both
915,ML04C,,0,9,74,0,30,40,FULTON,60.0,ML04C,ML04C,896.0,6.0,21.0,47.0,5.0,,2.0,,,,,03,2.0,,,both
916,ML05A,,0,8,12,0,6,14,FULTON,60.0,ML05A,ML05A,894.0,6.0,21.0,47.0,5.0,,2.0,,,,,01,2.0,,,both
917,ML05B,,0,37,314,0,134,173,FULTON,60.0,ML05B,ML05B,895.0,6.0,21.0,47.0,5.0,,2.0,,,,,02,2.0,,,both
918,ML05C,,0,559,3484,0,990,1570,FULTON,60.0,ML05C,ML05C,896.0,6.0,21.0,47.0,5.0,,2.0,,,,,03,2.0,,,both
919,ML06A,,0,280,1514,0,215,507,FULTON,60.0,ML06A,ML06A,894.0,6.0,21.0,47.0,5.0,,2.0,,,,,01,2.0,,,both
920,ML06B,,0,499,2279,0,440,963,FULTON,60.0,ML06B,ML06B,896.0,6.0,21.0,47.0,5.0,,2.0,,,,,03,2.0,,,both
921,ML071,,0,13,82,0,28,42,FULTON,60.0,ML071,ML071,896.0,6.0,21.0,47.0,5.0,,2.0,,,,,03,2.0,,,both
922,ML072,,0,97,870,0,331,430,FULTON,60.0,ML072,ML072,895.0,6.0,21.0,47.0,5.0,,2.0,,,,,02,2.0,,,both
923,ML07A,,0,63,571,0,217,289,FULTON,60.0,ML07A,ML07A,893.0,6.0,21.0,22.0,5.0,,2.0,,,,,02,2.0,,,both
924,MP01,,0,116,397,0,111,230,FULTON,60.0,MP01,MP01,922.0,6.0,56.0,47.0,5.0,,1.0,,,,,LRG,2.0,,,both
925,PA01,,0,213,1916,0,57,271,FULTON,60.0,PA01,PA01,924.0,13.0,35.0,65.0,5.0,,4.0,,,,,LRG,6.0,,,both
926,RW01,,0,714,4059,0,1534,2280,FULTON,60.0,RW01,RW01,779.0,6.0,56.0,48.0,5.0,,1.0,,,,,LRG,2.0,,,both
927,RW02,,0,632,3339,0,1157,1842,FULTON,60.0,RW02,RW02,779.0,6.0,56.0,48.0,5.0,,1.0,,,,,LRG,2.0,,,both
928,RW03,,0,722,3392,0,772,1533,FULTON,60.0,RW03,RW03,779.0,6.0,56.0,48.0,5.0,,1.0,,,,,LRG,2.0,,,both
929,RW04,,0,398,1592,0,598,1012,FULTON,60.0,RW04,RW04,780.0,6.0,56.0,51.0,5.0,,7.0,,,,,LRG,1.0,,,both
930,RW05,,0,347,1701,0,284,644,FULTON,60.0,RW05,RW05,779.0,6.0,56.0,48.0,5.0,,1.0,,,,,LRG,2.0,,,both
931,RW06,,0,499,2430,0,709,1232,FULTON,60.0,RW06,RW06,780.0,6.0,56.0,51.0,5.0,,7.0,,,,,LRG,1.0,,,both
932,RW07A,,0,267,1122,0,48,321,FULTON,60.0,RW07A,RW07A,781.0,6.0,56.0,48.0,5.0,,1.0,,,,,LRG,1.0,,,both
933,RW07B,,0,85,307,0,56,149,FULTON,60.0,RW07B,RW07B,779.0,6.0,56.0,48.0,5.0,,1.0,,,,,LRG,2.0,,,both
934,RW08,,0,308,1928,0,744,1076,FULTON,60.0,RW08,RW08,779.0,6.0,56.0,48.0,5.0,,1.0,,,,,LRG,2.0,,,both
935,RW09,,0,329,2442,0,1051,1398,FULTON,60.0,RW09,RW09,782.0,6.0,56.0,47.0,5.0,,1.0,,,,,LRG,2.0,,,both
936,RW10,,0,483,2836,0,1126,1650,FULTON,60.0,RW10,RW10,779.0,6.0,56.0,48.0,5.0,,1.0,,,,,LRG,2.0,,,both
937,RW11A,,0,460,2266,0,653,1138,FULTON,60.0,RW11A,RW11A,779.0,6.0,56.0,48.0,5.0,,1.0,,,,,LRG,2.0,,,both
938,RW12,,0,557,3083,0,1203,1804,FULTON,60.0,RW12,RW12,782.0,6.0,56.0,47.0,5.0,,1.0,,,,,LRG,2.0,,,both
939,RW13,,0,552,2954,0,1028,1617,FULTON,60.0,RW13,RW13,783.0,6.0,56.0,48.0,5.0,,7.0,,,,,LRG,2.0,,,both
940,RW13,,0,552,2954,0,1028,1617,FULTON,60.0,RW13,RW13,925.0,6.0,56.0,48.0,5.0,,7.0,,,,,LRG,1.0,,,both
941,RW15,,0,390,2741,0,1118,1535,FULTON,60.0,RW15,RW15,782.0,6.0,56.0,47.0,5.0,,1.0,,,,,LRG,2.0,,,both
942,RW16,,0,293,1575,0,590,902,FULTON,60.0,RW16,RW16,779.0,6.0,56.0,48.0,5.0,,1.0,,,,,LRG,2.0,,,both
943,RW17,,0,567,2352,0,590,1181,FULTON,60.0,RW17,RW17,781.0,6.0,56.0,48.0,5.0,,1.0,,,,,LRG,1.0,,,both
944,RW18,,0,311,1991,0,841,1172,FULTON,60.0,RW18,RW18,782.0,6.0,56.0,47.0,5.0,,1.0,,,,,LRG,2.0,,,both
945,RW19,,0,264,1742,0,672,950,FULTON,60.0,RW19,RW19,782.0,6.0,56.0,47.0,5.0,,1.0,,,,,LRG,2.0,,,both
946,RW20,,0,447,2187,0,813,1276,FULTON,60.0,RW20,RW20,780.0,6.0,56.0,51.0,5.0,,7.0,,,,,LRG,1.0,,,both
947,RW21A,,0,445,2760,0,1086,1555,FULTON,60.0,RW21A,RW21A,780.0,6.0,56.0,51.0,5.0,,7.0,,,,,LRG,1.0,,,both
948,RW21B,,0,4,4,0,1,5,FULTON,60.0,RW21B,RW21B,780.0,6.0,56.0,51.0,5.0,,7.0,,,,,LRG,1.0,,,both
949,RW22A,,0,658,3327,0,629,1313,FULTON,60.0,RW22A,RW22A,780.0,6.0,56.0,51.0,5.0,,7.0,,,,,LRG,1.0,,,both
950,SC01B,,0,2024,3229,0,46,2080,FULTON,60.0,SC01B,SC01B,784.0,5.0,38.0,61.0,5.0,,4.0,,,,,,6.0,,,both
951,SC02,,0,789,1171,0,14,808,FULTON,60.0,SC02,SC02,785.0,5.0,38.0,55.0,5.0,,4.0,,,,,,6.0,,,both
952,SC04,,0,272,859,0,231,514,FULTON,60.0,SC04,SC04,786.0,13.0,35.0,65.0,5.0,,4.0,,,,,,6.0,,,both
953,SC05A,,0,278,494,0,8,290,FULTON,60.0,SC05A,SC05A,786.0,13.0,35.0,65.0,5.0,,4.0,,,,,,6.0,,,both
954,SC05B,,0,1357,2456,0,35,1397,FULTON,60.0,SC05B,SC05B,787.0,13.0,35.0,62.0,5.0,,4.0,,,,,,5.0,,,both
955,SC05B,,0,1357,2456,0,35,1397,FULTON,60.0,SC05B,SC05B,788.0,13.0,35.0,62.0,5.0,,4.0,,,,,,6.0,,,both
956,SC05D,,0,994,1901,0,95,1094,FULTON,60.0,SC05D,SC05D,788.0,13.0,35.0,62.0,5.0,,4.0,,,,,,6.0,,,both
957,SC07A,,0,2022,3905,0,245,2284,FULTON,60.0,SC07A,SC07A,786.0,13.0,35.0,65.0,5.0,,4.0,,,,,,6.0,,,both
958,SC08B,,0,1345,2592,0,50,1406,FULTON,60.0,SC08B,SC08B,792.0,13.0,39.0,64.0,5.0,,6.0,,,,,,6.0,,,both
959,SC08D,,0,206,409,0,4,210,FULTON,60.0,SC08D,SC08D,791.0,13.0,39.0,63.0,5.0,,6.0,,,,,,6.0,,,both
960,SC08E,,0,163,333,0,1,165,FULTON,60.0,SC08E,SC08E,796.0,13.0,35.0,64.0,5.0,,6.0,,,,,,6.0,,,both
961,SC08F,,0,247,626,0,14,264,FULTON,60.0,SC08F,SC08F,789.0,13.0,39.0,65.0,5.0,,6.0,,,,,,5.0,,,both
962,SC08F,,0,247,626,0,14,264,FULTON,60.0,SC08F,SC08F,790.0,13.0,39.0,65.0,5.0,,6.0,,,,,,6.0,,,both
963,SC09A,,0,1158,2598,0,44,1205,FULTON,60.0,SC09A,SC09A,791.0,13.0,39.0,63.0,5.0,,6.0,,,,,,6.0,,,both
964,SC09B,,0,750,1379,0,20,773,FULTON,60.0,SC09B,SC09B,792.0,13.0,39.0,64.0,5.0,,6.0,,,,,,6.0,,,both
965,SC09B,,0,750,1379,0,20,773,FULTON,60.0,SC09B,SC09B,908.0,11.0,6.0,52.0,5.0,,3.0,,,,,06,3.0,,,both
966,SC10,,0,504,1369,0,10,518,FULTON,60.0,SC10,SC10,791.0,13.0,39.0,63.0,5.0,,6.0,,,,,,6.0,,,both
967,SC11A,,0,637,1184,0,13,653,FULTON,60.0,SC11A,SC11A,791.0,13.0,39.0,63.0,5.0,,6.0,,,,,,6.0,,,both
968,SC11B,,0,700,1320,0,17,719,FULTON,60.0,SC11B,SC11B,792.0,13.0,39.0,64.0,5.0,,6.0,,,,,,6.0,,,both
969,SC13A,,0,2476,4603,0,95,2577,FULTON,60.0,SC13A,SC13A,788.0,13.0,35.0,62.0,5.0,,4.0,,,,,,6.0,,,both
970,SC13B,,0,957,1806,0,59,1021,FULTON,60.0,SC13B,SC13B,786.0,13.0,35.0,65.0,5.0,,4.0,,,,,,6.0,,,both
971,SC14,,0,330,1023,0,7,339,FULTON,60.0,SC14,SC14,784.0,5.0,38.0,61.0,5.0,,4.0,,,,,,6.0,,,both
972,SC16,,0,2125,3574,0,35,2168,FULTON,60.0,SC16,SC16,784.0,5.0,38.0,61.0,5.0,,4.0,,,,,,6.0,,,both
973,SC17A,,0,19,39,0,1,20,FULTON,60.0,SC17A,SC17A,793.0,13.0,39.0,62.0,5.0,,6.0,,,,,,5.0,,,both
974,SC17C,,0,506,949,0,20,529,FULTON,60.0,SC17C,SC17C,794.0,13.0,39.0,64.0,5.0,,6.0,,,,,,5.0,,,both
975,SC18A,,0,215,447,0,1,219,FULTON,60.0,SC18A,SC18A,795.0,5.0,35.0,61.0,5.0,,4.0,,,,,,5.0,,,both
976,SC18B,,0,2333,3786,0,71,2409,FULTON,60.0,SC18B,SC18B,787.0,13.0,35.0,62.0,5.0,,4.0,,,,,,5.0,,,both
977,SC19A,,0,93,150,0,3,97,FULTON,60.0,SC19A,SC19A,793.0,13.0,39.0,62.0,5.0,,6.0,,,,,,5.0,,,both
978,SC19B,,0,517,1090,0,18,539,FULTON,60.0,SC19B,SC19B,792.0,13.0,39.0,64.0,5.0,,6.0,,,,,,6.0,,,both
979,SC19B,,0,517,1090,0,18,539,FULTON,60.0,SC19B,SC19B,794.0,13.0,39.0,64.0,5.0,,6.0,,,,,,5.0,,,both
980,SC211,,0,434,820,0,13,448,FULTON,60.0,SC211,SC211,796.0,13.0,35.0,64.0,5.0,,6.0,,,,,,6.0,,,both
981,SC212,,0,1007,2250,0,55,1066,FULTON,60.0,SC212,SC212,797.0,13.0,35.0,64.0,5.0,,4.0,,,,,,6.0,,,both
982,SC23A,,0,2019,4037,0,51,2080,FULTON,60.0,SC23A,SC23A,791.0,13.0,39.0,63.0,5.0,,6.0,,,,,,6.0,,,both
983,SC23B,,0,183,369,0,12,198,FULTON,60.0,SC23B,SC23B,792.0,13.0,39.0,64.0,5.0,,6.0,,,,,,6.0,,,both
984,SC27,,0,1014,1781,0,24,1045,FULTON,60.0,SC27,SC27,791.0,13.0,39.0,63.0,5.0,,6.0,,,,,,6.0,,,both
985,SC29A,,0,1268,2336,0,25,1300,FULTON,60.0,SC29A,SC29A,796.0,13.0,35.0,64.0,5.0,,6.0,,,,,,6.0,,,both
986,SC30A,,0,80,131,0,1,81,FULTON,60.0,SC30A,SC30A,785.0,5.0,38.0,55.0,5.0,,4.0,,,,,,6.0,,,both
987,SC30B,,0,543,1088,0,11,557,FULTON,60.0,SC30B,SC30B,694.0,5.0,38.0,55.0,5.0,,3.0,,,,,,7.0,,,both
988,SC30B,,0,543,1088,0,11,557,FULTON,60.0,SC30B,SC30B,798.0,5.0,38.0,55.0,5.0,,3.0,,,,,,6.0,,,both
989,SS01,,0,502,2597,0,1160,1676,FULTON,60.0,SS01,SS01,898.0,6.0,40.0,51.0,5.0,,7.0,,,,,01,1.0,,,both
990,SS02A,,0,223,1034,0,233,465,FULTON,60.0,SS02A,SS02A,899.0,6.0,56.0,52.0,5.0,,3.0,,,,,03,2.0,,,both
991,SS02B,,0,267,1054,0,121,396,FULTON,60.0,SS02B,SS02B,900.0,6.0,32.0,52.0,5.0,,3.0,,,,,03,2.0,,,both
992,SS03,,0,311,1194,0,360,685,FULTON,60.0,SS03,SS03,900.0,6.0,32.0,52.0,5.0,,3.0,,,,,03,2.0,,,both
993,SS04,,0,576,2496,0,485,1084,FULTON,60.0,SS04,SS04,901.0,6.0,32.0,52.0,5.0,,7.0,,,,,04,2.0,,,both
994,SS05,,0,400,1617,0,669,1080,FULTON,60.0,SS05,SS05,902.0,6.0,32.0,52.0,5.0,,3.0,,,,,03,3.0,,,both
995,SS06,,0,254,1179,0,498,759,FULTON,60.0,SS06,SS06,649.0,6.0,6.0,52.0,5.0,,3.0,,,,,03,4.0,,,both
996,SS06,,0,254,1179,0,498,759,FULTON,60.0,SS06,SS06,903.0,6.0,6.0,52.0,5.0,,3.0,,,,,03,3.0,,,both
997,SS07A,,0,146,803,0,318,467,FULTON,60.0,SS07A,SS07A,648.0,6.0,6.0,52.0,5.0,,3.0,,,,,04,4.0,,,both
998,SS07A,,0,146,803,0,318,467,FULTON,60.0,SS07A,SS07A,904.0,6.0,6.0,52.0,5.0,,3.0,,,,,04,2.0,,,both
999,SS07B,,0,73,402,0,111,192,FULTON,60.0,SS07B,SS07B,649.0,6.0,6.0,52.0,5.0,,3.0,,,,,03,4.0,,,both
1000,SS07B,,0,73,402,0,111,192,FULTON,60.0,SS07B,SS07B,903.0,6.0,6.0,52.0,5.0,,3.0,,,,,03,3.0,,,both
1001,SS07C,,0,112,636,0,182,299,FULTON,60.0,SS07C,SS07C,903.0,6.0,6.0,52.0,5.0,,3.0,,,,,03,3.0,,,both
1002,SS07C,,0,112,636,0,182,299,FULTON,60.0,SS07C,SS07C,905.0,6.0,6.0,80.0,5.0,,3.0,,,,,05,3.0,,,both
1003,SS08A,,0,208,845,0,149,367,FULTON,60.0,SS08A,SS08A,905.0,6.0,6.0,80.0,5.0,,3.0,,,,,05,3.0,,,both
1004,SS08B,,0,104,563,0,206,312,FULTON,60.0,SS08B,SS08B,649.0,6.0,6.0,52.0,5.0,,3.0,,,,,03,4.0,,,both
1005,SS08B,,0,104,563,0,206,312,FULTON,60.0,SS08B,SS08B,903.0,6.0,6.0,52.0,5.0,,3.0,,,,,03,3.0,,,both
1006,SS08C,,0,118,526,0,96,219,FULTON,60.0,SS08C,SS08C,648.0,6.0,6.0,52.0,5.0,,3.0,,,,,04,4.0,,,both
1007,SS08C,,0,118,526,0,96,219,FULTON,60.0,SS08C,SS08C,904.0,6.0,6.0,52.0,5.0,,3.0,,,,,04,2.0,,,both
1008,SS08D,,0,214,889,0,172,390,FULTON,60.0,SS08D,SS08D,726.0,6.0,6.0,80.0,5.0,,3.0,,,,,03,4.0,,,both
1009,SS08D,,0,214,889,0,172,390,FULTON,60.0,SS08D,SS08D,906.0,6.0,6.0,80.0,5.0,,3.0,,,,,03,3.0,,,both
1010,SS09A,,0,551,2603,0,1091,1664,FULTON,60.0,SS09A,SS09A,907.0,11.0,32.0,52.0,5.0,,3.0,,,,,06,3.0,,,both
1011,SS09B,,0,598,2931,0,1218,1825,FULTON,60.0,SS09B,SS09B,908.0,11.0,6.0,52.0,5.0,,3.0,,,,,06,3.0,,,both
1012,SS11A,,0,635,3125,0,654,1313,FULTON,60.0,SS11A,SS11A,909.0,6.0,6.0,52.0,5.0,,3.0,,,,,05,3.0,,,both
1013,SS11B,,0,239,1041,0,161,405,FULTON,60.0,SS11B,SS11B,910.0,6.0,6.0,52.0,5.0,,3.0,,,,,06,3.0,,,both
1014,SS11C,,0,47,227,0,18,67,FULTON,60.0,SS11C,SS11C,911.0,6.0,6.0,80.0,5.0,,3.0,,,,,06,3.0,,,both
1015,SS11D,,0,68,273,0,75,145,FULTON,60.0,SS11D,SS11D,908.0,11.0,6.0,52.0,5.0,,3.0,,,,,06,3.0,,,both
1016,SS12,,0,488,2178,0,712,1209,FULTON,60.0,SS12,SS12,905.0,6.0,6.0,80.0,5.0,,3.0,,,,,05,3.0,,,both
1017,SS13A,,0,282,1273,0,374,665,FULTON,60.0,SS13A,SS13A,912.0,11.0,6.0,52.0,5.0,,3.0,,,,,05,3.0,,,both
1018,SS13B,,0,154,935,0,175,334,FULTON,60.0,SS13B,SS13B,908.0,11.0,6.0,52.0,5.0,,3.0,,,,,06,3.0,,,both
1019,SS14,,0,237,1173,0,507,756,FULTON,60.0,SS14,SS14,913.0,11.0,6.0,80.0,5.0,,3.0,,,,,05,3.0,,,both
1020,SS15A,,0,471,1950,0,109,594,FULTON,60.0,SS15A,SS15A,914.0,6.0,56.0,51.0,5.0,,7.0,,,,,02,2.0,,,both
1021,SS15B,,0,316,1339,0,191,522,FULTON,60.0,SS15B,SS15B,644.0,6.0,56.0,51.0,5.0,,7.0,,,,,01,4.0,,,both
1022,SS15B,,0,316,1339,0,191,522,FULTON,60.0,SS15B,SS15B,915.0,6.0,56.0,51.0,5.0,,7.0,,,,,01,2.0,,,both
1023,SS16,,0,389,1894,0,848,1250,FULTON,60.0,SS16,SS16,902.0,6.0,32.0,52.0,5.0,,3.0,,,,,03,3.0,,,both
1024,SS17,,0,534,2998,0,1008,1561,FULTON,60.0,SS17,SS17,898.0,6.0,40.0,51.0,5.0,,7.0,,,,,01,1.0,,,both
1025,SS18A,,0,124,573,0,239,366,FULTON,60.0,SS18A,SS18A,902.0,6.0,32.0,52.0,5.0,,3.0,,,,,03,3.0,,,both
1026,SS18B,,0,51,218,0,93,145,FULTON,60.0,SS18B,SS18B,916.0,6.0,32.0,52.0,5.0,,7.0,,,,,02,3.0,,,both
1027,SS19A,,0,581,2523,0,274,870,FULTON,60.0,SS19A,SS19A,646.0,6.0,56.0,45.0,5.0,,7.0,,,,,02,4.0,,,both
1028,SS19A,,0,581,2523,0,274,870,FULTON,60.0,SS19A,SS19A,917.0,6.0,56.0,45.0,5.0,,7.0,,,,,02,2.0,,,both
1029,SS19B,,0,408,1825,0,276,694,FULTON,60.0,SS19B,SS19B,660.0,6.0,56.0,52.0,5.0,,7.0,,,,,02,4.0,,,both
1030,SS19B,,0,408,1825,0,276,694,FULTON,60.0,SS19B,SS19B,918.0,6.0,56.0,52.0,5.0,,7.0,,,,,02,2.0,,,both
1031,SS20,,0,327,1681,0,292,632,FULTON,60.0,SS20,SS20,644.0,6.0,56.0,51.0,5.0,,7.0,,,,,01,4.0,,,both
1032,SS20,,0,327,1681,0,292,632,FULTON,60.0,SS20,SS20,915.0,6.0,56.0,51.0,5.0,,7.0,,,,,01,2.0,,,both
1033,SS22,,0,516,2347,0,548,1086,FULTON,60.0,SS22,SS22,646.0,6.0,56.0,45.0,5.0,,7.0,,,,,02,4.0,,,both
1034,SS22,,0,516,2347,0,548,1086,FULTON,60.0,SS22,SS22,917.0,6.0,56.0,45.0,5.0,,7.0,,,,,02,2.0,,,both
1035,SS25,,0,242,1321,0,516,767,FULTON,60.0,SS25,SS25,898.0,6.0,40.0,51.0,5.0,,7.0,,,,,01,1.0,,,both
1036,SS26,,0,699,2908,0,179,894,FULTON,60.0,SS26,SS26,647.0,6.0,56.0,51.0,5.0,,7.0,,,,,04,4.0,,,both
1037,SS26,,0,699,2908,0,179,894,FULTON,60.0,SS26,SS26,919.0,6.0,56.0,51.0,5.0,,7.0,,,,,04,2.0,,,both
1038,SS29A,,0,485,2374,0,546,1054,FULTON,60.0,SS29A,SS29A,661.0,6.0,32.0,80.0,5.0,,3.0,,,,,04,4.0,,,both
1039,SS29A,,0,485,2374,0,546,1054,FULTON,60.0,SS29A,SS29A,920.0,6.0,32.0,80.0,5.0,,3.0,,,,,04,2.0,,,both
1040,SS31,,0,221,912,0,278,503,FULTON,60.0,SS31,SS31,649.0,6.0,6.0,52.0,5.0,,3.0,,,,,03,4.0,,,both
1041,SS31,,0,221,912,0,278,503,FULTON,60.0,SS31,SS31,903.0,6.0,6.0,52.0,5.0,,3.0,,,,,03,3.0,,,both
1042,UC01A,,0,1057,2821,0,32,1098,FULTON,60.0,UC01A,UC01A,802.0,13.0,35.0,65.0,5.0,,6.0,,,,,LRG,6.0,,,both
1043,UC01B,,0,89,300,0,1,90,FULTON,60.0,UC01B,UC01B,923.0,13.0,39.0,63.0,5.0,,6.0,,,,,LRG,6.0,,,both
1044,UC02A,,0,2488,5325,0,99,2602,FULTON,60.0,UC02A,UC02A,804.0,13.0,35.0,65.0,5.0,,4.0,,,,,LRG,6.0,,,both
1045,UC02B,,0,4,25,0,5,9,FULTON,60.0,UC02B,UC02B,805.0,13.0,35.0,62.0,5.0,,4.0,,,,,LRG,6.0,,,both
1046,UC031,,0,636,1901,0,209,851,FULTON,60.0,UC031,UC031,806.0,13.0,35.0,64.0,5.0,,6.0,,,,,LRG,6.0,,,both
1047,UC032,,0,4,16,0,2,6,FULTON,60.0,UC032,UC032,807.0,13.0,35.0,64.0,5.0,,4.0,,,,,LRG,6.0,,,both
1048,UC034,,0,15,36,0,2,17,FULTON,60.0,UC034,UC034,807.0,13.0,35.0,64.0,5.0,,4.0,,,,,LRG,6.0,,,both
1049,UC035,,0,3,7,0,2,5,FULTON,60.0,UC035,UC035,807.0,13.0,35.0,64.0,5.0,,4.0,,,,,LRG,6.0,,,both
1050,Totals:,,0,173523,561266,0,90427,267542,,,,,,,,,,,,,,,,,,,,left_only
1051,001 Harbins A,Harbins A,0,747,4016,0,1303,2122,,,,,,,,,,,,,,,,,,,,left_only
1052,002 Rockbridge A,Rockbridge A,0,931,2685,0,417,1376,,,,,,,,,,,,,,,,,,,,left_only
1053,003 Dacula,Dacula,0,766,3307,0,909,1719,,,,,,,,,,,,,,,,,,,,left_only
1054,004 Suwanee A,Suwanee A,0,224,1300,0,318,555,,,,,,,,,,,,,,,,,,,,left_only
1055,005 Baycreek A,Baycreek A,0,470,2249,0,868,1361,,,,,,,,,,,,,,,,,,,,left_only
1056,006 Goodwins A,Goodwins A,0,654,2879,0,731,1440,,,,,,,,,,,,,,,,,,,,left_only
1057,007 Duluth A,Duluth A,0,743,3545,0,998,1796,,,,,,,,,,,,,,,,,,,,left_only
1058,008 Duncans A,Duncans A,0,440,3536,0,1523,2016,,,,,,,,,,,,,,,,,,,,left_only
1059,009 Pucketts A,Pucketts A,0,463,3549,0,1387,1893,,,,,,,,,,,,,,,,,,,,left_only
1060,010 Cates A,Cates A,0,332,1934,0,713,1068,,,,,,,,,,,,,,,,,,,,left_only
1061,011 Berkshire A,Berkshire A,0,394,1680,0,269,681,,,,,,,,,,,,,,,,,,,,left_only
1062,012 Berkshire B,Berkshire B,0,1011,3567,0,532,1589,,,,,,,,,,,,,,,,,,,,left_only
1063,013 Duncans C,Duncans C,0,262,2380,0,1086,1384,,,,,,,,,,,,,,,,,,,,left_only
1064,014 Garners A,Garners A,0,529,2870,0,1114,1695,,,,,,,,,,,,,,,,,,,,left_only
1065,015 Lawrenceville A,Lawrenceville A,0,475,2697,0,647,1156,,,,,,,,,,,,,,,,,,,,left_only
1066,016 Lawrenceville B,Lawrenceville B,0,995,3360,0,668,1699,,,,,,,,,,,,,,,,,,,,left_only
1067,017 Martins A,Martins A,0,614,2109,0,232,859,,,,,,,,,,,,,,,,,,,,left_only
1068,018 Martins B,Martins B,0,539,2180,0,413,975,,,,,,,,,,,,,,,,,,,,left_only
1069,019 Martins C,Martins C,0,422,1839,0,479,929,,,,,,,,,,,,,,,,,,,,left_only
1070,020 Pinckneyville A,Pinckneyville A,0,514,1846,0,134,671,,,,,,,,,,,,,,,,,,,,left_only
1071,021 Pinckneyville B,Pinckneyville B,0,479,2221,0,237,742,,,,,,,,,,,,,,,,,,,,left_only
1072,022 Pinckneyville C,Pinckneyville C,0,341,1357,0,515,885,,,,,,,,,,,,,,,,,,,,left_only
1073,023 Pinckneyville D,Pinckneyville D,0,355,1402,0,121,482,,,,,,,,,,,,,,,,,,,,left_only
1074,024 Sugar Hill A,Sugar Hill A,0,371,2695,0,705,1110,,,,,,,,,,,,,,,,,,,,left_only
1075,025 Sugar Hill B,Sugar Hill B,0,502,3393,0,985,1528,,,,,,,,,,,,,,,,,,,,left_only
1076,026 Hog Mountain A,Hog Mountain A,0,625,3211,0,732,1395,,,,,,,,,,,,,,,,,,,,left_only
1077,027 Hog Mountain B,Hog Mountain B,0,589,3319,0,1227,1866,,,,,,,,,,,,,,,,,,,,left_only
1078,028 Rockycreek A,Rockycreek A,0,668,3847,0,1355,2074,,,,,,,,,,,,,,,,,,,,left_only
1079,029 Cates B,Cates B,0,215,1333,0,560,807,,,,,,,,,,,,,,,,,,,,left_only
1080,030 Cates C,Cates C,0,594,2092,0,503,1117,,,,,,,,,,,,,,,,,,,,left_only
1081,031 Hog Mountain D,Hog Mountain D,0,360,2249,0,782,1175,,,,,,,,,,,,,,,,,,,,left_only
1082,032 Berkshire D,Berkshire D,0,455,2230,0,813,1303,,,,,,,,,,,,,,,,,,,,left_only
1083,033 Berkshire E,Berkshire E,0,315,1608,0,616,947,,,,,,,,,,,,,,,,,,,,left_only
1084,034 Berkshire F,Berkshire F,0,298,1459,0,299,621,,,,,,,,,,,,,,,,,,,,left_only
1085,035 Cates D,Cates D,0,492,2492,0,848,1385,,,,,,,,,,,,,,,,,,,,left_only
1086,036 Cates E,Cates E,0,491,2232,0,865,1399,,,,,,,,,,,,,,,,,,,,left_only
1087,037 Pinckneyville E,Pinckneyville E,0,342,1109,0,132,485,,,,,,,,,,,,,,,,,,,,left_only
1088,038 Pinckneyville F,Pinckneyville F,0,257,1409,0,179,452,,,,,,,,,,,,,,,,,,,,left_only
1089,039 Duncans D,Duncans D,0,439,4282,0,1759,2261,,,,,,,,,,,,,,,,,,,,left_only
1090,040 Pinckneyville H,Pinckneyville H,0,684,2930,0,886,1625,,,,,,,,,,,,,,,,,,,,left_only
1091,041 Baycreek B,Baycreek B,0,1171,3894,0,794,1997,,,,,,,,,,,,,,,,,,,,left_only
1092,042 Lawrenceville C,Lawrenceville C,0,320,2190,0,774,1138,,,,,,,,,,,,,,,,,,,,left_only
1093,043 Martins D,Martins D,0,397,1461,0,113,520,,,,,,,,,,,,,,,,,,,,left_only
1094,044 Rockbridge B,Rockbridge B,0,915,2895,0,495,1440,,,,,,,,,,,,,,,,,,,,left_only
1095,045 Garners B,Garners B,0,774,2418,0,624,1426,,,,,,,,,,,,,,,,,,,,left_only
1096,046 Cates F,Cates F,0,235,1459,0,613,869,,,,,,,,,,,,,,,,,,,,left_only
1097,047 Cates G,Cates G,0,325,2390,0,1097,1451,,,,,,,,,,,,,,,,,,,,left_only
1098,048 Duluth B,Duluth B,0,465,2623,0,765,1274,,,,,,,,,,,,,,,,,,,,left_only
1099,049 Garners C,Garners C,0,310,1499,0,417,761,,,,,,,,,,,,,,,,,,,,left_only
1100,050 Pinckneyville I,Pinckneyville I,0,495,1627,0,229,740,,,,,,,,,,,,,,,,,,,,left_only
1101,051 Pinckneyville J,Pinckneyville J,0,408,1747,0,111,536,,,,,,,,,,,,,,,,,,,,left_only
