,Precinct,Precincts,dem_p,dem_votes,registered_v,rep_p,rep_votes,total,County Name,County Code,County Precinct,Precinct Description,Combo#,Cong,Senat,House,Judic,Ward,Schol,Watbd,Supcm,Schob,Fire,Cityl,Commi,Munib,Unnamed: 18,_merge
383,HAWTHORNE ELEM,,0,1019,3335,0,591,1646,DEKALB,44.0,HB,HAWTHORNE ELEM,815.0,6.0,42.0,82.0,4.0,,4.0,,6.0,,,,2.0,,,both
384,HAWTHORNE ELEM,,0,1019,3335,0,591,1646,DEKALB,44.0,HB,HAWTHORNE ELEM,816.0,6.0,42.0,82.0,4.0,,4.0,,6.0,,,,2.0,,,both
385,HENDERSON MILL ELEM,,0,754,2456,0,656,1440,DEKALB,44.0,HC,HENDERSON MILL ELEM,644.0,6.0,40.0,81.0,4.0,,4.0,,7.0,,,,1.0,,,both
386,HENDERSON MILL ELEM,,0,754,2456,0,656,1440,DEKALB,44.0,HC,HENDERSON MILL ELEM,780.0,6.0,40.0,81.0,4.0,,4.0,,7.0,,,,1.0,,,both
387,HENDERSON MILL ELEM,,0,754,2456,0,656,1440,DEKALB,44.0,HC,HENDERSON MILL ELEM,810.0,6.0,40.0,81.0,4.0,,4.0,,7.0,,,,1.0,,,both
388,HUGH HOWELL,,0,492,1482,0,513,1024,DEKALB,44.0,HG,HUGH HOWELL,660.0,4.0,41.0,88.0,4.0,,4.0,,7.0,,,,1.0,,,both
389,HUGH HOWELL,,0,492,1482,0,513,1024,DEKALB,44.0,HG,HUGH HOWELL,793.0,4.0,41.0,88.0,4.0,,4.0,,7.0,,,,1.0,,,both
390,HUGH HOWELL,,0,492,1482,0,513,1024,DEKALB,44.0,HG,HUGH HOWELL,828.0,4.0,41.0,88.0,4.0,,4.0,,7.0,,,1,1.0,,,both
391,HUNTLEY HILLS ELEM,,0,670,2550,0,420,1138,,,,,,,,,,,,,,,,,,,,left_only
392,IDLEWOOD ELEM,,0,642,1836,0,211,865,,,,,,,,,,,,,,,,,,,,left_only
393,INDIAN CREEK ELEM,,0,515,1583,0,78,606,DEKALB,44.0,IB,INDIAN CREEK ELEM,664.0,4.0,41.0,85.0,4.0,,7.0,,6.0,,,,4.0,,,both
394,INDIAN CREEK ELEM,,0,515,1583,0,78,606,DEKALB,44.0,IB,INDIAN CREEK ELEM,823.0,4.0,41.0,85.0,4.0,,7.0,,6.0,,,,4.0,,,both
395,INDIAN CREEK ELEM,,0,515,1583,0,78,606,DEKALB,44.0,IB,INDIAN CREEK ELEM,838.0,4.0,41.0,85.0,4.0,LRG,7.0,,6.0,,,,4.0,,,both
396,JOHNSON ESTATES,,0,450,1018,0,203,664,,,,,,,,,,,,,,,,,,,,left_only
397,JOLLY ELEM,,0,682,2175,0,82,774,DEKALB,44.0,JB,JOLLY ELEM,741.0,4.0,41.0,86.0,4.0,,7.0,,6.0,,,,4.0,,,both
398,JOLLY ELEM,,0,682,2175,0,82,774,DEKALB,44.0,JB,JOLLY ELEM,767.0,4.0,41.0,86.0,4.0,,7.0,,6.0,,,,4.0,,,both
399,KELLEY CHAPEL ROAD,,0,670,1087,0,28,700,DEKALB,44.0,KC,KELLEY CHAPEL ROAD,608.0,4.0,10.0,90.0,4.0,,5.0,,7.0,,,,3.0,,,both
400,KELLEY LAKE ELEM,,0,1046,2307,0,45,1099,DEKALB,44.0,KA,KELLEY LAKE ELEM,649.0,5.0,44.0,83.0,4.0,,3.0,,6.0,,,,3.0,,,both
401,KING-ML KING JR HIGH,,0,2002,3355,0,54,2065,DEKALB,44.0,KD,KING-ML KING JR HIGH,624.0,4.0,10.0,84.0,4.0,,5.0,,7.0,,,,5.0,,,both
402,KINGSLEY ELEM,,0,434,2139,0,972,1446,,,,,,,,,,,,,,,,,,,,left_only
403,KNOLLWOOD ELEM,,0,844,1875,0,55,916,,,,,,,,,,,,,,,,,,,,left_only
404,KITTREDGE ELEM,,0,484,1874,0,642,1171,,,,,,,,,,,,,,,,,,,,left_only
405,LAKESIDE HIGH,,0,887,2669,0,824,1750,DEKALB,44.0,LA,LAKESIDE HIGH,657.0,6.0,42.0,82.0,4.0,,4.0,,6.0,,,,2.0,,,both
406,LAKESIDE HIGH,,0,887,2669,0,824,1750,DEKALB,44.0,LA,LAKESIDE HIGH,720.0,6.0,42.0,86.0,4.0,,4.0,,7.0,,,,2.0,,,both
407,LAKESIDE HIGH,,0,887,2669,0,824,1750,DEKALB,44.0,LA,LAKESIDE HIGH,814.0,6.0,42.0,82.0,4.0,,4.0,,6.0,,,,2.0,,,both
408,LAKESIDE HIGH,,0,887,2669,0,824,1750,DEKALB,44.0,LA,LAKESIDE HIGH,815.0,6.0,42.0,82.0,4.0,,4.0,,6.0,,,,2.0,,,both
409,LAKESIDE HIGH,,0,887,2669,0,824,1750,DEKALB,44.0,LA,LAKESIDE HIGH,819.0,6.0,42.0,86.0,4.0,,4.0,,7.0,,,,2.0,,,both
410,LAKESIDE HIGH,,0,887,2669,0,824,1750,DEKALB,44.0,LA,LAKESIDE HIGH,820.0,6.0,42.0,86.0,4.0,,4.0,,7.0,,,,2.0,,,both
411,LAVISTA,,0,574,2108,0,351,954,DEKALB,44.0,LC,LAVISTA,613.0,5.0,42.0,82.0,4.0,,2.0,,6.0,,,,2.0,,,both
412,LAVISTA,,0,574,2108,0,351,954,DEKALB,44.0,LC,LAVISTA,786.0,5.0,42.0,82.0,4.0,,2.0,,6.0,,,,2.0,,,both
413,LAVISTA ROAD,,0,612,1752,0,353,995,DEKALB,44.0,LB,LAVISTA ROAD,613.0,5.0,42.0,82.0,4.0,,2.0,,6.0,,,,2.0,,,both
414,LAVISTA ROAD,,0,612,1752,0,353,995,DEKALB,44.0,LB,LAVISTA ROAD,786.0,5.0,42.0,82.0,4.0,,2.0,,6.0,,,,2.0,,,both
415,LAVISTA ROAD,,0,612,1752,0,353,995,DEKALB,44.0,LB,LAVISTA ROAD,806.0,5.0,42.0,82.0,4.0,,2.0,,6.0,,,,2.0,,,both
416,LAVISTA ROAD,,0,612,1752,0,353,995,DEKALB,44.0,LB,LAVISTA ROAD,807.0,5.0,42.0,82.0,4.0,,2.0,,6.0,,,,2.0,,,both
417,LIN-MARY LIN ELEM,,0,271,2567,0,68,349,,,,,,,,,,,,,,,,,,,,left_only
418,LITHONIA,,0,380,1018,0,37,424,,,,,,,,,,,,,,,,,,,,left_only
419,LITHONIA HIGH,,0,1088,2379,0,27,1127,DEKALB,44.0,LH,LITHONIA HIGH,742.0,4.0,43.0,92.0,4.0,,7.0,,7.0,,,,5.0,,,both
420,LITHONIA HIGH,,0,1088,2379,0,27,1127,DEKALB,44.0,LH,LITHONIA HIGH,860.0,4.0,43.0,92.0,4.0,,7.0,,7.0,,,,5.0,,,both
421,LIVSEY ELEM,,0,373,1235,0,424,822,DEKALB,44.0,LV,LIVSEY ELEM,644.0,6.0,40.0,81.0,4.0,,4.0,,7.0,,,,1.0,,,both
422,LIVSEY ELEM,,0,373,1235,0,424,822,DEKALB,44.0,LV,LIVSEY ELEM,779.0,6.0,40.0,81.0,4.0,,4.0,,7.0,,,,1.0,,,both
423,LIVSEY ELEM,,0,373,1235,0,424,822,DEKALB,44.0,LV,LIVSEY ELEM,780.0,6.0,40.0,81.0,4.0,,4.0,,7.0,,,,1.0,,,both
424,LIVSEY ELEM,,0,373,1235,0,424,822,DEKALB,44.0,LV,LIVSEY ELEM,796.0,6.0,40.0,81.0,4.0,,4.0,,7.0,,,,1.0,,,both
425,LIVSEY ELEM,,0,373,1235,0,424,822,DEKALB,44.0,LV,LIVSEY ELEM,831.0,6.0,40.0,81.0,4.0,,4.0,,7.0,,,3,1.0,,,both
426,MARBUT ELEM,,0,1461,3243,0,27,1502,DEKALB,44.0,MC,MARBUT ELEM,743.0,4.0,55.0,94.0,4.0,,7.0,,7.0,,,,5.0,,,both
427,MARBUT ELEM,,0,1461,3243,0,27,1502,DEKALB,44.0,MC,MARBUT ELEM,844.0,4.0,55.0,94.0,4.0,,7.0,,7.0,,,,5.0,,,both
428,MATHIS-BOB MATHIS ELEM,,0,1381,2343,0,81,1476,DEKALB,44.0,MR,MATHIS-BOB MATHIS ELEM,671.0,4.0,10.0,84.0,4.0,,5.0,,7.0,,,,3.0,,,both
429,MCLENDON,,0,674,1857,0,167,867,DEKALB,44.0,ME,MCLENDON,672.0,4.0,42.0,85.0,4.0,,2.0,,6.0,,,,4.0,,,both
430,MCNAIR ACADEMY,,0,755,1545,0,35,800,DEKALB,44.0,MP,MCNAIR ACADEMY,649.0,5.0,44.0,83.0,4.0,,3.0,,6.0,,,,3.0,,,both
431,MCNAIR ACADEMY,,0,755,1545,0,35,800,DEKALB,44.0,MP,MCNAIR ACADEMY,862.0,5.0,44.0,83.0,4.0,05,,,6.0,,,,3.0,3.0,,both
432,MCNAIR HIGH,,0,1300,2893,0,84,1400,DEKALB,44.0,MB,MCNAIR HIGH,653.0,5.0,44.0,89.0,4.0,,3.0,,6.0,,,,3.0,,,both
433,MCNAIR MIDDLE,,0,824,1886,0,29,867,,,,,,,,,,,,,,,,,,,,left_only
434,MCWILLIAMS,,0,943,1702,0,35,986,DEKALB,44.0,MF,MCWILLIAMS,674.0,4.0,10.0,92.0,4.0,,5.0,,7.0,,,,5.0,,,both
435,MCWILLIAMS,,0,943,1702,0,35,986,DEKALB,44.0,MF,MCWILLIAMS,845.0,4.0,10.0,92.0,4.0,,5.0,,7.0,,,,5.0,,,both
436,MCWILLIAMS,,0,943,1702,0,35,986,DEKALB,44.0,MF,MCWILLIAMS,846.0,4.0,10.0,92.0,4.0,,5.0,,7.0,,,,5.0,,,both
437,MEADOWVIEW ELEM,,0,1287,2695,0,56,1356,,,,,,,,,,,,,,,,,,,,left_only
438,MEDLOCK ELEM,,0,780,1848,0,294,1106,,,,,,,,,,,,,,,,,,,,left_only
439,MEMORIAL NORTH,,0,780,2360,0,144,944,DEKALB,44.0,MM,MEMORIAL NORTH,741.0,4.0,41.0,86.0,4.0,,7.0,,6.0,,,,4.0,,,both
440,MEMORIAL SOUTH,,0,463,1454,0,54,528,DEKALB,44.0,MN,MEMORIAL SOUTH,741.0,4.0,41.0,86.0,4.0,,7.0,,6.0,,,,4.0,,,both
441,METROPOLITAN,,0,1038,2289,0,79,1150,,,,,,,,,,,,,,,,,,,,left_only
442,MIDVALE ELEM,,0,474,1725,0,675,1179,DEKALB,44.0,MH,MIDVALE ELEM,644.0,6.0,40.0,81.0,4.0,,4.0,,7.0,,,,1.0,,,both
443,MIDVALE ELEM,,0,474,1725,0,675,1179,DEKALB,44.0,MH,MIDVALE ELEM,779.0,6.0,40.0,81.0,4.0,,4.0,,7.0,,,,1.0,,,both
444,MIDVALE ELEM,,0,474,1725,0,675,1179,DEKALB,44.0,MH,MIDVALE ELEM,782.0,6.0,40.0,81.0,4.0,,4.0,,,,,,1.0,,,both
445,MIDVALE ELEM,,0,474,1725,0,675,1179,DEKALB,44.0,MH,MIDVALE ELEM,831.0,6.0,40.0,81.0,4.0,,4.0,,7.0,,,3,1.0,,,both
446,MIDVALE ROAD,,0,754,2372,0,533,1320,DEKALB,44.0,MW,MIDVALE ROAD,676.0,6.0,40.0,87.0,4.0,,4.0,,7.0,,,,1.0,,,both
447,MIDVALE ROAD,,0,754,2372,0,533,1320,DEKALB,44.0,MW,MIDVALE ROAD,784.0,6.0,40.0,87.0,4.0,,4.0,,7.0,,,,1.0,,,both
448,MIDVALE ROAD,,0,754,2372,0,533,1320,DEKALB,44.0,MW,MIDVALE ROAD,785.0,6.0,40.0,87.0,4.0,,4.0,,7.0,,,,1.0,,,both
449,MIDVALE ROAD,,0,754,2372,0,533,1320,DEKALB,44.0,MW,MIDVALE ROAD,813.0,6.0,40.0,87.0,4.0,,4.0,,7.0,,,,1.0,,,both
450,MIDVALE ROAD,,0,754,2372,0,533,1320,DEKALB,44.0,MW,MIDVALE ROAD,833.0,6.0,40.0,87.0,4.0,,4.0,,7.0,,,3,1.0,,,both
451,MIDWAY ELEM,,0,838,2247,0,70,929,,,,,,,,,,,,,,,,,,,,left_only
452,MILLER-ELDRIDGE L. MILLER ELEM,,0,1196,2526,0,88,1295,,,,,,,,,,,,,,,,,,,,left_only
453,MILLER GROVE HIGH,,0,1272,2300,0,35,1322,DEKALB,44.0,MZ,MILLER GROVE HIGH,678.0,4.0,43.0,92.0,4.0,,5.0,,7.0,,,,5.0,,,both
454,MILLER GROVE HIGH,,0,1272,2300,0,35,1322,DEKALB,44.0,MZ,MILLER GROVE HIGH,847.0,4.0,43.0,92.0,4.0,,5.0,,7.0,,,,5.0,,,both
455,MILLER GROVE MIDDLE,,0,1199,3006,0,31,1239,,,,,,,,,,,,,,,,,,,,left_only
456,MILLER GROVE ROAD,,0,1054,1797,0,46,1103,DEKALB,44.0,MV,MILLER GROVE ROAD,849.0,4.0,43.0,90.0,4.0,,5.0,,7.0,,,,5.0,,,both
457,MILLER GROVE ROAD,,0,1054,1797,0,46,1103,DEKALB,44.0,MV,MILLER GROVE ROAD,850.0,4.0,43.0,90.0,4.0,,5.0,,7.0,,,,5.0,,,both
458,MONTCLAIR ELEM,,0,410,1399,0,76,497,DEKALB,44.0,MJ,MONTCLAIR ELEM,761.0,5.0,42.0,82.0,4.0,,2.0,,6.0,,,4,2.0,,,both
459,MONTGOMERY ELEM,,0,468,2041,0,703,1211,,,,,,,,,,,,,,,,,,,,left_only
460,MONTREAL,,0,445,1344,0,252,715,DEKALB,44.0,MK,MONTREAL,663.0,4.0,41.0,87.0,4.0,,4.0,,7.0,,,,4.0,,,both
461,MONTREAL,,0,445,1344,0,252,715,DEKALB,44.0,MK,MONTREAL,722.0,4.0,41.0,86.0,4.0,,4.0,,7.0,,,,4.0,,,both
462,MONTREAL,,0,445,1344,0,252,715,DEKALB,44.0,MK,MONTREAL,791.0,4.0,41.0,87.0,4.0,,4.0,,7.0,,,,4.0,,,both
463,MONTREAL,,0,445,1344,0,252,715,DEKALB,44.0,MK,MONTREAL,821.0,4.0,41.0,86.0,4.0,,4.0,,7.0,,,,4.0,,,both
464,MONTREAL,,0,445,1344,0,252,715,DEKALB,44.0,MK,MONTREAL,825.0,4.0,41.0,87.0,4.0,,4.0,,7.0,,,2,4.0,,,both
465,MONTREAL,,0,445,1344,0,252,715,DEKALB,44.0,MK,MONTREAL,832.0,4.0,41.0,86.0,4.0,,4.0,,7.0,,,2,4.0,,,both
466,MT. VERNON EAST,,0,385,2216,0,1025,1438,,,,,,,,,,,,,,,,,,,,left_only
467,MT. VERNON WEST,,0,423,1930,0,727,1175,,,,,,,,,,,,,,,,,,,,left_only
468,NORTH DECATUR,,0,471,1342,0,119,607,DEKALB,44.0,NB,NORTH DECATUR,672.0,4.0,42.0,85.0,4.0,,2.0,,6.0,,,,4.0,,,both
469,NORTH HAIRSTON,,0,668,1663,0,106,787,DEKALB,44.0,NC,NORTH HAIRSTON,651.0,4.0,41.0,87.0,4.0,,6.0,,7.0,,,,4.0,,,both
470,NORTH PEACHTREE,,0,369,1469,0,295,681,,,,,,,,,,,,,,,,,,,,left_only
471,NORTHLAKE,,0,435,1244,0,335,793,DEKALB,44.0,ND,NORTHLAKE,684.0,4.0,41.0,86.0,4.0,,4.0,,6.0,,,,2.0,,,both
472,NORTHLAKE,,0,435,1244,0,335,793,DEKALB,44.0,ND,NORTHLAKE,817.0,4.0,41.0,86.0,4.0,,4.0,,6.0,,,,2.0,,,both
473,NORTHLAKE,,0,435,1244,0,335,793,DEKALB,44.0,ND,NORTHLAKE,818.0,4.0,41.0,86.0,4.0,,4.0,,6.0,,,,2.0,,,both
474,OAK GROVE ELEM,,0,599,1874,0,531,1159,DEKALB,44.0,OA,OAK GROVE ELEM,685.0,4.0,42.0,82.0,4.0,,4.0,,6.0,,,,2.0,,,both
475,OAK GROVE ELEM,,0,599,1874,0,531,1159,DEKALB,44.0,OA,OAK GROVE ELEM,787.0,4.0,42.0,82.0,4.0,,4.0,,6.0,,,,2.0,,,both
476,OAK VIEW ELEM,,0,1825,3621,0,51,1887,DEKALB,44.0,OV,OAK VIEW ELEM,723.0,5.0,10.0,83.0,4.0,,3.0,,6.0,,,,3.0,,,both
477,OAKCLIFF ELEM,,0,319,1301,0,197,538,DEKALB,44.0,OB,OAKCLIFF ELEM,644.0,6.0,40.0,81.0,4.0,,4.0,,7.0,,,,1.0,,,both
478,OAKCLIFF ELEM,,0,319,1301,0,197,538,DEKALB,44.0,OB,OAKCLIFF ELEM,766.0,6.0,40.0,81.0,4.0,,4.0,,7.0,,,,1.0,,,both
479,OAKHURST,,0,1370,2499,0,178,1572,,,,,,,,,,,,,,,,,,,,left_only
480,PANOLA,,0,649,1165,0,45,698,DEKALB,44.0,PH,PANOLA,637.0,4.0,55.0,88.0,4.0,,7.0,,7.0,,,,5.0,,,both
481,PANOLA ROAD,,0,370,1561,0,9,380,DEKALB,44.0,PR,PANOLA ROAD,678.0,4.0,43.0,92.0,4.0,,5.0,,7.0,,,,5.0,,,both
482,PANOLA ROAD,,0,370,1561,0,9,380,DEKALB,44.0,PR,PANOLA ROAD,847.0,4.0,43.0,92.0,4.0,,5.0,,7.0,,,,5.0,,,both
483,PANOLA WAY ELEM,,0,592,1542,0,25,624,DEKALB,44.0,PI,PANOLA WAY ELEM,638.0,4.0,55.0,87.0,4.0,,7.0,,7.0,,,,5.0,,,both
484,PANOLA WAY ELEM,,0,592,1542,0,25,624,DEKALB,44.0,PI,PANOLA WAY ELEM,851.0,4.0,55.0,87.0,4.0,,7.0,,7.0,,,,5.0,,,both
485,PEACHCREST ELEM,,0,624,1647,0,76,717,,,,,,,,,,,,,,,,,,,,left_only
486,PEACHTREE MIDDLE,,0,686,2629,0,381,1092,,,,,,,,,,,,,,,,,,,,left_only
487,PINE LAKE,,0,261,478,0,42,305,,,,,,,,,,,,,,,,,,,,left_only
488,PINEY GROVE,,0,507,1378,0,22,541,DEKALB,44.0,PN,PINEY GROVE,653.0,5.0,44.0,89.0,4.0,,3.0,,6.0,,,,3.0,,,both
489,PLEASANTDALE ELEM,,0,769,3011,0,222,1018,,,,,,,,,,,,,,,,,,,,left_only
490,PONCE DE LEON,,0,936,1988,0,189,1149,,,,,,,,,,,,,,,,,,,,left_only
491,PRINCETON ELEM,,0,856,1709,0,43,909,DEKALB,44.0,PC,PRINCETON ELEM,691.0,4.0,55.0,94.0,4.0,,6.0,,7.0,,,,5.0,,,both
492,PRINCETON ELEM,,0,856,1709,0,43,909,DEKALB,44.0,PC,PRINCETON ELEM,852.0,4.0,55.0,94.0,4.0,,6.0,,7.0,,,,5.0,,,both
493,RAINBOW ELEM,,0,1624,2974,0,75,1709,DEKALB,44.0,RA,RAINBOW ELEM,608.0,4.0,10.0,90.0,4.0,,5.0,,7.0,,,,3.0,,,both
494,REDAN ELEM,,0,1199,2306,0,44,1251,DEKALB,44.0,RC,REDAN ELEM,691.0,4.0,55.0,94.0,4.0,,6.0,,7.0,,,,5.0,,,both
495,REDAN MIDDLE,,0,964,1932,0,65,1037,DEKALB,44.0,RM,REDAN MIDDLE,637.0,4.0,55.0,88.0,4.0,,7.0,,7.0,,,,5.0,,,both
496,REDAN MIDDLE,,0,964,1932,0,65,1037,DEKALB,44.0,RM,REDAN MIDDLE,638.0,4.0,55.0,87.0,4.0,,7.0,,7.0,,,,5.0,,,both
497,REDAN ROAD,,0,1020,2131,0,44,1076,DEKALB,44.0,RK,REDAN ROAD,692.0,4.0,55.0,94.0,4.0,,7.0,,7.0,,,,5.0,,,both
498,REDAN-TROTTI LIBRARY,,0,1418,2928,0,52,1478,DEKALB,44.0,RH,REDAN-TROTTI LIBRARY,691.0,4.0,55.0,94.0,4.0,,6.0,,7.0,,,,5.0,,,both
499,REDAN-TROTTI LIBRARY,,0,1418,2928,0,52,1478,DEKALB,44.0,RH,REDAN-TROTTI LIBRARY,852.0,4.0,55.0,94.0,4.0,,6.0,,7.0,,,,5.0,,,both
500,REHOBOTH,,0,626,1754,0,367,1027,DEKALB,44.0,RD,REHOBOTH,693.0,4.0,41.0,86.0,4.0,,4.0,,7.0,,,,2.0,,,both
501,REHOBOTH,,0,626,1754,0,367,1027,DEKALB,44.0,RD,REHOBOTH,811.0,4.0,41.0,86.0,4.0,,4.0,,7.0,,,,2.0,,,both
502,REHOBOTH,,0,626,1754,0,367,1027,DEKALB,44.0,RD,REHOBOTH,812.0,4.0,41.0,86.0,4.0,,4.0,,7.0,,,,2.0,,,both
503,REHOBOTH,,0,626,1754,0,367,1027,DEKALB,44.0,RD,REHOBOTH,834.0,4.0,41.0,86.0,4.0,,4.0,,7.0,,,2,2.0,,,both
504,RENFROE MIDDLE,,0,784,1354,0,104,908,,,,,,,,,,,,,,,,,,,,left_only
505,ROCK CHAPEL ELEM,,0,1025,2090,0,40,1072,DEKALB,44.0,RF,ROCK CHAPEL ELEM,694.0,4.0,55.0,93.0,4.0,,6.0,,7.0,,,,5.0,,,both
506,ROCK CHAPEL ROAD,,0,1317,2606,0,125,1446,DEKALB,44.0,RL,ROCK CHAPEL ROAD,695.0,4.0,43.0,93.0,4.0,,6.0,,7.0,,,,5.0,,,both
507,ROCK CHAPEL ROAD,,0,1317,2606,0,125,1446,DEKALB,44.0,RL,ROCK CHAPEL ROAD,853.0,4.0,43.0,93.0,4.0,,6.0,,7.0,,,,5.0,,,both
508,ROCKBRIDGE ELEM,,0,914,2604,0,102,1029,,,,,,,,,,,,,,,,,,,,left_only
509,ROCKBRIDGE ROAD,,0,1605,2783,0,87,1700,DEKALB,44.0,RI,ROCKBRIDGE ROAD,724.0,4.0,55.0,93.0,4.0,,6.0,,7.0,,,,4.0,,,both
510,ROWLAND ELEM,,0,1003,2686,0,84,1100,DEKALB,44.0,RG,ROWLAND ELEM,725.0,4.0,41.0,86.0,4.0,,7.0,,7.0,,,,5.0,,,both
511,ROWLAND ROAD,,0,754,1567,0,99,857,DEKALB,44.0,RJ,ROWLAND ROAD,600.0,4.0,41.0,86.0,4.0,,7.0,,7.0,,,,4.0,,,both
512,SAGAMORE HILLS ELEM,,0,946,2535,0,752,1734,DEKALB,44.0,SA,SAGAMORE HILLS ELEM,685.0,4.0,42.0,82.0,4.0,,4.0,,6.0,,,,2.0,,,both
513,SAGAMORE HILLS ELEM,,0,946,2535,0,752,1734,DEKALB,44.0,SA,SAGAMORE HILLS ELEM,698.0,4.0,42.0,82.0,4.0,,2.0,,6.0,,,,2.0,,,both
514,SAGAMORE HILLS ELEM,,0,946,2535,0,752,1734,DEKALB,44.0,SA,SAGAMORE HILLS ELEM,787.0,4.0,42.0,82.0,4.0,,4.0,,6.0,,,,2.0,,,both
515,SAGAMORE HILLS ELEM,,0,946,2535,0,752,1734,DEKALB,44.0,SA,SAGAMORE HILLS ELEM,794.0,4.0,42.0,82.0,4.0,,2.0,,6.0,,,,2.0,,,both
516,SALEM MIDDLE,,0,1590,2738,0,53,1649,DEKALB,44.0,SM,SALEM MIDDLE,850.0,4.0,43.0,90.0,4.0,,5.0,,7.0,,,,5.0,,,both
517,SCOTT,,0,878,2045,0,267,1170,DEKALB,44.0,SB,SCOTT,631.0,4.0,42.0,84.0,4.0,,2.0,,6.0,,,,2.0,,,both
518,SHADOW ROCK ELEM,,0,1803,3272,0,97,1919,DEKALB,44.0,SK,SHADOW ROCK ELEM,680.0,4.0,55.0,88.0,4.0,,6.0,,7.0,,,,4.0,,,both
519,SHAMROCK,,0,502,1352,0,311,833,DEKALB,44.0,SN,SHAMROCK,726.0,4.0,42.0,84.0,4.0,,2.0,,6.0,,,,4.0,,,both
520,SHAMROCK,,0,502,1352,0,311,833,DEKALB,44.0,SN,SHAMROCK,789.0,4.0,42.0,84.0,4.0,,2.0,,6.0,,,,4.0,,,both
521,SHAW-ROBERT SHAW ELEM,,0,1061,2794,0,182,1274,DEKALB,44.0,SC,SHAW-ROBERT SHAW ELEM,710.0,4.0,41.0,85.0,4.0,,2.0,,6.0,,,,4.0,,,both
522,SILVER LAKE,,0,674,3464,0,1009,1726,,,,,,,,,,,,,,,,,,,,left_only
523,SKYLAND,,0,394,1642,0,457,886,,,,,,,,,,,,,,,,,,,,left_only
524,SMOKE RISE ELEM,,0,603,1801,0,650,1269,,,,,,,,,,,,,,,,,,,,left_only
525,SNAPFINGER ELEM,,0,907,1535,0,28,941,DEKALB,44.0,SG,SNAPFINGER ELEM,740.0,4.0,10.0,85.0,4.0,,3.0,,7.0,,,,3.0,,,both
526,SNAPFINGER ROAD NORTH,,0,843,1895,0,57,913,,,,,,,,,,,,,,,,,,,,left_only
527,SNAPFINGER ROAD SOUTH,,0,915,1596,0,44,970,,,,,,,,,,,,,,,,,,,,left_only
528,SOUTH DESHON,,0,1307,2643,0,51,1366,DEKALB,44.0,SO,SOUTH DESHON,724.0,4.0,55.0,93.0,4.0,,6.0,,7.0,,,,4.0,,,both
529,SOUTH HAIRSTON,,0,1277,2764,0,74,1367,DEKALB,44.0,SU,SOUTH HAIRSTON,651.0,4.0,41.0,87.0,4.0,,6.0,,7.0,,,,4.0,,,both
530,STEPHENSON HIGH,,0,1347,2677,0,81,1439,DEKALB,44.0,SV,STEPHENSON HIGH,680.0,4.0,55.0,88.0,4.0,,6.0,,7.0,,,,4.0,,,both
531,STEPHENSON MIDDLE,,0,1433,2797,0,102,1547,DEKALB,44.0,ST,STEPHENSON MIDDLE,704.0,4.0,55.0,94.0,4.0,,6.0,,7.0,,,,4.0,,,both
532,STONE MILL ELEM,,0,631,2442,0,51,691,DEKALB,44.0,SJ,STONE MILL ELEM,706.0,4.0,41.0,88.0,4.0,,6.0,,7.0,,,,4.0,,,both
533,STONE MOUNTAIN CHAMPION,,0,836,2165,0,125,976,,,,,,,,,,,,,,,,,,,,left_only
534,STONE MOUNTAIN ELEM,,0,714,1857,0,345,1081,DEKALB,44.0,SD,STONE MOUNTAIN ELEM,706.0,4.0,41.0,88.0,4.0,,6.0,,7.0,,,,4.0,,,both
535,STONE MOUNTAIN LIBRARY,,0,377,1119,0,109,495,,,,,,,,,,,,,,,,,,,,left_only
536,STONE MOUNTAIN MIDDLE,,0,544,2254,0,78,630,,,,,,,,,,,,,,,,,,,,left_only
537,STONEVIEW ELEM,,0,494,1317,0,25,523,DEKALB,44.0,SL,STONEVIEW ELEM,678.0,4.0,43.0,92.0,4.0,,5.0,,7.0,,,,5.0,,,both
538,STONEVIEW ELEM,,0,494,1317,0,25,523,DEKALB,44.0,SL,STONEVIEW ELEM,856.0,4.0,43.0,92.0,4.0,,5.0,,7.0,,,,5.0,,,both
539,STONEVIEW ELEM,,0,494,1317,0,25,523,DEKALB,44.0,SL,STONEVIEW ELEM,861.0,4.0,43.0,92.0,4.0,,5.0,,7.0,,,,5.0,,,both
540,TERRY MILL ELEM,,0,954,2038,0,38,1003,,,,,,,,,,,,,,,,,,,,left_only
541,TILLY MILL ROAD,,0,281,1310,0,551,861,,,,,,,,,,,,,,,,,,,,left_only
542,TONEY ELEM,,0,687,1343,0,19,710,DEKALB,44.0,TC,TONEY ELEM,634.0,5.0,10.0,84.0,4.0,,3.0,,7.0,,,,3.0,,,both
543,TUCKER,,0,709,2462,0,773,1544,DEKALB,44.0,TF,TUCKER,708.0,6.0,41.0,88.0,4.0,,4.0,,7.0,,,,1.0,,,both
544,TUCKER,,0,709,2462,0,773,1544,DEKALB,44.0,TF,TUCKER,802.0,6.0,41.0,88.0,4.0,,4.0,,7.0,,,,1.0,,,both
545,TUCKER,,0,709,2462,0,773,1544,DEKALB,44.0,TF,TUCKER,836.0,6.0,41.0,88.0,4.0,,4.0,,7.0,,,3,1.0,,,both
546,TUCKER LIBRARY,,0,639,2078,0,499,1151,DEKALB,44.0,TH,TUCKER LIBRARY,708.0,6.0,41.0,88.0,4.0,,4.0,,7.0,,,,1.0,,,both
