,PRECINCT_N,XCOORD,YCOORD,ID,AREA,DATA,DISTRICT,CTYSOSID,PRECINCT_I,COUNTY,COUNTY_NAM,FIPS2,race,avg_income,ajc_precinct
417,SC19A,-84.522643,33.633301,4019845,0.28,1524,121SC19A,121SC19A,SC19A,60,FULTON,121,black,39780,SC19A
418,SC18A,-84.536439,33.668751,4019893,1.24,1522,121SC18A,121SC18A,SC18A,60,FULTON,121,black,53108,SC18A
419,11E3,-84.510655,33.66453,4019936,1.29,1346,12111E3,12111E3,11E3,60,FULTON,121,black,50016,11E3
420,11E1,-84.523185,33.678439,4019988,1.84,1344,12111E1,12111E1,11E1,60,FULTON,121,black,51445,11E1
421,11E2,-84.508868,33.676282,4020043,0.42,1345,12111E2,12111E2,11E2,60,FULTON,121,black,51445,11E2
422,UC02A,-84.586326,33.597982,3985193,10.36,1580,121UC02A,121UC02A,UC02A,60,FULTON,121,black,58366,UC02A
423,SC08F,-84.547918,33.60913,3985484,0.82,1508,121SC08F,121SC08F,SC08F,60,FULTON,121,black,48657,SC08F
424,SC01B,-84.583671,33.695988,3997751,9.82,1495,121SC01B,121SC01B,SC01B,60,FULTON,121,black,87927,SC01B
425,SC02,-84.544804,33.712592,3997836,0.91,1496,121SC02,121SC02,SC02,60,FULTON,121,black,71485,SC02
426,SC16,-84.567316,33.723657,3997883,5.53,1518,121SC16,121SC16,SC16,60,FULTON,121,black,81562,SC16
427,BRYANT 01,-84.58589,33.783459,3997943,0.86,517,067BT01,067BT01,BT01,33,COBB,67,black,48001,BRYANT 01
428,11C,-84.529322,33.718855,4054803,2.37,1343,12111C,12111C,11C,60,FULTON,121,black,71432,11C
429,SC30A,-84.521879,33.726287,4054874,0.25,1534,121SC30A,121SC30A,SC30A,60,FULTON,121,black,71467,SC30A
430,10A,-84.524933,33.748727,4054898,1.9,1327,12110A,12110A,10A,60,FULTON,121,black,37740,10A
431,10C,-84.510978,33.740427,4054945,0.62,1329,12110C,12110C,10C,60,FULTON,121,black,29262,10C
432,11N,-84.500635,33.699456,4054976,1.27,1352,12111N,12111N,11N,60,FULTON,121,black,50322,11N
433,11M,-84.486597,33.70953,4055034,2.16,1351,12111M,12111M,11M,60,FULTON,121,black,52641,11M
434,SC30B,-84.507304,33.723953,4055093,1.12,1535,121SC30B,121SC30B,SC30B,60,FULTON,121,black,61707,SC30B
435,10L,-84.493475,33.735654,4055149,1.85,1338,12110L,12110L,10L,60,FULTON,121,black,72578,10L
436,10R,-84.493794,33.748656,4055221,0.23,1341,12110R,12110R,10R,60,FULTON,121,black,27503,10R
437,10B,-84.484655,33.726727,4055250,0.46,1328,12110B,12110B,10B,60,FULTON,121,black,72579,10B
438,10I,-84.475911,33.723295,4055289,0.21,1335,12110I,12110I,10I,60,FULTON,121,black,71919,10I
439,10H,-84.478932,33.750607,4055314,0.99,1334,12110H,12110H,10H,60,FULTON,121,black,31296,10H
440,EP02,-84.43151,33.682841,4048967,3.96,1420,121EP02,121EP02,EP02,60,FULTON,121,black,43866,EP02
441,11B,-84.528295,33.698179,4049172,3.16,1342,12111B,12111B,11B,60,FULTON,121,black,65759,11B
442,10D,-84.501753,33.757859,4065602,1.86,1330,12110D,12110D,10D,60,FULTON,121,black,26177,10D
443,10E,-84.494284,33.766458,4065666,0.58,1331,12110E,12110E,10E,60,FULTON,121,black,33518,10E
444,10P,-84.505086,33.774607,4065711,0.77,1340,12110P,12110P,10P,60,FULTON,121,black,32046,10P
445,09C,-84.486069,33.775869,4065744,1.14,1316,12109C,12109C,09C,60,FULTON,121,black,40447,09C
446,09B,-84.499966,33.79191,4065791,1.81,1315,12109B,12109B,09B,60,FULTON,121,black,35970,09B
447,09L,-84.481859,33.795696,4065829,1.78,1325,12109L,12109L,09L,60,FULTON,121,black,40094,09L
448,11R,-84.466404,33.701378,4065901,0.48,1354,12111R,12111R,11R,60,FULTON,121,black,21537,11R
449,11K,-84.464255,33.712833,4065949,1.29,1350,12111K,12111K,11K,60,FULTON,121,black,42006,11K
450,11G,-84.45343,33.705046,4066002,0.34,1347,12111G,12111G,11G,60,FULTON,121,black,25664,11G
451,12I,-84.448614,33.709768,4066041,0.2,1364,12112I,12112I,12I,60,FULTON,121,black,28534,12I
452,12C,-84.422395,33.711555,4074331,0.75,1357,12112C,12112C,12C,60,FULTON,121,black,41225,12C
453,04S,-84.442672,33.718506,4074413,0.62,1260,12104S,12104S,04S,60,FULTON,121,black,46545,04S
454,04X1,-84.438153,33.728948,4074471,0.5,1264,12104X1,12104X1,04X1,60,FULTON,121,black,35759,04X1
455,04M,-84.428662,33.718611,4074548,0.25,1259,12104M,12104M,04M,60,FULTON,121,black,21568,04M
456,04T,-84.432408,33.726616,4074582,0.34,1261,12104T,12104T,04T,60,FULTON,121,black,35386,04T
457,10M,-84.441541,33.737181,4074632,0.58,1339,12110M,12110M,10M,60,FULTON,121,black,36298,10M
458,04X2,-84.434448,33.742755,4074689,0.21,1265,12104X2,12104X2,04X2,60,FULTON,121,black,35959,04X2
459,04L,-84.427833,33.740861,4074744,0.47,1258,12104L,12104L,04L,60,FULTON,121,black,36129,04L
460,04D,-84.43485,33.750451,4074786,0.36,1252,12104D,12104D,04D,60,FULTON,121,black,35651,04D
461,04G,-84.423334,33.727054,4079016,0.27,1254,12104G,12104G,04G,60,FULTON,121,black,36778,04G
462,04A,-84.422095,33.750063,4079062,0.32,1249,12104A,12104A,04A,60,FULTON,121,black,30341,04A
463,04K,-84.418113,33.737365,4079117,0.63,1257,12104K,12104K,04K,60,FULTON,121,black,35074,04K
464,04W,-84.415463,33.747061,4079166,0.08,1263,12104W,12104W,04W,60,FULTON,121,black,38930,04W
465,10F,-84.475738,33.763457,4079200,0.49,1332,12110F,12110F,10F,60,FULTON,121,black,40447,10F
466,03S,-84.464991,33.763658,4079242,0.53,1247,12103S,12103S,03S,60,FULTON,121,black,35997,03S
467,09D,-84.46317,33.776097,4079308,0.82,1317,12109D,12109D,09D,60,FULTON,121,black,26088,09D
468,03C,-84.453328,33.758027,4079380,0.86,1235,12103C,12103C,03C,60,FULTON,121,black,39291,03C
469,03H,-84.450147,33.766318,4079432,0.33,1240,12103H,12103H,03H,60,FULTON,121,black,35997,03H
470,OREGON 03,-84.572739,33.917318,4124660,2.58,605,067OR03,067OR03,OR03,33,COBB,67,,56990,OREGON 03
471,MARIETTA 2A,-84.585693,33.945026,4124869,1.21,582,067MR2A,067MR2A,MR2A,33,COBB,67,white,89297,MARIETTA 2A
472,NORTON PARK 01,-84.551998,33.872292,4118021,2.34,600,067NP01,067NP01,NP01,33,COBB,67,,78399,NORTON PARK 01
473,FAIR OAKS 01,-84.590124,33.896813,4118177,2.5,542,067FO01,067FO01,FO01,33,COBB,67,,59273,FAIR OAKS 01
474,LASSITER 01,-84.481318,34.039339,4295661,1.89,564,067LA01,067LA01,LA01,33,COBB,67,white,135333,LASSSITER 01
475,KELL 01,-84.494086,34.069035,4295749,0.96,560,067KL01,067KL01,KL01,33,COBB,67,white,90600,KELL 01
476,ROCKY MOUNT 01,-84.486065,34.051547,4295798,1.7,619,067RM01,067RM01,RM01,33,COBB,67,white,107844,ROCKY MOUNTAIN 01
477,EASTSIDE 02,-84.472065,33.948547,4295865,2.12,535,067EA02,067EA02,EA02,33,COBB,67,white,103993,EASTSIDE 02
478,SOPE CREEK 01,-84.451267,33.956086,4295947,1.18,636,067SO01,067SO01,SO01,33,COBB,67,white,128431,SOPE CREEK 01
479,FAIR OAKS 02,-84.568461,33.891057,4129892,2.05,543,067FO02,067FO02,FO02,33,COBB,67,,52712,FAIR OAKS 02
480,FAIR OAKS 04,-84.550755,33.901982,4129965,1.38,544,067FO04,067FO04,FO04,33,COBB,67,,44912,FAIR OAKS 04
481,MARIETTA 2B,-84.573846,33.929326,4130048,1.94,583,067MR2B,067MR2B,MR2B,33,COBB,67,,65711,MARIETTA 2B
482,BELLS FERRY 02,-84.539568,34.027018,4289302,1.77,510,067BF02,067BF02,BF02,33,COBB,67,white,88512,BELLS FERRY 02
483,BLACKWELL 01,-84.52854,34.043702,4289361,1.73,519,067BW01,067BW01,BW01,33,COBB,67,white,92280,BLACKWELL 01
484,GRITTERS 01,-84.515088,34.020263,4289422,2.55,550,067GT01,067GT01,GT01,33,COBB,67,white,86430,GRITTERS 01
485,MCCLESKEY 01,-84.508707,34.047854,4289508,1.12,579,067MK01,067MK01,MK01,33,COBB,67,white,102494,MCCLESKEY 01
486,NICHOLSON 01,-84.509634,34.063028,4289568,1.92,601,067NS01,067NS01,NS01,33,COBB,67,white,98730,NICHOLSON 01
487,ADDISON 01,-84.500913,34.023824,4289645,1.31,508,067AD01,067AD01,AD01,33,COBB,67,white,96407,ADDISON 01
488,SIMPSON 01,-84.476019,34.032657,4289689,0.91,625,067SI01,067SI01,SI01,33,COBB,67,white,123586,SIMPSON 01
489,MARIETTA 6A,-84.505734,33.953753,4275541,1.28,590,067MR6A,067MR6A,MR6A,33,COBB,67,white,58686,MARIETTA 6A
490,MARIETTA 5B,-84.539954,33.977911,4263885,2.96,589,067MR5B,067MR5B,MR5B,33,COBB,67,white,71131,MARIETTA 5B
491,HAYES 01,-84.640818,34.005751,4144240,2.36,554,067HY01,067HY01,HY01,33,COBB,67,white,93193,HAYES 01
492,PINE MOUNTAIN 02,-84.613536,33.977743,4144356,3.46,611,067PM02,067PM02,PM02,33,COBB,67,white,86939,PINE MOUNTAIN 02
493,CHEATHAM HILL 02,-84.610787,33.957341,4144474,4.17,521,067CH02,067CH02,CH02,33,COBB,67,white,96504,CHEATHAM HILL 02
494,POWERS FERRY 01,-84.488189,33.94041,4244199,1.55,609,067PF01,067PF01,PF01,33,COBB,67,white,72146,POWERS FERRY 01
495,08E,-84.443838,33.840467,4244374,3.43,1302,12108E,12108E,08E,60,FULTON,121,white,269010,08E
496,VININGS 04,-84.466584,33.849377,4244438,2.37,647,067VG04,067VG04,VG04,33,COBB,67,white,126661,VININGS 04
497,MARIETTA 7A,-84.497718,33.92696,4237877,2.86,592,067MR7A,067MR7A,MR7A,33,COBB,67,,45574,MARIETTA 7A
498,FAIR OAKS 05,-84.540852,33.916296,4228140,1.39,545,067FO05,067FO05,FO05,33,COBB,67,,40611,FAIR OAKS 05
499,MARIETTA 1A,-84.52347,33.937428,4228201,3.25,581,067MR1A,067MR1A,MR1A,33,COBB,67,,44243,MARIETTA 1A
500,DOBBINS 01,-84.510584,33.912575,4221239,6.2,529,067DI01,067DI01,DI01,33,COBB,67,,48433,DOBBINS 01
501,SMYRNA 5A,-84.536544,33.889531,4213327,1.87,632,067SN5A,067SN5A,SN5A,33,COBB,67,,49751,SMYRNA 5A
502,SMYRNA 3A,-84.513744,33.888113,4213464,1.69,630,067SN3A,067SN3A,SN3A,33,COBB,67,,57525,SMYRNA 3A
503,MARIETTA 4C,-84.603176,33.9713,4167376,1.34,587,067MR4C,067MR4C,MR4C,33,COBB,67,white,74968,MARIETTA 4C
504,KENNESAW 3A,-84.60776,34.015513,4167456,3.12,557,067KE3A,067KE3A,KE3A,33,COBB,67,white,75715,KENNESAW 3A
505,MARIETTA 4A,-84.568416,33.964322,4171830,1.3,585,067MR4A,067MR4A,MR4A,33,COBB,67,white,83951,MARIETTA 4A
506,MARIETTA 5A,-84.531323,33.955179,4171900,1.45,588,067MR5A,067MR5A,MR5A,33,COBB,67,,54417,MARIETTA 5A
507,SMYRNA 7A,-84.533221,33.851146,4198264,2.33,634,067SN7A,067SN7A,SN7A,33,COBB,67,white,99052,SMYRNA 7A
508,SMYRNA 4A,-84.523884,33.868806,4198436,2.08,631,067SN4A,067SN4A,SN4A,33,COBB,67,white,88558,SMYRNA 4A
509,EAST PIEDMONT 01,-84.548278,34.005125,4184211,1.96,541,067EP01,067EP01,EP01,33,COBB,67,white,64825,EAST PIEDMONT 01
510,KENNESAW 1A,-84.600663,34.029865,4184291,1.28,555,067KE1A,067KE1A,KE1A,33,COBB,67,white,77015,KENNESAW 1A
511,BIG SHANTY 01,-84.587336,34.020082,4184445,5.31,512,067BG01,067BG01,BG01,33,COBB,67,white,69130,BIG SHANTY 01
512,MARIETTA 4B,-84.55539,33.974875,4178077,1.38,586,067MR4B,067MR4B,MR4B,33,COBB,67,white,65071,MARIETTA 4B
513,ELIZABETH 01,-84.567317,33.987748,4178201,3.08,536,067EL01,067EL01,EL01,33,COBB,67,white,68561,ELIZABETH 01
514,PINE MOUNTAIN 01,-84.637766,33.988346,4149489,2.24,610,067PM01,067PM01,PM01,33,COBB,67,white,114203,PINE MOUNTAIN 01
515,KENNESAW 2A,-84.627254,34.011028,4149561,1.75,556,067KE2A,067KE2A,KE2A,33,COBB,67,white,85698,KENNESAW 2A
516,MARS HILL 02,-84.655758,34.021719,4149702,1.47,594,067MS02,067MS02,MS02,33,COBB,67,white,98446,MARS HILL 02
517,ACWORTH 1C,-84.645713,34.060359,4160720,1.51,507,067AC1C,067AC1C,AC1C,33,COBB,67,white,79031,ACWORTH 1C
518,KENNESAW 4A,-84.62462,34.034172,4160870,1.73,558,067KE4A,067KE4A,KE4A,33,COBB,67,white,77266,KENNESAW 4A
519,KENNESAW 5A,-84.631951,34.052153,4160936,1.67,559,067KE5A,067KE5A,KE5A,33,COBB,67,white,79632,KENNESAW 5A
520,BAKER 01,-84.618241,34.063163,4161012,2.26,514,067BK01,067BK01,BK01,33,COBB,67,white,83133,BAKER 01
521,OAKDALE 01,-84.50535,33.84769,4203249,1.68,602,067OK01,067OK01,OK01,33,COBB,67,white,114410,OAKDALE 01
522,NICKAJACK 01,-84.481739,33.832632,4203435,2.03,599,067NJ01,067NJ01,NJ01,33,COBB,67,white,96528,NICKAJACK 01
523,SMYRNA 6A,-84.504954,33.862559,4208674,1.89,633,067SN6A,067SN6A,SN6A,33,COBB,67,white,117261,SMYRNA 6A
524,VININGS 03,-84.484364,33.851163,4208817,1.17,646,067VG03,067VG03,VG03,33,COBB,67,white,101153,VININGS 03
525,VININGS 02,-84.477908,33.869798,4208898,1.6,645,067VG02,067VG02,VG02,33,COBB,67,,85128,VININGS 02
526,SMYRNA 2A,-84.493565,33.88785,4231120,1.11,629,067SN2A,067SN2A,SN2A,33,COBB,67,,63168,SMYRNA 2A
527,SMYRNA 1A,-84.482406,33.88427,4231203,1.16,628,067SN1A,067SN1A,SN1A,33,COBB,67,,62805,SMYRNA 1A
528,MARIETTA 6B,-84.517156,33.985672,4269347,1.91,591,067MR6B,067MR6B,MR6B,33,COBB,67,white,84439,MARIETTA 6B
529,ELIZABETH 02,-84.522071,34.005485,4269518,1.63,537,067EL02,067EL02,EL02,33,COBB,67,white,71124,ELIZABETH 02
530,ELIZABETH 04,-84.503771,33.978561,4283556,1.46,539,067EL04,067EL04,EL04,33,COBB,67,white,69450,ELIZABETH 04
531,SEWELL MILL 03,-84.49,33.963906,4283656,2.39,627,067SM03,067SM03,SM03,33,COBB,67,white,77698,SEWELL MILL 03
532,ELIZABETH 03,-84.497528,33.997796,4283787,1.6,538,067EL03,067EL03,EL03,33,COBB,67,white,100849,ELIZABETH 03
533,ELIZABETH 05,-84.482195,34.003873,4283868,1.34,540,067EL05,067EL05,EL05,33,COBB,67,white,107569,ELIZABETH 05
534,SALEM MIDDLE,-84.165162,33.661422,4661356,4.37,948,089SM,089SM,SM,44,DEKALB,89,black,67964,SALEM MIDDLE
535,MILLER GROVE ROAD,-84.162638,33.682293,4661421,1.17,902,089MV,089MV,MV,44,DEKALB,89,black,79162,MILLER GROVE ROAD
536,COLUMBIA ELEM,-84.264773,33.717856,4661462,0.47,809,089CC,089CC,CC,44,DEKALB,89,black,37708,COLUMBIA ELEM
537,FLAT SHOALS LIBRARY,-84.2519,33.697689,4661502,0.83,850,089FL,089FL,FL,44,DEKALB,89,black,53082,FLAT SHOALS LIBRARY
538,COLUMBIA MIDDLE,-84.260121,33.70736,4661550,1.34,819,089CM,089CM,CM,44,DEKALB,89,black,48321,COLUMBIA MIDDLE
539,TONEY ELEM,-84.272787,33.726412,4661599,0.61,959,089TC,089TC,TC,44,DEKALB,89,black,31018,TONEY ELEM
540,KNOLLWOOD ELEM,-84.266517,33.745013,4661641,0.87,872,089KE,089KE,KE,44,DEKALB,89,black,58064,KNOLLWOOD ELEM
541,WADSWORTH ELEM,-84.259226,33.729569,4661698,1.03,964,089WA,089WA,WA,44,DEKALB,89,black,39815,WADSWORTH ELEM - 05
542,SNAPFINGER ELEM,-84.247039,33.72344,4661752,0.66,942,089SG,089SG,SG,44,DEKALB,89,black,49201,SNAPFINGER ELEM
543,PINCKNEYVILLE O,-84.218059,33.893151,4811515,1.28,1723,13566,13566,66,67,GWINNETT,135,hispanic,43949,PINCKNEYVILLE O
544,PINCKNEYVILLE F,-84.231177,33.919591,4811580,3.8,1695,13538,13538,38,67,GWINNETT,135,hispanic,48601,PINCKNEYVILLE F
545,PINCKNEYVILLE N,-84.243181,33.93847,4811658,3.16,1716,13559,13559,59,67,GWINNETT,135,,46957,PINCKNEYVILLE N
546,NORTH HAIRSTON,-84.20107,33.818045,4811745,0.73,906,089NC,089NC,NC,44,DEKALB,89,black,60236,NORTH HAIRSTON
547,BROCKETT ELEM,-84.201262,33.841876,4811793,2.4,799,089BF,089BF,BF,44,DEKALB,89,,58317,BROCKETT ELEM
548,LAWRENCEVILLE G,-84.028012,33.925902,5016710,1.53,1741,13584,13584,84,67,GWINNETT,135,,80120,LAWRENCEVILLE G
549,DULUTH K,-84.144654,33.954257,5016783,1.33,1807,135150,135150,150,67,GWINNETT,135,,33750,DULUTH K
550,DULUTH B,-84.127107,33.97823,5016839,2.54,1705,13548,13548,48,67,GWINNETT,135,,72921,DULUTH B
551,DULUTH G,-84.121069,34.008897,5016918,2.19,1753,13596,13596,96,67,GWINNETT,135,,110492,DULUTH G
552,MARTINS E,-84.108528,33.953062,5017020,2.38,1729,13572,13572,72,67,GWINNETT,135,,44527,MARTINS E
553,DULUTH F,-84.096686,33.974961,5024274,5.56,1752,13595,13595,95,67,GWINNETT,135,,80415,DULUTH F
554,DULUTH I,-84.106424,33.998548,5024380,3.52,1795,135138,135138,138,67,GWINNETT,135,,104633,DULUTH I
555,JC01,-84.140158,34.042485,5024448,4.76,1426,121JC01,121JC01,JC01,60,FULTON,121,,145436,JC01
556,DULUTH A,-84.127112,34.021336,5024510,3.0,1664,1357,1357,7,67,GWINNETT,135,white,98014,DULUTH A
557,MEMORIAL SOUTH,-84.217337,33.793985,4683409,0.69,894,089MN,089MN,MN,44,DEKALB,89,black,41417,MEMORIAL SOUTH
558,MEMORIAL NORTH,-84.226937,33.800989,4683453,1.39,893,089MM,089MM,MM,44,DEKALB,89,black,43097,MEMORIAL NORTH
559,WESLEY CHAPEL LIBRAR,-84.2129,33.696998,4683534,1.37,965,089WB,089WB,WB,44,DEKALB,89,black,56502,WESLEY CHAPEL LIBRAR
560,SNAPFINGER ROAD S,-84.195342,33.693125,4683587,1.3,954,089SS,089SS,SS,44,DEKALB,89,black,60566,SNAPFINGER ROAD SOUT
561,MCWILLIAMS,-84.184057,33.696223,4683656,1.27,886,089MF,089MF,MF,44,DEKALB,89,black,65251,MCWILLIAMS
562,MIDDLE GROVE MIDDLE,-84.182102,33.714401,4683697,2.57,889,089MI,089MI,MI,44,DEKALB,89,black,47983,MIDDLE GROVE MIDDLE
563,BETHUNE MIDDLE,-84.204368,33.720716,4683741,1.96,805,089BM,089BM,BM,44,DEKALB,89,black,53747,BETHUNE MIDDLE
564,STONE MOUNTAIN ELEM,-84.144465,33.80684,4897053,5.86,939,089SD,089SD,SD,44,DEKALB,89,black,71286,STONE MOUNTAIN ELEM
565,WYNBROOKE ELEM,-84.116967,33.793819,4897167,2.38,973,089WN,089WN,WN,44,DEKALB,89,black,73882,WYNBROOKE ELEM
566,STEPHENSON MIDDLE,-84.113632,33.774819,4897210,1.98,955,089ST,089ST,ST,44,DEKALB,89,black,77019,STEPHENSON MIDDLE
567,SOUTH DESHON,-84.090648,33.773062,4897257,1.16,950,089SO,089SO,SO,44,DEKALB,89,black,76661,SOUTH DESHON
568,GARNERS D,-84.090116,33.79932,4897294,3.52,1721,13564,13564,64,67,GWINNETT,135,black,68808,GARNERS D
569,VALLEY BROOK,-84.265693,33.814388,4677935,0.4,963,089VB,089VB,VB,44,DEKALB,89,,47316,VALLEY BROOK
570,SHAW-ROBERT SHAW ELE,-84.255262,33.795291,4677979,1.8,938,089SC,089SC,SC,44,DEKALB,89,black,53268,SHAW-ROBERT SHAW ELE
571,COVINGTON HWY,-84.2465,33.767044,4678058,0.34,826,089CT,089CT,CT,44,DEKALB,89,black,27600,COVINGTON HWY LIBRAR
572,ROWLAND ELEM,-84.232608,33.762977,4678088,1.71,928,089RG,089RG,RG,44,DEKALB,89,black,35326,ROWLAND ELEM
573,DUNAIRE ELEM,-84.230787,33.779088,4678163,1.04,832,089DE,089DE,DE,44,DEKALB,89,black,58731,DUNAIRE ELEM
574,ALLGOOD ELEM,-84.214289,33.778461,4678212,1.09,786,089AA,089AA,AA,44,DEKALB,89,black,63471,ALLGOOD ELEM
575,INDIAN CREEK ELEM,-84.242465,33.793917,4678268,0.92,865,089IB,089IB,IB,44,DEKALB,89,black,37167,INDIAN CREEK ELEM
576,CLARKSTON (CLA),-84.240287,33.810683,4678332,1.08,817,089CK,089CK,CK,44,DEKALB,89,black,37306,CLARKSTON
577,CATES A,-84.006342,33.86585,5054602,2.18,1667,13510,13510,10,67,GWINNETT,135,white,93438,CATES A
578,CATES L,-83.989203,33.856531,5054671,2.62,1738,13581,13581,81,67,GWINNETT,135,,70051,CATES L
579,BAYCREEK J,-83.969437,33.842918,5054739,3.19,1813,135156,135156,156,67,GWINNETT,135,,80793,BAYCREEK J
580,BAYCREEK B,-83.958311,33.818352,5054799,5.78,1698,13541,13541,41,67,GWINNETT,135,,78720,BAYCREEK B
581,BAYCREEK F,-83.966384,33.876994,5054869,2.91,1791,135134,135134,134,67,GWINNETT,135,white,76728,BAYCREEK F
582,CATES N,-84.005707,33.892057,5054950,1.75,1751,13594,13594,94,67,GWINNETT,135,white,101025,CATES N
583,BAYCREEK A,-83.984568,33.886278,5055013,1.65,1662,1355,1355,5,67,GWINNETT,135,white,89086,BAYCREEK A
584,MARTINS F,-84.128335,33.936982,4995527,1.51,1743,13586,13586,86,67,GWINNETT,135,,48606,MARTINS F
585,BERKSHIRE F,-84.108402,33.903998,4995571,1.55,1691,13534,13534,34,67,GWINNETT,135,,58238,BERKSHIRE F
586,BERKSHIRE O,-84.093258,33.884626,4995638,1.8,1776,135119,135119,119,67,GWINNETT,135,white,82742,BERKSHIRE O
587,MARTINS C,-84.085203,33.907288,4995707,1.85,1676,13519,13519,19,67,GWINNETT,135,,59659,MARTINS C
588,MARTINS D,-84.110919,33.931292,4995759,1.14,1700,13543,13543,43,67,GWINNETT,135,,52116,MARTINS D
589,MARTINS I,-84.094209,33.929527,4995799,1.78,1773,135116,135116,116,67,GWINNETT,135,,62145,MARTINS I
590,MARTINS J,-84.090758,33.947576,4995851,1.38,1774,135117,135117,117,67,GWINNETT,135,,47118,MARTINS J
591,ROCKBRIDGE E,-84.059384,33.82737,4995902,2.01,1745,13588,13588,88,67,GWINNETT,135,black,56859,ROCKBRIDGE E
592,SS12,-84.357793,33.898676,4726963,1.85,1556,121SS12,121SS12,SS12,60,FULTON,121,white,124374,SS12
593,SS07C,-84.372563,33.915285,4727036,0.33,1545,121SS07C,121SS07C,SS07C,60,FULTON,121,white,108524,SS07C
594,SS07B,-84.372491,33.921941,4727078,0.29,1544,121SS07B,121SS07B,SS07B,60,FULTON,121,white,108524,SS07B
595,SS07A,-84.373003,33.931061,4727115,0.62,1543,121SS07A,121SS07A,SS07A,60,FULTON,121,white,84328,SS07A
596,SS08B,-84.363227,33.923809,4727143,0.25,1547,121SS08B,121SS08B,SS08B,60,FULTON,121,white,108524,SS08B
597,SS02B,-84.377516,33.945907,4727163,0.26,1538,121SS02B,121SS02B,SS02B,60,FULTON,121,white,90477,SS02B
598,SS08C,-84.362713,33.931465,4727200,0.19,1548,121SS08C,121SS08C,SS08C,60,FULTON,121,white,84329,SS08C
599,SS04,-84.36471,33.944139,4727222,1.07,1540,121SS04,121SS04,SS04,60,FULTON,121,,74517,SS04
600,SS08A,-84.358972,33.915373,4727266,0.53,1546,121SS08A,121SS08A,SS08A,60,FULTON,121,white,108525,SS08A
601,SS08D,-84.353232,33.925848,4727313,0.64,1549,121SS08D,121SS08D,SS08D,60,FULTON,121,white,108525,SS08D
602,SS29A,-84.352959,33.945296,4727353,1.01,1572,121SS29A,121SS29A,SS29A,60,FULTON,121,,103129,SS29A
603,LAVISTA,-84.333706,33.821794,4727400,0.79,876,089LC,089LC,LC,44,DEKALB,89,,91469,LAVISTA
604,06J,-84.367944,33.787433,4606138,0.9,1281,12106J,12106J,06J,60,FULTON,121,,45081,06J
605,06E,-84.371141,33.805188,4606213,0.48,1276,12106E,12106E,06E,60,FULTON,121,white,72178,06E
606,06Q,-84.370297,33.813982,4606254,0.22,1285,12106Q,12106Q,06Q,60,FULTON,121,white,74875,06Q
607,06S,-84.357599,33.797854,4606291,0.92,1287,12106S,12106S,06S,60,FULTON,121,white,59200,06S
608,06H,-84.352953,33.786613,4606367,0.35,1279,12106H,12106H,06H,60,FULTON,121,white,59582,06H
609,06D,-84.356571,33.812625,4606414,1.23,1275,12106D,12106D,06D,60,FULTON,121,white,71373,06D
610,MCNAIR HIGH,-84.340492,33.712446,4606485,2.58,882,089MB,089MB,MB,44,DEKALB,89,black,66331,MCNAIR HIGH
611,LITHONIA HIGH,-84.131001,33.722165,4890864,0.99,879,089LH,089LH,LH,44,DEKALB,89,black,55563,LITHONIA HIGH
612,REDAN-TROTTI LIBRARY,-84.129531,33.735019,4890917,2.06,929,089RH,089RH,RH,44,DEKALB,89,black,49647,REDAN-TROTTI LIBRARY
613,WOODROW ROAD,-84.113372,33.689885,4890970,6.7,966,089WD,089WD,WD,44,DEKALB,89,black,56197,WOODROW ROAD
614,LITHONIA (LIT),-84.106531,33.71254,4891022,0.9,877,089LD,089LD,LD,44,DEKALB,89,black,48247,LITHONIA
615,STONEVIEW ELEM,-84.097567,33.707611,4891088,2.9,947,089SL,089SL,SL,44,DEKALB,89,black,43697,STONEVIEW ELEM
616,PRINCETON ELEM,-84.114905,33.747357,4891184,1.92,915,089PC,089PC,PC,44,DEKALB,89,black,72649,PRINCETON ELEM
617,REDAN ELEM,-84.13214,33.75757,4891226,1.41,924,089RC,089RC,RC,44,DEKALB,89,black,72655,REDAN ELEM
618,STEPHENSON HIGH,-84.138719,33.779194,4891275,1.68,957,089SV,089SV,SV,44,DEKALB,89,black,72877,STEPHENSON HIGH
619,08L,-84.396986,33.809376,4597308,0.66,1309,12108L,12108L,08L,60,FULTON,121,white,87289,08L
620,02W,-84.389319,33.789206,4597358,0.06,1232,12102W,12102W,02W,60,FULTON,121,white,87766,02W
621,03F,-84.393855,33.792444,4597386,0.43,1238,12103F,12103F,03F,60,FULTON,121,white,86784,03F
622,02A,-84.383459,33.784314,4597453,0.16,1219,12102A,12102A,02A,60,FULTON,121,white,46303,02A
623,06R,-84.382597,33.790353,4597491,0.32,1286,12106R,12106R,06R,60,FULTON,121,hispanic,37734,06R
624,06N,-84.385809,33.80838,4597545,0.54,1284,12106N,12106N,06N,60,FULTON,121,white,109896,06N
625,06L2,-84.382051,33.801497,4597585,0.51,1283,12106L2,12106L2,06L2,60,FULTON,121,white,87766,06L2
626,02S,-84.372008,33.755457,4597635,0.16,1231,12102S,12102S,02S,60,FULTON,121,,57249,02S
627,05J,-84.374938,33.762702,4597696,0.06,1272,12105J,12105J,05J,60,FULTON,121,black,42941,05J
628,01I,-84.386463,33.752339,4592246,0.07,1213,12101I,12101I,01I,60,FULTON,121,black,34378,01I
