,Unnamed: 0,Unnamed: 0.1,ID,AREA,DATA,DISTRICT,CTYSOSID,PRECINCT_I,PRECINCT_N,COUNTY,COUNTY_NAM,FIPS2,race,avg_income,ajc_precinct,county,dem_votes,precinct,rep_votes,total,rep_p,dem_p,_merge
431,428.0,428.0,4054803.0,2.37,1343.0,12111C,12111C,11C,11C,60.0,FULTON,121.0,black,71432.0,11C,FULTON,3.0,11C,8.0,24.0,0.333333333333,0.125,both
432,429.0,429.0,4054874.0,0.25,1534.0,121SC30A,121SC30A,SC30A,SC30A,60.0,FULTON,121.0,black,71467.0,SC30A,FULTON,0.0,SC30A,1.0,1.0,1.0,0.0,both
433,430.0,430.0,4054898.0,1.9,1327.0,12110A,12110A,10A,10A,60.0,FULTON,121.0,black,37740.0,10A,FULTON,0.0,10A,8.0,16.0,0.5,0.0,both
434,431.0,431.0,4054945.0,0.62,1329.0,12110C,12110C,10C,10C,60.0,FULTON,121.0,black,29262.0,10C,FULTON,1.0,10C,4.0,10.0,0.4,0.1,both
435,432.0,432.0,4054976.0,1.27,1352.0,12111N,12111N,11N,11N,60.0,FULTON,121.0,black,50322.0,11N,FULTON,5.0,11N,10.0,31.0,0.322580645161,0.161290322581,both
436,433.0,433.0,4055034.0,2.16,1351.0,12111M,12111M,11M,11M,60.0,FULTON,121.0,black,52641.0,11M,FULTON,3.0,11M,9.0,26.0,0.346153846154,0.115384615385,both
437,434.0,434.0,4055093.0,1.12,1535.0,121SC30B,121SC30B,SC30B,SC30B,60.0,FULTON,121.0,black,61707.0,SC30B,FULTON,1.0,SC30B,1.0,8.0,0.125,0.125,both
439,436.0,436.0,4055221.0,0.23,1341.0,12110R,12110R,10R,10R,60.0,FULTON,121.0,black,27503.0,10R,FULTON,2.0,10R,0.0,2.0,0.0,1.0,both
440,437.0,437.0,4055250.0,0.46,1328.0,12110B,12110B,10B,10B,60.0,FULTON,121.0,black,72579.0,10B,FULTON,6.0,10B,17.0,37.0,0.459459459459,0.162162162162,both
441,438.0,438.0,4055289.0,0.21,1335.0,12110I,12110I,10I,10I,60.0,FULTON,121.0,black,71919.0,10I,FULTON,1.0,10I,4.0,8.0,0.5,0.125,both
442,439.0,439.0,4055314.0,0.99,1334.0,12110H,12110H,10H,10H,60.0,FULTON,121.0,black,31296.0,10H,FULTON,0.0,10H,0.0,2.0,0.0,0.0,both
443,439.0,439.0,4055314.0,0.99,1334.0,12110H,12110H,10H,10H,60.0,FULTON,121.0,black,31296.0,10H,FULTON,2.0,10H,6.0,19.0,0.315789473684,0.105263157895,both
444,440.0,440.0,4048967.0,3.96,1420.0,121EP02,121EP02,EP02,EP02,60.0,FULTON,121.0,black,43866.0,EP02,FULTON,53.0,EP02,61.0,199.0,0.306532663317,0.266331658291,both
445,441.0,441.0,4049172.0,3.16,1342.0,12111B,12111B,11B,11B,60.0,FULTON,121.0,black,65759.0,11B,FULTON,9.0,11B,10.0,34.0,0.294117647059,0.264705882353,both
446,442.0,442.0,4065602.0,1.86,1330.0,12110D,12110D,10D,10D,60.0,FULTON,121.0,black,26177.0,10D,FULTON,3.0,10D,5.0,26.0,0.192307692308,0.115384615385,both
447,443.0,443.0,4065666.0,0.58,1331.0,12110E,12110E,10E,10E,60.0,FULTON,121.0,black,33518.0,10E,FULTON,0.0,10E,1.0,4.0,0.25,0.0,both
448,444.0,444.0,4065711.0,0.77,1340.0,12110P,12110P,10P,10P,60.0,FULTON,121.0,black,32046.0,10P,FULTON,0.0,10P,1.0,2.0,0.5,0.0,both
449,445.0,445.0,4065744.0,1.14,1316.0,12109C,12109C,09C,09C,60.0,FULTON,121.0,black,40447.0,09C,FULTON,1.0,09C,9.0,19.0,0.473684210526,0.0526315789474,both
450,446.0,446.0,4065791.0,1.81,1315.0,12109B,12109B,09B,09B,60.0,FULTON,121.0,black,35970.0,09B,FULTON,2.0,09B,0.0,2.0,0.0,1.0,both
452,448.0,448.0,4065901.0,0.48,1354.0,12111R,12111R,11R,11R,60.0,FULTON,121.0,black,21537.0,11R,FULTON,0.0,11R,3.0,5.0,0.6,0.0,both
453,449.0,449.0,4065949.0,1.29,1350.0,12111K,12111K,11K,11K,60.0,FULTON,121.0,black,42006.0,11K,FULTON,3.0,11K,12.0,23.0,0.521739130435,0.130434782609,both
454,450.0,450.0,4066002.0,0.34,1347.0,12111G,12111G,11G,11G,60.0,FULTON,121.0,black,25664.0,11G,FULTON,2.0,11G,9.0,18.0,0.5,0.111111111111,both
455,451.0,451.0,4066041.0,0.2,1364.0,12112I,12112I,12I,12I,60.0,FULTON,121.0,black,28534.0,12I,FULTON,0.0,12I,0.0,1.0,0.0,0.0,both
457,453.0,453.0,4074413.0,0.62,1260.0,12104S,12104S,04S,04S,60.0,FULTON,121.0,black,46545.0,04S,FULTON,1.0,04S,5.0,20.0,0.25,0.05,both
458,454.0,454.0,4074471.0,0.5,1264.0,12104X1,12104X1,04X1,04X1,60.0,FULTON,121.0,black,35759.0,04X1,FULTON,0.0,04X1,3.0,9.0,0.333333333333,0.0,both
459,455.0,455.0,4074548.0,0.25,1259.0,12104M,12104M,04M,04M,60.0,FULTON,121.0,black,21568.0,04M,FULTON,0.0,04M,3.0,4.0,0.75,0.0,both
460,456.0,456.0,4074582.0,0.34,1261.0,12104T,12104T,04T,04T,60.0,FULTON,121.0,black,35386.0,04T,FULTON,0.0,04T,0.0,0.0,0.0,0.0,both
461,457.0,457.0,4074632.0,0.58,1339.0,12110M,12110M,10M,10M,60.0,FULTON,121.0,black,36298.0,10M,FULTON,1.0,10M,5.0,21.0,0.238095238095,0.047619047619,both
462,458.0,458.0,4074689.0,0.21,1265.0,12104X2,12104X2,04X2,04X2,60.0,FULTON,121.0,black,35959.0,04X2,FULTON,1.0,04X2,2.0,5.0,0.4,0.2,both
463,459.0,459.0,4074744.0,0.47,1258.0,12104L,12104L,04L,04L,60.0,FULTON,121.0,black,36129.0,04L,FULTON,1.0,04L,3.0,14.0,0.214285714286,0.0714285714286,both
464,460.0,460.0,4074786.0,0.36,1252.0,12104D,12104D,04D,04D,60.0,FULTON,121.0,black,35651.0,04D,FULTON,2.0,04D,7.0,9.0,0.777777777778,0.222222222222,both
465,461.0,461.0,4079016.0,0.27,1254.0,12104G,12104G,04G,04G,60.0,FULTON,121.0,black,36778.0,04G,FULTON,0.0,04G,3.0,5.0,0.6,0.0,both
466,462.0,462.0,4079062.0,0.32,1249.0,12104A,12104A,04A,04A,60.0,FULTON,121.0,black,30341.0,04A,FULTON,4.0,04A,2.0,12.0,0.166666666667,0.333333333333,both
467,463.0,463.0,4079117.0,0.63,1257.0,12104K,12104K,04K,04K,60.0,FULTON,121.0,black,35074.0,04K,FULTON,1.0,04K,7.0,24.0,0.291666666667,0.0416666666667,both
468,464.0,464.0,4079166.0,0.08,1263.0,12104W,12104W,04W,04W,60.0,FULTON,121.0,black,38930.0,04W,FULTON,0.0,04W,1.0,4.0,0.25,0.0,both
469,465.0,465.0,4079200.0,0.49,1332.0,12110F,12110F,10F,10F,60.0,FULTON,121.0,black,40447.0,10F,FULTON,3.0,10F,4.0,13.0,0.307692307692,0.230769230769,both
470,466.0,466.0,4079242.0,0.53,1247.0,12103S,12103S,03S,03S,60.0,FULTON,121.0,black,35997.0,03S,FULTON,1.0,03S,1.0,2.0,0.5,0.5,both
471,467.0,467.0,4079308.0,0.82,1317.0,12109D,12109D,09D,09D,60.0,FULTON,121.0,black,26088.0,09D,FULTON,1.0,09D,4.0,13.0,0.307692307692,0.0769230769231,both
472,468.0,468.0,4079380.0,0.86,1235.0,12103C,12103C,03C,03C,60.0,FULTON,121.0,black,39291.0,03C,FULTON,2.0,03C,7.0,10.0,0.7,0.2,both
473,469.0,469.0,4079432.0,0.33,1240.0,12103H,12103H,03H,03H,60.0,FULTON,121.0,black,35997.0,03H,FULTON,3.0,03H,1.0,5.0,0.2,0.6,both
474,470.0,470.0,4124660.0,2.58,605.0,067OR03,067OR03,OR03,OREGON 03,33.0,COBB,67.0,,56990.0,OREGON 03,COBB,88.0,OREGON 03,133.0,360.0,0.369444444444,0.244444444444,both
475,471.0,471.0,4124869.0,1.21,582.0,067MR2A,067MR2A,MR2A,MARIETTA 2A,33.0,COBB,67.0,white,89297.0,MARIETTA 2A,COBB,159.0,MARIETTA 2A,214.0,800.0,0.2675,0.19875,both
476,472.0,472.0,4118021.0,2.34,600.0,067NP01,067NP01,NP01,NORTON PARK 01,33.0,COBB,67.0,,78399.0,NORTON PARK 01,COBB,168.0,NORTON PARK 01,269.0,767.0,0.350717079531,0.219035202086,both
477,473.0,473.0,4118177.0,2.5,542.0,067FO01,067FO01,FO01,FAIR OAKS 01,33.0,COBB,67.0,,59273.0,FAIR OAKS 01,COBB,98.0,FAIR OAKS 01,149.0,406.0,0.366995073892,0.241379310345,both
478,474.0,474.0,4295661.0,1.89,564.0,067LA01,067LA01,LA01,LASSITER 01,33.0,COBB,67.0,white,135333.0,LASSSITER 01,COBB,259.0,LASSSITER 01,328.0,1175.0,0.27914893617,0.220425531915,both
479,475.0,475.0,4295749.0,0.96,560.0,067KL01,067KL01,KL01,KELL 01,33.0,COBB,67.0,white,90600.0,KELL 01,COBB,136.0,KELL 01,197.0,622.0,0.316720257235,0.218649517685,both
480,476.0,476.0,4295798.0,1.7,619.0,067RM01,067RM01,RM01,ROCKY MOUNT 01,33.0,COBB,67.0,white,107844.0,ROCKY MOUNTAIN 01,COBB,229.0,ROCKY MOUNTAIN 01,311.0,1003.0,0.310069790628,0.228315054835,both
481,477.0,477.0,4295865.0,2.12,535.0,067EA02,067EA02,EA02,EASTSIDE 02,33.0,COBB,67.0,white,103993.0,EASTSIDE 02,COBB,275.0,EASTSIDE 02,421.0,1461.0,0.288158795346,0.188227241615,both
482,478.0,478.0,4295947.0,1.18,636.0,067SO01,067SO01,SO01,SOPE CREEK 01,33.0,COBB,67.0,white,128431.0,SOPE CREEK 01,COBB,141.0,SOPE CREEK 01,240.0,864.0,0.277777777778,0.163194444444,both
483,479.0,479.0,4129892.0,2.05,543.0,067FO02,067FO02,FO02,FAIR OAKS 02,33.0,COBB,67.0,,52712.0,FAIR OAKS 02,COBB,89.0,FAIR OAKS 02,160.0,375.0,0.426666666667,0.237333333333,both
484,480.0,480.0,4129965.0,1.38,544.0,067FO04,067FO04,FO04,FAIR OAKS 04,33.0,COBB,67.0,,44912.0,FAIR OAKS 04,COBB,80.0,FAIR OAKS 04,128.0,277.0,0.462093862816,0.28880866426,both
485,481.0,481.0,4130048.0,1.94,583.0,067MR2B,067MR2B,MR2B,MARIETTA 2B,33.0,COBB,67.0,,65711.0,MARIETTA 2B,COBB,183.0,MARIETTA 2B,273.0,930.0,0.293548387097,0.196774193548,both
486,482.0,482.0,4289302.0,1.77,510.0,067BF02,067BF02,BF02,BELLS FERRY 02,33.0,COBB,67.0,white,88512.0,BELLS FERRY 02,COBB,200.0,BELLS FERRY 02,274.0,753.0,0.363877822045,0.265604249668,both
487,483.0,483.0,4289361.0,1.73,519.0,067BW01,067BW01,BW01,BLACKWELL 01,33.0,COBB,67.0,white,92280.0,BLACKWELL 01,COBB,145.0,BLACKWELL 01,219.0,621.0,0.352657004831,0.233494363929,both
488,484.0,484.0,4289422.0,2.55,550.0,067GT01,067GT01,GT01,GRITTERS 01,33.0,COBB,67.0,white,86430.0,GRITTERS 01,COBB,248.0,GRITTERS 01,370.0,1014.0,0.364891518738,0.244575936884,both
489,485.0,485.0,4289508.0,1.12,579.0,067MK01,067MK01,MK01,MCCLESKEY 01,33.0,COBB,67.0,white,102494.0,MCCLESKEY 01,COBB,125.0,MCCLESKEY 01,199.0,607.0,0.32784184514,0.205930807249,both
490,486.0,486.0,4289568.0,1.92,601.0,067NS01,067NS01,NS01,NICHOLSON 01,33.0,COBB,67.0,white,98730.0,NICHOLSON 01,COBB,193.0,NICHOLSON 01,214.0,682.0,0.313782991202,0.282991202346,both
491,487.0,487.0,4289645.0,1.31,508.0,067AD01,067AD01,AD01,ADDISON 01,33.0,COBB,67.0,white,96407.0,ADDISON 01,COBB,146.0,ADDISON 01,257.0,709.0,0.362482369535,0.205923836389,both
492,488.0,488.0,4289689.0,0.91,625.0,067SI01,067SI01,SI01,SIMPSON 01,33.0,COBB,67.0,white,123586.0,SIMPSON 01,COBB,94.0,SIMPSON 01,155.0,582.0,0.266323024055,0.161512027491,both
493,489.0,489.0,4275541.0,1.28,590.0,067MR6A,067MR6A,MR6A,MARIETTA 6A,33.0,COBB,67.0,white,58686.0,MARIETTA 6A,COBB,47.0,MARIETTA 6A,58.0,183.0,0.31693989071,0.256830601093,both
494,490.0,490.0,4263885.0,2.96,589.0,067MR5B,067MR5B,MR5B,MARIETTA 5B,33.0,COBB,67.0,white,71131.0,MARIETTA 5B,COBB,34.0,MARIETTA 5B,57.0,161.0,0.354037267081,0.211180124224,both
495,491.0,491.0,4144240.0,2.36,554.0,067HY01,067HY01,HY01,HAYES 01,33.0,COBB,67.0,white,93193.0,HAYES 01,COBB,317.0,HAYES 01,422.0,1297.0,0.325366229761,0.244410177332,both
496,492.0,492.0,4144356.0,3.46,611.0,067PM02,067PM02,PM02,PINE MOUNTAIN 02,33.0,COBB,67.0,white,86939.0,PINE MOUNTAIN 02,COBB,236.0,PINE MOUNTAIN 02,316.0,1201.0,0.263114071607,0.196502914238,both
497,493.0,493.0,4144474.0,4.17,521.0,067CH02,067CH02,CH02,CHEATHAM HILL 02,33.0,COBB,67.0,white,96504.0,CHEATHAM HILL 02,COBB,216.0,CHEATHAM HILL 02,286.0,970.0,0.294845360825,0.222680412371,both
498,494.0,494.0,4244199.0,1.55,609.0,067PF01,067PF01,PF01,POWERS FERRY 01,33.0,COBB,67.0,white,72146.0,POWERS FERRY 01,COBB,191.0,POWERS FERRY 01,260.0,859.0,0.302677532014,0.222351571595,both
499,495.0,495.0,4244374.0,3.43,1302.0,12108E,12108E,08E,08E,60.0,FULTON,121.0,white,269010.0,08E,FULTON,79.0,08E,173.0,829.0,0.208685162847,0.0952955367913,both
500,496.0,496.0,4244438.0,2.37,647.0,067VG04,067VG04,VG04,VININGS 04,33.0,COBB,67.0,white,126661.0,VININGS 04,COBB,162.0,VININGS 04,232.0,1065.0,0.217840375587,0.152112676056,both
501,497.0,497.0,4237877.0,2.86,592.0,067MR7A,067MR7A,MR7A,MARIETTA 7A,33.0,COBB,67.0,,45574.0,MARIETTA 7A,COBB,38.0,MARIETTA 7A,70.0,185.0,0.378378378378,0.205405405405,both
502,498.0,498.0,4228140.0,1.39,545.0,067FO05,067FO05,FO05,FAIR OAKS 05,33.0,COBB,67.0,,40611.0,FAIR OAKS 05,COBB,45.0,FAIR OAKS 05,101.0,186.0,0.543010752688,0.241935483871,both
503,499.0,499.0,4228201.0,3.25,581.0,067MR1A,067MR1A,MR1A,MARIETTA 1A,33.0,COBB,67.0,,44243.0,MARIETTA 1A,COBB,64.0,MARIETTA 1A,120.0,336.0,0.357142857143,0.190476190476,both
504,500.0,500.0,4221239.0,6.2,529.0,067DI01,067DI01,DI01,DOBBINS 01,33.0,COBB,67.0,,48433.0,DOBBINS 01,COBB,50.0,DOBBINS 01,68.0,222.0,0.306306306306,0.225225225225,both
505,501.0,501.0,4213327.0,1.87,632.0,067SN5A,067SN5A,SN5A,SMYRNA 5A,33.0,COBB,67.0,,49751.0,SMYRNA 5A,COBB,98.0,SMYRNA 5A,159.0,469.0,0.339019189765,0.208955223881,both
506,502.0,502.0,4213464.0,1.69,630.0,067SN3A,067SN3A,SN3A,SMYRNA 3A,33.0,COBB,67.0,,57525.0,SMYRNA 3A,COBB,159.0,SMYRNA 3A,303.0,997.0,0.303911735206,0.159478435306,both
507,503.0,503.0,4167376.0,1.34,587.0,067MR4C,067MR4C,MR4C,MARIETTA 4C,33.0,COBB,67.0,white,74968.0,MARIETTA 4C,COBB,203.0,MARIETTA 4C,258.0,984.0,0.262195121951,0.206300813008,both
508,504.0,504.0,4167456.0,3.12,557.0,067KE3A,067KE3A,KE3A,KENNESAW 3A,33.0,COBB,67.0,white,75715.0,KENNESAW 3A,COBB,149.0,KENNESAW 3A,262.0,740.0,0.354054054054,0.201351351351,both
509,505.0,505.0,4171830.0,1.3,585.0,067MR4A,067MR4A,MR4A,MARIETTA 4A,33.0,COBB,67.0,white,83951.0,MARIETTA 4A,COBB,143.0,MARIETTA 4A,272.0,923.0,0.294691224269,0.154929577465,both
510,506.0,506.0,4171900.0,1.45,588.0,067MR5A,067MR5A,MR5A,MARIETTA 5A,33.0,COBB,67.0,,54417.0,MARIETTA 5A,COBB,34.0,MARIETTA 5A,69.0,230.0,0.3,0.147826086957,both
511,507.0,507.0,4198264.0,2.33,634.0,067SN7A,067SN7A,SN7A,SMYRNA 7A,33.0,COBB,67.0,white,99052.0,SMYRNA 7A,COBB,170.0,SMYRNA 7A,224.0,1042.0,0.214971209213,0.163147792706,both
512,508.0,508.0,4198436.0,2.08,631.0,067SN4A,067SN4A,SN4A,SMYRNA 4A,33.0,COBB,67.0,white,88558.0,SMYRNA 4A,COBB,272.0,SMYRNA 4A,379.0,1421.0,0.266713581985,0.191414496833,both
513,509.0,509.0,4184211.0,1.96,541.0,067EP01,067EP01,EP01,EAST PIEDMONT 01,33.0,COBB,67.0,white,64825.0,EAST PIEDMONT 01,COBB,134.0,EAST PIEDMONT 01,169.0,513.0,0.329434697856,0.261208576998,both
514,510.0,510.0,4184291.0,1.28,555.0,067KE1A,067KE1A,KE1A,KENNESAW 1A,33.0,COBB,67.0,white,77015.0,KENNESAW 1A,COBB,119.0,KENNESAW 1A,175.0,496.0,0.352822580645,0.239919354839,both
515,511.0,511.0,4184445.0,5.31,512.0,067BG01,067BG01,BG01,BIG SHANTY 01,33.0,COBB,67.0,white,69130.0,BIG SHANTY 01,COBB,124.0,BIG SHANTY 01,241.0,639.0,0.377151799687,0.194053208138,both
516,512.0,512.0,4178077.0,1.38,586.0,067MR4B,067MR4B,MR4B,MARIETTA 4B,33.0,COBB,67.0,white,65071.0,MARIETTA 4B,COBB,91.0,MARIETTA 4B,111.0,467.0,0.237687366167,0.194860813704,both
517,513.0,513.0,4178201.0,3.08,536.0,067EL01,067EL01,EL01,ELIZABETH 01,33.0,COBB,67.0,white,68561.0,ELIZABETH 01,COBB,78.0,ELIZABETH 01,143.0,405.0,0.353086419753,0.192592592593,both
518,514.0,514.0,4149489.0,2.24,610.0,067PM01,067PM01,PM01,PINE MOUNTAIN 01,33.0,COBB,67.0,white,114203.0,PINE MOUNTAIN 01,COBB,199.0,PINE MOUNTAIN 01,280.0,1087.0,0.257589696412,0.183072677093,both
519,515.0,515.0,4149561.0,1.75,556.0,067KE2A,067KE2A,KE2A,KENNESAW 2A,33.0,COBB,67.0,white,85698.0,KENNESAW 2A,COBB,218.0,KENNESAW 2A,253.0,787.0,0.321473951715,0.277001270648,both
520,516.0,516.0,4149702.0,1.47,594.0,067MS02,067MS02,MS02,MARS HILL 02,33.0,COBB,67.0,white,98446.0,MARS HILL 02,COBB,198.0,MARS HILL 02,218.0,647.0,0.336939721793,0.306027820711,both
521,517.0,517.0,4160720.0,1.51,507.0,067AC1C,067AC1C,AC1C,ACWORTH 1C,33.0,COBB,67.0,white,79031.0,ACWORTH 1C,COBB,147.0,ACWORTH 1C,201.0,634.0,0.317034700315,0.231861198738,both
522,518.0,518.0,4160870.0,1.73,558.0,067KE4A,067KE4A,KE4A,KENNESAW 4A,33.0,COBB,67.0,white,77266.0,KENNESAW 4A,COBB,179.0,KENNESAW 4A,240.0,751.0,0.319573901465,0.238348868176,both
523,519.0,519.0,4160936.0,1.67,559.0,067KE5A,067KE5A,KE5A,KENNESAW 5A,33.0,COBB,67.0,white,79632.0,KENNESAW 5A,COBB,304.0,KENNESAW 5A,382.0,1307.0,0.292272379495,0.23259372609,both
524,520.0,520.0,4161012.0,2.26,514.0,067BK01,067BK01,BK01,BAKER 01,33.0,COBB,67.0,white,83133.0,BAKER 01,COBB,214.0,BAKER 01,283.0,838.0,0.337708830549,0.255369928401,both
525,521.0,521.0,4203249.0,1.68,602.0,067OK01,067OK01,OK01,OAKDALE 01,33.0,COBB,67.0,white,114410.0,OAKDALE 01,COBB,138.0,OAKDALE 01,213.0,758.0,0.281002638522,0.182058047493,both
526,522.0,522.0,4203435.0,2.03,599.0,067NJ01,067NJ01,NJ01,NICKAJACK 01,33.0,COBB,67.0,white,96528.0,NICKAJACK 01,COBB,60.0,NICKAJACK 01,110.0,477.0,0.230607966457,0.125786163522,both
527,523.0,523.0,4208674.0,1.89,633.0,067SN6A,067SN6A,SN6A,SMYRNA 6A,33.0,COBB,67.0,white,117261.0,SMYRNA 6A,COBB,227.0,SMYRNA 6A,362.0,1313.0,0.275704493526,0.172886519421,both
528,524.0,524.0,4208817.0,1.17,646.0,067VG03,067VG03,VG03,VININGS 03,33.0,COBB,67.0,white,101153.0,VININGS 03,COBB,114.0,VININGS 03,202.0,764.0,0.264397905759,0.149214659686,both
529,525.0,525.0,4208898.0,1.6,645.0,067VG02,067VG02,VG02,VININGS 02,33.0,COBB,67.0,,85128.0,VININGS 02,COBB,120.0,VININGS 02,242.0,891.0,0.271604938272,0.13468013468,both
530,526.0,526.0,4231120.0,1.11,629.0,067SN2A,067SN2A,SN2A,SMYRNA 2A,33.0,COBB,67.0,,63168.0,SMYRNA 2A,COBB,103.0,SMYRNA 2A,154.0,534.0,0.288389513109,0.192883895131,both
531,527.0,527.0,4231203.0,1.16,628.0,067SN1A,067SN1A,SN1A,SMYRNA 1A,33.0,COBB,67.0,,62805.0,SMYRNA 1A,COBB,72.0,SMYRNA 1A,104.0,377.0,0.275862068966,0.190981432361,both
532,528.0,528.0,4269347.0,1.91,591.0,067MR6B,067MR6B,MR6B,MARIETTA 6B,33.0,COBB,67.0,white,84439.0,MARIETTA 6B,COBB,139.0,MARIETTA 6B,163.0,731.0,0.222982216142,0.190150478796,both
533,529.0,529.0,4269518.0,1.63,537.0,067EL02,067EL02,EL02,ELIZABETH 02,33.0,COBB,67.0,white,71124.0,ELIZABETH 02,COBB,178.0,ELIZABETH 02,245.0,710.0,0.345070422535,0.250704225352,both
534,530.0,530.0,4283556.0,1.46,539.0,067EL04,067EL04,EL04,ELIZABETH 04,33.0,COBB,67.0,white,69450.0,ELIZABETH 04,COBB,127.0,ELIZABETH 04,208.0,571.0,0.364273204904,0.222416812609,both
535,531.0,531.0,4283656.0,2.39,627.0,067SM03,067SM03,SM03,SEWELL MILL 03,33.0,COBB,67.0,white,77698.0,SEWELL MILL 03,COBB,192.0,SEWELL MILL 03,280.0,919.0,0.304678998912,0.208922742111,both
536,532.0,532.0,4283787.0,1.6,538.0,067EL03,067EL03,EL03,ELIZABETH 03,33.0,COBB,67.0,white,100849.0,ELIZABETH 03,COBB,217.0,ELIZABETH 03,296.0,893.0,0.331466965286,0.243001119821,both
537,533.0,533.0,4283868.0,1.34,540.0,067EL05,067EL05,EL05,ELIZABETH 05,33.0,COBB,67.0,white,107569.0,ELIZABETH 05,COBB,165.0,ELIZABETH 05,226.0,804.0,0.281094527363,0.205223880597,both
538,534.0,534.0,4661356.0,4.37,948.0,089SM,089SM,SM,SALEM MIDDLE,44.0,DEKALB,89.0,black,67964.0,SALEM MIDDLE,DEKALB,8.0,SALEM MIDDLE,18.0,53.0,0.339622641509,0.150943396226,both
539,535.0,535.0,4661421.0,1.17,902.0,089MV,089MV,MV,MILLER GROVE ROAD,44.0,DEKALB,89.0,black,79162.0,MILLER GROVE ROAD,DEKALB,9.0,MILLER GROVE ROAD,9.0,34.0,0.264705882353,0.264705882353,both
540,536.0,536.0,4661462.0,0.47,809.0,089CC,089CC,CC,COLUMBIA ELEM,44.0,DEKALB,89.0,black,37708.0,COLUMBIA ELEM,DEKALB,0.0,COLUMBIA ELEM,4.0,8.0,0.5,0.0,both
541,537.0,537.0,4661502.0,0.83,850.0,089FL,089FL,FL,FLAT SHOALS LIBRARY,44.0,DEKALB,89.0,black,53082.0,FLAT SHOALS LIBRARY,DEKALB,6.0,FLAT SHOALS LIBRARY,4.0,21.0,0.190476190476,0.285714285714,both
542,538.0,538.0,4661550.0,1.34,819.0,089CM,089CM,CM,COLUMBIA MIDDLE,44.0,DEKALB,89.0,black,48321.0,COLUMBIA MIDDLE,DEKALB,3.0,COLUMBIA MIDDLE,4.0,18.0,0.222222222222,0.166666666667,both
543,539.0,539.0,4661599.0,0.61,959.0,089TC,089TC,TC,TONEY ELEM,44.0,DEKALB,89.0,black,31018.0,TONEY ELEM,DEKALB,1.0,TONEY ELEM,3.0,17.0,0.176470588235,0.0588235294118,both
544,540.0,540.0,4661641.0,0.87,872.0,089KE,089KE,KE,KNOLLWOOD ELEM,44.0,DEKALB,89.0,black,58064.0,KNOLLWOOD ELEM,DEKALB,9.0,KNOLLWOOD ELEM,13.0,60.0,0.216666666667,0.15,both
545,541.0,541.0,4661698.0,1.03,964.0,089WA,089WA,WA,WADSWORTH ELEM,44.0,DEKALB,89.0,black,39815.0,WADSWORTH ELEM - 05,DEKALB,1.0,WADSWORTH ELEM - 05,1.0,8.0,0.125,0.125,both
546,542.0,542.0,4661752.0,0.66,942.0,089SG,089SG,SG,SNAPFINGER ELEM,44.0,DEKALB,89.0,black,49201.0,SNAPFINGER ELEM,DEKALB,2.0,SNAPFINGER ELEM,6.0,19.0,0.315789473684,0.105263157895,both
547,543.0,543.0,4811515.0,1.28,1723.0,13566,13566,66,PINCKNEYVILLE O,67.0,GWINNETT,135.0,hispanic,43949.0,PINCKNEYVILLE O,GWINNETT,33.0,PINCKNEYVILLE O,79.0,221.0,0.357466063348,0.149321266968,both
548,544.0,544.0,4811580.0,3.8,1695.0,13538,13538,38,PINCKNEYVILLE F,67.0,GWINNETT,135.0,hispanic,48601.0,PINCKNEYVILLE F,GWINNETT,46.0,PINCKNEYVILLE F,57.0,170.0,0.335294117647,0.270588235294,both
549,545.0,545.0,4811658.0,3.16,1716.0,13559,13559,59,PINCKNEYVILLE N,67.0,GWINNETT,135.0,,46957.0,PINCKNEYVILLE N,GWINNETT,42.0,PINCKNEYVILLE N,64.0,209.0,0.306220095694,0.200956937799,both
550,546.0,546.0,4811745.0,0.73,906.0,089NC,089NC,NC,NORTH HAIRSTON,44.0,DEKALB,89.0,black,60236.0,NORTH HAIRSTON,DEKALB,18.0,NORTH HAIRSTON,30.0,92.0,0.326086956522,0.195652173913,both
551,547.0,547.0,4811793.0,2.4,799.0,089BF,089BF,BF,BROCKETT ELEM,44.0,DEKALB,89.0,,58317.0,BROCKETT ELEM,DEKALB,76.0,BROCKETT ELEM,140.0,484.0,0.289256198347,0.157024793388,both
552,548.0,548.0,5016710.0,1.53,1741.0,13584,13584,84,LAWRENCEVILLE G,67.0,GWINNETT,135.0,,80120.0,LAWRENCEVILLE G,GWINNETT,90.0,LAWRENCEVILLE G,91.0,292.0,0.311643835616,0.308219178082,both
553,549.0,549.0,5016783.0,1.33,1807.0,135150,135150,150,DULUTH K,67.0,GWINNETT,135.0,,33750.0,DULUTH K,GWINNETT,21.0,DULUTH K,37.0,99.0,0.373737373737,0.212121212121,both
554,550.0,550.0,5016839.0,2.54,1705.0,13548,13548,48,DULUTH B,67.0,GWINNETT,135.0,,72921.0,DULUTH B,GWINNETT,164.0,DULUTH B,246.0,703.0,0.349928876245,0.233285917496,both
555,551.0,551.0,5016918.0,2.19,1753.0,13596,13596,96,DULUTH G,67.0,GWINNETT,135.0,,110492.0,DULUTH G,GWINNETT,162.0,DULUTH G,209.0,676.0,0.309171597633,0.239644970414,both
556,552.0,552.0,5017020.0,2.38,1729.0,13572,13572,72,MARTINS E,67.0,GWINNETT,135.0,,44527.0,MARTINS E,GWINNETT,45.0,MARTINS E,45.0,149.0,0.302013422819,0.302013422819,both
