,Unnamed: 0,Unnamed: 0.1,ID,AREA,DATA,DISTRICT,CTYSOSID,PRECINCT_I,PRECINCT_N,COUNTY,COUNTY_NAM,FIPS2,race,avg_income,ajc_precinct,county,dem_votes,precinct,rep_votes,total,rep_p,dem_p,_merge
177,177.0,177.0,4764015.0,2.48,621.0,067RW01,067RW01,RW01,ROSWELL 01,33.0,COBB,67.0,white,135308.0,ROSWELL 01,COBB,326.0,ROSWELL 01,499.0,1958.0,0.254851889683,0.166496424923,both
178,178.0,178.0,4764088.0,2.53,1471.0,121RW02,121RW02,RW02,RW02,60.0,FULTON,121.0,white,142982.0,RW02,FULTON,164.0,RW02,308.0,1043.0,0.295302013423,0.15723873442,both
179,179.0,179.0,4764155.0,2.2,1480.0,121RW10,121RW10,RW10,RW10,60.0,FULTON,121.0,white,121373.0,RW10,FULTON,187.0,RW10,294.0,1050.0,0.28,0.178095238095,both
181,181.0,181.0,4764273.0,4.01,1470.0,121RW01,121RW01,RW01,RW01,60.0,FULTON,121.0,white,108603.0,RW01,FULTON,267.0,RW01,401.0,1420.0,0.282394366197,0.188028169014,both
182,182.0,182.0,4764348.0,3.03,1472.0,121RW03,121RW03,RW03,RW03,60.0,FULTON,121.0,,71633.0,RW03,FULTON,138.0,RW03,240.0,805.0,0.298136645963,0.171428571429,both
183,183.0,183.0,5034183.0,1.9,1812.0,135155,135155,155,SUWANEE G,67.0,GWINNETT,135.0,white,120739.0,SUWANEE G,GWINNETT,161.0,SUWANEE G,197.0,698.0,0.28223495702,0.230659025788,both
184,184.0,184.0,5034227.0,3.29,1797.0,135140,135140,140,SUWANEE H,67.0,GWINNETT,135.0,white,145658.0,SUWANEE H,GWINNETT,236.0,SUWANEE H,284.0,1036.0,0.274131274131,0.227799227799,both
185,185.0,185.0,5034287.0,1.72,1674.0,13517,13517,17,MARTINS A,67.0,GWINNETT,135.0,,59083.0,MARTINS A,GWINNETT,44.0,MARTINS A,58.0,182.0,0.318681318681,0.241758241758,both
186,186.0,186.0,5034337.0,3.72,1734.0,13577,13577,77,GOODWINS C,67.0,GWINNETT,135.0,,67035.0,GOODWINS C,GWINNETT,184.0,GOODWINS C,232.0,678.0,0.342182890855,0.271386430678,both
187,187.0,187.0,5034415.0,2.8,1754.0,13597,13597,97,GOODWINS E,67.0,GWINNETT,135.0,,83664.0,GOODWINS E,GWINNETT,237.0,GOODWINS E,334.0,1043.0,0.320230105465,0.227229146692,both
188,188.0,188.0,3958663.0,2.52,567.0,067LM02,067LM02,LM02,LOST MOUNTAIN 02,33.0,COBB,67.0,white,132393.0,LOST MOUNTAIN 02,COBB,321.0,LOST MOUNTAIN 02,427.0,1450.0,0.294482758621,0.221379310345,both
189,189.0,189.0,3958718.0,2.33,547.0,067FR01,067FR01,FR01,FORD 01,33.0,COBB,67.0,white,140268.0,FORD 01,COBB,212.0,FORD 01,313.0,1015.0,0.308374384236,0.208866995074,both
190,190.0,190.0,3958775.0,3.18,532.0,067DU01,067DU01,DU01,DURHAM 01,33.0,COBB,67.0,white,122343.0,DURHAM 01,COBB,303.0,DURHAM 01,438.0,1348.0,0.324925816024,0.224777448071,both
191,191.0,191.0,3958825.0,5.54,563.0,067KP03,067KP03,KP03,KEMP 03,33.0,COBB,67.0,white,123383.0,KEMP 03,COBB,327.0,KEMP 03,420.0,1335.0,0.314606741573,0.244943820225,both
192,192.0,192.0,3958891.0,2.45,548.0,067FY01,067FY01,FY01,FREY 01,33.0,COBB,67.0,white,121066.0,FREY 01,COBB,174.0,FREY 01,286.0,770.0,0.371428571429,0.225974025974,both
193,193.0,193.0,3958944.0,2.02,569.0,067LM04,067LM04,LM04,LOST MOUNTAIN 04,33.0,COBB,67.0,white,130492.0,LOST MOUNTAIN 04,COBB,188.0,LOST MOUNTAIN 04,267.0,853.0,0.313012895662,0.2203985932,both
194,194.0,194.0,3958991.0,9.31,593.0,067MS01,067MS01,MS01,MARS HILL 01,33.0,COBB,67.0,white,105760.0,MARS HILL 01,COBB,232.0,MARS HILL 01,385.0,984.0,0.391260162602,0.235772357724,both
195,195.0,195.0,3959109.0,1.48,570.0,067LW01,067LW01,LW01,LEWIS 01,33.0,COBB,67.0,white,99747.0,LEWIS 01,COBB,128.0,LEWIS 01,170.0,505.0,0.336633663366,0.253465346535,both
196,196.0,196.0,5047868.0,2.27,1788.0,135131,135131,131,SUWANEE E,67.0,GWINNETT,135.0,white,145658.0,SUWANEE E,GWINNETT,230.0,SUWANEE E,289.0,1061.0,0.272384542884,0.216776625825,both
197,197.0,197.0,5047916.0,2.21,1661.0,1354,1354,4,SUWANEE A,67.0,GWINNETT,135.0,white,100037.0,SUWANEE A,GWINNETT,71.0,SUWANEE A,90.0,300.0,0.3,0.236666666667,both
198,198.0,198.0,5047982.0,2.17,1755.0,13598,13598,98,GOODWINS F,67.0,GWINNETT,135.0,white,86616.0,GOODWINS F,GWINNETT,149.0,GOODWINS F,164.0,556.0,0.294964028777,0.267985611511,both
199,199.0,199.0,5048051.0,2.76,1799.0,135142,135142,142,SUWANEE F,67.0,GWINNETT,135.0,,108954.0,SUWANEE F,GWINNETT,206.0,SUWANEE F,216.0,803.0,0.26899128269,0.256537982565,both
200,200.0,200.0,5048109.0,2.84,1757.0,135100,135100,100,SUWANEE B,67.0,GWINNETT,135.0,,108992.0,SUWANEE B,GWINNETT,229.0,SUWANEE B,253.0,900.0,0.281111111111,0.254444444444,both
201,201.0,201.0,5048163.0,2.38,1687.0,13530,13530,30,CATES C,67.0,GWINNETT,135.0,,70953.0,CATES C,GWINNETT,146.0,CATES C,145.0,462.0,0.313852813853,0.316017316017,both
202,202.0,202.0,5084595.0,2.13,1727.0,13570,13570,70,GOODWINS B,67.0,GWINNETT,135.0,white,102252.0,GOODWINS B,GWINNETT,267.0,GOODWINS B,295.0,1010.0,0.292079207921,0.264356435644,both
203,203.0,203.0,5084641.0,2.75,1683.0,13526,13526,26,HOG MOUNTAIN A,67.0,GWINNETT,135.0,,82901.0,HOG MOUNTAIN A,GWINNETT,195.0,HOG MOUNTAIN A,200.0,673.0,0.297176820208,0.289747399703,both
204,204.0,204.0,5084696.0,2.16,1688.0,13531,13531,31,HOG MOUNTAIN D,67.0,GWINNETT,135.0,white,89986.0,HOG MOUNTAIN D,GWINNETT,231.0,HOG MOUNTAIN D,232.0,690.0,0.336231884058,0.334782608696,both
205,205.0,205.0,5084745.0,4.43,1793.0,135136,135136,136,HOG MOUNTAIN C,67.0,GWINNETT,135.0,white,80519.0,HOG MOUNTAIN C,GWINNETT,265.0,HOG MOUNTAIN C,298.0,861.0,0.346109175377,0.307781649245,both
206,206.0,206.0,5084801.0,4.87,1724.0,13567,13567,67,PUCKETTS E,67.0,GWINNETT,135.0,white,80968.0,PUCKETTS E,GWINNETT,211.0,PUCKETTS E,331.0,904.0,0.366150442478,0.233407079646,both
207,207.0,207.0,5084859.0,2.41,1728.0,13571,13571,71,LAWRENCEVILLE F,67.0,GWINNETT,135.0,,80776.0,LAWRENCEVILLE F,GWINNETT,123.0,LAWRENCEVILLE F,103.0,363.0,0.283746556474,0.338842975207,both
208,208.0,208.0,5084911.0,4.5,1801.0,135144,135144,144,LAWRENCEVILLE M,67.0,GWINNETT,135.0,,70796.0,LAWRENCEVILLE M,GWINNETT,121.0,LAWRENCEVILLE M,146.0,413.0,0.353510895884,0.292978208232,both
209,209.0,209.0,5084980.0,5.63,1684.0,13527,13527,27,HOG MOUNTAIN B,67.0,GWINNETT,135.0,white,86588.0,HOG MOUNTAIN B,GWINNETT,289.0,HOG MOUNTAIN B,433.0,1190.0,0.363865546218,0.242857142857,both
210,210.0,210.0,4302647.0,1.83,546.0,067FP01,067FP01,FP01,FULLERS PARK 01,33.0,COBB,67.0,white,130850.0,FULLERS PARK 01,COBB,161.0,FULLERS PARK 01,323.0,1083.0,0.298245614035,0.1486611265,both
211,211.0,211.0,4302716.0,1.87,626.0,067SM01,067SM01,SM01,SEWELL MILL 01,33.0,COBB,67.0,white,125454.0,SEWELL MILL 01,COBB,194.0,SEWELL MILL 01,307.0,1044.0,0.294061302682,0.185823754789,both
212,212.0,212.0,4302796.0,1.94,577.0,067MD01,067MD01,MD01,MURDOCK 01,33.0,COBB,67.0,white,126857.0,MURDOCK 01,COBB,273.0,MURDOCK 01,411.0,1376.0,0.298691860465,0.198401162791,both
213,213.0,213.0,4302856.0,1.99,597.0,067MT04,067MT04,MT04,MT BETHEL 04,33.0,COBB,67.0,white,209538.0,MOUNT BETHEL 04,COBB,173.0,MOUNT BETHEL 04,268.0,1026.0,0.261208576998,0.168615984405,both
214,214.0,214.0,4302911.0,1.67,534.0,067EA01,067EA01,EA01,EASTSIDE 01,33.0,COBB,67.0,white,122972.0,EASTSIDE 01,COBB,178.0,EASTSIDE 01,329.0,1084.0,0.303505535055,0.164206642066,both
215,215.0,215.0,4302972.0,1.19,531.0,067DO01,067DO01,DO01,DODGEN 01,33.0,COBB,67.0,white,135135.0,DODGEN 01,COBB,142.0,DODGEN 01,206.0,764.0,0.269633507853,0.185863874346,both
216,216.0,216.0,4303023.0,1.43,527.0,067CR01,067CR01,CR01,CHESTNUT RIDGE 01,33.0,COBB,67.0,white,126045.0,CHESTNUT RIDGE 01,COBB,229.0,CHESTNUT RIDGE 01,325.0,1223.0,0.265739983647,0.187244480785,both
217,217.0,217.0,4303089.0,1.67,622.0,067RW02,067RW02,RW02,ROSWELL 02,33.0,COBB,67.0,white,153556.0,ROSWELL 02,COBB,202.0,ROSWELL 02,309.0,1244.0,0.248392282958,0.162379421222,both
218,218.0,218.0,4189043.0,1.96,648.0,067WG02,067WG02,WG02,WADE GREEN 02,33.0,COBB,67.0,white,84696.0,WADE GREEN 02,COBB,257.0,WADE GREEN 02,297.0,1001.0,0.296703296703,0.256743256743,both
219,219.0,219.0,4189087.0,1.11,513.0,067BG02,067BG02,BG02,BIG SHANTY 02,33.0,COBB,67.0,white,101215.0,BIG SHANTY 02,COBB,186.0,BIG SHANTY 02,280.0,878.0,0.318906605923,0.211845102506,both
220,220.0,220.0,4189152.0,1.03,618.0,067PT01,067PT01,PT01,PITNER 01,33.0,COBB,67.0,white,111668.0,PITNER 01,COBB,163.0,PITNER 01,238.0,736.0,0.323369565217,0.221467391304,both
221,221.0,221.0,4189207.0,3.75,523.0,067CK01,067CK01,CK01,CHALKER 01,33.0,COBB,67.0,white,57427.0,CHALKER 01,COBB,201.0,CHALKER 01,277.0,832.0,0.332932692308,0.241586538462,both
222,222.0,222.0,4189282.0,1.55,614.0,067PR01,067PR01,PR01,PALMER 01,33.0,COBB,67.0,white,87389.0,PALMER 01,COBB,197.0,PALMER 01,247.0,706.0,0.349858356941,0.279036827195,both
223,223.0,223.0,4189336.0,3.58,511.0,067BF03,067BF03,BF03,BELLS FERRY 03,33.0,COBB,67.0,white,77375.0,BELLS FERRY 03,COBB,371.0,BELLS FERRY 03,459.0,1361.0,0.337252020573,0.272593681117,both
224,224.0,224.0,4088718.0,0.37,1237.0,12103E,12103E,03E,03E,60.0,FULTON,121.0,black,19653.0,03E,FULTON,2.0,03E,4.0,18.0,0.222222222222,0.111111111111,both
225,225.0,225.0,4088790.0,0.22,1256.0,12104J,12104J,04J,04J,60.0,FULTON,121.0,black,25242.0,04J,FULTON,0.0,04J,1.0,2.0,0.5,0.0,both
226,226.0,226.0,4088850.0,0.27,1242.0,12103L,12103L,03L,03L,60.0,FULTON,121.0,black,60667.0,03L,FULTON,0.0,03L,1.0,2.0,0.5,0.0,both
227,227.0,227.0,4088903.0,0.71,1243.0,12103M,12103M,03M,03M,60.0,FULTON,121.0,white,57334.0,03M,FULTON,12.0,03M,18.0,94.0,0.191489361702,0.127659574468,both
228,228.0,228.0,4088960.0,0.69,1244.0,12103N,12103N,03N,03N,60.0,FULTON,121.0,black,29787.0,03N,FULTON,3.0,03N,6.0,24.0,0.25,0.125,both
229,229.0,229.0,4089035.0,0.57,1320.0,12109G1,12109G1,09G1,09G1,60.0,FULTON,121.0,white,67895.0,09G,FULTON,40.0,09G,66.0,391.0,0.168797953964,0.102301790281,both
230,230.0,230.0,4089071.0,1.26,1321.0,12109G2,12109G2,09G2,09G2,60.0,FULTON,121.0,white,67895.0,09G,FULTON,40.0,09G,66.0,391.0,0.168797953964,0.102301790281,both
231,231.0,231.0,4089133.0,0.44,1322.0,12109H,12109H,09H,09H,60.0,FULTON,121.0,white,67895.0,09H,FULTON,13.0,09H,16.0,77.0,0.207792207792,0.168831168831,both
232,232.0,232.0,4709230.0,1.06,1310.0,12108M,12108M,08M,08M,60.0,FULTON,121.0,white,135365.0,08M,FULTON,37.0,08M,110.0,541.0,0.203327171904,0.0683918669131,both
233,233.0,233.0,4709303.0,0.58,1295.0,12107J,12107J,07J,07J,60.0,FULTON,121.0,white,125829.0,07J,FULTON,47.0,07J,87.0,507.0,0.171597633136,0.0927021696252,both
234,234.0,234.0,4709350.0,0.45,1294.0,12107H,12107H,07H,07H,60.0,FULTON,121.0,white,129059.0,07H,FULTON,46.0,07H,120.0,524.0,0.229007633588,0.087786259542,both
235,235.0,235.0,4709398.0,0.57,1305.0,12108G,12108G,08G,08G,60.0,FULTON,121.0,white,118764.0,08G,FULTON,49.0,08G,164.0,538.0,0.304832713755,0.0910780669145,both
236,236.0,236.0,4709445.0,2.09,1300.0,12108C,12108C,08C,08C,60.0,FULTON,121.0,white,256389.0,08C,FULTON,36.0,08C,91.0,343.0,0.265306122449,0.104956268222,both
237,237.0,237.0,4709523.0,2.0,1299.0,12108B,12108B,08B,08B,60.0,FULTON,121.0,white,245507.0,08B,FULTON,72.0,08B,166.0,673.0,0.246656760773,0.106983655275,both
238,238.0,238.0,4709617.0,0.53,1280.0,12106I,12106I,06I,06I,60.0,FULTON,121.0,,69900.0,06I,FULTON,16.0,06I,32.0,186.0,0.172043010753,0.0860215053763,both
239,239.0,239.0,4756800.0,3.24,595.0,067MT01,067MT01,MT01,MT BETHEL 01,33.0,COBB,67.0,white,157721.0,MOUNT BETHEL 01,COBB,187.0,MOUNT BETHEL 01,392.0,1434.0,0.273361227336,0.13040446304,both
240,240.0,240.0,4756865.0,0.25,1565.0,121SS18B,121SS18B,SS18B,SS18B,60.0,FULTON,121.0,white,90477.0,SS18B,FULTON,9.0,SS18B,29.0,65.0,0.446153846154,0.138461538462,both
241,241.0,241.0,4756891.0,1.22,642.0,067TR01,067TR01,TR01,TIMBER RIDGE 01,33.0,COBB,67.0,white,157506.0,TIMBER RIDGE 01,COBB,146.0,TIMBER RIDGE 01,225.0,913.0,0.246440306681,0.15991237678,both
242,242.0,242.0,4756935.0,0.51,1537.0,121SS02A,121SS02A,SS02A,SS02A,60.0,FULTON,121.0,white,90477.0,SS02A,FULTON,34.0,SS02A,63.0,247.0,0.255060728745,0.137651821862,both
243,243.0,243.0,4756981.0,1.08,1567.0,121SS19B,121SS19B,SS19B,SS19B,60.0,FULTON,121.0,white,77423.0,SS19B,FULTON,35.0,SS19B,61.0,288.0,0.211805555556,0.121527777778,both
244,244.0,244.0,4757024.0,1.02,1566.0,121SS19A,121SS19A,SS19A,SS19A,60.0,FULTON,121.0,,66247.0,SS19A,FULTON,38.0,SS19A,79.0,286.0,0.276223776224,0.132867132867,both
246,246.0,246.0,4757085.0,0.76,1571.0,121SS26,121SS26,SS26,SS26,60.0,FULTON,121.0,,57995.0,SS26,FULTON,42.0,SS26,46.0,191.0,0.240837696335,0.219895287958,both
247,247.0,247.0,4757134.0,0.94,1568.0,121SS20,121SS20,SS20,SS20,60.0,FULTON,121.0,,68393.0,SS20,FULTON,37.0,SS20,53.0,254.0,0.208661417323,0.145669291339,both
248,248.0,248.0,4757210.0,2.37,1569.0,121SS22,121SS22,SS22,SS22,60.0,FULTON,121.0,,52899.0,SS22,FULTON,63.0,SS22,133.0,514.0,0.258754863813,0.122568093385,both
249,249.0,249.0,4757297.0,1.34,1481.0,121RW11A,121RW11A,RW11A,RW11A,60.0,FULTON,121.0,white,92566.0,RW11A,FULTON,88.0,RW11A,186.0,593.0,0.313659359191,0.148397976391,both
250,250.0,250.0,5102293.0,1.11,1489.0,121RW19,121RW19,RW19,RW19,60.0,FULTON,121.0,white,187821.0,RW19,FULTON,114.0,RW19,173.0,693.0,0.249639249639,0.164502164502,both
251,251.0,251.0,5102342.0,1.35,1450.0,121ML012,121ML012,ML012,ML012,60.0,FULTON,121.0,white,177525.0,ML012,FULTON,19.0,ML012,62.0,163.0,0.38036809816,0.116564417178,both
252,252.0,252.0,5102394.0,1.22,1451.0,121ML01B,121ML01B,ML01B,ML01B,60.0,FULTON,121.0,white,178143.0,ML01B,FULTON,5.0,ML01B,10.0,21.0,0.47619047619,0.238095238095,both
253,253.0,253.0,5102464.0,0.89,1381.0,121AP04A,121AP04A,AP04A,AP04A,60.0,FULTON,121.0,white,138431.0,AP04A,FULTON,100.0,AP04A,150.0,540.0,0.277777777778,0.185185185185,both
254,254.0,254.0,5102527.0,3.24,1449.0,121ML011,121ML011,ML011,ML011,60.0,FULTON,121.0,white,177524.0,ML011,FULTON,96.0,ML011,189.0,635.0,0.297637795276,0.151181102362,both
255,255.0,255.0,5102671.0,0.34,1382.0,121AP04B,121AP04B,AP04B,AP04B,60.0,FULTON,121.0,white,177524.0,AP04B,FULTON,9.0,AP04B,34.0,117.0,0.290598290598,0.0769230769231,both
256,256.0,256.0,4587698.0,0.61,1267.0,12105A2,12105A2,05A2,05A2,60.0,FULTON,121.0,white,74509.0,05A2,FULTON,14.0,05A2,31.0,117.0,0.264957264957,0.119658119658,both
257,257.0,257.0,4587787.0,0.17,1239.0,12103G,12103G,03G,03G,60.0,FULTON,121.0,black,15389.0,03G,FULTON,0.0,03G,1.0,7.0,0.142857142857,0.0,both
258,258.0,258.0,4587836.0,0.5,1248.0,12103T,12103T,03T,03T,60.0,FULTON,121.0,black,44311.0,03T,FULTON,1.0,03T,9.0,24.0,0.375,0.0416666666667,both
259,259.0,259.0,4587898.0,0.16,1246.0,12103P2,12103P2,03P2,03P2,60.0,FULTON,121.0,black,21209.0,03P2,FULTON,0.0,03P2,0.0,0.0,0.0,0.0,both
260,260.0,260.0,4587937.0,0.36,1253.0,12104F,12104F,04F,04F,60.0,FULTON,121.0,white,49896.0,04F,FULTON,6.0,04F,9.0,46.0,0.195652173913,0.130434782609,both
261,261.0,261.0,4587984.0,0.62,1245.0,12103P1A,12103P1A,03P1A,03P1A,60.0,FULTON,121.0,white,53680.0,03P1A,FULTON,14.0,03P1A,28.0,158.0,0.177215189873,0.0886075949367,both
262,262.0,262.0,4588058.0,0.83,1241.0,12103I,12103I,03I,03I,60.0,FULTON,121.0,,66113.0,03I,FULTON,5.0,03I,11.0,105.0,0.104761904762,0.047619047619,both
263,263.0,263.0,5109990.0,0.92,1384.0,121AP06,121AP06,AP06,AP06,60.0,FULTON,121.0,white,111870.0,AP06,FULTON,103.0,AP06,148.0,569.0,0.260105448155,0.181019332162,both
264,264.0,264.0,5110054.0,1.46,1386.0,121AP07B,121AP07B,AP07B,AP07B,60.0,FULTON,121.0,white,138287.0,AP07B,FULTON,65.0,AP07B,111.0,409.0,0.271393643032,0.158924205379,both
265,265.0,265.0,5110147.0,2.68,1454.0,121ML023,121ML023,ML023,ML023,60.0,FULTON,121.0,white,177681.0,ML023,FULTON,74.0,ML023,120.0,417.0,0.287769784173,0.177458033573,both
266,266.0,266.0,5110196.0,0.52,1453.0,121ML022,121ML022,ML022,ML022,60.0,FULTON,121.0,white,190427.0,ML022,FULTON,10.0,ML022,11.0,66.0,0.166666666667,0.151515151515,both
267,267.0,267.0,5110217.0,0.49,1389.0,121AP10,121AP10,AP10,AP10,60.0,FULTON,121.0,white,169333.0,AP10,FULTON,74.0,AP10,72.0,300.0,0.24,0.246666666667,both
268,268.0,268.0,5110267.0,2.57,1457.0,121ML04A,121ML04A,ML04A,ML04A,60.0,FULTON,121.0,white,163189.0,ML04A,FULTON,75.0,ML04A,124.0,430.0,0.288372093023,0.174418604651,both
269,269.0,269.0,5110337.0,1.99,1385.0,121AP07A,121AP07A,AP07A,AP07A,60.0,FULTON,121.0,white,90764.0,AP07A,FULTON,142.0,AP07A,258.0,737.0,0.350067842605,0.192672998643,both
270,270.0,270.0,5110420.0,0.38,1455.0,121ML024,121ML024,ML024,ML024,60.0,FULTON,121.0,white,190426.0,ML024,FULTON,7.0,ML024,11.0,33.0,0.333333333333,0.212121212121,both
271,271.0,271.0,5110447.0,2.47,1458.0,121ML04B,121ML04B,ML04B,ML04B,60.0,FULTON,121.0,white,177112.0,ML04B,FULTON,80.0,ML04B,123.0,384.0,0.3203125,0.208333333333,both
272,272.0,272.0,5123124.0,6.61,1452.0,121ML021,121ML021,ML021,ML021,60.0,FULTON,121.0,white,187591.0,ML021,FULTON,86.0,ML021,196.0,535.0,0.366355140187,0.160747663551,both
273,273.0,273.0,5123250.0,7.55,1456.0,121ML03,121ML03,ML03,ML03,60.0,FULTON,121.0,white,190427.0,ML03,FULTON,189.0,ML03,286.0,1037.0,0.275795564127,0.182256509161,both
274,274.0,274.0,5123328.0,2.07,1467.0,121ML07A,121ML07A,ML07A,ML07A,60.0,FULTON,121.0,white,190427.0,ML07A,FULTON,45.0,ML07A,67.0,214.0,0.31308411215,0.210280373832,both
275,275.0,275.0,5123375.0,0.73,1461.0,121ML05B,121ML05B,ML05B,ML05B,60.0,FULTON,121.0,white,190427.0,ML05B,FULTON,20.0,ML05B,45.0,107.0,0.420560747664,0.18691588785,both
277,277.0,277.0,4572745.0,0.4,1370.0,12112S,12112S,12S,12S,60.0,FULTON,121.0,black,37724.0,12S,FULTON,3.0,12S,2.0,16.0,0.125,0.1875,both
278,278.0,278.0,4572780.0,0.91,1214.0,12101J,12101J,01J,01J,60.0,FULTON,121.0,black,30444.0,01J,FULTON,2.0,01J,2.0,17.0,0.117647058824,0.117647058824,both
279,279.0,279.0,4572853.0,0.89,1206.0,12101C1,12101C1,01C1,01C1,60.0,FULTON,121.0,black,38173.0,01C,FULTON,1.0,01C,5.0,7.0,0.714285714286,0.142857142857,both
280,786.0,786.0,4578796.0,0.37,1207.0,12101C2,12101C2,01C2,01C2,60.0,FULTON,121.0,black,35120.0,01C,FULTON,1.0,01C,5.0,7.0,0.714285714286,0.142857142857,both
281,280.0,280.0,4572959.0,0.38,1355.0,12112A,12112A,12A,12A,60.0,FULTON,121.0,black,48162.0,12A,FULTON,23.0,12A,23.0,97.0,0.237113402062,0.237113402062,both
282,281.0,281.0,4573012.0,0.97,1366.0,12112K,12112K,12K,12K,60.0,FULTON,121.0,black,29682.0,12K,FULTON,7.0,12K,10.0,34.0,0.294117647059,0.205882352941,both
283,282.0,282.0,4573078.0,0.3,1369.0,12112N,12112N,12N,12N,60.0,FULTON,121.0,black,28004.0,12N,FULTON,1.0,12N,1.0,4.0,0.25,0.25,both
284,283.0,283.0,4573125.0,0.3,1250.0,12104B,12104B,04B,04B,60.0,FULTON,121.0,black,43957.0,04B,FULTON,0.0,04B,5.0,15.0,0.333333333333,0.0,both
285,284.0,284.0,5212434.0,7.22,1712.0,13555,13555,55,SUGAR HILL D,67.0,GWINNETT,135.0,white,64396.0,SUGAR HILL D,GWINNETT,201.0,SUGAR HILL D,337.0,821.0,0.410475030451,0.244823386114,both
286,285.0,285.0,5212593.0,2.46,1759.0,135102,135102,102,PUCKETTS B,67.0,GWINNETT,135.0,white,79498.0,PUCKETTS B,GWINNETT,214.0,PUCKETTS B,270.0,769.0,0.351105331599,0.278283485046,both
287,286.0,286.0,5207290.0,7.72,1681.0,13524,13524,24,SUGAR HILL A,67.0,GWINNETT,135.0,,73604.0,SUGAR HILL A,GWINNETT,171.0,SUGAR HILL A,270.0,675.0,0.4,0.253333333333,both
288,287.0,287.0,4070117.0,0.86,1337.0,12110K,12110K,10K,10K,60.0,FULTON,121.0,black,40334.0,10K,FULTON,2.0,10K,8.0,14.0,0.571428571429,0.142857142857,both
289,288.0,288.0,4070173.0,0.96,1333.0,12110G,12110G,10G,10G,60.0,FULTON,121.0,black,38163.0,10G,FULTON,3.0,10G,3.0,14.0,0.214285714286,0.214285714286,both
290,289.0,289.0,4070229.0,0.72,1348.0,12111H,12111H,11H,11H,60.0,FULTON,121.0,black,44749.0,11H,FULTON,0.0,11H,4.0,6.0,0.666666666667,0.0,both
291,290.0,290.0,4070283.0,1.18,1336.0,12110J,12110J,10J,10J,60.0,FULTON,121.0,black,27505.0,10J,FULTON,0.0,10J,2.0,3.0,0.666666666667,0.0,both
292,291.0,291.0,4070328.0,0.96,1367.0,12112L,12112L,12L,12L,60.0,FULTON,121.0,black,24448.0,12L,FULTON,0.0,12L,1.0,2.0,0.5,0.0,both
293,292.0,292.0,4070388.0,0.2,1362.0,12112G,12112G,12G,12G,60.0,FULTON,121.0,black,23800.0,12G,FULTON,8.0,12G,6.0,18.0,0.333333333333,0.444444444444,both
294,293.0,293.0,4070426.0,0.61,1358.0,12112D,12112D,12D,12D,60.0,FULTON,121.0,black,23984.0,12D,FULTON,3.0,12D,2.0,7.0,0.285714285714,0.428571428571,both
295,294.0,294.0,5189844.0,1.68,1798.0,135141,135141,141,SUGAR HILL G,67.0,GWINNETT,135.0,white,111178.0,SUGAR HILL G,GWINNETT,203.0,SUGAR HILL G,274.0,771.0,0.355382619974,0.263294422827,both
296,295.0,295.0,5189918.0,5.86,1682.0,13525,13525,25,SUGAR HILL B,67.0,GWINNETT,135.0,white,80193.0,SUGAR HILL B,GWINNETT,249.0,SUGAR HILL B,345.0,923.0,0.373781148429,0.26977248104,both
297,296.0,296.0,5190056.0,2.68,1746.0,13589,13589,89,SUGAR HILL E,67.0,GWINNETT,135.0,white,88062.0,SUGAR HILL E,GWINNETT,181.0,SUGAR HILL E,218.0,662.0,0.329305135952,0.273413897281,both
298,297.0,297.0,5190127.0,6.69,1711.0,13554,13554,54,SUGAR HILL C,67.0,GWINNETT,135.0,white,83876.0,SUGAR HILL C,GWINNETT,294.0,SUGAR HILL C,365.0,1088.0,0.335477941176,0.270220588235,both
299,298.0,298.0,4466510.0,0.49,1468.0,121MP01,121MP01,MP01,MP01,60.0,FULTON,121.0,white,175478.0,MP01,FULTON,7.0,MP01,36.0,107.0,0.336448598131,0.0654205607477,both
300,299.0,299.0,5176207.0,4.02,1787.0,135130,135130,130,SUWANEE D,67.0,GWINNETT,135.0,white,111176.0,SUWANEE D,GWINNETT,293.0,SUWANEE D,313.0,1180.0,0.265254237288,0.248305084746,both
301,300.0,300.0,4309882.0,1.64,528.0,067DC01,067DC01,DC01,DICKERSON 01,33.0,COBB,67.0,white,132366.0,DICKERSON 01,COBB,150.0,DICKERSON 01,269.0,979.0,0.274770173647,0.153217568948,both
302,301.0,301.0,4309943.0,1.45,623.0,067SA01,067SA01,SA01,SANDY PLAINS 01,33.0,COBB,67.0,white,126620.0,SANDY PLAINS 01,COBB,207.0,SANDY PLAINS 01,237.0,772.0,0.306994818653,0.268134715026,both
303,302.0,302.0,4310004.0,1.5,613.0,067PP01,067PP01,PP01,POPE 01,33.0,COBB,67.0,white,133844.0,POPE 01,COBB,201.0,POPE 01,299.0,981.0,0.304791029562,0.204892966361,both
304,303.0,303.0,4310058.0,0.81,575.0,067MB01,067MB01,MB01,MABRY 01,33.0,COBB,67.0,white,151583.0,MABRY 01,COBB,143.0,MABRY 01,175.0,647.0,0.270479134467,0.221020092736,both
305,304.0,304.0,4310099.0,1.07,533.0,067DV01,067DV01,DV01,DAVIS 01,33.0,COBB,67.0,white,107699.0,DAVIS 01,COBB,124.0,DAVIS 01,186.0,587.0,0.316865417376,0.211243611584,both
