county,dem_votes,precinct,rep_votes,total
DOUGLAS,482,FIRST BAPTIST CHURCH,909,1391
DOUGLAS,1412,FACTORY SHOALS,905,2317
DOUGLAS,1915,BOUNDARY WATERS,447,2362
EARLY,156,Arlington,138,294
EARLY,1632,Blakely,828,2460
EARLY,47,Colomokee,111,158
EARLY,48,Cedar Springs,145,193
EARLY,152,Cuba,304,456
EARLY,277,Damascus,151,428
EARLY,41,Freeman,145,186
EARLY,57,Hilton,160,217
EARLY,121,Jakin,230,351
EARLY,191,Lucille,209,400
EARLY,43,Urquhart,136,179
ECHOLS,173,Statenville,917,1090
EFFINGHAM,118,1A,617,735
EFFINGHAM,253,1B,1167,1420
EFFINGHAM,151,1C,563,714
EFFINGHAM,166,1D,832,998
EFFINGHAM,183,2A,1096,1279
EFFINGHAM,393,2B,1279,1672
EFFINGHAM,292,2C,1308,1600
EFFINGHAM,204,3A,503,707
EFFINGHAM,413,3B,508,921
EFFINGHAM,302,3C,732,1034
EFFINGHAM,489,3D,909,1398
EFFINGHAM,351,4A,1291,1642
EFFINGHAM,341,4B,589,930
EFFINGHAM,218,4C,959,1177
EFFINGHAM,282,5A,1251,1533
EFFINGHAM,590,5B,1274,1864
EFFINGHAM,201,5C,718,919
ELBERT,1367,Elberton,1162,2529
ELBERT,141,Longstreet,291,432
ELBERT,153,Eliam,417,570
ELBERT,61,Petersburg,175,236
ELBERT,260,Wyche,535,795
ELBERT,92,Moss-Ruckersville,168,260
ELBERT,495,Pike,562,1057
ELBERT,66,Gaines,246,312
ELBERT,285,Goshen,665,950
ELBERT,84,Webbsboro,196,280
ELBERT,177,Centerville,442,619
EMANUEL,35,Oak Park,291,326
EMANUEL,114,Cross-Green,38,152
EMANUEL,1717,Swainsboro,2288,4005
EMANUEL,104,Summertown,218,322
EMANUEL,166,Stillmore,168,334
EMANUEL,9,Blundale,152,161
EMANUEL,113,Canoochee,310,423
EMANUEL,63,Garfield,274,337
EMANUEL,15,Cowford,283,298
EMANUEL,64,Nunez,171,235
EMANUEL,434,Twin City,539,973
EMANUEL,93,Adrian,368,461
EVANS,1268,Veterans Comm Ctr,2268,3536
FANNIN,131,COLWELL,488,619
FANNIN,98,FAIRPLAY,432,530
FANNIN,389,FLINTHILL,1229,1618
FANNIN,116,HEMPTOWN,491,607
FANNIN,128,HOTHOUSE,495,623
FANNIN,161,MINERAL BLUFF,696,857
FANNIN,123,MOBILE,469,592
FANNIN,204,MORGANTON,860,1064
FANNIN,98,NOONTOOTLA,381,479
FANNIN,48,SKENIAH,136,184
FANNIN,219,SUGAR CREEK,925,1144
FANNIN,313,TOCCOA,1255,1568
FAYETTE,1071,BLACKROCK,742,1813
FAYETTE,149,BROOKS,1368,1517
FAYETTE,1809,EUROPE,306,2115
FAYETTE,552,FAYETTEVILLE EAST,693,1245
FAYETTE,387,FAYETTEVILLE WEST,650,1037
FAYETTE,429,FLINT,571,1000
FAYETTE,701,HOPEFUL,688,1389
FAYETTE,973,MORNING CREEK,1012,1985
FAYETTE,461,RAREOVER,1416,1877
FAYETTE,1414,SANDY CREEK,1339,2753
FAYETTE,272,SHAKERAG EAST,736,1008
FAYETTE,226,SHAKERAG WEST,671,897
FAYETTE,421,STARRSMILL,2086,2507
FAYETTE,364,WHITEWATER,1773,2137
FAYETTE,209,WOOLSEY,1383,1592
FAYETTE,500,MCINTOSH,1697,2197
FAYETTE,230,OAK GROVE,710,940
FAYETTE,830,KEDRON,1439,2269
FAYETTE,297,ABERDEEN,909,1206
FAYETTE,197,WINDGATE,552,749
FAYETTE,468,FLAT CREEK,944,1412
FAYETTE,238,BRAELINN,1195,1433
FAYETTE,539,KENWOOD,199,738
FAYETTE,439,BANKS,710,1149
FAYETTE,309,HARPS CROSSING,897,1206
FAYETTE,508,WILLOW POND,1178,1686
FAYETTE,488,DOGWOOD,1493,1981
FAYETTE,702,OAK RIDGE,753,1455
FAYETTE,863,JEFF DAVIS,776,1639
FAYETTE,651,MURPHY,1327,1978
FAYETTE,609,FIELDING RIDGE,1849,2458
FAYETTE,324,WILLOWBEND,1027,1351
FAYETTE,329,CAMP CREEK,1032,1361
FAYETTE,508,RISING STAR,1804,2312
FAYETTE,885,SPRING HILL,1199,2084
FAYETTE,384,ANTIOCH,951,1335
FLOYD,410,ALTO PARK,1470,1880
FLOYD,109,ARMUCHEE,560,669
FLOYD,223,BARKERS,1055,1278
FLOYD,251,CAVE SPRING,648,899
FLOYD,144,CHULIO,525,669
FLOYD,663,ETOWAH,2236,2899
FLOYD,43,EVERETT SPRINGS,200,243
FLOYD,140,FLOYD SPRINGS,922,1062
FLOYD,106,FOSTERS MILL,450,556
FLOYD,335,GARDEN LAKES,870,1205
FLOYD,410,GLENWOOD,1316,1726
FLOYD,114,HOWELL,690,804
FLOYD,490,EAST LINDALE,1487,1977
FLOYD,991,MT ALTO NORTH,1301,2292
FLOYD,821,MT ALTO SOUTH,1351,2172
FLOYD,233,NORTH CAROLINA,757,990
FLOYD,108,RIVERSIDE,309,417
FLOYD,1043,EAST ROME,1273,2316
FLOYD,993,NORTH ROME,912,1905
FLOYD,608,SOUTH ROME,137,745
FLOYD,75,TEXAS VALLEY,428,503
FLOYD,85,VANNS VALLEY,284,369
FLOYD,281,WATTERS,1545,1826
FLOYD,344,WEST LINDALE,1108,1452
FLOYD,620,TOWN ROME,899,1519
FORSYTH,1148,01 Big Creek,4021,5169
FORSYTH,947,02 Brandywine,1555,2502
FORSYTH,639,03 Browns Bridge,3544,4183
FORSYTH,428,04 Chestatee,2771,3199
FORSYTH,361,05 Coal Mountain,2237,2598
FORSYTH,279,06 Crossroads,1932,2211
FORSYTH,318,07 Cumming,1209,1527
FORSYTH,556,08 Mashburn,2843,3399
FORSYTH,411,09 Matt,2735,3146
FORSYTH,1383,10 Midway,5847,7230
FORSYTH,453,11 Sawnee,2332,2785
FORSYTH,117,12 Pleasant Grove,893,1010
FORSYTH,260,15 Heardsville,1843,2103
FORSYTH,844,16 Otwell,3643,4487
FORSYTH,704,17 Johns Creek,2301,3005
FORSYTH,702,19 Old Atlanta,2897,3599
FORSYTH,589,20 Piney Grove,1519,2108
FORSYTH,594,21 South Forsyth,2915,3509
FORSYTH,429,22 Vickery,2521,2950
FORSYTH,677,24 Sharon Forks,2878,3555
FORSYTH,1057,25 Windermere,4470,5527
FORSYTH,456,27 Concord,3092,3548
FORSYTH,759,29 Polo,3114,3873
FORSYTH,257,30 Riverclub,1282,1539
FORSYTH,203,33 Keith Bridge,1514,1717
FRANKLIN,160,Carnesville,765,925
FRANKLIN,19,Ashland,131,150
FRANKLIN,52,Strange,364,416
FRANKLIN,63,Flintsville,310,373
FRANKLIN,32,Red Hill,281,313
FRANKLIN,87,Welborn,432,519
FRANKLIN,183,Gumlog,689,872
FRANKLIN,332,Lavonia,778,1110
FRANKLIN,140,Canon,507,647
FRANKLIN,262,Royston,825,1087
FRANKLIN,76,Middle River,551,627
FRANKLIN,31,Dooley,219,250
FRANKLIN,62,Gunnells,262,324
FULTON,1497,01A,270,1767
FULTON,1862,01B,380,2242
FULTON,561,01C1,17,578
FULTON,4,01C2,0,4
FULTON,535,01D,54,589
FULTON,1329,01E,324,1653
FULTON,467,01F,7,474
FULTON,945,01G,51,996
FULTON,1224,01J,29,1253
FULTON,649,01P,10,659
FULTON,671,01R,2,673
FULTON,897,01S,18,915
FULTON,617,01T,74,691
FULTON,894,02A,90,984
FULTON,966,02B,189,1155
FULTON,879,02C,152,1031
FULTON,1809,02D,247,2056
FULTON,926,02E,196,1122
FULTON,1219,02F1,317,1536
FULTON,282,02F2,46,328
FULTON,1243,02G,316,1559
FULTON,622,02J,91,713
FULTON,1971,02L1,752,2723
FULTON,264,02L2,150,414
FULTON,1380,02S,117,1497
FULTON,709,02W,227,936
FULTON,435,02X,188,623
FULTON,1016,03A,13,1029
FULTON,260,03B,1,261
FULTON,866,03C,5,871
FULTON,456,03D,3,459
FULTON,1004,03E,21,1025
FULTON,217,03G,4,221
FULTON,490,03H,5,495
FULTON,275,03L,6,281
FULTON,300,03M,114,414
FULTON,1004,03N,29,1033
FULTON,1027,03P1,226,1253
FULTON,95,03P2,3,98
FULTON,731,03R,12,743
FULTON,374,03S,1,375
FULTON,843,03T,37,880
FULTON,367,03U,2,369
FULTON,579,04A,10,589
FULTON,838,04B,16,854
FULTON,782,04D,9,791
FULTON,1255,04E,55,1310
FULTON,353,04G,3,356
FULTON,412,04H2,4,416
FULTON,1163,04K,22,1185
FULTON,705,04L,22,727
FULTON,352,04M,3,355
FULTON,1240,04S,14,1254
FULTON,608,04T,4,612
FULTON,1193,04V,14,1207
FULTON,813,04W,2,815
FULTON,1047,04X1,9,1056
FULTON,314,04X2,6,320
FULTON,869,05A1,135,1004
FULTON,1361,05A2,209,1570
FULTON,1150,05B,54,1204
FULTON,66,05C,2,68
FULTON,1247,06A,555,1802
FULTON,738,06B,343,1081
FULTON,1174,06D,497,1671
FULTON,906,06E,320,1226
FULTON,1114,06F,487,1601
FULTON,1237,06G,322,1559
FULTON,736,06H,453,1189
FULTON,1139,06J,508,1647
FULTON,572,06K,139,711
FULTON,372,06L1,241,613
FULTON,274,06L2,205,479
FULTON,666,06R,318,984
FULTON,1498,06S,778,2276
FULTON,1216,07A,1849,3065
FULTON,524,07B,1508,2032
FULTON,829,07C,1285,2114
FULTON,864,07D,1167,2031
FULTON,1740,07E,885,2625
FULTON,674,07F,969,1643
FULTON,572,07H,766,1338
FULTON,854,07J,846,1700
FULTON,668,07K1,528,1196
FULTON,229,07K2,57,286
FULTON,580,07M,567,1147
FULTON,613,07N,300,913
FULTON,532,08A,1162,1694
FULTON,643,08B,1595,2238
FULTON,193,08C,822,1015
FULTON,302,08D,655,957
FULTON,545,08E,1301,1846
FULTON,346,08F1,1249,1595
FULTON,701,08G,815,1516
FULTON,508,08H,1199,1707
FULTON,605,08J,1195,1800
FULTON,158,08K,273,431
FULTON,1227,08L,989,2216
FULTON,249,08M,810,1059
FULTON,131,08N1,450,581
FULTON,263,08N2,423,686
FULTON,809,08P,331,1140
FULTON,1035,09A,643,1678
FULTON,237,09B,1,238
FULTON,1736,09C,25,1761
FULTON,1039,09D,8,1047
FULTON,1161,09E,42,1203
FULTON,917,09F,1211,2128
FULTON,919,09G2,533,1452
FULTON,1215,09K,11,1226
FULTON,1008,09L,26,1034
FULTON,694,09M,421,1115
FULTON,1905,10A,12,1917
FULTON,1430,10C,5,1435
FULTON,2315,10D,16,2331
FULTON,613,10E,3,616
FULTON,673,10F,14,687
FULTON,878,10G,11,889
FULTON,1370,10H,19,1389
FULTON,442,10J,2,444
FULTON,2042,10L,27,2069
FULTON,1341,10M,20,1361
FULTON,786,10P,3,789
FULTON,427,10R,3,430
FULTON,440,11A1,8,448
FULTON,255,11A2,6,261
FULTON,3068,11B,46,3114
FULTON,1656,11C,24,1680
FULTON,656,11E1,21,677
FULTON,1002,11E2,13,1015
FULTON,1200,11E3,15,1215
FULTON,1411,11G,16,1427
FULTON,1375,11H,22,1397
FULTON,1078,11J,14,1092
FULTON,1176,11K,31,1207
FULTON,1694,11M,16,1710
FULTON,1486,11N,22,1508
FULTON,1052,11P,11,1063
FULTON,898,11R,1,899
FULTON,450,12A,12,462
FULTON,1231,12B,60,1291
FULTON,777,12C,33,810
FULTON,599,12D,10,609
FULTON,602,12E1,20,622
FULTON,439,12F,10,449
FULTON,479,12G,19,498
FULTON,1733,12H,39,1772
FULTON,1318,12J,16,1334
FULTON,284,12L,5,289
FULTON,170,12M,3,173
FULTON,951,12S,19,970
FULTON,1178,12T,17,1195
FULTON,391,AP01A,920,1311
FULTON,194,AP01B,190,384
FULTON,393,AP01C,793,1186
FULTON,198,AP01D,369,567
FULTON,91,AP02B,198,289
FULTON,248,AP03,87,335
FULTON,252,AP04A,815,1067
FULTON,54,AP04B,164,218
FULTON,798,AP05,2114,2912
FULTON,275,AP06,859,1134
FULTON,762,AP07A,1137,1899
FULTON,245,AP07B,672,917
FULTON,978,AP09A,1652,2630
FULTON,199,AP09B,284,483
FULTON,569,AP021,1073,1642
FULTON,470,AP022,698,1168
FULTON,163,AP10,495,658
FULTON,663,AP12A,728,1391
FULTON,506,AP13,1041,1547
FULTON,676,AP14,1331,2007
FULTON,95,CH01,39,134
FULTON,120,CH02,94,214
FULTON,60,CH03,173,233
FULTON,100,CH04A,195,295
FULTON,43,CH05,235,278
FULTON,193,CP01B,82,275
FULTON,321,CP011,80,401
FULTON,636,CP012,264,900
FULTON,463,CP02,96,559
FULTON,45,CP04,3,48
FULTON,49,CP05A,9,58
FULTON,59,CP05B,2,61
FULTON,930,CP051,23,953
FULTON,213,CP06,3,216
FULTON,544,CP07A,7,551
FULTON,15,CP07B,1,16
FULTON,132,CP081,2,134
FULTON,327,CP083,0,327
FULTON,335,EP01A,21,356
FULTON,666,EP01B,65,731
FULTON,556,EP03,49,605
FULTON,784,EP04,185,969
FULTON,1149,EP05,95,1244
FULTON,1028,EP06A,62,1090
FULTON,366,EP06B,9,375
FULTON,1002,EP071,170,1172
FULTON,785,EP072,79,864
FULTON,195,EP07B,6,201
FULTON,1534,EP08A,22,1556
FULTON,333,EP08B,5,338
FULTON,492,EP08D,11,503
FULTON,1034,EP09,76,1110
FULTON,454,EP10A,19,473
FULTON,455,EP10B,18,473
FULTON,722,EP11A,42,764
FULTON,320,EP11B,18,338
FULTON,3852,FA01A,583,4435
FULTON,337,FA01B,20,357
FULTON,1069,HP01,588,1657
FULTON,1170,JC01,1612,2782
FULTON,310,JC02,448,758
FULTON,103,JC03A,191,294
FULTON,399,JC03B,446,845
FULTON,926,JC04A,1727,2653
FULTON,65,JC04B,85,150
FULTON,535,JC05,784,1319
FULTON,442,JC06,1129,1571
FULTON,920,JC07,1396,2316
FULTON,648,JC08,1078,1726
FULTON,766,JC09,979,1745
FULTON,629,JC10,748,1377
FULTON,580,JC11,1440,2020
FULTON,402,JC12,1248,1650
FULTON,296,JC13A,1210,1506
FULTON,19,JC13B,203,222
FULTON,450,JC14,1147,1597
FULTON,240,JC15,210,450
FULTON,443,JC16,814,1257
FULTON,91,JC17,125,216
FULTON,537,JC18A,1323,1860
FULTON,56,JC18B,73,129
FULTON,868,JC19,1467,2335
FULTON,312,ML011,865,1177
FULTON,38,ML012,195,233
FULTON,22,ML01A,55,77
FULTON,19,ML01B,68,87
FULTON,191,ML02A,839,1030
FULTON,149,ML02B,733,882
FULTON,434,ML03,1916,2350
FULTON,422,ML04,1429,1851
FULTON,926,ML05,1803,2729
FULTON,1350,ML06,1232,2582
FULTON,86,ML07A,310,396
FULTON,159,ML07B,593,752
FULTON,136,MP01,164,300
FULTON,1067,PA01,366,1433
FULTON,877,RW01,2228,3105
FULTON,842,RW02,1655,2497
FULTON,1091,RW03,1171,2262
FULTON,454,RW04,825,1279
FULTON,655,RW05,492,1147
FULTON,696,RW06,1095,1791
FULTON,625,RW07,170,795
FULTON,384,RW08,1056,1440
FULTON,388,RW09,1422,1810
FULTON,633,RW10,1598,2231
FULTON,662,RW11A,979,1641
FULTON,586,RW12A,1357,1943
FULTON,140,RW12B,306,446
FULTON,756,RW13,1514,2270
FULTON,540,RW15,1599,2139
FULTON,374,RW16,846,1220
FULTON,797,RW17,854,1651
FULTON,418,RW18,1128,1546
FULTON,378,RW19,982,1360
FULTON,574,RW20,1172,1746
FULTON,611,RW21A,1525,2136
FULTON,3,RW21B,12,15
FULTON,1095,RW22A,994,2089
FULTON,2549,SC01B,56,2605
FULTON,1004,SC02,20,1024
FULTON,330,SC04,316,646
FULTON,392,SC05A,11,403
FULTON,3105,SC05B,178,3283
FULTON,2566,SC07A,359,2925
FULTON,13,SC08A,1,14
FULTON,2023,SC08B,73,2096
FULTON,88,SC08C,0,88
FULTON,301,SC08D,5,306
FULTON,187,SC08E,1,188
FULTON,394,SC08F,16,410
FULTON,1868,SC09A,57,1925
FULTON,1029,SC09B,19,1048
FULTON,836,SC10,18,854
FULTON,1009,SC11A,18,1027
FULTON,941,SC11B,11,952
FULTON,3400,SC13A,125,3525
FULTON,1265,SC13B,82,1347
FULTON,564,SC14,15,579
FULTON,2719,SC16,47,2766
FULTON,44,SC17A,0,44
FULTON,692,SC17C,21,713
FULTON,299,SC18A,5,304
FULTON,2914,SC18B,84,2998
FULTON,127,SC19A,5,132
FULTON,764,SC19B,23,787
FULTON,546,SC211,20,566
FULTON,1407,SC212,94,1501
FULTON,2980,SC23A,76,3056
FULTON,300,SC23B,14,314
FULTON,1391,SC27,32,1423
FULTON,1739,SC29A,24,1763
FULTON,96,SC29B,4,100
FULTON,93,SC30A,0,93
FULTON,797,SC30B,6,803
FULTON,571,SS01,1553,2124
FULTON,356,SS02A,431,787
FULTON,432,SS02B,281,713
FULTON,374,SS03,516,890
FULTON,856,SS04,680,1536
FULTON,443,SS05,861,1304
FULTON,257,SS06,683,940
FULTON,162,SS07A,426,588
FULTON,92,SS07B,178,270
FULTON,164,SS07C,260,424
FULTON,609,SS08A,523,1132
FULTON,151,SS08B,304,455
FULTON,173,SS08C,171,344
FULTON,505,SS09,1378,1883
FULTON,632,SS10,1711,2343
FULTON,933,SS11A,958,1891
FULTON,376,SS11B,288,664
FULTON,182,SS11C,55,237
FULTON,100,SS11D,134,234
FULTON,592,SS12,1096,1688
FULTON,568,SS13A,661,1229
FULTON,141,SS13B,186,327
FULTON,258,SS14,689,947
FULTON,821,SS15A,188,1009
FULTON,595,SS15B,354,949
FULTON,391,SS16,1165,1556
FULTON,820,SS17,1373,2193
FULTON,141,SS18A,314,455
FULTON,60,SS18B,115,175
FULTON,1093,SS19A,489,1582
FULTON,724,SS19B,480,1204
FULTON,626,SS20,462,1088
FULTON,794,SS22,804,1598
FULTON,294,SS25,687,981
FULTON,1396,SS26,371,1767
FULTON,758,SS29A,859,1617
FULTON,2,SS29B,3,5
FULTON,281,SS31,422,703
FULTON,1995,UC01A,58,2053
FULTON,149,UC01B,4,153
FULTON,3746,UC02A,155,3901
FULTON,5,UC02B,0,5
FULTON,740,UC031,116,856
FULTON,222,UC032,205,427
FULTON,24,UC033,3,27
GILMER,274,ELLIJAY SOUTH,1151,1425
GILMER,139,CARTECAY,759,898
GILMER,134,TAILS CREEK,577,711
GILMER,90,TOWN CREEK,458,548
GILMER,226,LEACHES,966,1192
GILMER,104,CHERRY LOG,419,523
GILMER,128,BOARDTOWN,631,759
GILMER,89,MOUNTAINTOWN,515,604
GILMER,167,EAST ELLIJAY,722,889
GILMER,156,ELLIJAY NORTH,735,891
GILMER,104,YUKON,550,654
GILMER,146,BIG CREEK,636,782
GILMER,201,ELLIJAY NORTHEAST,807,1008
GLASCOCK,3,Edgehill,84,87
GLASCOCK,61,Gibson,372,433
GLASCOCK,45,Mill,441,486
GLASCOCK,67,Mitchell,238,305
GLYNN,478,Sterling Elem School,1865,2343
GLYNN,492,Marshes of Glynn,1152,1644
GLYNN,327,Satilla Marsh School,1110,1437
GLYNN,233,Glyndale School,1137,1370
GLYNN,437,Christian Renewal,1737,2174
GLYNN,291,Oglethorpe Point,1264,1555
GLYNN,681,St Williams Church,2142,2823
GLYNN,656,First Baptist,1942,2598
GLYNN,171,Jekyll Island,294,465
GLYNN,521,Sterling Church of God,1201,1722
GLYNN,268,SE Baptist Bldg,844,1112
GLYNN,410,Career Academy,1306,1716
GLYNN,483,C B Greer School,1224,1707
GLYNN,563,Ballard Complex,1071,1634
GLYNN,1067,Northside Church,696,1763
GLYNN,830,Abundant Life,585,1415
GLYNN,501,College Place A,457,958
GLYNN,281,College Place B,30,311
GLYNN,1084,City Rec Bldg,545,1629
GLYNN,1690,Burroughs Molette,126,1816
GLYNN,486,Selden Park,165,651
GORDON,104,SUGAR VALLEY,610,714
GORDON,157,PLAINVILLE,769,926
GORDON,492,SONORAVILLE,2245,2737
GORDON,63,RANGER,315,378
GORDON,78,PINE CHAPEL,423,501
GORDON,105,OOSTANAULA,281,386
GORDON,111,OAKMAN,320,431
GORDON,626,GORDON COUNTY,2276,2902
GORDON,1084,CALHOUN CITY,2840,3924
GORDON,166,LILY POND,792,958
GORDON,113,FAIRMOUNT,623,736
GORDON,227,RED BUD,1135,1362
GORDON,114,RESACA,568,682
GRADY,69,Blowing Cave,391,460
GRADY,1308,Cairo 4th District,263,1571
GRADY,666,Cairo 5th District,886,1552
GRADY,131,Duncanville,196,327
GRADY,199,Higdon,361,560
GRADY,42,Limesink,162,204
GRADY,184,Midway,657,841
GRADY,167,Pine Park,342,509
GRADY,122,Ragan,246,368
GRADY,54,Spence,394,448
GRADY,45,Spring Hill,329,374
GRADY,202,Whigham,517,719
GRADY,230,Woodland,1180,1410
GREENE,1327,Greensboro,672,1999
GREENE,122,Greshamville,364,486
GREENE,221,Woodville,179,400
GREENE,430,Union Point,341,771
GREENE,426,Siloam,319,745
GREENE,143,White Plains,136,279
GREENE,96,Liberty,244,340
GREENE,436,Old Salem,2816,3252
GWINNETT,1108,001 Harbins A,1863,2971
GWINNETT,1330,002 Rockbridge A,652,1982
GWINNETT,1161,003 Dacula,1323,2484
GWINNETT,356,004 Suwanee A,529,885
GWINNETT,648,005 Baycreek A,1213,1861
GWINNETT,1001,006 Goodwins A,1130,2131
GWINNETT,1068,007 Duluth A,1573,2641
GWINNETT,560,008 Duncans A,2109,2669
GWINNETT,636,009 Pucketts A,2016,2652
GWINNETT,472,010 Cates A,1033,1505
GWINNETT,668,011 Berkshire A,424,1092
GWINNETT,1636,012 Berkshire B,760,2396
GWINNETT,386,013 Duncans C,1546,1932
GWINNETT,687,014 Garners A,1620,2307
GWINNETT,885,015 Lawrenceville A,935,1820
GWINNETT,1444,016 Lawrenceville B,1011,2455
GWINNETT,1085,017 Martins A,358,1443
GWINNETT,957,018 Martins B,597,1554
GWINNETT,643,019 Martins C,700,1343
GWINNETT,882,020 Pinckneyville A,228,1110
GWINNETT,877,021 Pinckneyville B,407,1284
GWINNETT,443,022 Pinckneyville C,725,1168
GWINNETT,716,023 Pinckneyville D,192,908
GWINNETT,574,024 Sugar Hill A,1148,1722
GWINNETT,849,025 Sugar Hill B,1615,2464
GWINNETT,1003,026 Hog Mountain A,1116,2119
GWINNETT,846,027 Hog Mountain B,1779,2625
GWINNETT,1016,028 Rockycreek A,1966,2982
GWINNETT,294,029 Cates B,826,1120
GWINNETT,839,030 Cates C,752,1591
GWINNETT,444,031 Hog Mountain D,1076,1520
GWINNETT,589,032 Berkshire D,1141,1730
GWINNETT,423,033 Berkshire E,905,1328
GWINNETT,514,034 Berkshire F,450,964
GWINNETT,672,035 Cates D,1233,1905
GWINNETT,558,036 Cates E,1227,1785
GWINNETT,715,037 Pinckneyville E,216,931
GWINNETT,523,038 Pinckneyville F,293,816
GWINNETT,619,039 Duncans D,2488,3107
GWINNETT,1004,040 Pinckneyville H,1306,2310
GWINNETT,1645,041 Baycreek B,1272,2917
GWINNETT,446,042 Lawrenceville C,1176,1622
GWINNETT,769,043 Martins D,203,972
GWINNETT,1439,044 Rockbridge B,723,2162
GWINNETT,1076,045 Garners B,857,1933
GWINNETT,311,046 Cates F,910,1221
GWINNETT,405,047 Cates G,1482,1887
GWINNETT,688,048 Duluth B,1142,1830
GWINNETT,502,049 Garners C,605,1107
GWINNETT,912,050 Pinckneyville I,354,1266
GWINNETT,745,051 Pinckneyville J,193,938
GWINNETT,434,052 Berkshire G,933,1367
GWINNETT,1148,053 Cates H,745,1893
GWINNETT,663,054 Sugar Hill C,1731,2394
GWINNETT,707,055 Sugar Hill D,1201,1908
GWINNETT,592,056 Duluth C,775,1367
GWINNETT,1175,057 Duluth D,1042,2217
GWINNETT,1196,058 Pinckneyville K,375,1571
GWINNETT,1404,059 Pinckneyville N,318,1722
GWINNETT,1619,060 Lawrenceville D,535,2154
GWINNETT,504,061 Lawrenceville E,895,1399
GWINNETT,436,062 Pinckneyville L,1255,1691
GWINNETT,427,063 Pinckneyville M,1335,1762
GWINNETT,1295,064 Garners D,606,1901
GWINNETT,498,065 Berkshire H,367,865
GWINNETT,1134,066 Pinckneyville O,382,1516
GWINNETT,963,067 Pucketts E,1400,2363
GWINNETT,762,068 Cates I,1344,2106
GWINNETT,844,069 Cates J,1078,1922
GWINNETT,713,070 Goodwins B,1628,2341
GWINNETT,1472,071 Lawrenceville F,657,2129
GWINNETT,2171,072 Martins E,298,2469
GWINNETT,584,073 Pinckneyville P,706,1290
GWINNETT,709,074 Pinckneyville Q,109,818
GWINNETT,2019,075 Rockbridge C,700,2719
GWINNETT,1389,076 Rockbridge D,774,2163
GWINNETT,1295,077 Goodwins C,1188,2483
GWINNETT,766,078 Baycreek K,1221,1987
GWINNETT,449,079 Cates K,1161,1610
GWINNETT,1616,080 Baycreek C,1658,3274
GWINNETT,1110,081 Cates L,1248,2358
GWINNETT,1432,082 Duluth E,823,2255
GWINNETT,969,083 Goodwins D,1379,2348
GWINNETT,979,084 Lawrenceville G,497,1476
GWINNETT,815,085 Lawrenceville H,1529,2344
GWINNETT,885,086 Martins F,340,1225
GWINNETT,780,087 Pinckneyville S,721,1501
GWINNETT,1592,088 Rockbridge E,715,2307
GWINNETT,460,089 Sugar Hill E,1146,1606
GWINNETT,898,090 Lawrenceville I,928,1826
GWINNETT,977,091 Baycreek D,1702,2679
GWINNETT,567,092 Berkshire J,1228,1795
GWINNETT,752,093 Cates M,1920,2672
GWINNETT,364,094 Cates N,1339,1703
GWINNETT,1515,095 Duluth F,543,2058
GWINNETT,582,096 Duluth G,1087,1669
GWINNETT,1127,097 Goodwins E,1700,2827
GWINNETT,707,098 Goodwins F,981,1688
GWINNETT,734,099 Pinckneyville T,748,1482
GWINNETT,759,100 Suwanee B,1523,2282
GWINNETT,652,101 Pinckneyville U,574,1226
GWINNETT,526,102 Pucketts B,1277,1803
GWINNETT,1009,103 Berkshire L,458,1467
GWINNETT,2352,104 Rockbridge F,890,3242
GWINNETT,658,105 Sugar Hill F,1481,2139
GWINNETT,790,106 Suwanee C,1648,2438
GWINNETT,289,107 Cates O,557,846
GWINNETT,733,108 Baycreek E,972,1705
GWINNETT,344,109 Berkshire M,717,1061
GWINNETT,702,110 Martins G,411,1113
GWINNETT,555,111 Duluth H,896,1451
GWINNETT,611,112 Berkshire N,1417,2028
GWINNETT,508,113 Pinckneyville V,333,841
GWINNETT,1029,114 Pinckneyville W,886,1915
GWINNETT,1357,115 Martins H,960,2317
GWINNETT,1166,116 Martins I,500,1666
GWINNETT,1415,117 Martins J,368,1783
GWINNETT,350,118 Garners F,664,1014
GWINNETT,515,119 Berkshire O,1173,1688
GWINNETT,374,120 Berkshire P,382,756
GWINNETT,790,121 Pinckneyville X,1155,1945
GWINNETT,2152,122 Rockbridge G,738,2890
GWINNETT,1114,123 Pinckneyville Y,284,1398
GWINNETT,793,124 Goodwins G,476,1269
GWINNETT,291,125 Pinckneyville Z,1061,1352
GWINNETT,510,126 Pinckneyville A1,1402,1912
GWINNETT,627,127 Lawrenceville J,468,1095
GWINNETT,628,128 Goodwins H,878,1506
GWINNETT,527,129 Duncans B,1930,2457
GWINNETT,658,130 Suwanee D,1985,2643
GWINNETT,631,131 Suwanee E,1745,2376
GWINNETT,729,132 Lawrenceville K,1166,1895
GWINNETT,468,133 Harbins B,1657,2125
GWINNETT,1128,134 Baycreek F,1065,2193
GWINNETT,463,135 Pucketts C,1212,1675
GWINNETT,716,136 Hog Mountain C,1493,2209
GWINNETT,911,137 Rockycreek B,1888,2799
GWINNETT,657,138 Duluth I,1648,2305
GWINNETT,1755,139 Martins K,643,2398
GWINNETT,489,140 Suwanee H,1713,2202
GWINNETT,428,141 Sugar Hill G,1176,1604
GWINNETT,811,142 Suwanee F,1291,2102
GWINNETT,1259,143 Lawrenceville L,1419,2678
GWINNETT,1837,144 Lawrenceville M,720,2557
