,ID,AREA,DATA,DISTRICT,CTYSOSID,PRECINCT_I,PRECINCT_N,COUNTY,COUNTY_NAM,FIPS2,income_race_precincts_race,income_race_precincts_avg_income,ajc_precinct
480,4129965,1.38,544,067FO04,067FO04,FO04,FAIR OAKS 04,33,COBB,67,,44912.2795331,FAIR OAKS 04
481,4130048,1.94,583,067MR2B,067MR2B,MR2B,MARIETTA 2B,33,COBB,67,,65711.1799342,MARIETTA 2B
482,4289302,1.77,510,067BF02,067BF02,BF02,BELLS FERRY 02,33,COBB,67,white,88512.9901919,BELLS FERRY 02
483,4289361,1.73,519,067BW01,067BW01,BW01,BLACKWELL 01,33,COBB,67,white,92280.8493667,BLACKWELL 01
484,4289422,2.55,550,067GT01,067GT01,GT01,GRITTERS 01,33,COBB,67,white,86430.0564448,GRITTERS 01
485,4289508,1.12,579,067MK01,067MK01,MK01,MCCLESKEY 01,33,COBB,67,white,102494.999956,MCCLESKEY 01
486,4289568,1.92,601,067NS01,067NS01,NS01,NICHOLSON 01,33,COBB,67,white,98730.8242133,NICHOLSON 01
487,4289645,1.31,508,067AD01,067AD01,AD01,ADDISON 01,33,COBB,67,white,96407.00754,ADDISON 01
488,4289689,0.91,625,067SI01,067SI01,SI01,SIMPSON 01,33,COBB,67,white,123586.000049,SIMPSON 01
489,4275541,1.28,590,067MR6A,067MR6A,MR6A,MARIETTA 6A,33,COBB,67,white,58686.2957434,MARIETTA 6A
490,4263885,2.96,589,067MR5B,067MR5B,MR5B,MARIETTA 5B,33,COBB,67,white,71131.401242,MARIETTA 5B
491,4144240,2.36,554,067HY01,067HY01,HY01,HAYES 01,33,COBB,67,white,93193.9643763,HAYES 01
492,4144356,3.46,611,067PM02,067PM02,PM02,PINE MOUNTAIN 02,33,COBB,67,white,86939.8596807,PINE MOUNTAIN 02
493,4144474,4.17,521,067CH02,067CH02,CH02,CHEATHAM HILL 02,33,COBB,67,white,96504.704698,CHEATHAM HILL 02
494,4244199,1.55,609,067PF01,067PF01,PF01,POWERS FERRY 01,33,COBB,67,white,72146.5837328,POWERS FERRY 01
495,4244374,3.43,1302,12108E,12108E,08E,08E,60,FULTON,121,white,269010.312053,08E
496,4244438,2.37,647,067VG04,067VG04,VG04,VININGS 04,33,COBB,67,white,126661.805272,VININGS 04
497,4237877,2.86,592,067MR7A,067MR7A,MR7A,MARIETTA 7A,33,COBB,67,,45574.9659184,MARIETTA 7A
498,4228140,1.39,545,067FO05,067FO05,FO05,FAIR OAKS 05,33,COBB,67,,40611.7386728,FAIR OAKS 05
499,4228201,3.25,581,067MR1A,067MR1A,MR1A,MARIETTA 1A,33,COBB,67,,44243.5740626,MARIETTA 1A
500,4221239,6.2,529,067DI01,067DI01,DI01,DOBBINS 01,33,COBB,67,,48433.5654379,DOBBINS 01
501,4213327,1.87,632,067SN5A,067SN5A,SN5A,SMYRNA 5A,33,COBB,67,,49751.0936112,SMYRNA 5A
502,4213464,1.69,630,067SN3A,067SN3A,SN3A,SMYRNA 3A,33,COBB,67,,57525.2561464,SMYRNA 3A
503,4167376,1.34,587,067MR4C,067MR4C,MR4C,MARIETTA 4C,33,COBB,67,white,74968.78785,MARIETTA 4C
504,4167456,3.12,557,067KE3A,067KE3A,KE3A,KENNESAW 3A,33,COBB,67,white,75715.0304655,KENNESAW 3A
505,4171830,1.3,585,067MR4A,067MR4A,MR4A,MARIETTA 4A,33,COBB,67,white,83951.0,MARIETTA 4A
506,4171900,1.45,588,067MR5A,067MR5A,MR5A,MARIETTA 5A,33,COBB,67,,54417.3046791,MARIETTA 5A
507,4198264,2.33,634,067SN7A,067SN7A,SN7A,SMYRNA 7A,33,COBB,67,white,99052.1272221,SMYRNA 7A
508,4198436,2.08,631,067SN4A,067SN4A,SN4A,SMYRNA 4A,33,COBB,67,white,88558.9035795,SMYRNA 4A
509,4184211,1.96,541,067EP01,067EP01,EP01,EAST PIEDMONT 01,33,COBB,67,white,64825.2446372,EAST PIEDMONT 01
510,4184291,1.28,555,067KE1A,067KE1A,KE1A,KENNESAW 1A,33,COBB,67,white,77015.5050269,KENNESAW 1A
511,4184445,5.31,512,067BG01,067BG01,BG01,BIG SHANTY 01,33,COBB,67,white,69130.7263802,BIG SHANTY 01
512,4178077,1.38,586,067MR4B,067MR4B,MR4B,MARIETTA 4B,33,COBB,67,white,65071.6983488,MARIETTA 4B
513,4178201,3.08,536,067EL01,067EL01,EL01,ELIZABETH 01,33,COBB,67,white,68561.6172113,ELIZABETH 01
514,4149489,2.24,610,067PM01,067PM01,PM01,PINE MOUNTAIN 01,33,COBB,67,white,114203.499666,PINE MOUNTAIN 01
515,4149561,1.75,556,067KE2A,067KE2A,KE2A,KENNESAW 2A,33,COBB,67,white,85698.9271015,KENNESAW 2A
516,4149702,1.47,594,067MS02,067MS02,MS02,MARS HILL 02,33,COBB,67,white,98446.0335185,MARS HILL 02
517,4160720,1.51,507,067AC1C,067AC1C,AC1C,ACWORTH 1C,33,COBB,67,white,79031.1637163,ACWORTH 1C
518,4160870,1.73,558,067KE4A,067KE4A,KE4A,KENNESAW 4A,33,COBB,67,white,77266.2969222,KENNESAW 4A
519,4160936,1.67,559,067KE5A,067KE5A,KE5A,KENNESAW 5A,33,COBB,67,white,79632.8809973,KENNESAW 5A
520,4161012,2.26,514,067BK01,067BK01,BK01,BAKER 01,33,COBB,67,white,83133.409111,BAKER 01
521,4203249,1.68,602,067OK01,067OK01,OK01,OAKDALE 01,33,COBB,67,white,114410.028123,OAKDALE 01
522,4203435,2.03,599,067NJ01,067NJ01,NJ01,NICKAJACK 01,33,COBB,67,white,96528.8662411,NICKAJACK 01
523,4208674,1.89,633,067SN6A,067SN6A,SN6A,SMYRNA 6A,33,COBB,67,white,117261.09756,SMYRNA 6A
524,4208817,1.17,646,067VG03,067VG03,VG03,VININGS 03,33,COBB,67,white,101153.096721,VININGS 03
525,4208898,1.6,645,067VG02,067VG02,VG02,VININGS 02,33,COBB,67,,85128.5831797,VININGS 02
526,4231120,1.11,629,067SN2A,067SN2A,SN2A,SMYRNA 2A,33,COBB,67,,63168.5304485,SMYRNA 2A
527,4231203,1.16,628,067SN1A,067SN1A,SN1A,SMYRNA 1A,33,COBB,67,,62805.5286894,SMYRNA 1A
528,4269347,1.91,591,067MR6B,067MR6B,MR6B,MARIETTA 6B,33,COBB,67,white,84439.8843064,MARIETTA 6B
529,4269518,1.63,537,067EL02,067EL02,EL02,ELIZABETH 02,33,COBB,67,white,71124.8854385,ELIZABETH 02
530,4283556,1.46,539,067EL04,067EL04,EL04,ELIZABETH 04,33,COBB,67,white,69450.4283272,ELIZABETH 04
531,4283656,2.39,627,067SM03,067SM03,SM03,SEWELL MILL 03,33,COBB,67,white,77698.3457055,SEWELL MILL 03
532,4283787,1.6,538,067EL03,067EL03,EL03,ELIZABETH 03,33,COBB,67,white,100849.673996,ELIZABETH 03
533,4283868,1.34,540,067EL05,067EL05,EL05,ELIZABETH 05,33,COBB,67,white,107569.000056,ELIZABETH 05
534,4661356,4.37,948,089SM,089SM,SM,SALEM MIDDLE,44,DEKALB,89,black,67964.3714773,SALEM MIDDLE
535,4661421,1.17,902,089MV,089MV,MV,MILLER GROVE ROAD,44,DEKALB,89,black,79162.9997618,MILLER GROVE ROAD
536,4661462,0.47,809,089CC,089CC,CC,COLUMBIA ELEM,44,DEKALB,89,black,37708.5424923,COLUMBIA ELEM
537,4661502,0.83,850,089FL,089FL,FL,FLAT SHOALS LIBRARY,44,DEKALB,89,black,53082.3465227,FLAT SHOALS LIBRARY
538,4661550,1.34,819,089CM,089CM,CM,COLUMBIA MIDDLE,44,DEKALB,89,black,48321.456227,COLUMBIA MIDDLE
539,4661599,0.61,959,089TC,089TC,TC,TONEY ELEM,44,DEKALB,89,black,31018.0001088,TONEY ELEM
540,4661641,0.87,872,089KE,089KE,KE,KNOLLWOOD ELEM,44,DEKALB,89,black,58064.2778009,KNOLLWOOD ELEM
541,4661698,1.03,964,089WA,089WA,WA,WADSWORTH ELEM,44,DEKALB,89,black,39815.870019,WADSWORTH ELEM - 05
542,4661752,0.66,942,089SG,089SG,SG,SNAPFINGER ELEM,44,DEKALB,89,black,49201.5433753,SNAPFINGER ELEM
543,4811515,1.28,1723,13566,13566,66,PINCKNEYVILLE O,67,GWINNETT,135,hispanic,43949.9557506,PINCKNEYVILLE O
544,4811580,3.8,1695,13538,13538,38,PINCKNEYVILLE F,67,GWINNETT,135,hispanic,48601.4434474,PINCKNEYVILLE F
545,4811658,3.16,1716,13559,13559,59,PINCKNEYVILLE N,67,GWINNETT,135,,46957.0349528,PINCKNEYVILLE N
546,4811745,0.73,906,089NC,089NC,NC,NORTH HAIRSTON,44,DEKALB,89,black,60236.9999293,NORTH HAIRSTON
547,4811793,2.4,799,089BF,089BF,BF,BROCKETT ELEM,44,DEKALB,89,,58317.6675457,BROCKETT ELEM
548,5016710,1.53,1741,13584,13584,84,LAWRENCEVILLE G,67,GWINNETT,135,,80120.3323567,LAWRENCEVILLE G
549,5016783,1.33,1807,135150,135150,150,DULUTH K,67,GWINNETT,135,,33750.9787657,DULUTH K
550,5016839,2.54,1705,13548,13548,48,DULUTH B,67,GWINNETT,135,,72921.5412114,DULUTH B
551,5016918,2.19,1753,13596,13596,96,DULUTH G,67,GWINNETT,135,,110492.900219,DULUTH G
552,5017020,2.38,1729,13572,13572,72,MARTINS E,67,GWINNETT,135,,44527.0956843,MARTINS E
553,5024274,5.56,1752,13595,13595,95,DULUTH F,67,GWINNETT,135,,80415.67377,DULUTH F
554,5024380,3.52,1795,135138,135138,138,DULUTH I,67,GWINNETT,135,,104633.557229,DULUTH I
555,5024448,4.76,1426,121JC01,121JC01,JC01,JC01,60,FULTON,121,,145436.99994,JC01
556,5024510,3.0,1664,1357,1357,7,DULUTH A,67,GWINNETT,135,white,98014.0090971,DULUTH A
557,4683409,0.69,894,089MN,089MN,MN,MEMORIAL SOUTH,44,DEKALB,89,black,41417.7465845,MEMORIAL SOUTH
558,4683453,1.39,893,089MM,089MM,MM,MEMORIAL NORTH,44,DEKALB,89,black,43097.1164635,MEMORIAL NORTH
559,4683534,1.37,965,089WB,089WB,WB,WESLEY CHAPEL LIBRAR,44,DEKALB,89,black,56502.0,WESLEY CHAPEL LIBRAR
560,4683587,1.3,954,089SS,089SS,SS,SNAPFINGER ROAD S,44,DEKALB,89,black,60566.2389816,SNAPFINGER ROAD SOUT
561,4683656,1.27,886,089MF,089MF,MF,MCWILLIAMS,44,DEKALB,89,black,65251.9999564,MCWILLIAMS
562,4683697,2.57,889,089MI,089MI,MI,MIDDLE GROVE MIDDLE,44,DEKALB,89,black,47983.0366455,MIDDLE GROVE MIDDLE
563,4683741,1.96,805,089BM,089BM,BM,BETHUNE MIDDLE,44,DEKALB,89,black,53747.6837004,BETHUNE MIDDLE
564,4897053,5.86,939,089SD,089SD,SD,STONE MOUNTAIN ELEM,44,DEKALB,89,black,71286.1437994,STONE MOUNTAIN ELEM
565,4897167,2.38,973,089WN,089WN,WN,WYNBROOKE ELEM,44,DEKALB,89,black,73882.004222,WYNBROOKE ELEM
566,4897210,1.98,955,089ST,089ST,ST,STEPHENSON MIDDLE,44,DEKALB,89,black,77019.3781422,STEPHENSON MIDDLE
567,4897257,1.16,950,089SO,089SO,SO,SOUTH DESHON,44,DEKALB,89,black,76661.6416358,SOUTH DESHON
568,4897294,3.52,1721,13564,13564,64,GARNERS D,67,GWINNETT,135,black,68808.0899946,GARNERS D
569,4677935,0.4,963,089VB,089VB,VB,VALLEY BROOK,44,DEKALB,89,,47316.0002603,VALLEY BROOK
570,4677979,1.8,938,089SC,089SC,SC,SHAW-ROBERT SHAW ELE,44,DEKALB,89,black,53268.7732685,SHAW-ROBERT SHAW ELE
571,4678058,0.34,826,089CT,089CT,CT,COVINGTON HWY,44,DEKALB,89,black,27600.0000297,COVINGTON HWY LIBRAR
572,4678088,1.71,928,089RG,089RG,RG,ROWLAND ELEM,44,DEKALB,89,black,35326.7998836,ROWLAND ELEM
573,4678163,1.04,832,089DE,089DE,DE,DUNAIRE ELEM,44,DEKALB,89,black,58731.7910895,DUNAIRE ELEM
574,4678212,1.09,786,089AA,089AA,AA,ALLGOOD ELEM,44,DEKALB,89,black,63471.9998234,ALLGOOD ELEM
575,4678268,0.92,865,089IB,089IB,IB,INDIAN CREEK ELEM,44,DEKALB,89,black,37167.245448,INDIAN CREEK ELEM
576,4678332,1.08,817,089CK,089CK,CK,CLARKSTON (CLA),44,DEKALB,89,black,37306.7694379,CLARKSTON
577,5054602,2.18,1667,13510,13510,10,CATES A,67,GWINNETT,135,white,93438.5673772,CATES A
578,5054671,2.62,1738,13581,13581,81,CATES L,67,GWINNETT,135,,70051.9971414,CATES L
579,5054739,3.19,1813,135156,135156,156,BAYCREEK J,67,GWINNETT,135,,80793.2614533,BAYCREEK J
580,5054799,5.78,1698,13541,13541,41,BAYCREEK B,67,GWINNETT,135,,78720.2706164,BAYCREEK B
581,5054869,2.91,1791,135134,135134,134,BAYCREEK F,67,GWINNETT,135,white,76728.0000797,BAYCREEK F
582,5054950,1.75,1751,13594,13594,94,CATES N,67,GWINNETT,135,white,101025.320875,CATES N
583,5055013,1.65,1662,1355,1355,5,BAYCREEK A,67,GWINNETT,135,white,89086.6851566,BAYCREEK A
584,4995527,1.51,1743,13586,13586,86,MARTINS F,67,GWINNETT,135,,48606.0125066,MARTINS F
585,4995571,1.55,1691,13534,13534,34,BERKSHIRE F,67,GWINNETT,135,,58238.2312173,BERKSHIRE F
586,4995638,1.8,1776,135119,135119,119,BERKSHIRE O,67,GWINNETT,135,white,82742.4891836,BERKSHIRE O
587,4995707,1.85,1676,13519,13519,19,MARTINS C,67,GWINNETT,135,,59659.7987336,MARTINS C
588,4995759,1.14,1700,13543,13543,43,MARTINS D,67,GWINNETT,135,,52116.1756184,MARTINS D
589,4995799,1.78,1773,135116,135116,116,MARTINS I,67,GWINNETT,135,,62145.012094,MARTINS I
590,4995851,1.38,1774,135117,135117,117,MARTINS J,67,GWINNETT,135,,47118.6057567,MARTINS J
591,4995902,2.01,1745,13588,13588,88,ROCKBRIDGE E,67,GWINNETT,135,black,56859.2083175,ROCKBRIDGE E
592,4726963,1.85,1556,121SS12,121SS12,SS12,SS12,60,FULTON,121,white,124374.241597,SS12
593,4727036,0.33,1545,121SS07C,121SS07C,SS07C,SS07C,60,FULTON,121,white,108524.999954,SS07C
594,4727078,0.29,1544,121SS07B,121SS07B,SS07B,SS07B,60,FULTON,121,white,108524.999331,SS07B
595,4727115,0.62,1543,121SS07A,121SS07A,SS07A,SS07A,60,FULTON,121,white,84328.9999613,SS07A
596,4727143,0.25,1547,121SS08B,121SS08B,SS08B,SS08B,60,FULTON,121,white,108524.991486,SS08B
597,4727163,0.26,1538,121SS02B,121SS02B,SS02B,SS02B,60,FULTON,121,white,90477.0,SS02B
598,4727200,0.19,1548,121SS08C,121SS08C,SS08C,SS08C,60,FULTON,121,white,84329.0001405,SS08C
599,4727222,1.07,1540,121SS04,121SS04,SS04,SS04,60,FULTON,121,,74517.0043037,SS04
600,4727266,0.53,1546,121SS08A,121SS08A,SS08A,SS08A,60,FULTON,121,white,108525.000018,SS08A
601,4727313,0.64,1549,121SS08D,121SS08D,SS08D,SS08D,60,FULTON,121,white,108525.020545,SS08D
602,4727353,1.01,1572,121SS29A,121SS29A,SS29A,SS29A,60,FULTON,121,,103129.00006,SS29A
603,4727400,0.79,876,089LC,089LC,LC,LAVISTA,44,DEKALB,89,,91469.3933821,LAVISTA
604,4606138,0.9,1281,12106J,12106J,06J,06J,60,FULTON,121,,45081.057745,06J
605,4606213,0.48,1276,12106E,12106E,06E,06E,60,FULTON,121,white,72178.7174635,06E
606,4606254,0.22,1285,12106Q,12106Q,06Q,06Q,60,FULTON,121,white,74875.0001423,06Q
607,4606291,0.92,1287,12106S,12106S,06S,06S,60,FULTON,121,white,59200.5701212,06S
608,4606367,0.35,1279,12106H,12106H,06H,06H,60,FULTON,121,white,59582.2674532,06H
609,4606414,1.23,1275,12106D,12106D,06D,06D,60,FULTON,121,white,71373.3689554,06D
610,4606485,2.58,882,089MB,089MB,MB,MCNAIR HIGH,44,DEKALB,89,black,66331.6333265,MCNAIR HIGH
611,4890864,0.99,879,089LH,089LH,LH,LITHONIA HIGH,44,DEKALB,89,black,55563.9999656,LITHONIA HIGH
612,4890917,2.06,929,089RH,089RH,RH,REDAN-TROTTI LIBRARY,44,DEKALB,89,black,49647.55742,REDAN-TROTTI LIBRARY
613,4890970,6.7,966,089WD,089WD,WD,WOODROW ROAD,44,DEKALB,89,black,56197.9405044,WOODROW ROAD
614,4891022,0.9,877,089LD,089LD,LD,LITHONIA (LIT),44,DEKALB,89,black,48247.0,LITHONIA
615,4891088,2.9,947,089SL,089SL,SL,STONEVIEW ELEM,44,DEKALB,89,black,43697.5894288,STONEVIEW ELEM
616,4891184,1.92,915,089PC,089PC,PC,PRINCETON ELEM,44,DEKALB,89,black,72649.0000008,PRINCETON ELEM
617,4891226,1.41,924,089RC,089RC,RC,REDAN ELEM,44,DEKALB,89,black,72655.0937844,REDAN ELEM
618,4891275,1.68,957,089SV,089SV,SV,STEPHENSON HIGH,44,DEKALB,89,black,72877.0000043,STEPHENSON HIGH
619,4597308,0.66,1309,12108L,12108L,08L,08L,60,FULTON,121,white,87289.0007578,08L
620,4597358,0.06,1232,12102W,12102W,02W,02W,60,FULTON,121,white,87766.0,02W
621,4597386,0.43,1238,12103F,12103F,03F,03F,60,FULTON,121,white,86784.2560239,03F
622,4597453,0.16,1219,12102A,12102A,02A,02A,60,FULTON,121,white,46303.0001382,02A
623,4597491,0.32,1286,12106R,12106R,06R,06R,60,FULTON,121,hispanic,37734.6990054,06R
624,4597545,0.54,1284,12106N,12106N,06N,06N,60,FULTON,121,white,109896.950179,06N
625,4597585,0.51,1283,12106L2,12106L2,06L2,06L2,60,FULTON,121,white,87766.0000903,06L2
626,4597635,0.16,1231,12102S,12102S,02S,02S,60,FULTON,121,,57249.8912256,02S
627,4597696,0.06,1272,12105J,12105J,05J,05J,60,FULTON,121,black,42941.585985,05J
628,4592246,0.07,1213,12101I,12101I,01I,01I,60,FULTON,121,black,34378.0001593,01I
629,4592277,0.48,1220,12102B,12102B,02B,02B,60,FULTON,121,,57686.6943556,02B
630,4592355,0.03,1269,12105C,12105C,05C,05C,60,FULTON,121,black,34376.6748439,05C
631,4592382,0.28,1273,12105K,12105K,05K,05K,60,FULTON,121,black,30532.5617551,05K
632,4592445,0.07,1270,12105D,12105D,05D,05D,60,FULTON,121,,52260.4903887,05D
633,4592483,0.05,1271,12105F,12105F,05F,05F,60,FULTON,121,white,29512.0,05F
634,4592512,0.19,1230,12102L2,12102L2,02L2,02L2,60,FULTON,121,white,100864.999874,02L2
635,4592556,0.16,1221,12102C,12102C,02C,02C,60,FULTON,121,white,29512.0016958,02C
636,4592598,0.27,1229,12102L1,12102L1,02L1,02L1,60,FULTON,121,hispanic,45188.9725985,02L1
637,4592656,0.13,1228,12102K,12102K,02K,02K,60,FULTON,121,,42950.0,02K
638,4592696,0.44,1313,12108P,12108P,08P,08P,60,FULTON,121,white,67895.2872147,08P
639,4592741,0.38,1308,12108K,12108K,08K,08K,60,FULTON,121,white,138803.068553,08K
640,4690405,0.93,822,089CP,089CP,CP,CROSSROADS,44,DEKALB,89,black,57954.9855647,CROSSROADS
641,4690467,1.32,843,089FA,089FA,FA,FAIRINGTON ELEM,44,DEKALB,89,black,48858.0000259,FAIRINGTON ELEM
642,4690508,1.4,922,089PR,089PR,PR,PANOLA ROAD,44,DEKALB,89,black,39873.7596373,PANOLA ROAD
643,4690550,0.86,920,089PI,089PI,PI,PANOLA WAY ELEM,44,DEKALB,89,black,65558.0327844,PANOLA WAY ELEM
644,4690597,0.88,974,089YA,089YA,YA,YOUNG ROAD,44,DEKALB,89,black,65615.1257733,YOUNG ROAD
645,4690649,0.85,934,089RM,089RM,RM,REDAN MIDDLE,44,DEKALB,89,black,50272.9792647,REDAN MIDDLE
646,4690721,1.08,883,089MC,089MC,MC,MARBUT ELEM,44,DEKALB,89,black,55545.1416782,MARBUT ELEM
647,4690767,1.11,932,089RK,089RK,RK,REDAN ROAD,44,DEKALB,89,black,55080.0000084,REDAN ROAD
648,4690820,1.29,968,089WG,089WG,WG,WOODRIDGE ELEM,44,DEKALB,89,black,51184.0000336,WOODRIDGE ELEM
649,4690872,1.17,931,089RJ,089RJ,RJ,ROWLAND ROAD,44,DEKALB,89,black,63090.4975492,ROWLAND ROAD
650,4696274,0.78,971,089WK,089WK,WK,WHITE OAK,44,DEKALB,89,black,47216.0000308,WHITE OAK
651,4696314,1.46,851,089FM,089FM,FM,FREEDOM MIDDLE,44,DEKALB,89,black,56095.4040655,FREEDOM MIDDLE
652,4696390,0.26,916,089PE,089PE,PE,PINE LAKE (PIN),44,DEKALB,89,black,42070.0496019,PINE LAKE
653,4696424,1.35,857,089HA,089HA,HA,HAMBRICK ELEM,44,DEKALB,89,black,50233.8643098,HAMBRICK ELEM
654,4696487,1.32,926,089RE,089RE,RE,ROCKBRIDGE ELEM,44,DEKALB,89,black,41197.1690337,ROCKBRIDGE ELEM
655,4696569,1.03,945,089SJ,089SJ,SJ,STONE MILL ELEM,44,DEKALB,89,black,36927.3545,STONE MILL ELEM
656,4696648,1.08,881,089MA,089MA,MA,MILLER-ELDRIDGE L MI,44,DEKALB,89,black,61031.4152713,MILLER-ELDRIDGE L. M
657,4987496,2.92,1702,13545,13545,45,GARNERS B,67,GWINNETT,135,black,73877.0920981,GARNERS B
658,4987574,1.32,1689,13532,13532,32,BERKSHIRE D,67,GWINNETT,135,white,97661.8156498,BERKSHIRE D
659,4987634,2.04,1668,13511,13511,11,BERKSHIRE A,67,GWINNETT,135,,48747.0001917,BERKSHIRE A
660,4987692,1.5,1777,135120,135120,120,BERKSHIRE P,67,GWINNETT,135,,60881.664558,BERKSHIRE P
661,4987743,1.75,1766,135109,135109,109,BERKSHIRE M,67,GWINNETT,135,white,98089.3071449,BERKSHIRE M
662,4987808,1.43,1731,13574,13574,74,PINCKNEYVILLE Q,67,GWINNETT,135,,45760.9254793,PINCKNEYVILLE Q
663,4987842,1.52,1760,135103,135103,103,BERKSHIRE L,67,GWINNETT,135,,51231.4140089,BERKSHIRE L
664,4980233,1.18,1775,135118,135118,118,GARNERS F,67,GWINNETT,135,white,82412.7626273,GARNERS F
665,4980290,2.11,1769,135112,135112,112,BERKSHIRE N,67,GWINNETT,135,white,77794.2471374,BERKSHIRE N
666,4980373,1.33,1690,13533,13533,33,BERKSHIRE E,67,GWINNETT,135,white,91737.9999169,BERKSHIRE E
667,4980424,1.49,1749,13592,13592,92,BERKSHIRE J,67,GWINNETT,135,white,101415.695334,BERKSHIRE J
668,4980490,1.43,1706,13549,13549,49,GARNERS C,67,GWINNETT,135,white,80846.954552,GARNERS C
669,4980560,2.31,1671,13514,13514,14,GARNERS A,67,GWINNETT,135,white,106134.001048,GARNERS A
670,4627282,1.58,844,089FB,089FB,FB,FERNBANK ELEM,44,DEKALB,89,white,198544.827023,FERNBANK ELEM
671,4627356,0.88,841,089EG,089EG,EG,EMORY SOUTH,44,DEKALB,89,white,119116.973185,EMORY SOUTH
672,4627411,0.36,866,089JA,089JA,JA,JOHNSON ESTATES (ATL,44,DEKALB,89,white,36435.5899204,JOHNSON ESTATES
673,4627457,0.99,796,089BC,089BC,BC,BRIAR VISTA ELEM,44,DEKALB,89,white,88264.1679836,BRIAR VISTA ELEM
674,4627524,1.08,835,089DH,089DH,DH,DRUID HILLS HIGH,44,DEKALB,89,white,134869.307608,DRUID HILLS HIGH
675,4627581,0.95,842,089ER,089ER,ER,EMORY ROAD,44,DEKALB,89,white,61829.8290046,EMORY ROAD
676,4627620,1.1,875,089LB,089LB,LB,LAVISTA ROAD,44,DEKALB,89,white,75148.8796866,LAVISTA ROAD
677,4817585,1.83,944,089SI,089SI,SI,STN MTN MIDDLE,44,DEKALB,89,black,44447.773362,STONE MOUNTAIN MIDDL
678,4817650,2.02,960,089TF,089TF,TF,TUCKER,44,DEKALB,89,white,96314.9255889,TUCKER
679,4817717,2.91,861,089HG,089HG,HG,HUGH HOWELL,44,DEKALB,89,,86195.7687577,HUGH HOWELL
680,4817787,2.57,943,089SH,089SH,SH,SMOKE RISE,44,DEKALB,89,white,117152.875737,SMOKE RISE ELEM
681,4817852,2.64,1669,13512,13512,12,BERKSHIRE B,67,GWINNETT,135,,60552.4691547,BERKSHIRE B
682,4817922,1.23,1805,135148,135148,148,BERKSHIRE Q,67,GWINNETT,135,,73174.953133,BERKSHIRE Q
683,4702609,1.44,956,089SU,089SU,SU,SOUTH HAIRSTON,44,DEKALB,89,black,60509.8194421,SOUTH HAIRSTON
684,4702679,1.59,919,089PH,089PH,PH,PANOLA,44,DEKALB,89,black,63450.9241653,PANOLA
685,4702748,1.7,946,089SK,089SK,SK,SHADOW ROCK ELEM,44,DEKALB,89,black,72872.6533676,SHADOW ROCK ELEM
686,4702799,0.74,951,089SP,089SP,SP,STONE MTN CHAMPION (,44,DEKALB,89,black,43995.228424,STONE MOUNTAIN CHAMP
687,4702875,0.89,952,089SQ,089SQ,SQ,STONE MTN LIBRARY (S,44,DEKALB,89,black,64377.0594466,STONE MOUNTAIN LIBRA
688,4702953,0.85,1306,12108H,12108H,08H,08H,60,FULTON,121,white,226996.999074,08H
689,4854352,2.69,1714,13557,13557,57,DULUTH D,67,GWINNETT,135,,68527.5590905,DULUTH D
690,4854461,1.94,1739,13582,13582,82,DULUTH E,67,GWINNETT,135,,68022.5747984,DULUTH E
691,4854529,1.46,1713,13556,13556,56,DULUTH C,67,GWINNETT,135,,60812.2880176,DULUTH C
692,4854595,2.8,1438,121JC11,121JC11,JC11,JC11,60,FULTON,121,white,122981.463271,JC11
693,4854652,1.03,1436,121JC09,121JC09,JC09,JC09,60,FULTON,121,white,120359.978589,JC09
694,4854703,1.95,1434,121JC07,121JC07,JC07,JC07,60,FULTON,121,white,126839.488816,JC07
695,4790699,0.56,1392,121AP12C,121AP12C,AP12C,AP12D,60,FULTON,121,,85109.9573477,AP12D
696,4790744,0.67,949,089SN,089SN,SN,SHAMROCK,44,DEKALB,89,white,75154.0001454,SHAMROCK
697,4790786,0.58,907,089ND,089ND,ND,NORTHLAKE,44,DEKALB,89,white,110455.999955,NORTHLAKE
698,4790847,0.9,797,089BD,089BD,BD,BRIARLAKE ELEM,44,DEKALB,89,white,155996.999767,BRIARLAKE ELEM
699,4790927,1.51,925,089RD,089RD,RD,REHOBOTH,44,DEKALB,89,white,97723.8880976,REHOBOTH
700,4790997,1.46,969,089WI,089WI,WI,WARREN TECH,44,DEKALB,89,,56205.1077989,WARREN TECH
701,4828933,1.32,1722,13565,13565,65,BERKSHIRE H,67,GWINNETT,135,,58383.6657037,BERKSHIRE H
702,4828997,1.18,1780,135123,135123,123,PINCKNEYVILLE Y,67,GWINNETT,135,hispanic,43085.6810829,PINCKNEYVILLE Y
703,4829077,1.44,1680,13523,13523,23,PINCKNEYVILLE D,67,GWINNETT,135,,44776.1697722,PINCKNEYVILLE D
704,4829148,3.01,1715,13558,13558,58,PINCKNEYVILLE K,67,GWINNETT,135,,49756.4892071,PINCKNEYVILLE K
705,4829228,1.48,1707,13550,13550,50,PINCKNEYVILLE I,67,GWINNETT,135,,61858.2203188,PINCKNEYVILLE I
706,4829298,0.83,972,089WL,089WL,WL,WINTERS CHAPEL (DUN),44,DEKALB,89,white,126049.575239,WINTERS CHAPEL
707,4829341,0.86,1758,135101,135101,101,PINCKNEYVILLE U,67,GWINNETT,135,,62044.1526814,PINCKNEYVILLE U
708,4795561,1.14,903,089MW,089MW,MW,MIDVALE ROAD,44,DEKALB,89,white,94871.7683969,MIDVALE ROAD
